"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF195",0.745369244055565,218.623369117647,215.434819321149,10.1227442616116,4.61445675173638,155.618025,152.97945,245.17435,263.7046,136,383
"ZNF263",0.00227386668416929,600.553057352941,659.484918276762,14.7499906770863,10.1793992445924,480.23075,529.5506,665.97615,749.93855,136,383
"ZNF200",0.0148790967399155,279.477371323529,259.790619321149,6.55507553780686,4.19866217498744,229.315525,203.1005,327.20445,302.72675,136,383
"ZNF582",0.419348683359693,8.75175882352941,9.55453446475196,0.898368157370948,0.498625824760431,3.231875,3.17015,9.27795,11.6116,136,383
"ZNF285",0.533729539895006,13.9979198529412,12.8379686684073,2.41043948126697,0.708041363246639,3.1471,3.32895,15.016175,17.26425,136,383
"ZNF275",0.0174075382110095,379.017999264706,438.038196605744,17.8989357530173,13.2987904743258,217.191725,258.7957,497.3253,564.65335,136,383
"ZNF37A",0.371675621265166,315.671082352941,333.323310704961,10.9296872427335,11.1014182923611,234.93245,212.95955,414.247325,395.5966,136,383
"ZNF510",0.0170174199230168,172.434958088235,190.020078328982,5.51734669538934,3.91333729876861,124.1351,137.4555,209.99035,227.33255,136,383
"ZNF506",0.275955277835809,150.886577205882,162.510594516971,9.1172097757668,5.46414997349053,55.9853,77.25295,222.14235,231.3899,136,383
"ZNF324",0.766746116700828,237.861803676471,240.236506527415,6.26261688675479,4.21700031247699,186.586075,186.39645,278.565,283.46975,136,383
"ZNF671",0.844939156083573,38.0956375,37.481955613577,2.54032365418459,1.6365764687633,17.141825,15.4876,49.438725,52.8679,136,383
"ZNF416",0.073054514068608,154.352669117647,143.108193994778,5.03024440433122,3.27474452374775,112.20345,101.8145,181.3879,169.64905,136,383
"ZNF586",0.207969976108832,127.596066176471,134.999189556136,4.06270022143843,3.18704776585633,96.355775,93.85645,150.091775,167.76725,136,383
"ZNF446",0.000801569088002774,168.791921323529,201.454748041775,5.83602310945231,5.38498129668867,123.53755,133.002,194.355625,242.0098,136,383
"ZNF8",0.00425834839552075,84.8831963235294,95.2343133159269,2.87655707392526,1.88981385939389,62.8187,68.1211,100.71935,116.24035,136,383
"ZNF264",0.863464917907142,652.5020375,648.328826631854,17.8921161587764,12.9800109933935,525.507575,476.40895,781.7563,784.03985,136,383
"ZNF213",0.171022608060733,511.270975,487.075597650131,16.0755864144255,8.83478061733236,386.769325,370.7489,592.90295,571.16295,136,383
"ZNF343",0.229347952186723,247.137502205882,259.583768407311,9.36723972610837,5.18857541392194,182.747775,193.73345,280.5504,292.1435,136,383
"ZNF302",0.00566958792836303,202.481780882353,237.553860052219,10.348041906106,6.56449433716937,128.312675,150.09045,244.50995,295.7482,136,383
"ZNF268",0.56529135874536,259.192823529412,267.503291122715,11.4349642958752,7.58801814515028,167.81015,158.4305,349.568375,361.2278,136,383
"ZNF184",0.031331604410576,186.144364705882,204.949126370757,6.60716899296174,4.6296405754938,139.96595,147.4541,210.1603,245.5577,136,383
"ZNF500",0.0033742094592627,185.109086029412,204.068383028721,4.82977707419872,3.43081301211567,152.0421,155.1071,208.665825,244.9985,136,383
"ZNF419",0.015253682310433,111.712980147059,127.669350913838,4.26172860463857,3.59960590094285,76.52415,79.84105,143.353725,162.2878,136,383
"ZNF175",0.633419258079177,100.968704411765,103.399634464752,3.92539811676445,2.69620444526821,70.897325,65.95695,124.81015,133.3195,136,383
"ZNF14",0.275173779932337,84.2918051470588,91.5611328981723,5.73729128907951,3.4021003912959,39.821725,35.2099,106.53565,130.8901,136,383
