"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-T4a-T1","p-adj-T4a-T2","p-adj-T4a-T3","p-adj-T4a-T4","p-adj-T4b-T1","p-adj-T4b-T2","p-adj-T4b-T3","p-adj-T4b-T4","p-adj-T4b-T4a","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","p-adj-TX-T4a","p-adj-TX-T4b","mean-T1","mean-T2","mean-T3","mean-T4","mean-T4a","mean-T4b","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-T4a","SEM-T4b","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-T4a","Q1-T4b","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-T4a","Q3-T4b","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZKSCAN2",0.916375872874828,0.999094943807697,0.9461919797191,0.999999999999735,0.959727542689844,0.999670395296956,0.999556152550479,0.905061671064231,0.999999920279358,0.999847898308856,0.997609710053161,0.963409762139764,0.989806738143664,0.997685550227854,0.99111990325114,0.999543521247655,0.899339480635686,0.987272431921112,0.999605450039078,0.990026503425699,0.999927784393506,121.145665714286,135.230101986755,127.150979259259,121.3679,126.382018831169,98.5273666666667,111.745633333333,8.63632151392389,4.72021495166248,7.83904430858037,12.7800986866156,4.04190439594268,16.9265489302391,13.680238308283,90.0553,97.87955,87.08305,78.5582,89.967825,82.93065,81.729125,148.32725,165.51575,151.67755,144.1474,158.568675,112.02115,122.4211,130.742356818182,127.608369807692,116.72995,117.5705,83.662425,152.63965,90.262125,155.397575,9.50474803141688,2.88579825998593,0.976029290837645,1.00720080836152,-0.0350036508777606,0.0103513460515076,"HNSC"
"ZNF689",0.99999925812327,0.999427908075261,0.966582545923043,0.0835734438646876,0.00955816695828327,0.0518275321231345,0.826303843322588,0.181386073928071,0.781641692101868,0.30229397006228,0.999710452010108,0.999827889320031,0.998047622259751,0.698401569906242,0.980545029213128,0.995058382301775,0.983512204751558,0.999429316980528,0.775291615476815,0.999999738220343,0.992390833649136,137.382351428571,139.082932450331,132.076340740741,91.51722,121.371132467532,152.3391,123.653483333333,10.1655447865837,5.76226390322312,5.87619845334741,8.44475769033665,4.2354167462183,42.251524185091,20.0654022253247,85.7217,97.1889,85.31075,66.7517,84.12255,115.1785,85.942175,180.82415,177.9476,168.00575,118.4211,158.241275,188.33235,127.9741,125.376470454545,128.754441153846,121.62385,125.5432,81.89725,151.5031,84.8291,165.10785,8.84277686505931,2.79734992116449,1.02694262078885,1.03222517622983,0.0383555750193243,0.0457577238560585,"HNSC"
"ZNF19",0.999855207835781,0.934946537533532,0.905157372204928,0.949222536474817,0.96689858820032,0.999951386059587,0.858240957684805,0.726176286566446,0.999925862335382,0.999999711557535,0.984435281510597,0.991475082608825,0.99908986602909,0.999840112367545,0.999590720697562,0.999999849091176,0.999999933318879,0.997920121333578,0.994765979761402,0.993606176764058,0.992949065791162,31.4969628571429,30.6058086092715,28.72104,27.862276,28.2214363636364,24.9101,30.9969416666667,1.93884606962898,0.988300040989484,1.47561486817488,2.92788556167689,0.974352678072109,3.1431848503283,1.78138324430757,22.72275,22.0587,16.9792,18.5639,19.1336,23.04635,26.5965,39.67815,37.67815,34.88135,29.9038,37.165875,28.0339,35.1763,33.4518568181818,29.2957423076923,22.37405,27.45815,15.959925,38.815375,19.45845,36.94615,3.87269222880989,0.594491722381543,0.875758331351264,1.22723199420758,-0.191395287004781,0.295407999820277,"HNSC"
"ZNF230",0.72965433731397,0.10934262865411,0.512875960007674,0.994632819424454,0.339715103177521,0.0317697260343712,0.0879637498036216,0.41526469893125,0.999999973358432,0.0252021473861521,0.761960165911502,0.94764525286975,0.995033948820365,0.59552065161701,0.995659063283933,0.999680837570404,0.998747757419771,0.880626903006111,0.976453002859392,0.86421784224083,0.907362685307957,90.3713857142857,78.0033258278146,68.5159748148148,97.83462,68.0966850649351,52.1143,84.5859916666667,10.2048418277221,3.04249298579959,2.78390364869314,23.9603381142316,2.17952976451736,9.37412454170166,11.8871051548067,57.514,49.99255,50.02555,50.9329,48.907975,44.72585,57.961825,112.49445,98.02,84.10185,97.5883,82.727325,60.8049,96.829575,63.9157545454545,74.3163044230769,64.0933,64.8893,49.56045,75.059775,49.888775,89.37595,3.08763807149477,1.91508695315251,1.16272278957805,1.01241939485094,0.217507177832727,0.0178070504388126,"HNSC"
"ZNF222",0.999999999998591,0.970780845961115,0.75418842943909,0.379531162574814,0.168024755577647,0.0196670296040168,0.915209621806267,0.486959660185848,0.999862785982353,0.00941704705500424,0.945245303405862,0.93520566713544,0.987441439772461,0.479249866955598,0.99236158011541,0.999999999991717,0.99999999999949,0.996878845069619,0.736286688751987,0.990245723837726,0.958693138135996,45.99878,46.0818781456954,41.2406844444444,60.83874,40.1171954545455,28.8218,46.1960833333333,3.71127660392898,1.78564049033282,1.83956833476848,17.2624111613519,1.46417835290304,1.84345399816034,6.75799699687883,29.93875,29.6378,25.99775,29.073,26.1392,27.11145,31.953175,55.92305,58.3742,52.64035,59.4458,52.898875,30.2726,60.8047,39.2053772727273,43.6585176923077,36.51635,39.38015,25.08715,49.4199,26.972375,55.147375,2.32242458091466,1.21685586190531,1.11358493985666,1.07842514380545,0.155211605396774,0.108926038891815,"HNSC"
"ZNF221",0.484049182619741,0.989492978696794,0.544323124068229,0.62806388966184,0.999710192315848,0.816127395840326,0.795550478395858,0.98518757329878,0.944428418155977,0.983140207683787,0.99939193904313,0.93618125880877,0.992356959015601,0.908101790245107,0.970119927083481,0.999983825594502,0.969757062839169,0.999994110850681,0.948078526912126,0.996391903378948,0.998194708589442,8.38103428571429,11.4120913907285,9.58856148148148,12.136148,10.6337954545455,6.08743333333333,9.0673,1.38746206246836,0.681168329860722,0.705640048505796,3.39008782882843,0.551337405798047,3.0892041425656,2.71967869286507,4.2888,5.8317,4.488,3.2895,5.66735,2.9989,3.821225,10.5308,14.36205,12.49925,15.3805,14.223775,7.68745,11.22075,10.7736295454545,10.4298253846154,10.9418,8.7657,6.86235,13.292325,5.192525,13.52425,0.773516264068052,0.37279988429159,0.968088362479085,0.801120473779451,-0.0467893590689877,-0.319908881148715,"HNSC"
"ZNF233",0.97182601575491,0.476985606139316,0.669134463852264,0.980414272139139,0.544258884024861,0.107290115752895,0.491367057100831,0.682170507871804,0.99999998652297,0.111058859361077,0.733336331970402,0.862604535912554,0.964781540519238,0.510522587461276,0.96174717344565,0.995312039113346,0.999998963951719,0.999021158557493,0.878085092433084,0.999288648745684,0.933144485886505,11.0776171428571,9.66875960264901,8.07483185185185,12.907864,8.14671623376623,3.48906666666667,9.29096666666667,1.74814033626751,0.65051326517106,0.556970001531029,4.32032183255245,0.450436079642879,1.10675197060789,1.26422966264006,4.95635,5.0467,4.24275,4.789,4.127225,2.3824,6.8808,12.1795,11.67005,9.4424,12.5159,10.993875,4.0543,10.620975,14.7094886363636,9.0057025,8.0559,6.82265,4.6295,21.180025,4.63915,10.806375,2.21327177323311,0.366042288033228,0.612237632635088,0.846913442321777,-0.707836368631774,-0.239713566551042,"HNSC"
"ZNF235",0.991834213392668,0.606783494135532,0.671575394224954,0.321105903970106,0.0219089885032481,0.000991308364812205,0.676601702736318,0.766206497341439,0.999994220700397,0.0013186843859857,0.953661833585374,0.984569064349999,0.999145886194441,0.474513663459933,0.998623277408865,0.999230327059353,0.999999985592595,0.997784134750668,0.383058672149831,0.99903410398604,0.99305040786389,68.0830457142857,62.5240589403974,54.5595133333333,91.57442,55.5519824675325,43.0352666666667,61.59795,6.43286199426556,2.08004841934097,2.11949612941068,30.713117441393,1.78783400491918,10.3846484930615,7.91619167236119,47.8468,46.78885,38.5519,43.8228,37.61255,33.8751,42.246175,76.3864,77.19855,64.2679,69.224,71.003325,51.852,70.401625,50.5242068181818,60.0461275,52.7241,54.6895,40.370575,61.89585,40.380725,71.48925,2.46786715847843,1.84141395311383,1.18846254659839,1.03727707063753,0.249096438671028,0.0528013088508148,"HNSC"
"ZNF208",0.994489560043706,0.999951163624464,0.736407223194807,0.949200169142763,0.994503971167405,0.756565539496404,0.997558266556813,0.999999010549737,0.815135704538899,0.98978330078228,0.999956391193042,0.998759049006344,0.999994759807587,0.991508391332424,0.999117523594697,0.999999999919194,0.999376843589458,0.999999105398915,0.985814261272339,0.999716085484191,0.999980182568109,7.11407428571429,10.0745304635762,5.80282666666667,13.480288,9.6639012987013,3.0345,6.86481666666667,1.13680759054544,1.82579067669452,0.977519985744998,7.12302766327241,2.62899069458872,1.3712185687677,2.16239434700159,3.2991,1.80775,1.004,1.5981,1.9391,1.7215,2.46315,9.6705,9.958,5.8053,5.3653,7.73875,4.03335,7.934125,12.5532909090909,8.64916,6.38205,3.86715,2.260275,12.894075,1.656775,7.577275,2.39154992548491,1.03784196494402,0.6889954245971,0.605941664512187,-0.537433692412065,-0.722749186288156,"HNSC"
"ZNF714",0.977730055805099,0.999974722822563,0.560400887916228,0.958662691262713,0.457673667271942,0.964115051233978,0.997512471002082,0.999131523571012,0.838371394246393,0.626197030129209,0.99991364936981,0.999999998257617,0.999611569659476,0.990440021266507,0.999999184235363,0.99997741905655,0.982448240049136,0.999999752606009,0.999018602623619,0.995334926053821,0.999515867962675,113.382328571429,127.069461589404,109.220545925926,91.742508,122.460716233766,129.641833333333,106.18125,13.5455931658572,7.56375236677275,5.70628266202695,16.4675447862272,7.27241145168555,27.3771511852088,29.2814650037241,68.9378,59.7356,58.9965,50.0532,59.575475,109.9629,56.90675,140.5801,169.77405,151.88285,96.6283,164.31925,155.9642,108.946275,142.560829545455,117.247079615385,121.1446,98.0731,67.72745,166.334575,58.535775,155.846425,15.1886463788329,3.70489708420804,0.822435447304978,0.809554037076353,-0.282025648267757,-0.304800712419842,"HNSC"
"ZNF394",0.979229157452096,0.999904094557991,0.98208666882984,0.985002002930089,0.610277475747009,0.876153046463271,0.999999995072871,0.747154430815057,0.996089414896606,0.969842280531027,0.893454588293074,0.961021631915479,0.917854191229692,0.729292786148916,0.869743187353086,0.999798445506272,0.96500543736618,0.996320427637508,0.999982512569485,0.999784916595087,0.846537957930813,504.248385714286,465.953520529801,489.444548888889,554.43092,507.035301298701,330.9314,533.894275,37.7959048198694,24.8791840207927,19.0460948712826,37.9953421700691,15.9496649019799,35.9432341862832,19.9032228449091,380.6078,360.3189,356.7035,375,395.0567,308.47565,479.574,564.39865,506.0384,548.67095,668.7017,571.47325,366.46445,593.366725,495.704245454545,492.367822307692,486.87235,441.43955,409.554625,544.8309,370.951775,550.905775,16.7128101301401,10.4731343174587,0.993269327068616,0.906684370143427,-0.00974313429130976,-0.141327679610859,"HNSC"
"ZNF333",0.99999999903653,0.711502409386761,0.194679042624863,0.999999360248519,0.999999613453796,0.899398783286505,0.956403901275442,0.721208764574083,0.967506405541871,0.993208538048576,0.835811248517559,0.82225206639591,0.97688267851061,0.872628233132518,0.93959778460279,0.999253409955091,0.999005143761927,0.999251558676675,0.999881860480764,0.999999913786341,0.953294120156846,114.89928,114.464297350993,100.441718518519,113.102532,105.822596753247,75.5526333333333,107.293541666667,8.55012165588696,4.34314338082514,3.62780130266711,9.17981515093799,4.02539655529479,9.29558832463611,16.6010797213362,87.57835,76.62695,75.04235,83.4499,76.5057,70.2587,65.96815,124.1325,138.8363,118.64235,141.9753,130.094375,84.81675,133.94065,110.429040909091,107.750147884615,97.4575,100.73395,82.873,136.42145,76.839525,130.50845,6.05880939426196,2.14797799937701,0.975741045992776,1.03361926993818,-0.0354297762301451,0.0477048718018866,"HNSC"
"ZNF382",0.150438833963215,0.0630767405862568,0.996855221233148,0.0176860833178422,0.545153368826791,0.765653954325598,0.00785824863864681,0.652808965059414,0.954514413670971,0.966974389763463,0.492318687349926,0.919059398974107,0.952526383444908,0.999452072011269,0.984351427709541,0.997439371116175,0.96585251969285,0.904676030882107,0.472740634447218,0.701943560379208,0.7703944548123,13.9485914285714,9.93090927152318,9.33134296296296,6.632868,8.33648311688312,4.3616,12.3167083333333,2.24961309580029,0.706001589734467,0.797939264316125,1.0717351287005,0.497404508707017,1.92210284931201,2.75216287758672,6.64245,4.1838,3.8004,3.2449,4.3776,2.45195,6.436425,17.4809,12.2995,12.513,7.2,10.8073,5.5056,13.280525,15.1159727272727,9.45249807692308,10.1919,7.23015,5.233225,21.719825,4.09105,11.959575,1.89189105218953,0.374100100489658,0.625331776357903,0.709401583610514,-0.677306264941739,-0.495325544055358,"HNSC"
"ZNF577",0.999969452636194,0.39635742103282,0.0720248227205325,0.913552721902197,0.667996496566517,0.0288009082712841,0.971278476247973,0.943124266205313,0.531371850542714,0.308384970814284,0.426007648545976,0.441006287972591,0.809818556846524,0.1823857889847,0.578519831360788,0.996654110611941,0.980329703793909,0.447764929209988,0.999962108543218,0.877169066427347,0.317858322146448,60.5075657142857,58.4511357615894,44.7521525925926,72.777076,53.5547435064935,11.6879,68.78435,9.57307645814437,3.43273121294104,2.90064524001375,9.45631991863692,3.27385442707767,2.03264951807569,10.7900138134021,30.18085,32.4705,22.5036,45.2609,26.218125,9.7558,42.1766,63.30885,70.812,60.2075,97.3684,68.7907,13.20075,93.73825,71.3806318181818,54.4189294230769,59.64765,44.2142,44.043,92.00075,26.4897,70.3118,5.32536625687773,1.81747811623243,0.762376684500228,0.741256361315157,-0.391424096403212,-0.431955514252734,"HNSC"
"ZNF75A",0.971537190366032,0.608790624778138,0.849486599668056,0.999999733028073,0.966940078946587,0.658844054986466,0.977179138771551,0.999999992656285,0.814691331795155,0.972497001710806,0.970158967225879,0.994934310522527,0.999737718982689,0.963577634483163,0.994351566024551,0.944817380525118,0.599347243890933,0.280735290965779,0.97261845436936,0.615605436263817,0.806688106134437,237.925157142857,218.272241721854,200.400948148148,241.584784,219.150645454545,174.3027,278.091233333333,18.3617193753306,9.14226194179997,10.2832598172453,32.4833396600004,8.73829441883592,31.5746320682179,32.9649554782994,154.52685,137.91155,118.82075,137.3513,139.380775,142.99875,200.1389,303.15465,275.8595,249.86645,274.2504,274.9252,193.5275,333.5685,158.763793181818,217.4515675,155.88305,192.34225,136.221975,184.77365,133.300025,273.972825,5.43430574295574,5.06914665487415,1.36965464947648,1.23388816166992,0.453812171801882,0.303211636046323,"HNSC"
"ZNF496",0.999815689059482,0.972843842335047,0.977994383973667,0.945606356175699,0.700341117602194,0.398561671677899,0.926616222706351,0.890252025183151,0.999927743081894,0.288212476024833,0.999999577169297,0.999999999997472,0.999998719548229,0.997542107072736,0.999990485014159,0.540477526897627,0.271517579936102,0.135056787175585,0.963311292447888,0.0971578068002642,0.939106262824119,276.185554285714,286.277506622517,301.351332592593,236.11256,306.756262987013,287.792933333333,186.600383333333,40.5070145553153,10.485862772825,13.2993661143961,24.4310682083408,11.3878491156013,34.2098615115746,15.6088674883611,173.12295,188.67275,196.05095,170.8071,201.2452,258.28325,159.270925,307.10585,353.71435,362.34005,281.1821,380.524125,317.5351,222.85905,253.501154545455,290.095677692308,216.79195,267.51885,168.826175,324.82565,186.074225,352.411625,16.3981459325648,6.50802666053044,1.14435643582164,1.23398885429095,0.194536482273587,0.303329363748434,"HNSC"
"ZNF2",0.999999996260988,0.999453715589901,0.996520482091952,0.982230288615838,0.964033089334917,0.996472735394321,0.945371491967644,0.684043361565987,0.965929168254802,0.999999898084991,0.943140635719908,0.939457306192896,0.966829573307306,0.993888694788839,0.989580241724191,0.997068136118512,0.992802958733002,0.967194737334646,0.902068401505866,0.848680563227543,0.860828271759402,104.110677142857,103.724349668874,101.217522962963,96.598072,97.3689707792208,82.2667333333333,110.975108333333,5.20562908971776,3.0026479056604,2.81766431377517,7.06496475068942,2.8398314183396,16.625701772891,9.25072483503613,80.3607,80.4899,80.81555,66.2476,74.283825,69.74275,86.015175,117.44995,123.88615,121.6293,115.4614,114.44675,97.9983,135.336,89.5331363636364,100.727614615385,88.6558,96.53265,74.44205,104.73985,78.6562,118.38285,4.36667269838019,1.51829723506559,1.12503167772747,1.08884754296955,0.169965624248462,0.122801966543944,"HNSC"
"ZNF589",0.645532510122207,0.246303302727038,0.939676810513564,0.999999999778814,0.804902089248007,0.442626349904527,0.384865471430921,0.995526573623884,0.999417016569038,0.592858712382736,0.74250761173456,0.949638148084348,0.984660161217686,0.765580397089688,0.973455721313271,0.999999035227465,0.976969126444941,0.860366195313745,0.99999980007926,0.924019436835697,0.8405969923586,316.206731428571,261.403482781457,239.288846666667,314.498084,248.523093506493,156.6436,307.363675,50.4129646409867,13.9024941585488,13.2052006443261,42.127473547489,12.8645219029636,31.3538075047247,45.6332000048096,150.75035,139.75185,139.1942,214.8551,147.020475,134.91345,163.6338,340.2616,327.62985,298.74445,371.8091,307.702925,187.0828,423.872525,256.163052272727,258.686671346154,220.17615,209.3995,161.650925,330.65845,141.784825,318.569325,20.0394784046414,7.74658907373734,1.00985161228771,0.951054417111027,0.0141433187748698,-0.0724002038013419,"HNSC"
"PRDM9",0.999999854071589,0.999751124822519,0.986180710457136,0.99927098645087,0.99924077263745,0.974114389146736,0.985847808756831,0.923938003142935,0.499950768677964,0.999999662589678,0.999929225801863,0.999843121890756,0.999995507327361,0.998822636839022,0.997528316876484,0.99952743495797,0.998113515036585,0.999986269215567,0.989101725487606,0.959852331183197,0.999999992770602,0.566931428571429,0.629437748344371,0.345279259259259,0.935564,1.01821298701299,0,0.130233333333333,0.336969403013964,0.254533170655634,0.107251230977852,0.504656682702211,0.342138065363829,0,0.0683278397643939,0,0,0,0,0,0,0,0,0,0,0.3991,0.450725,0,0.117875,0.0710772727272727,0.674233076923077,0,0,0,0,0,0,0.035787289702725,0.13348316470824,9.48591653917484,NA,3.2457871750748,NA,"HNSC"
"ZNF12",0.999232572723348,0.999999988389254,0.996057836288836,0.99999999995649,0.99945439382947,0.999999931461344,0.850626254395373,0.819232642954907,0.4457223630691,0.906688985911169,0.773780527536277,0.652005535071242,0.733829986568618,0.793067633525303,0.470972107869145,0.977369199289038,0.993931955071106,0.96989641650316,0.979916756675244,0.999998929696392,0.548232782272588,589.093837142857,610.196351655629,592.373746666667,587.310032,647.992191558442,378.395866666667,659.028791666667,29.4109523060633,19.1946335060793,19.5671947018826,43.4284892246959,21.6747839987317,49.1285689660756,91.2338438256326,432.3096,438.7702,441.41055,474.5921,449.9591,348.3089,512.978325,699.0012,740.6497,703.5187,644.3381,786.09585,427.07405,700.483725,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.93258479122116,0.972721153040983,0.999961681876061,0.999934703372283,0.997541042892576,0.999599387082139,0.999999878768579,0.448537280892552,0.673469153471035,0.999265949483915,0.892531487615695,0.973493639606708,0.964256556417771,0.940681717590735,0.862497675157154,0.488963790538552,0.0807735178451218,0.110004166359811,0.399362664517251,0.389736245940515,0.353720299827189,225.833182857143,209.903946357616,212.487166666667,219.58136,227.386732467532,169.114166666667,275.299908333333,18.3688726965724,5.61992010172163,6.75130423433465,16.191608578135,6.40824399806883,42.7232086494891,16.8925545000644,159.44705,155.12015,153.17115,178.3758,172.85665,126.54485,258.611175,292.2978,253.08275,264.6547,238.2445,280.480425,193.5364,299.9002,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",0.472910743718167,0.952862689180406,0.790846490749648,0.969363919569292,0.99810650283077,0.999987380138266,0.972931935829513,0.639185728749105,0.99999584622695,0.999880875102418,0.584041555384855,0.898559528740441,0.759738288779577,0.839221421130969,0.735439881730121,0.99999999454462,0.86685079159326,0.992415178402061,0.989571480409996,0.995778337532865,0.641991026539272,571.79098,483.759565562914,525.032596296296,512.700468,530.571463636364,313.796066666667,576.973225,57.814756791862,16.3908408695422,23.5710088159129,50.2032183502193,19.2009297727807,22.812477378351,44.9630255207966,359.26855,354.12795,347.7309,392.6304,369.5601,295.8281,485.451175,625.51,547.21665,617.11285,499.396,620.651725,334.9526,616.32535,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",0.651170980080597,0.250262926500634,0.939554846860582,0.70856273500718,0.999295190254417,0.99999973235399,0.312813329489701,0.979196957391008,0.999985356121791,1,0.366525555414266,0.672520631572867,0.802601231144435,0.812841404883154,0.775088343535827,0.769346467249731,0.996924674774137,0.999997415552773,0.99998868314847,0.999967519558118,0.900722432789402,149.096482857143,123.024331788079,112.444517777778,114.665432,114.798251298701,43.5931333333333,107.952658333333,17.2406338429288,7.14529631019245,7.53735529487136,17.384792650856,6.00555822657691,27.2898262298934,17.4064857838422,76.30225,51.84215,47.6215,30.4991,59.7907,17.0259,80.563225,199.40925,173.2259,171.22555,172.7147,157.994625,62.2793,126.6277,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",0.584651445823951,0.998899740950301,0.433749561808504,0.999997611705752,0.596531581592819,0.995351681691974,0.960993280528969,0.859995308564873,0.990295113272921,0.941718034204508,0.953409378996265,0.684893259355164,0.896285278142487,0.970616206732165,0.830479022806454,0.999999625229357,0.964049099621164,0.999997925919089,0.999978794285613,0.999279771349133,0.953824891374358,119.967691428571,158.26722384106,130.967981481481,114.628336,141.107085064935,49.5076666666667,124.969491666667,14.3684216936655,10.6924971729477,9.95901284947371,18.1898746129973,9.37905105745492,30.3012280354187,15.4381321561573,47.96545,72.44005,42.6222,30.9289,51.310075,19.30705,109.763,186.92755,207.53965,177.19715,160.6858,199.6549,66.74465,159.231,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",0.995206043147294,0.689396572050231,0.731481117391437,0.294825223542917,0.0219287631396348,0.00122238477089265,0.733965153356249,0.78862610718462,0.999999184233313,0.00143574397511581,0.885253663398975,0.940976087831873,0.989740975215112,0.325897985224689,0.987316818486517,0.990380310278391,0.884961902737822,0.537437598180102,0.965153652360298,0.5701039183739,0.732645486851614,206.279462857143,193.289254966887,173.958419259259,268.17684,175.800754545455,127.416666666667,232.630566666667,22.4458364271125,6.67156764466878,6.68918447409154,66.1350915523572,5.45782914965881,18.5199782861944,26.8307474465605,124.9635,132.9124,119.41335,172.8281,120.25355,111.40565,179.22695,244.6636,233.4556,208.6754,241.5112,221.082925,143.48305,294.6168,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.999996311035643,0.999699570191073,0.999883039507061,0.104521343260809,0.0340924818248631,0.0621004523090762,0.999610087139446,0.999798196349606,0.999999999993007,0.059292670161993,0.999838189698878,0.999530652314898,0.998909268662714,0.744506239382177,0.998846828884216,0.999216639979447,0.999661741461146,0.999968140669208,0.710706329839163,0.999972612119003,0.997500075900019,37.6537228571429,42.0870271523179,47.1089614814815,126.131912,47.4180805194805,10.6914333333333,57.3469666666667,11.6129996478483,6.3080295059814,7.79970384018538,90.7528680544248,6.03649611995292,5.36874008383511,26.2020569726198,6.3056,5.44785,5.4658,3.1927,5.999325,5.42365,6.069075,29.95305,34.3388,36.3859,26.048,48.5492,14.22275,83.741225,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.999834245435991,0.999905420935656,0.999999999175696,0.999855251586977,0.999999821860889,0.999999433366824,0.846086149790491,0.70772425716514,0.706721728112222,0.991639637708286,0.998955523930694,0.99971485354963,0.999675274005546,0.999887547000969,0.999999965502501,0.999999999152292,0.999997811007766,0.999998905462925,0.999991418694734,0.987806185549294,0.99948710531018,166.444757142857,157.295628476821,158.040171111111,153.966948,132.913543506494,126.081966666667,164.332175,14.6765181699536,5.48833636817985,20.6734306566414,23.2243215515647,4.14136906349361,13.2746913438484,21.0170152081778,115.1549,112.31675,98.34815,96.9802,100.75615,119.3443,115.6292,179.4151,191.2588,163.2521,167.6674,158.133475,139.35615,189.601575,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
"ZNF641",0.999999811481471,0.998158463109022,0.941638279003869,0.080840203987225,0.00989533429900058,0.0634137746817545,0.927837305933392,0.424606092565186,0.97634020785194,0.190082943494844,0.999999691068236,0.999998318089916,0.999999998811892,0.936260248052214,0.999988959398599,0.727829406768072,0.565210036178427,0.825463011407321,0.996151402510007,0.949843877506439,0.993828583310604,157.69922,159.6641,148.231385925926,90.752132,138.774550649351,150.856,110.761558333333,16.482087704254,8.35070798441578,8.5607034296183,8.21311526862721,6.01968088326528,47.1600715701676,33.4115236370343,101.0662,93.78835,87.46595,64.9627,88.486225,111.26955,47.872475,208.54115,193.4501,182.84115,115.5881,178.275625,192.84695,108.4322,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",0.999550144299307,0.999999996052712,0.997438020200785,0.946017666830915,0.974737012251099,0.897386972010656,0.998327342027737,0.999997280960926,0.989076237962953,0.985756075113643,0.986912230598107,0.994287582837638,0.986521710068829,0.999907273345374,0.995742490389371,0.999999676962099,0.999658593620331,0.999997462043107,0.974035982356532,0.999161362236215,0.98584932852893,12.5736514285714,11.1806437086093,12.3751859259259,7.83864,10.8234461038961,4.37973333333333,13.3039083333333,3.24042218692547,1.27078487691491,1.72416609728572,1.58975102130281,1.43650425530575,0.643556198875523,4.28431571795661,3.0033,3.01135,2.53835,2.6076,3.03735,3.73935,3.52385,14.41985,12.0036,12.4444,10.4,10.395875,4.7552,15.837,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.872829660475261,0.999992487649773,0.652770130517302,0.952138805553135,0.999999508145509,0.947456281053009,0.991897487906261,0.974164391632964,0.985923353215757,0.996616235254997,0.865307404978577,0.6071977450834,0.813575158118457,0.628076824130363,0.720849357292104,0.965064650113949,0.999968214290781,0.970026173289741,0.999999101240978,0.996507280333596,0.634296514576021,95.7703857142857,120.467543708609,99.9866940740741,123.505796,109.77016038961,15.4710333333333,128.972041666667,14.9739604443237,8.72803874785903,9.62274988885909,23.9015819111563,7.96642493454935,4.0771763457624,28.1122567013185,27.3438,35.309,17.924,21.1338,30.26415,12.37885,41.7704,136.13685,169.95225,151.95665,181.3467,161.656125,19.3185,189.0738,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
