"gene","Basal-Atypical","Classical-Atypical","Classical-Basal","Mesenchymal-Atypical","Mesenchymal-Basal","Mesenchymal-Classical","mean-Atypical","mean-Basal","mean-Classical","mean-Mesenchymal","SEM-Atypical","SEM-Basal","SEM-Classical","SEM-Mesenchymal","Q1-Atypical","Q1-Basal","Q1-Classical","Q1-Mesenchymal","Q3-Atypical","Q3-Basal","Q3-Classical","Q3-Mesenchymal","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF154",8.36687268246372e-07,0.0178709751014396,0.275225541142962,0.856193498901151,4.0211955987246e-09,0.00128315854779393,17.7708632352941,7.01077356321839,10.9658265306122,19.410084,2.37411136759636,0.566621092254613,1.24111872088988,1.3343775503289,7.053,3.57805,5.4968,11.4052,20.431625,9.39315,12.4729,24.1025,23.3045613636364,12.8858113461538,13.5097,9.80645,7.541825,31.83195,5.4597,16.053025,3.42013028380885,0.523122525882138,0.552930868128693,0.72588214394102,-0.854828980507949,-0.462192767264629,"HNSC"
"ZNF571",4.41002789841605e-12,1.28152193018538e-05,0.297500631666375,1.05892204901314e-05,0.0535744724085112,0.961744382482172,58.3435455882353,28.1265091954023,35.8867979591837,38.105584,3.74275392853659,2.0988001280168,3.37561125821595,2.84653237690234,38.40775,16.7435,16.4691,22.6588,69.6541,33.9563,47.6955,47.89745,55.5969340909091,41.0004976923077,56.64615,35.38655,45.255325,64.7761,20.0075,57.740275,2.59339194996661,1.21443692522172,0.737459688429328,0.624694705641954,-0.439363905040896,-0.678776791935215,"HNSC"
"ZNF443",7.66053886991358e-13,0.00446420248418222,0.00220264286957983,5.30876764770483e-09,0.531807718337612,0.0931653276459345,68.6698558823529,31.4941068965517,50.1754959183673,37.6919186666667,4.82271447800582,2.19043267415782,5.28894085350143,2.15355901565748,38.802725,19.9308,27.5618,25.221,94.022275,40.92965,57.0139,47.8073,56.6512522727273,49.4864734615385,54.93175,39.7088,44.108475,66.92275,26.62715,62.479075,2.98562362918413,1.58756061570721,0.873528324198439,0.722875204230704,-0.195073611529961,-0.468181490280351,"HNSC"
"ZNF792",2.25429503818431e-05,0.486308544542539,0.0292922295978856,0.997268432553549,3.24665004440838e-05,0.582033982743374,85.9824470588235,56.6374137931034,75.7372224489796,84.7117906666667,6.01254046455693,3.59251125109869,5.67059713815115,3.53359133799303,58.0796,32.0899,46.9796,61.63985,101.697375,73.8323,95.0479,96.7243,72.8999363636364,68.9933840384615,65.054,61.7981,42.701675,91.322775,41.99435,90.707875,6.47645913953272,1.74869122709039,0.946412129831111,0.949950810096228,-0.0794595305766868,-0.0740752844622683,"HNSC"
"ZFP82",9.24210451114238e-06,0.0138931748579226,0.586059988553394,0.999846961053216,7.17404907824015e-06,0.0142129211864124,38.7282897058824,13.2438666666667,20.4870326530612,38.3244146666667,5.96868214892972,1.25377852020695,3.02340000295933,3.96080382381193,11.544,5.6894,7.5922,19.95095,48.889625,17.16955,21.9588,44.8879,37.2557477272727,26.8167040384615,31.3777,16.4879,17.1962,48.5652,8.4901,34.20125,3.64980146001554,1.36905310290784,0.719800451591275,0.525465537627041,-0.474331087500675,-0.92833194597092,"HNSC"
"ZNF707",0.94053677437647,0.998809606332207,0.906673494890224,0.946639976292033,0.999999989831724,0.914342069175681,299.761560294118,311.261304597701,296.281030612245,311.201646666667,13.6349587008954,13.5593796328208,20.6477567770061,13.5985708977349,218.611375,231.0564,201.9116,226.2698,376.9559,363.1732,331.0265,369.40145,150.806506818182,341.636473653846,148.66395,318.3714,117.8018,172.36185,240.076175,412.27915,6.814098519776,6.33515556019559,2.26539610831074,2.14155079291247,1.17976332997658,1.09865589521351,"HNSC"
"ZNF746",0.9584682978208,0.00447652935692233,0.000455200308917769,0.999908290598255,0.937017055981176,0.00432104310518033,498.471730882353,482.323374712644,624.518708163265,500.580638666667,23.2968050452857,13.0194006845963,45.7480241861705,19.8329535581935,410.499175,404.1495,417.0503,403.9286,557.974775,553.34675,806.7653,533.2168,381.122168181818,487.122094423077,396.2226,460.88185,330.28885,438.873725,369.277275,550.6011,11.8966424116058,8.39266112010376,1.27812584806321,1.16318920223127,0.354029895313016,0.218085782038902,"HNSC"
"ZNF678",3.17856851950182e-13,0.0134457804492678,1.1502402201824e-06,1.60373597690722e-05,4.03499184646883e-05,0.589314048015777,46.9422705882353,21.5518229885057,37.4366734693878,33.5841613333333,2.38170288683337,1.13661699827913,3.13044145283983,1.78354412899779,34.479475,13.89625,21.2492,23.20325,62.053425,28.818,50.4933,41.56165,27.836725,29.0002740384615,28.26165,24.02405,20.4775,35.569625,15.067075,37.6018,1.7576059145159,0.840851249003659,1.04179906359177,0.85005829454402,0.0590770454532005,-0.23436631438315,"HNSC"
"HKR1",1.31691546556567e-10,0.012733360556583,0.0110094865321277,0.00359325926879783,0.00298583608182068,0.999997319603782,355.704208823529,207.415044827586,280.342820408163,279.872188,22.1930219900325,10.0521225716641,16.9183659415121,13.8336947959808,224.473975,137.6573,209.3693,205.6947,457.370175,259.5335,335.3238,330.43205,385.612563636364,306.836792884615,342.40985,277.397,275.939025,432.42735,194.9623,403.605675,23.1548156675974,6.98085290922337,0.795712644814046,0.810131484243225,-0.329680569581626,-0.303772018653859,"HNSC"
"ZNF101",2.90552333470639e-06,0.000224550449637428,0.992253743982354,0.0194496096859338,0.129529730559541,0.378895413385052,137.917654411765,100.36057816092,102.619116326531,115.870993333333,6.5076278532131,3.21458251602559,6.50893743839774,5.81159341194383,105.03135,76.0287,72.3149,84.30925,160.35745,118.91675,118.9866,127.68725,119.424986363636,113.818526923077,104.30085,104.86945,78.013375,145.60485,83.69395,130.18705,8.57486322522567,2.00945376647395,0.953054552390834,1.00545153754739,-0.0693692992083507,0.00784354586504876,"HNSC"
"ZNF716",0.948667743926065,0.340299491311444,0.586971695091438,0.488024270335081,0.776563322836586,0.976412289537655,0.0699970588235294,0.263389655172414,0.761008163265306,0.594234666666667,0.0241668054625029,0.17237673581765,0.407723011530211,0.360450341093708,0,0,0,0,0,0,0,0,0.0380772727272727,0.584525192307692,0,0,0,0,0,0,0.0223616074789981,0.144663651704565,15.3510257022433,NA,3.94026314957741,NA,"HNSC"
"ZNF708",1.10921528739816e-07,0.115533841003207,0.0206351488647376,0.186275201571931,0.000955012457521609,0.969577502182576,85.2030470588235,46.7954540229885,68.0318428571429,71.4159453333333,5.62688027946182,3.49933679935636,7.60163836954028,4.00567011693764,52.023925,23.247,33.4317,48.00825,120.1957,60.8765,85.5214,91.9891,80.83975,68.2335644230769,72.49735,58.8425,49.191,113.18655,35.8439,90.0469,5.41320427696374,2.08770768672775,0.844059567515695,0.811650356875113,-0.244583277557991,-0.30106971850611,"HNSC"
"ZNF721",1.81807460197803e-08,0.0179596934553572,0.0687987169457145,0.000221301881754399,0.253691279299057,0.851262575615937,351.919357352941,243.005270114943,291.213902040816,274.949273333333,14.4146328680863,9.40453149128321,20.9128589952553,11.0370876945877,271.017425,175.0255,193.8485,211.27385,438.97115,288.2475,337.6985,321.4821,317.637956818182,295.818253076923,313.0372,275.81285,286.14965,361.156875,212.304725,354.537675,9.91716010614071,5.87904423431197,0.931306371694903,0.88108649706808,-0.102672245884767,-0.182644438096213,"HNSC"
"ZNF662",0.999416707733898,0.17735336460592,0.179702666467948,0.800408311915697,0.698288429554196,0.0205974880514582,34.6969088235294,33.9589011494253,19.9101632653061,40.5919986666667,4.10371024755311,4.81889322256191,2.33834695856461,5.19439420808417,9.01545,8.1313,7.4108,17.7379,48.665525,42.2001,24.9565,47.2959,125.676761363636,47.7802053846154,108.5266,24.56275,74.482225,142.6649,11.194825,55.3491,12.0994123167587,3.35380448673723,0.380183296149452,0.226329305442168,-1.39523294820269,-2.14350469597055,"HNSC"
"ZNF320",0.00339848171639823,0.286465071652578,0.578071476018111,0.239130372563506,0.400928105378353,0.999646264942731,239.550058823529,148.899052873563,185.754255102041,188.707242666667,22.9015356742499,14.9927161703246,28.3120150873371,14.8152113127599,80.9917,36.9577,37.1197,94.7297,331.27495,237.51335,326.4129,238.8967,235.710213636364,188.323905,231.57,140.1728,161.529175,287.281125,53.492375,288.071075,15.3470256339979,7.19976379849918,0.798963702483136,0.605315023535,-0.323798132956986,-0.724241936618919,"HNSC"
"ZNF530",0.0438752507154578,0.0284299835840951,0.948432545990959,0.246750049299512,0.886206255091469,0.657958247673935,79.6589235294118,62.9262425287356,59.122412244898,67.4215093333333,5.29289800366614,3.3278906975207,5.95434264451767,4.83096106826952,45.9758,40.79495,35.6026,39.68335,102.285825,78.6409,72.8155,82.1108,44.0798090909091,70.6127215384615,41.13345,63.15185,33.24455,53.916875,43.9271,89.931325,2.35129932698104,1.68923587393388,1.6019289328779,1.53529183669252,0.679810146211764,0.618512917048576,"HNSC"
"ZFP1",0.420078128753884,0.412918760936486,0.995617864616344,0.000865831228335612,0.060480500544607,0.218541163072231,185.182417647059,200.292535632184,202.813620408163,224.405573333333,6.51515935787474,6.54665979326697,8.12517252406576,7.96861759967634,145.756525,160.7978,174.3814,176.31485,215.05045,225.8681,234.2673,253.18015,145.99255,189.274610384615,145.8703,182.37615,118.14675,169.833775,147.24075,222.9681,5.57514128355804,2.76275515912287,1.29646759635759,1.25026239063058,0.374586148220966,0.322230902836098,"HNSC"
"KRBA2",8.83338047152904e-09,0.974250693942296,2.02885471367598e-06,0.634484282250247,2.72289170333284e-06,0.915290792773019,44.0624161764706,21.5379275862069,42.2940020408163,39.6375,2.47498110269886,1.84477800314617,4.55664284715099,2.4637843463821,30.156125,9.00715,20.0561,25.51365,58.05495,26.1653,58.5683,47.3492,61.5968227272727,32.2823023076923,47.55155,27.12515,34.183675,70.7413,15.32735,44.3416,7.66871583944199,1.00310578032322,0.524090381262456,0.570436715522417,-0.932112463744573,-0.809861252661271,"HNSC"
"ZNF93",0.00381631404638205,0.926457362159963,0.0679688943251684,0.999107937413066,0.00164150316608047,0.875112050007612,43.2372794117647,20.8950252873563,38.5861326530612,44.1501546666667,6.23032575941964,2.35808007844514,7.06307838961479,4.42361124916772,12.468275,6.21765,5.7014,20.1943,54.776425,28.64105,57.7057,52.15455,35.6488613636364,32.9129223076923,28.49865,19.45045,23.1147,43.0981,8.41045,42.7443,3.06889425660725,1.71493563766708,0.923253115210719,0.682504258973671,-0.115201869553443,-0.551090046098795,"HNSC"
"ZFP90",0.999999999691706,0.650832826602848,0.614181416808243,0.936838970998902,0.925732549785746,0.315955106881897,488.346639705882,488.37386091954,449.754183673469,505.66796,18.6342557010088,22.0338613223948,24.5592289875305,18.9540068607724,397.317525,346.18955,336.6853,398.70775,540.770875,602.73925,568.2715,597.5161,357.319554545455,464.346935576923,341.87045,439.392,279.528425,421.38645,350.16265,552.64395,15.7125270613465,7.50185462263393,1.29952847435853,1.28525878735644,0.377988245480587,0.362058875875222,"HNSC"
"ZNF479",0.979523569693487,0.226300388641949,0.35335688396133,0.96990154657144,0.999855707819251,0.415340493907694,0.012825,0.0599172413793104,0.278416326530612,0.068544,0.00955698871260469,0.0327650295142064,0.244214463368975,0.0222447746057644,0,0,0,0,0,0,0,0,0.00857954545454545,0.100777115384615,0,0,0,0,0,0,0.00857954545454545,0.028344118943672,11.7462068262863,NA,3.55412304091984,NA,"HNSC"
"ZNF445",1.12332365631573e-12,0.00198584461171192,0.00670334556166707,0.0731038453359443,7.81492989654353e-07,0.455385273005482,452.946961764706,283.583734482759,361.902667346939,398.222402666667,22.0889280959257,10.3559972120144,21.0418904625579,12.6619895109503,322.471825,212.7985,259.7552,332.42185,512.67775,335.6613,437.2093,450.0247,338.471290909091,341.451886153846,328.4163,314.8305,259.153475,402.1137,240.26055,414.1411,18.5430764729647,6.52085125065046,1.00880605039426,0.958632382132068,0.0126488334825931,-0.0609504205759156,"HNSC"
"ZNF74",0.499612984107931,0.0181138372507335,0.000106404993327591,0.9335925435225,0.850939092184035,0.0025404139394738,310.328225,229.40751954023,507.451514285714,274.79484,16.3759494104927,9.85901212622053,116.981412149086,12.5026407084738,227.41405,167.52855,263.7886,187.1341,367.0809,287.3315,484.3299,336.4922,214.726461363636,310.386559423077,220.8536,258.7956,174.15605,245.170075,194.920275,351.808475,7.11287074291043,14.2442951397265,1.44549748294618,1.17179706375626,0.531566096643241,0.228722740013622,"HNSC"
"ZNF829",2.58642014638877e-06,0.00298602205530962,0.740280741376417,0.151470795762972,0.0123963699436742,0.353209904845402,12.2499911764706,3.80435057471264,5.63281836734694,8.68438266666667,1.86392176311784,0.590914952997201,1.13994930833961,1.07613897234658,2.832575,0.74525,1.223,3.7415,17.4503,4.11145,5.7018,9.85945,12.2312977272727,6.36671961538462,11.8337,2.94245,8.905025,17.0189,0.998275,7.2921,0.955192590746718,0.442595136611303,0.520526910336622,0.24865004182969,-0.941955344608349,-2.00781142104618,"HNSC"
"ZNF267",0.000358854246087392,0.0589562458562694,0.724627693629345,0.982987928399335,0.00106279805296638,0.116105075678605,493.387938235294,398.558433333333,425.37022244898,484.522265333333,19.7050241753763,13.1842689547608,20.7413763293023,17.0898661702849,369.581725,318.89235,306.5438,367.3884,597.0834,460.2951,494.8489,568.5741,326.920275,441.233883076923,292.22605,411.91835,243.4996,396.551325,327.7859,520.7832,16.1035786396409,7.3022164402633,1.34966815097939,1.4095880569169,0.432604728914176,0.495273605832543,"HNSC"
"ZNF566",3.17523785042795e-13,0.000115121632211834,5.47487494291232e-05,2.76525307674191e-06,1.5459487839653e-05,0.992690856505864,121.041757352941,54.7530931034483,87.7493265306123,85.6807733333333,6.84556605109182,2.97984904824931,6.00720681468258,4.13811038461504,80.105925,34.1391,63.2452,60.72685,154.03225,75.04475,101.0342,103.66375,101.895625,85.7466613461538,97.8964,76.5954,76.915875,130.159625,50.026475,108.239625,5.77251703632598,2.27806390524322,0.84151465135185,0.78241283642708,-0.248939704795422,-0.353998055249342,"HNSC"
"ZNF224",1.65648454656386e-05,0.0068183079738543,0.796817652479326,0.199114087352327,0.0267796381327352,0.424423590888232,144.255486764706,104.340693103448,112.764093877551,127.192592,7.37849868591686,4.93515836296251,8.13824198233234,5.09979423402738,103.987225,74.88815,76.5245,92.7275,160.28695,117.333,147.0086,148.53195,93.4180568181818,129.547687307692,87.92135,117.4707,64.75305,119.254675,86.2882,155.13705,5.66300875901184,2.89352915916543,1.38675210896143,1.33608844723153,0.471709919503923,0.418015515415757,"HNSC"
"ZNF529",9.10358133321409e-09,0.0638056155240523,0.013065028000168,0.0139823505385531,0.0082992551777461,0.995886918396423,187.177154411765,107.645588505747,150.532306122449,147.261546666667,12.285903389411,5.76225473551519,11.8571654299876,8.80564285893694,119.510875,72.7462,106.8079,101.24285,226.34465,135.2329,179.0306,179.8555,163.188265909091,147.798317692308,158.86625,131.5153,128.90955,196.093825,92.2377,187.5417,7.61905611331224,3.75316583820111,0.905692065964126,0.827836623574863,-0.142907475544044,-0.272582019934685,"HNSC"
"ZNF284",0.000682918395533139,0.671735793093767,0.0886834925184176,0.366057441171822,0.104272757385498,0.987623627977357,31.913475,23.0984045977011,28.962012244898,28.1176426666667,1.89179394736944,1.22288644855726,2.55979727138706,1.38112879489725,21.998225,15.7351,18.544,19.19365,40.789725,29.6649,34.2782,36.29835,17.1231954545455,28.5234515384615,16.37415,25.19045,13.1204,21.793275,16.8576,35.232725,1.27653219186613,0.916369014593461,1.66577854082077,1.5384279489317,0.736196612410096,0.621456877761127,"HNSC"
"ZNF749",0.000957418042760061,0.274521034260459,0.398762234945848,3.599511306418e-05,0.760024179577146,0.0860469368559135,88.3762573529412,69.4749356321839,78.0434367346939,64.7420773333333,4.21912573094914,2.919894620121,5.07152656804606,3.06324805673435,65.97775,47.499,57.7782,44.6882,109.7413,85.99195,96.5879,82.81315,55.4772954545455,69.2699215384615,54.8209,64.5222,46.561425,66.27445,47.6609,86.4157,2.46084359857521,1.37159363482333,1.24861749245179,1.17696353033241,0.320331582421276,0.235069617382533,"HNSC"
"ZNF17",0.000210295038374664,1.34875199475637e-06,0.292648682417375,0.000616113071522095,0.999082667330487,0.259902495523514,142.431411764706,116.276840229885,104.150920408163,117.106622666667,5.77363449410936,3.70841803096022,6.6347287931848,2.96167113950044,114.342125,93.86915,75.5178,96.91885,159.7747,132.4558,118.1357,136.4682,128.846688636364,118.97345,132.6724,113.5077,112.55085,144.9234,93.39375,141.274075,4.21075978182876,1.78393893475416,0.923372197292332,0.85554870493034,-0.115015801348186,-0.225078107663781,"HNSC"
"ZNF555",0.0539457530978732,0.999950858844941,0.0853782198613494,0.671306546497517,0.000922984986498787,0.762351783256417,61.1583014705882,51.655908045977,61.379993877551,65.5051706666667,2.40148645325992,1.85171510756043,3.22505367598427,3.51923967522664,47.42195,40.52055,46.6431,48.3411,75.2956,61.32025,72.6837,72.96,88.1443136363636,59.7379923076923,77.1294,57.0802,65.1154,95.4423,43.898975,72.779975,6.8244810568661,1.06103687455193,0.67772939448073,0.740057617458453,-0.561218749505857,-0.434290498219216,"HNSC"
"ZNF75D",2.84104536053542e-05,0.0341375252388135,0.521155361872378,0.126687583419048,0.0688739715638422,0.863613262068362,223.794851470588,160.127005747126,180.710826530612,192.785022666667,14.2032189522035,7.87855872133736,11.8889676562428,6.55459020770613,153.73745,115.3121,121.682,150.08665,254.9339,185.5203,225.0605,210.8167,183.576606818182,202.242072884615,177.6467,186.07075,151.236675,213.2612,142.769025,236.3313,7.18187810550778,4.26853599184087,1.10167671355273,1.04742024478924,0.139700927919466,0.0668403949245076,"HNSC"
"ZNF197",0.0859498399625781,0.00142001867934982,0.300944146794643,0.999980780482847,0.0666820147013178,0.000944533173643736,265.141423529412,237.706077011494,215.348585714286,265.592928,8.87827207147298,7.40322743922476,10.6690239951526,8.19936281311461,214.036875,194.94155,161.4956,222.51975,310.187875,263.8982,264.7711,293.01415,285.455615909091,251.877157884615,287.9036,243.46845,254.4386,323.519475,200.297225,291.18335,8.64683377370858,3.37359030637692,0.88236890026655,0.845659623568445,-0.180546151897668,-0.241850996792529,"HNSC"
"ZNF732",1.37499116400486e-05,0.00677488306861662,0.777918056447451,0.000714096342718129,0.845122929575108,0.996213991217075,11.6441367647059,2.4387908045977,4.43817551020408,3.96102133333333,2.38596751695722,0.585528053754768,1.1957711290022,1.06818963031766,0.907525,0.3806,0.6439,0.76465,16.656025,1.90005,2.7473,2.6092,4.98371136363636,5.36115942307692,4.4214,1.29685,2.4779,6.2737,0.5441,3.868025,0.542218059522227,0.492635901641906,1.07573634022921,0.293312073099018,0.105324520966034,-1.76949163940242,"HNSC"
"ZNF546",3.16302539715707e-13,3.49818747835684e-06,0.00403184310600579,0.000130102230661677,9.93624790890379e-07,0.573622745150701,37.1888352941176,12.8540689655172,22.3215591836735,25.980788,2.84590147711324,0.75430105660079,2.35127405866913,1.4697444985518,20.576175,6.8987,11.6234,17.75255,47.2875,17.28885,28.754,31.8273,33.8634136363636,23.6594132692308,27.32835,19.20225,17.5046,43.39465,11.92315,30.572425,3.19934787820218,0.757607756760055,0.698671832771889,0.702649446453957,-0.517313116259681,-0.509122990225967,"HNSC"
"ZNF286A",0.0115120293203385,0.108088864572705,2.48119200241259e-06,0.852344589617913,0.09445333527499,0.0134475903357817,312.859351470588,252.422672413793,364.096185714286,296.622082666667,13.0702286143892,9.99351086692216,27.2044016371304,11.4707943200192,226.289675,189.47905,241.7145,216.187,381.25905,293.46485,440.8197,352.2797,206.999206818182,274.194199230769,204.52005,254.62235,167.746175,234.241575,189.627075,327.573025,8.52714814894295,5.51963265171173,1.32461473377339,1.24497500367323,0.405572810621114,0.31611677647915,"HNSC"
"ZKSCAN4",0.164899976252107,0.00896915343941629,0.466529840013871,0.796817335708315,0.655070323815241,0.0783017538598161,111.294058823529,98.7154045977012,88.9713714285714,105.547084,4.88646584662736,4.6930013290154,4.33949033844598,3.52500333910009,87.69445,75.11565,68.3718,80.25365,126.23515,111.6721,103.1623,121.5188,81.6218,100.868037884615,85.4809,98.11405,61.825425,101.901525,75.9839,120.4566,4.5127253963245,1.60397711060904,1.23579776339918,1.14778915523819,0.30544266750336,0.198857648434007,"HNSC"
"ZNF643",0.406191771904144,0.214373147138132,0.00369374898181629,0.87764565254406,0.0809989634153441,0.566129484130355,44.0884544117647,38.5815551724138,52.0361755102041,46.8271546666667,2.51979614498392,1.91765150245825,4.13007053772319,2.51356150208883,30.333275,26.53235,33.2823,31.8109,53.842125,47.0909,61.2166,57.34755,24.0327431818182,41.5716882692308,25.78345,37.1195,16.038275,28.711175,25.722775,50.414625,1.40250590546969,1.06671609476203,1.72979372162066,1.43966381535442,0.790600006336876,0.5257319585109,"HNSC"
"ZNF642",0.370263031689024,0.490314420212276,0.999997282032741,0.792644217216403,0.904192335535284,0.930931129195731,91.6434661764706,82.596091954023,82.4750428571429,86.3044373333333,4.5249611536231,3.3789806690321,5.13743793147868,3.96998123856133,71.316425,62.2596,54.9508,65.68225,105.5472,91.6684,103.9242,97.7922,60.6921636363636,89.9192065384615,62.5077,85.7657,51.229325,70.46275,67.9115,107.08765,2.60183574223626,1.55203779948968,1.48156205267638,1.37208215947795,0.567119052363116,0.456366871833282,"HNSC"
"ZNF490",5.33595390095343e-12,2.80533139795924e-06,0.506888593886623,0.000615633787784509,0.00267928244300231,0.335605961301192,212.881548529412,150.538817241379,163.2711,179.111756,7.57948806695879,4.19646215706144,7.4391762766,6.002126216875,165.684025,120.12135,123.1104,142.42765,253.4219,175.7181,189.1295,207.60745,149.459327272727,165.769467115385,151.56065,161.6655,117.964125,185.86985,124.632275,198.477075,7.37986542973642,2.48264775570845,1.10912761445055,1.0666719890684,0.149425369235354,0.0931166030634499,"HNSC"
"ZNF626",0.0431210310991373,0.99973320760472,0.10089557651275,0.73883552811585,0.00103672465423854,0.737447973753003,38.0351573529412,22.0023908045977,37.3986,44.4305946666667,5.17257141743749,3.38184661923238,7.06853974664184,3.33772763968925,12.4003,5.71905,9.5023,25.65495,45.884675,22.0892,40.2927,57.45685,110.083320454545,34.6465161538462,105.21675,20.44805,69.20775,135.181575,9.785625,42.212575,8.27476601059837,1.78086392899597,0.314729933751881,0.194342155597849,-1.66781369597245,-2.36332921879491,"HNSC"
"ZNF793",2.62481833057659e-05,0.498865701769171,0.0300788332023677,0.00247740679426312,0.731498640073613,0.269833889542087,67.4903220588235,26.0896517241379,53.1379775510204,34.9602093333333,9.75690810483245,4.04573912370739,8.36855147138144,4.22960160464707,10.09365,3.41915,8.7869,12.7473,104.48825,32.35585,86.1951,40.79005,78.9699272727273,47.2441759615385,71.6873,19.0189,58.384675,102.6002,6.9267,71.501325,5.37792512534035,2.54691486619336,0.598255280119202,0.265303617237642,-0.74116687003847,-1.91428374900326,"HNSC"
"ZNF383",1.6089587440149e-08,0.000524556218851724,0.495578179103767,0.000275593043332134,0.219179764016417,0.991993913487864,94.4861588235294,57.5286735632184,66.8598918367347,68.7962346666667,6.2649937990885,2.35344514617694,5.27675931280386,4.09340332610061,65.1683,44.48365,43.1095,48.8878,118.07305,65.77695,86.4246,78.05995,86.1487340909091,72.5111275,86.65365,66.55125,70.59115,103.68285,50.64475,88.939075,3.53438375969898,1.72140970550518,0.841696958930146,0.76801438831486,-0.248627190030735,-0.38079475561274,"HNSC"
"ZNF669",0.00261705285255387,0.134107583514487,5.54970072896843e-07,0.136441669528385,0.538079975191139,0.000223428842674678,93.7988647058824,71.3183149425287,109.747808163265,79.5996133333333,5.73956576969976,3.11819360057459,7.41709836038559,3.56760663452712,65.9362,51.05885,72.2557,61.42105,118.966975,90.45585,134.4759,89.3125,68.1338090909091,83.0201955769231,66.58955,75.01825,61.3281,77.75665,55.51895,98.399325,2.7177394166078,1.81995965135568,1.21848751280222,1.12657691784972,0.285091466235137,0.171945817978152,"HNSC"
"ZNF559",2.04685926968873e-05,0.129948265342235,0.189821564840705,0.894205136645724,0.000296216862322285,0.389209569969843,184.576889705882,126.246002298851,153.43742244898,175.571238666667,9.68715302767053,6.57223129159103,13.9708046470189,8.2829470636759,123.4818,85.1349,81.2955,129.15465,227.3219,167.51685,187.5099,207.69575,141.830084090909,172.948119423077,119.2854,164.94345,93.450175,175.618625,110.89635,215.5184,10.8218417711291,4.07600331915648,1.21940363027792,1.38276310428602,0.286175746150609,0.467554014372679,"HNSC"
"ZNF177",0.000139722355663285,0.435210690106592,0.0969738412326991,0.544466593851068,0.0154154871012864,0.988246561084043,27.7812132352941,14.6604149425287,22.4593469387755,23.5809493333333,2.66667521230936,1.4234101337389,3.57669223052608,1.90487094396868,11.4799,6.17825,7.1416,11.2986,36.9589,18.53395,29.1553,31.6656,14.9259204545455,27.9707732692308,12.46295,18.7238,7.59515,19.496325,9.379925,37.511125,1.44428149882186,1.2497971799451,1.87397308959346,1.50235698610682,0.906100235927294,0.587227662980037,"HNSC"
"ZNF548",0.000452671655837955,0.000467373465345977,0.942487265824153,0.175417137489539,0.209855876394359,0.119972441936407,240.774836764706,194.527471264368,187.343279591837,216.418162666667,10.7229417004867,6.23975553522076,12.0780197696651,6.5457432760909,176.3127,159.49625,134.5257,178.94455,281.578225,218.07135,214.7505,250.37235,217.213490909091,204.548398076923,223.7975,194.84685,184.1731,259.7311,153.3828,244.391175,8.41259859765725,3.43101381849136,0.941692881141216,0.870639082206012,-0.0866714714594998,-0.19985331202404,"HNSC"
"ZNF563",0.51095413479479,0.993194005151633,0.765785964454636,0.982199681982585,0.267127028926286,0.927358369523517,32.6474911764706,28.5816724137931,31.7328040816327,33.783156,2.3796514500852,1.84293680138283,3.10163366063,1.74247416738926,16.591575,16.83965,19.0813,25.42395,43.2901,37.61395,39.9171,40.1651,55.3090818181818,36.5706057692308,52.7341,33.9596,43.262775,64.96565,20.43775,49.1527,3.67509909396433,0.950340167368171,0.661204354999957,0.643977995263027,-0.596831867964108,-0.63491670261468,"HNSC"
"ZNF567",1.22312271422231e-10,0.00321823556560241,0.038424427661267,4.01169442265648e-06,0.285998538521196,0.699374511491872,128.756935294118,73.2041264367816,96.7293510204082,86.9544746666667,7.62655002270448,4.40039908947949,7.05178531027331,4.93951587760119,85.492,50.2976,65.3677,66.40125,151.371925,93.6037,119.7649,104.3025,88.4996227272727,93.6706953846154,92.38325,84.1366,77.642075,101.300325,58.5106,122.3256,3.68500899365494,2.43018471883175,1.05843044860517,0.910734359312971,0.0819264703382761,-0.134897781131627,"HNSC"
"ZNF573",7.33319033940916e-07,0.0150155349312877,0.293195837911204,0.0496595295334414,0.025575281165541,0.891923844616152,18.5189323529412,9.66285517241379,12.835787755102,14.154848,1.71300447957348,0.685943324149178,1.49880554102018,1.01588070195604,10.758975,5.0005,5.4988,7.8256,22.400625,13.0877,18.5271,17.59335,17.4414818181818,11.8828138461538,15.9069,10.25405,12.904575,20.829175,5.8785,15.9959,1.18113096007805,0.405266651309242,0.681296117498838,0.644629060344882,-0.553646109582043,-0.633458867286641,"HNSC"
"ZNF527",2.19035900528297e-12,2.61284230729242e-05,0.179613907774,0.000637030753772638,0.0014617347671908,0.625550797149566,85.5141,45.240116091954,57.0114428571429,64.1857746666667,5.63130417262099,2.02467037855317,4.63278977432278,3.40396186508534,56.15235,31.0478,35.198,45.0448,105.428875,55.83815,69.8522,77.4218,85.11565,62.4286473076923,80.20655,56.4789,66.353875,101.16575,38.87035,79.173675,4.55142156518983,1.50687300462647,0.733456741594434,0.704168175791129,-0.447216214915821,-0.506008067438933,"HNSC"
