"gene","Stage II-Stage I","Stage III-Stage I","Stage III-Stage II","Stage IVA-Stage I","Stage IVA-Stage II","Stage IVA-Stage III","Stage IVB-Stage I","Stage IVB-Stage II","Stage IVB-Stage III","Stage IVB-Stage IVA","Stage IVC-Stage I","Stage IVC-Stage II","Stage IVC-Stage III","Stage IVC-Stage IVA","Stage IVC-Stage IVB","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IVA","mean-Stage IVB","mean-Stage IVC","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IVA","SEM-Stage IVB","SEM-Stage IVC","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IVA","Q1-Stage IVB","Q1-Stage IVC","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IVA","Q3-Stage IVB","Q3-Stage IVC","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF671",0.944421877162524,0.864937043403227,0.998800011470938,0.959417106314924,0.999908106962735,0.980090795109906,0.969945609230073,0.999918233649139,0.999999938186545,0.999530469365084,0.839316977954133,0.972150585063869,0.988562757961789,0.955666260750407,0.996976299003099,44.4669,37.4133132653061,35.66966,38.2819651515152,35.1327181818182,27.8539,8.60556355985383,3.2704076303177,3.06202145745593,1.93217642616647,8.15835045425927,5.92609137929161,18.309725,15.181575,14.9961,16.568625,15.69905,16.3699,70.329175,46.930825,45.0651,53.01125,46.5238,38.07645,71.5563227272727,37.6604419230769,51.77685,28.38575,32.69825,89.531425,16.182575,52.28895,8.69174001825681,1.37530345560673,0.526304881074096,0.54823246296366,-0.926029320104674,-0.867140336643334,"HNSC"
"ZNF416",0.999995600398258,0.999763384230791,0.999811067535344,0.943760338594403,0.31774414014452,0.149713628217162,0.998562323659376,0.992462300874225,0.982071015032632,0.999966028555642,0.999999496901001,0.999980131573529,0.999815210286485,0.997467823519248,0.999886487177544,151.21432,153.14906122449,155.513139047619,137.973709469697,141.633863636364,148.972357142857,10.7209542554746,7.20050576598556,6.99681441412818,3.4838602261322,15.7329081705327,22.0732014616179,118.23605,110.92785,106.3201,99.20305,112.8474,125.21245,188.403025,180.755775,186.0632,165.270025,175.90265,160.46325,162.653415909091,146.052340769231,157.04165,135.6883,115.9805,195.4433,105.8172,173.39775,8.39018553256519,2.75354932029258,0.897935896107225,0.864027472966566,-0.155315640643991,-0.210850909254996,"HNSC"
"ZNF586",0.99801818496642,0.999999997991787,0.966188630949081,0.991180106950949,0.302466375870269,0.862618939624805,0.584292335608082,0.216717363449862,0.402973740266769,0.646139440166988,0.999999635342473,0.999968158703813,0.99999839495603,0.997687975703443,0.76899294475432,129.411165,123.116918367347,129.798862857143,137.5800625,165.301227272727,127.434971428571,10.4443675586043,5.76689464661379,5.93408743536489,3.63468403318674,25.5338813924953,7.92441813206299,98.314525,94.251525,92.5019,96.25545,112.7407,114.7251,149.774125,143.127425,151.838,172.0273,221.0708,141.3805,179.403038636364,133.154155769231,167.8331,124.84825,155.24635,201.2913,95.37845,163.322825,7.43766249095348,2.58044039679562,0.742206803080544,0.743883357931183,-0.43010687002333,-0.426851672649152,"HNSC"
"ZNF446",0.99999960838525,0.998720643233463,0.9627615820504,0.99654188038198,0.873168744250481,0.999991648745286,0.99761852303216,0.99701770122944,0.959567389721037,0.941244915845981,0.999992703749491,0.999950313801916,0.999999088422822,0.999993361103603,0.996913395728403,185.691235,183.806319387755,195.30756,196.944671590909,168.851009090909,191.755757142857,26.0406392975654,8.26914184847759,11.0816776315442,6.14551438408767,14.113598222156,20.3966576024446,122.269225,133.966575,118.406,129.594025,132.0621,166.7257,201.03915,215.593475,246.8953,232.39395,188.57935,218.2755,178.100895454545,193.474028461538,158.5844,168.4125,134.052975,192.9788,129.591175,228.654475,12.2790479620207,4.33226483011175,1.08631698884926,1.0619739394291,0.119445145049543,0.0867483632063659,"HNSC"
"ZNF8",0.488281498234303,0.34095181316008,0.998741690318885,0.264043751739406,0.994079232520005,0.99999953444098,0.74786284701862,0.999871379230535,0.999999695435529,0.999999971670417,0.997724629802303,0.59170267230461,0.494740509742343,0.456861726374167,0.685657944916221,75.92947,91.6567469387755,93.6744438095238,94.0100147727273,94.5210818181818,68.7927857142857,6.58631928719676,3.86063878661468,3.69207247180178,2.14502546473983,15.2312556369688,10.6309694984003,57.54315,66.1163,68.6063,68.22465,59.8258,51.7449,82.813925,110.107025,108.7442,114.099275,121.2677,81.0034,64.4756386363636,92.6134288461539,64.90525,86.2866,55.49175,74.3158,66.3946,112.07605,2.02739416502112,1.59601226707676,1.43640963943738,1.32942404505028,0.522467239765056,0.410801353006353,"HNSC"
"ZNF264",0.999839089620414,0.967846880187803,0.441202309484637,0.995431835125095,0.627802393409138,0.987582809887978,0.991812697710415,0.947726352727069,0.9999994678471,0.999508895464718,0.742170274222375,0.528277541713229,0.901282260599584,0.805307400507222,0.968792362378861,676.968035,692.371680612245,629.945888571429,647.894709469697,623.640863636364,531.096571428571,39.1107445441842,24.0558557370716,25.5394213772248,14.4573932459597,63.8348401861501,151.346181286995,581.5945,533.6581,470.165,485.248725,506.46885,339.225,751.689325,797.25395,760.7011,794.38515,779.49935,595.0516,674.428656818182,649.597953076923,685.3849,629.32455,552.05065,791.754125,487.484425,783.531425,25.5063399364529,10.6372731908769,0.963182608730766,0.918206032843735,-0.0541187519222147,-0.123110183937991,"HNSC"
"ZNF213",0.989815132782645,0.997103868627379,0.406050237036029,0.990573216589631,0.135828038597261,0.999925579045318,0.908396314218603,0.977118788478723,0.611815988385919,0.525067291826676,0.978492782546979,0.835138291479661,0.995209364798608,0.997215478549801,0.690478472638957,505.98717,532.700924489796,485.686891428571,481.158775378788,574.136745454545,449.557671428571,30.4537384025518,21.0932280229999,19.0887953374167,9.67562848067966,54.8893020947523,63.1062744861537,402.4628,384.90655,351.187,382.0213,465.69605,334.3701,570.579675,627.765625,570.0586,570.196,664.44785,571.8657,513.7374,493.380626730769,520.21375,474.96975,430.41375,589.2388,378.335525,575.3954,21.4530887368003,7.75329035612036,0.960375138603437,0.913028058178008,-0.0583300381305492,-0.131268898673179,"HNSC"
"ZNF343",0.999788684127689,0.999570887464713,0.907397378932223,0.9226989979861,0.125830246463661,0.780277078458757,0.965478897838032,0.851302400939741,0.979942820715985,0.999874509117434,0.999709209002297,0.996118566619965,0.999994528562541,0.999837586223484,0.99916906805989,241.802725,234.854203061224,249.785916190476,265.354365909091,273.193818181818,255.074671428571,18.0809395575953,6.76615710245381,10.1445333384778,7.04056848568604,37.0973969794251,26.4173807328101,187.7571,189.6865,180.6613,195.160025,182.3098,225.8479,263.2719,265.205325,285.0448,302.023275,349.10675,284.10855,215.188952272727,256.301050576923,212.0644,233.1858,188.744,253.495775,191.4902,290.073325,6.9091146421267,4.54112694499074,1.19105115699477,1.09959898974085,0.252235379917098,0.136977486484665,"HNSC"
"ZNF302",0.992759245255815,0.999996474174581,0.83232848572703,0.995272002247812,0.999984014807545,0.782269102308097,0.999739201731877,0.999998339180339,0.998083738217821,0.99999997612173,0.995289641641604,0.934436985392192,0.995695527355282,0.942507607185062,0.982254624433018,216.79769,234.624998979592,213.07353047619,232.178742045455,230.451354545455,187.696128571429,25.0096999024935,12.53418762236,12.2445883711526,8.06964763709416,28.179818081629,36.8308074500185,158.88515,147.59935,121.8666,142.96175,181.2905,143.44835,229.6516,297.82545,265.3996,287.691225,281.1067,275.2448,277.347318181818,228.691070192308,209.65525,205.3342,161.8763,354.899225,142.664775,282.725825,26.4625849745424,5.58665258741061,0.824565644591475,0.979389736245575,-0.278293742089761,-0.0300450178372111,"HNSC"
"ZNF268",0.790859818673696,0.918130034377973,0.995513336694615,0.982385522198753,0.779270780004466,0.980199084325038,0.999698131265292,0.760469550036209,0.873445958271901,0.950117935338389,0.99999999996726,0.963436878525632,0.988109893880991,0.998023618820539,0.999931529149466,237.4633,283.568656122449,272.988663809524,260.979198106061,221.307218181818,236.705814285714,27.0864720222932,15.787256394715,14.671378784711,8.70394037834018,42.1842419899526,58.4243097536806,167.107175,167.491175,160.4478,158.36555,140.5762,119.1735,347.770275,386.667225,371.9772,340.73025,254.1599,378.74435,296.294975,265.087921538462,319.4538,243.37145,239.28445,348.325775,158.7839,356.88805,14.33388086606,6.33968506454534,0.894675724886868,0.761836140311995,-0.160563222420904,-0.392447366172031,"HNSC"
"ZNF184",0.987797495434663,0.999194237768675,0.996403161401732,0.998915975345623,0.992452074543226,0.999999999995135,0.729516173185467,0.858700743493399,0.741782753967329,0.718861835928348,0.986218205347474,0.863633998133828,0.928172508974392,0.921670029315772,0.544201396629282,191.3605,205.251621428571,199.137174285714,199.219671590909,237.611072727273,165.822657142857,11.7699693318766,9.2560177084816,9.6066725547786,5.1539995111932,34.0965848866105,30.9247315618935,155.319575,149.13835,145.1135,140.9749,181.65385,125.2421,214.470225,235.2026,220.6387,240.37405,305.0138,217.7631,160.283836363636,199.832361923077,160.77825,182.8766,136.24805,190.5618,143.0707,235.16895,6.46633234984305,3.84142793722522,1.24674057257849,1.13744614088037,0.318161293882767,0.185798233993181,"HNSC"
"ZNF500",0.9412101235282,0.73628922164214,0.967918183120047,0.180232056535475,0.0814629756395289,0.482883583029838,0.179135133077498,0.312833126588877,0.526590747037567,0.883640182214874,0.921853141036218,0.994897583996148,0.999878307378942,0.999748583429494,0.940855650211628,171.997065,186.627803061224,193.882651428571,207.150045833333,228.963763636364,200.091557142857,7.59601938462118,5.78729675024856,6.37392237337136,4.24297811118187,15.8388093249362,27.8828782017179,145.837,150.8734,144.7354,161.46635,207.58395,179.8679,208.114,212.00495,229.089,248.8786,243.77745,245.92985,181.302470454545,199.146354807692,180.0569,189.4439,144.211775,212.588575,153.518125,235.722625,8.50066213076503,2.84669567058284,1.0984205251501,1.05213352001506,0.135430489133339,0.0733178001058735,"HNSC"
"ZNF419",0.999999381270286,0.998656922867505,0.994052529822955,0.997515333139605,0.979661812308989,0.999999788244528,0.895208175843906,0.841074866663691,0.932574112991441,0.931787084105437,0.99814995460822,0.998163915963764,0.999908441220773,0.999935921248693,0.997982914597851,116.884125,118.266214285714,123.38307047619,123.907375378788,143.404354545455,129.387757142857,12.0769879593706,5.55801535264881,5.95421898485579,4.41721655134235,30.0163110385439,13.7335646072272,78.378525,79.9859,79.2028,76.906375,73.76355,99.699,143.2471,150.28305,159.7372,151.55155,205.5552,156.73175,101.536536363636,123.608520192308,97.0456,109.6768,84.87525,116.090525,79.2643,157.3051,4.95912416786634,2.89292963356239,1.21737971984414,1.13015736931917,0.283779237476753,0.176523675409267,"HNSC"
"ZNF175",0.998106210567957,0.992853924484488,0.502681107297193,0.995786334207612,0.406873218209003,0.999972221232906,0.966789871310739,0.989845053604539,0.732158081190386,0.74809139325867,0.56186311058571,0.27404261525772,0.660691572110361,0.605642046469643,0.274558683793854,106.883715,112.312020408163,99.7346485714286,100.813254924242,122.3669,69.5683714285714,7.50417344179496,4.68085890138294,5.4009255804615,3.13378705406478,23.6872432900036,23.0910367156229,82.908025,82.213625,58.531,65.433675,70.42295,27.1096,118.058075,145.7847,126.5435,126.844225,178.69445,109.88955,111.374827272727,102.788986153846,111.0118,98.2012,78.369525,139.6281,68.40385,131.572125,6.04274597313672,2.23429370042515,0.922910397895777,0.884601456782072,-0.11573750637311,-0.176900476785388,"HNSC"
"ZNF14",0.999997344416697,0.986084463909264,0.933583241449354,0.998665395213514,0.993989230977082,0.991652154648622,0.711351644646807,0.602015687184844,0.846134949251987,0.704330464852069,0.997085793346187,0.997461473603147,0.999996780287092,0.99968286254808,0.98427918030074,82.713975,84.5908530612245,93.5562238095238,88.9708814393939,118.734909090909,96.6598571428571,10.4966671079214,7.24867768034479,7.47685349550923,3.81551350942144,25.9896947101012,23.7043049454038,37.434375,32.950725,37.0794,41.9182,46.2082,62.07175,114.928675,115.1084,132.6574,128.79595,161.20685,124.1809,105.196097727273,89.6106478846154,103.9026,78.13195,73.3445,130.921725,37.252625,126.990475,7.25887789313302,2.92158253783471,0.851843840414465,0.751973001638073,-0.23133911432881,-0.41124722966275,"HNSC"
"ZNF85",0.392470069888946,0.865768973954349,0.742022224287764,0.980372186577299,0.104048425985886,0.926853252387344,0.99981891118543,0.853025095508949,0.993468788639229,0.999940290984539,0.848177135795977,0.119426710865863,0.324689882713396,0.479387225495516,0.798705194896955,32.49898,51.829306122449,43.8947828571429,39.2908178030303,36.6034,11.2812857142857,5.17356489188624,5.57144804262086,4.30858389421384,2.17072722281378,7.86242301928495,2.41643489506935,13.71895,17.059425,10.7472,14.782925,19.0109,6.9648,41.56045,70.7318,65.5091,52.713825,50.21715,16.6544,58.3213931818182,42.0730878846154,59.26165,28.72745,40.5563,72.608425,13.80615,55.551025,3.32341980256073,1.80649766690485,0.721400597435175,0.484756161868595,-0.471127476978947,-1.04466885794619,"HNSC"
"ZKSCAN1",0.943431330241197,0.973856871197619,0.999799643235353,0.972470275829147,0.998937327532517,0.999999878381597,0.594818335072678,0.0991826941291383,0.12953924053372,0.114811094161735,0.764557920042553,0.939132212577627,0.90840439023255,0.894461641620638,0.13791611144894,784.64269,689.511414285714,705.736086666667,708.742069318182,1041.00207272727,535.097385714286,104.390394734047,31.95860082608,40.8950206024443,27.3717245809785,218.723188431456,139.409285684533,507.734075,498.5987,402.3097,376.345575,548.0563,216.11835,1045.040225,870.000275,942.8933,936.360225,1223.0067,873.0123,944.602509090909,705.7459625,930.03735,652.7915,592.986675,1246.80485,406.43785,931.76635,70.1430778072102,18.6470873522204,0.747135388385972,0.701898154950444,-0.420558397448989,-0.510666383456171,"HNSC"
"ZNF862",0.999628569247593,0.915963696462633,0.83253360873249,0.99999893434919,0.962917501324866,0.189067591154123,0.875566423054389,0.890316172603448,0.994239288147876,0.708592585027955,0.983387375970587,0.992460022593115,0.999991377573216,0.958892566285016,0.999888727508979,209.767385,198.852167346939,174.337062857143,212.936476515152,149.391345454545,166.223085714286,19.4623696082456,16.04413813184,12.5172980311383,9.19719590596321,34.2067172536792,48.5578910153321,149.7257,99.970375,92.1712,104.426975,76.92765,68.6477,263.5517,249.7812,214.3547,280.237675,168.998,242.34235,291.122338636364,198.895595192308,268.13295,167.22595,211.9536,346.110275,98.270575,255.37815,17.693211777959,6.28899582157446,0.683202794137846,0.623668034831228,-0.549614219635384,-0.681149777243373,"HNSC"
"ZNF684",0.974076131512904,0.599996868292116,0.696112669752757,0.984597868891543,0.999864808444318,0.330892532491113,0.999999999999132,0.991506193109656,0.818249977758075,0.995547681556025,0.691288072496359,0.855398066558397,0.987825319525474,0.805041283348227,0.768975516965209,42.20413,38.4031346938776,34.2469066666667,39.0085132575758,42.2487545454545,29.1403285714286,3.37786738930677,1.67979603027655,1.51457324667103,1.45428338661961,5.66667158423008,5.28647148824756,29.701575,26.202975,23.825,25.63145,29.86115,22.52285,50.126025,46.05985,40.1114,44.54795,44.7623,39.0746,33.3108295454545,37.9179798076923,32.8615,34.0129,23.89235,41.305775,25.90385,44.510225,1.88290788609305,0.890799660912107,1.13830788140389,1.03503796235717,0.186890820298246,0.0496836827971018,"HNSC"
"ZNF430",0.707180038446319,0.995084211813106,0.607592692209916,0.98873855471425,0.508771600808992,0.999988539310305,0.865962854142804,0.999899186386137,0.935801029751246,0.94355555550753,0.944076300394395,0.391593294171323,0.755356848793047,0.712091699541509,0.526872059236976,107.362415,133.098017346939,116.777264761905,118.065036363636,138.600681818182,78.1220714285714,9.89647180414971,9.35793254835368,6.91988260264998,4.10636488776717,27.4867895837811,26.2283015755674,82.948725,81.913925,82.1124,73.271275,79.66415,21.4867,138.692325,168.19845,150.5659,154.45875,196.3738,108.953,169.131693181818,119.383315961538,169.96145,113.40585,113.996225,211.699375,75.695225,157.228625,11.5432952115282,3.20429893398487,0.705860112410749,0.667244542806619,-0.502545796841145,-0.583712493842749,"HNSC"
"ZFP30",0.98138077248507,0.991656849974202,0.999950013522857,0.999953342594019,0.895124848002791,0.959494653108767,0.997436620895527,1,0.999999194207066,0.998549596353126,0.999986651748503,0.999821503074332,0.999963779484563,0.999999909435676,0.999938556456336,107.01248,120.605568367347,118.340306666667,110.70121780303,120.570454545455,112.440814285714,10.8144090652571,7.02072776292739,10.3975783391056,4.34589657617039,22.9503899198184,23.5115929583829,78.571275,71.192325,48.4597,60.595175,55.8708,68.3783,131.7872,155.445275,167.7434,151.130025,175.2082,168.3059,121.582865909091,113.951864423077,118.24825,103.85215,87.3126,152.527525,59.581875,154.59765,6.23930559028684,3.4180852082455,0.93723620981496,0.878255280733541,-0.0935154015577079,-0.187287748842291,"HNSC"
"ZNF549",0.99999716952369,0.998233981671626,0.994636958238964,0.999554059832957,0.998854925422497,0.999851921766529,0.931016067041244,0.827572413346827,0.689331941596091,0.72173757115837,0.915558827546686,0.897578024991903,0.954071260365158,0.929893651278415,0.560424151122894,97.2512,95.5423020408163,90.9797180952381,92.7632238636364,118.992736363636,70.4947142857143,7.65338221968425,7.02514519290595,5.63950079215409,3.67234309874822,19.6422902133093,14.747673900224,82.48855,47.01885,46.3506,47.722475,57.4437,45.70785,125.6691,141.1494,131.6631,125.6997,166.4822,99.6941,94.3184659090909,93.3680369230769,82.66355,87.28855,60.8538,126.96195,47.340075,127.7553,6.65875603085324,2.63582850805034,0.989923192909753,1.05594969003872,-0.0146115025303455,0.0785411001692077,"HNSC"
"ZNF211",0.970416895622405,0.876148024046689,0.993165449964917,0.986987227246194,0.99933025682567,0.902446504447009,0.928447976376324,0.994653348013951,0.999734430930009,0.983242405854586,0.999998013264325,0.99908877946493,0.992634074899684,0.999801948024708,0.986801482953209,150.399845,165.29413877551,171.455887619048,162.104066287879,178.529,154.0526,13.9290709889302,7.82267857539353,8.09300215499717,4.64777804857937,31.093743256929,24.7978349236668,123.39465,110.912525,108.9669,111.9233,112.4178,132.5539,163.278325,200.562625,225.0559,202.68255,256.8334,163.2171,152.716022727273,164.989179038462,149.51195,153.27945,115.06135,178.827,112.7532,204.33175,7.29684612098897,3.37973878138128,1.08036587184507,1.02519865468947,0.111519971748169,0.0359034905758219,"HNSC"
"ZNF205",0.999674351412032,0.955698525656116,0.927319190525321,0.987923381095474,0.988543732193586,0.994862316957226,0.999648378008976,0.999995154661376,0.999667847158236,0.999997673695887,0.59754110258476,0.592133594859029,0.803991944722659,0.696435187313997,0.827704233980206,325.09367,341.777130612245,372.655701904762,358.740937121212,351.020336363636,484.590857142857,28.8347525834448,19.9271364135068,25.1002722167167,14.3312558638825,40.4008926016522,74.6121676580616,236.3976,241.29715,249.0054,239.851675,254.8953,355.5704,389.021075,374.347725,402.2377,396.2714,470.11905,627.1746,284.186747727273,359.0727575,258.5792,307.154,232.1586,315.761675,243.589,398.197125,16.2936656784148,9.8161618031464,1.26350985882211,1.18785269658194,0.337436921281716,0.248355941284361,"HNSC"
