"gene","Stage II-Stage I","Stage III-Stage I","Stage III-Stage II","Stage IVA-Stage I","Stage IVA-Stage II","Stage IVA-Stage III","Stage IVB-Stage I","Stage IVB-Stage II","Stage IVB-Stage III","Stage IVB-Stage IVA","Stage IVC-Stage I","Stage IVC-Stage II","Stage IVC-Stage III","Stage IVC-Stage IVA","Stage IVC-Stage IVB","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IVA","mean-Stage IVB","mean-Stage IVC","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IVA","SEM-Stage IVB","SEM-Stage IVC","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IVA","Q1-Stage IVB","Q1-Stage IVC","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IVA","Q3-Stage IVB","Q3-Stage IVC","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF2",0.994927930916723,0.999711655207398,0.99835554734189,0.992464560708821,0.999999995368329,0.994381716463536,0.943482806790256,0.985447697368324,0.956845703644058,0.984440129172858,0.999363966855596,0.979623547620244,0.992919334880623,0.976241151426378,0.91110791517662,96.796615,101.344866326531,99.2906504761905,101.476556060606,108.753345454545,91.5185857142857,5.89934116010234,4.0774732423031,3.41726168518336,2.0675624334576,8.44305455429452,11.6450923939459,79.828975,78.569725,76.8678,79.33995,88.8855,80.87865,109.181625,120.39825,120.5468,118.170975,130.73065,100.872,89.5331363636364,100.727614615385,88.6558,96.53265,74.44205,104.73985,78.6562,118.38285,4.36667269838019,1.51829723506559,1.12503167772747,1.08884754296955,0.169965624248462,0.122801966543944,"HNSC"
"ZNF589",0.931996481631929,0.578385528608374,0.852564651588398,0.514425588109659,0.722470551976144,0.999999999096669,0.127772226675926,0.235755158150161,0.533334834807708,0.505470621409179,0.863981735204666,0.983833711921614,0.999824808831896,0.999830609574269,0.946432977773156,193.6553,235.145898979592,264.191055238095,264.661006060606,359.615254545455,282.4849,24.6996816008681,14.6197069874918,18.2472026299426,10.9689712981429,104.525364052017,73.2399072893974,125.022675,137.60295,140.8046,144.40765,163.14565,156.489,224.25665,275.867425,310.5605,334.3296,393.99565,350.04175,256.163052272727,258.686671346154,220.17615,209.3995,161.650925,330.65845,141.784825,318.569325,20.0394784046414,7.74658907373734,1.00985161228771,0.951054417111027,0.0141433187748698,-0.0724002038013419,"HNSC"
"PRDM9",0.999991356382216,0.997395369046253,0.994056176244228,0.999837725845426,0.96582420163453,0.665959548403029,0.200329772932302,0.0569427677515185,0.0275371691026787,0.100015815123044,0.999876164288166,0.999968994342233,0.999999999979126,0.997906758671696,0.343061227094678,0.61995,0.511934693877551,0.276322857142857,0.804455303030303,3.24645454545455,0.289228571428571,0.553389989566699,0.166713866168797,0.0900987002367611,0.210578762919026,3.17944257940012,0.18797229369585,0,0,0,0,0,0,0,0,0,0.3809,0,0.45605,0.0710772727272727,0.674233076923077,0,0,0,0,0,0,0.035787289702725,0.13348316470824,9.48591653917484,NA,3.2457871750748,NA,"HNSC"
"ZNF12",0.590639863888745,0.980680391131965,0.610150096007402,0.606545047425091,0.999911344426044,0.538307049673543,0.637632245109599,0.992602087394837,0.796568695764075,0.983795393880016,0.938875030054806,0.999999995443838,0.990913065331597,0.999998328519304,0.999282314894098,535.493305,630.254651020408,576.999639047619,623.73104469697,674.066245454545,633.230628571429,29.5321706126436,25.6075497394508,21.1323929416203,15.2114294333626,66.0270375917257,123.224238257924,431.546275,467.293825,436.302,442.940125,519.2442,445.04465,620.3784,754.6989,680.1836,749.856425,849.65805,844.59065,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.998613761207038,0.999999761267235,0.992071128594173,0.999999210071159,0.985795324845911,0.999999996058144,0.878015085131833,0.919050386064802,0.807367707031615,0.793524374014385,0.994988942875273,0.999393672125402,0.993920571805056,0.993848930091537,0.998973620686967,213.734065,221.550729591837,215.08334,215.364035984848,246.532645454545,232.059171428571,15.3343883711523,7.01752454315669,9.17091769339816,4.58218853533111,36.8887220930201,21.456585907503,161.5619,170.038525,149.4253,158.5194,151.8993,195.02815,271.9465,275.89055,251.9123,268.941775,300.62125,278.957,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",0.973309133045439,0.999999999984202,0.755066243560346,0.999983980602013,0.400209740401249,0.999640075226457,0.24172292923464,0.0193153239001873,0.100985150531858,0.110597301923353,0.999818213013197,0.971103760537804,0.999708364262272,0.999948017299261,0.688397866917942,515.053005,469.020445918367,515.665709523809,524.335803030303,717.338863636364,543.766914285714,63.954162173175,19.2726301582588,27.7851961134597,14.1596108640292,147.504500798257,75.3857356190004,353.182625,335.32555,335.4564,383.40445,339.6747,405.43695,578.482475,532.335875,608.0695,608.5027,846.0836,654.28375,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",0.997706897988786,0.999999943338723,0.952313152916275,1,0.938369908112913,0.999997661516887,0.939813964663802,0.703096610220666,0.898375380706078,0.869177390068871,0.979341441412056,0.995039542391293,0.959047633102707,0.962450117546924,0.742848097982583,120.125045,110.736884693878,121.219203809524,120.129159090909,149.758690909091,93.1198857142857,20.8558088887478,8.22604667075024,10.1780599842156,4.77965863193029,28.9592362077407,15.9188364557815,67.401125,43.47005,44.6984,60.1507,71.16215,100.1579,146.903175,156.8542,186.0839,169.274775,231.7642,108.1475,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",0.823714862292444,0.988407184685583,0.903812503152866,0.999999641163467,0.159829377681588,0.842456156799588,0.592782725723144,0.932189173132961,0.716173630746323,0.399801443919531,0.999959396383654,0.921056466765198,0.989732042107045,0.999799901113608,0.709915212061476,127.09513,162.478794897959,145.28747047619,129.169987121212,198.114145454545,116.942057142857,18.7468261934768,14.0721418526388,12.2703654059356,6.33557098497863,58.6993818492144,41.0503405418092,56.980725,80.511975,52.3198,46.28965,96.6948,30.81995,186.378625,204.57615,189.9812,183.59055,204.9378,184.41835,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",0.992452968602304,0.99999875123098,0.95997263820893,0.896495919328382,0.950736936082487,0.387216938898465,0.999998112528119,0.999549404346504,0.999999953738659,0.985110755831223,0.999999999824535,0.998956545515424,0.999999548363663,0.985956612649263,0.99999876768574,169.736795,185.234310204082,172.342523809524,196.639771212121,174.092081818182,168.941928571429,16.9149627436612,7.57041577136367,7.28008582667937,8.21956720953157,16.8534749671278,14.9799990007742,116.13715,134.690075,115.429,125.4749,136.4761,133.5799,208.92245,217.6778,209.1139,238.172125,208.47415,191.4823,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.999913629813341,0.980668631456817,0.961118354097783,0.994593443210435,0.992353800787917,0.99830727410309,0.999999489997417,0.999999529012363,0.997669493359489,0.999642302249807,0.999490900973723,0.995687775903523,0.964978282196843,0.981598671953772,0.999186119283071,34.620455,41.7837,56.7115676190476,50.5186704545455,38.5268909090909,16.2257285714286,12.309078486765,7.96919559192708,10.001829258037,9.52317965835941,21.9843890771795,7.97984562900317,7.535,5.60615,4.6609,5.868825,5.1592,2.20065,47.023225,29.19395,47.8136,41.356725,25.3602,27.0411,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.999826777901945,0.999987708811713,0.97827924098995,0.997808997387696,0.999523300169287,0.826903586769884,0.99523009993001,0.998428932091925,0.976935952864352,0.99965312615743,0.989690786673744,0.955830296119977,0.991092339314428,0.924790173599019,0.927836742682967,142.574215,151.485665306122,137.38071047619,156.766774621212,169.640936363636,105.192142857143,8.75396000554899,6.28561344694421,6.03160240938289,11.1270303333827,19.8339251218543,21.5875334506577,118.4086,112.4191,96.8585,104.180525,120.46315,78.93445,156.819275,178.74475,157.5096,175.305325,220.86565,135.9643,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
"ZNF641",0.994433106721962,0.999999646927303,0.890358800639786,0.999971740034882,0.973319322766162,0.99504815514566,0.995728548712605,0.999969003039042,0.985698561041999,0.996639619381771,0.949398484687828,0.764917031115493,0.932768381277804,0.869347045935176,0.835186454829476,142.974035,155.341444897959,141.250507619048,146.92245,160.856827272727,106.667914285714,20.3341120900858,9.09792369170924,9.71743072701073,5.75584387025206,15.8397384637218,24.5791100378081,93.4159,96.747275,79.9253,86.6705,138.44915,73.92865,184.3132,185.1935,181.8003,185.940925,186.13775,135.6531,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",0.999607089781944,0.848432657257189,0.102503461645734,0.999999948607197,0.975769522177867,0.164503916216081,0.999940004952139,0.996456261345749,0.986771764095616,0.999928132540725,0.991270940752588,0.997027504306331,0.72377786082444,0.980110193946768,0.981109523396397,10.44864,9.11747448979592,15.4409923809524,10.656846969697,11.8390363636364,5.89082857142857,1.97590498020794,1.12154778516213,2.45213735910284,1.00485656731521,4.07330290999762,2.01302685203323,3.422675,3.033275,2.4953,3.05885,3.73935,1.54925,15.57335,10.40705,17.769,11.29765,13.58215,10.12595,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.871389844173183,0.89133802992843,0.999998815879412,0.974960364482433,0.956869865472912,0.974196251516949,0.999927306020941,0.86948541828754,0.885592190466388,0.960392538651645,0.999997309109598,0.992500839377267,0.994323431761929,0.999514233845168,0.999786398276912,88.50569,117.575133673469,116.143988571429,106.920170833333,79.7526545454545,93.7808857142857,17.0240016993422,10.1876569429744,11.9453927621267,6.34743015650033,25.5624102063819,22.2341200502358,26.83995,31.32685,19.472,27.033225,19.25155,68.1004,132.5133,169.3293,202.1815,156.8586,137.38565,132.05625,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
"ZNF701",0.998932198616592,0.999999860814011,0.971158220929293,0.999982740609259,0.873685005384182,0.999956298382076,0.999439904667984,0.982924249383936,0.999322421942541,0.999750604193355,0.98250736886285,0.99450278872774,0.963640054300015,0.947173319346699,0.948562146987143,42.62647,39.0288755102041,43.2148485714286,44.0970223484848,47.4456454545455,30.9396142857143,5.21316411693109,3.8755265520677,3.92221356159063,2.35026542336707,14.1398616017874,11.6232235699427,21.825,17.74395,13.5631,18.8257,21.15695,15.4218,61.49485,48.400125,61.522,56.892025,48.305,34.15725,70.2016590909091,42.6843692307692,69.85525,31.66735,50.495375,90.5802,17.63135,54.382775,4.31989402415492,1.66253049885725,0.608025077804703,0.453328132101739,-0.717797266484353,-1.14137240182071,"HNSC"
"ZNF283",0.995579352494202,0.999698904633063,0.719265601090424,0.991561816421478,0.999999092983923,0.457674640501914,0.997433819356755,0.999991150793568,0.972208942621899,0.999997266175275,0.999478276193711,0.982596520693279,0.999968291939581,0.977217880537521,0.98642594863158,54.071445,57.2802857142857,52.2435866666667,57.5553882575758,58.4482454545455,50.3899428571429,3.46595672848194,1.887388806307,2.1554847116455,1.81173942442282,5.81724551582094,4.00218569360824,46.656575,46.7161,37.2439,42.42,42.4313,44.51055,66.67605,63.34375,62.3005,68.41715,63.77015,51.7867,54.2884136363636,56.2839669230769,52.7797,53.9353,45.3952,61.9777,41.9084,66.279975,1.9718907447215,1.10528809918761,1.0367583643184,1.02189478151638,0.0520796866091933,0.0312466581159014,"HNSC"
"ZNF558",0.999645507594677,0.982309848714715,0.984462089314759,0.999945056457699,0.999924020372291,0.899679876547893,0.978353709709578,0.989177251437997,0.999502900149595,0.978001634383864,0.615425538209501,0.614403682537014,0.764412298517436,0.545900988555729,0.954621795583344,327.51802,317.216390816327,304.142403809524,320.848424242424,289.884136363636,232.356342857143,24.2788080812363,13.4698774425488,12.654669471764,9.02000542131417,22.7397886262315,31.2846570383939,260.1678,218.418175,229.9967,229.661575,250.74005,208.93765,390.544825,368.094825,367.4431,382.420075,336.8091,274.07855,239.220277272727,314.798434230769,238.6209,293.3048,205.724125,274.1107,229.661575,371.9624,8.72016765550678,5.9845845486752,1.31593541241438,1.22916643093711,0.396088681720472,0.29768027196063,"HNSC"
"ZNF597",0.997476595351589,0.918582728408235,0.937728622436462,0.995221928296896,0.999999606043757,0.898056711865238,0.293462738310157,0.280853072027384,0.526430572847015,0.260431655224284,0.999999999438021,0.999827183256344,0.991006165871374,0.999708219893396,0.595832179341239,40.07614,42.7230316326531,45.8127552380952,42.9391602272727,58.5759636363636,40.2924,3.89843700458341,2.20013521148705,2.1677894079613,1.4680778989879,13.9992459717935,8.17934265343988,28.378825,29.057125,33.2577,28.494025,33.3953,29.0856,53.617,56.3308,60.0064,54.209825,58.8577,52.54545,38.1551522727273,43.4327217307692,37.82505,41.5678,31.69895,46.62,29.396325,55.266625,1.5854082546746,1.02808831461328,1.13831865799719,1.0989489769346,0.186904478522329,0.136124405002125,"HNSC"
"ZNF30",0.932265348228183,0.998749697049782,0.924859478759783,0.965404283468042,0.998889312648347,0.968351052525467,0.999996842046337,0.952517982169397,0.997823233845539,0.974689874219229,0.99990706448872,0.955985415379876,0.995838510528252,0.974253132050472,0.999996546972295,41.543285,47.6638857142857,44.0687180952381,46.4691151515152,40.3870818181818,38.8709428571429,4.86565374237071,2.83870746669735,2.75113323626182,1.52877253787943,6.34222450063953,12.8687613621746,25.91595,28.817025,25.3882,28.837375,28.0884,18.87215,64.885125,63.64305,56.0697,58.697,50.281,46.9702,50.7154704545455,46.2595932692308,48.32485,41.85235,39.696825,61.320675,27.611,59.865,2.68618211870446,1.15224964399193,0.912139685477071,0.866062698590891,-0.132673318618438,-0.207456622277362,"HNSC"
"ZNF354A",0.855714477870393,0.707989752002209,0.997412892688691,0.517599782265706,0.92681405379901,0.99800562248695,0.514509184650637,0.862734665941511,0.934865051112309,0.96591480502913,0.930613596654416,0.999319226163205,0.999970777374675,0.999999920299567,0.997137257707919,197.790105,231.509751020408,239.169328571429,245.127735227273,274.616372727273,247.683028571429,19.3750588323595,11.4278239392511,12.2868546971838,7.25808710202502,45.0090404865271,47.5614885718313,136.592375,164.619,154.2825,162.01115,152.2049,171.69975,230.6365,268.874975,284.6154,297.529875,399.44705,295.68065,159.151925,240.391975384615,158.23345,212.3652,134.27835,174.542625,157.5298,288.5926,6.43920379031232,5.20683985591586,1.51045597082546,1.34210054827219,0.594984130707655,0.424492760256172,"HNSC"
"ZNF764",0.999990368678886,0.998298660241886,0.996987023985972,0.993454101346399,0.968619915034621,0.999902290598276,0.94274297403427,0.928438352975676,0.974146627003956,0.982661446495902,0.996388758534167,0.997368925458721,0.999715120857541,0.999917815237319,0.999833429224511,147.543305,150.020126530612,154.596714285714,156.454843181818,171.086045454545,162.409857142857,8.52970380308063,4.75697224201568,6.41083403562334,4.72039586759805,30.7267243155896,10.0228529134045,121.26995,116.744625,114.5114,117.429675,117.6325,147.99615,172.0917,172.048225,172.697,178.3519,151.7317,179.3446,127.302956818182,155.060556346154,122.3114,143.09725,109.421125,152.272975,117.094775,175.428775,4.90121845429447,2.97095524406089,1.21804363560554,1.16994204955548,0.284565817763203,0.226437070928781,"HNSC"
"ZNF747",0.960864565871955,0.99958208018332,0.943735214648301,0.999997135014256,0.660528161424809,0.998012628623364,0.962742784894951,0.999479279418514,0.977533821744558,0.941304564768754,0.999814571911594,0.999923375112875,0.99999832617044,0.999898188403586,0.998709594204264,194.8221,212.245387755102,201.36950952381,197.097634090909,221.171954545455,204.808242857143,9.36573039947401,6.98144395978069,8.14140799812238,5.75547293230192,24.5688489145961,22.2390736642135,170.591175,169.8463,140.7574,150.0259,195.4497,172.29085,210.75835,245.287825,237.3553,226.939675,243.40025,248.31255,202.989590909091,201.590778846154,187.99855,188.8514,165.509775,236.65835,153.602825,236.52185,7.51453132060822,3.69229194449294,0.993108946834798,1.00453647115895,-0.00997610076252778,0.00652994416576082,"HNSC"
"ZNF778",0.983926368020635,0.798228474960041,0.909447860230296,0.9200252205252,0.994798495254214,0.981779785331114,0.997472249322929,0.999999999907826,0.997917773613758,0.999965772137942,0.979873491999334,0.999005691888095,0.999999999990964,0.999928369487838,0.999696766171788,80.606745,75.2447653061224,70.6293333333333,73.2221666666667,75.0963909090909,70.5148428571429,7.14016525849763,3.27211667701945,2.89051542809928,2.02316591245055,8.55187490046326,13.9204647143258,52.740075,58.2486,47.4898,51.238325,56.40495,52.40025,94.33985,83.364525,85.1133,87.181025,94.0681,67.3006,89.514475,73.1368053846154,87.552,67.2968,64.126775,111.27185,51.0266,87.05775,4.55189837733916,1.41433570544755,0.817038868681466,0.768649488304094,-0.291523382097624,-0.379602229815724,"HNSC"
"ZNF212",0.999939642981308,0.973866484775058,0.933401212035241,0.99983855171035,0.999999797003376,0.887035116733504,0.917525451348882,0.759008781028998,0.485375997910748,0.716684719931619,0.880251317754572,0.879657472476832,0.973189609429212,0.878458880011435,0.480525768621016,421.759775,428.930454081633,447.215363809524,430.032132954545,370.213427272727,488.183085714286,25.6616513980603,11.8934389209054,15.2440250781414,8.57643640097187,24.0543255565212,45.4763254794835,340.06025,355.137975,341.4502,340.670675,317.8626,409.6825,489.0842,521.145,509.8658,506.37985,433.76205,541.1167,424.697577272727,432.772035576923,403.6175,417.38705,334.49235,461.772,342.069225,507.4412,22.3839761917658,6.01051367294382,1.01901225421639,1.03411534435449,0.0271714008569365,0.0483971116174949,"HNSC"
"ZNF282",0.999987113883396,0.999485913468105,0.99967748924254,0.977286976876083,0.487385997626896,0.250278827872126,0.958089586420408,0.872044532823839,0.807198371674602,0.996835431931015,0.000375907564295064,5.79828636650959e-05,9.05237092831968e-05,2.42688579010775e-06,0.000115916871506361,1128.320085,1141.8737622449,1156.75489238095,1067.84683371212,1015.55864545455,1787.89217142857,56.2809781704778,32.7633756377439,43.1192067621367,20.2362999871041,73.9342557591877,204.991622167468,1006.66015,923.66135,837.4944,839.09,870.7129,1424.3199,1259.732425,1281.542875,1409.4478,1272.77685,1150.07045,2117.99035,820.981379545455,1112.36186730769,796.25245,1061.34645,722.323325,937.3349,864.4717,1306.202775,26.579476011184,15.8587104884961,1.35491729169736,1.33292707607995,0.438204787741585,0.414597853303348,"HNSC"
"ZNF160",0.948361487676309,0.999840022066307,0.878266501114514,0.997654678423614,0.928320525509755,0.999234491579176,0.325466497869841,0.525230738997746,0.236095412884401,0.268824206569329,0.99987373979953,0.999760329157453,0.999997049563002,0.999999999980608,0.754913778706924,283.769495,323.899729591837,295.379487619048,302.939129545455,423.645454545455,303.687528571429,28.0314719713007,17.4379476950215,18.5985213152028,11.3936543645951,75.6057196488014,63.0873762527274,210.991675,228.823625,140.7804,172.039925,222.39555,267.74405,376.72315,416.353275,420.009,407.64485,676.46465,353.02145,309.512106818182,306.705870769231,314.225,296.4182,246.698825,384.553775,178.097125,412.15355,12.4781356491237,7.99422000189859,0.990933356120381,0.943331052589705,-0.0131400607124005,-0.0841639357433273,"HNSC"
"ZNF415",0.98745129304329,0.992343162281438,0.999996406593946,0.947816126325084,0.998429587469029,0.992790132101841,0.999668373545917,0.999991772224831,0.999999190171128,0.999636569177292,0.979819482506183,0.998672185718913,0.997801155490994,0.999763486974946,0.998370708328384,20.384295,25.9293244897959,25.3354038095238,27.6466174242424,24.3414090909091,31.4146857142857,3.62582908831299,3.77831265488421,3.7493372382092,2.08825233028009,7.06524850302784,14.9277280185379,10.216725,7.79005,5.8783,8.5124,8.6428,5.86865,23.5043,27.038775,22.2694,32.560825,37.88555,45.39585,83.7914636363636,26.6833955769231,56.66855,14.3091,37.3273,118.747575,7.835275,29.742725,10.087001033793,1.53985273006859,0.318450047521823,0.252505137329259,-1.65086100763168,-1.98561535445244,"HNSC"
"ZNF439",0.991045104884045,0.993547241763814,0.999999618232414,0.992041113579638,0.99999874599915,0.999999999998467,0.999990433960024,0.99972817622796,0.999850713975832,0.999835106619325,0.983829716802393,0.863463538172102,0.874268494968206,0.865858317838399,0.977633740630573,29.84473,35.5881540816327,35.1656361904762,35.1365890151515,31.9991181818182,18.1404571428571,3.97252254856374,4.99127713262727,3.51348237680213,2.30207312441562,11.4313914935371,4.12188321949689,18.835875,13.502925,11.444,13.34425,14.97625,12.73745,35.43645,34.841675,41.5458,39.84565,26.622,26.33955,51.7839795454545,34.5906501923077,47.6389,22.39755,29.687075,67.10975,13.193825,39.04335,4.3690269323353,1.69080014410011,0.667979759298819,0.470152543404655,-0.582123707160536,-1.08879917233635,"HNSC"
"ZNF440",0.999436498685782,0.999997316327227,0.998854533160221,0.999447734449951,0.999999983974506,0.998110681153785,0.996145105100098,0.957871427058539,0.984051904870759,0.955167641621198,0.942262317978147,0.964139385289686,0.9302896455343,0.958126161758316,0.826552823266668,351.33141,335.63402755102,346.033637142857,336.555225757576,387.152645454545,274.600885714286,45.5220247150327,17.2451505661716,16.3181093971506,12.4454584408852,83.3377658869019,48.5212795552898,243.5902,226.479175,246.2585,216.13235,217.41485,208.97785,356.3306,420.156,439.9004,413.51115,427.89995,344.38735,352.380188636364,338.708993653846,319.33585,310.5195,223.022875,446.669525,222.3632,416.27675,28.2923529861412,8.28083509316512,0.961203281502794,0.972391605890789,-0.0570865211181621,-0.0403906554409198,"HNSC"
"ZNF562",0.985037930688339,0.999790938315769,0.98234966614548,0.995249614010735,0.999140819696186,0.997074351787705,0.84971427003116,0.954216059627489,0.847210880163363,0.905543532921865,0.706587233153005,0.842472882445254,0.701672020616587,0.769967591512413,0.998809447883239,645.49311,604.931984693878,629.020356190476,615.597140530303,537.030654545455,490.398714285714,54.5397308475954,25.7270107972024,23.5228195757055,15.1558080439308,85.4862856474676,42.0640969271467,489.1423,404.5504,456.9055,442.569625,407.4024,459.2086,822.6241,722.461425,758.5601,755.546325,598.1068,512.61495,651.416606818182,611.601001153846,598.0208,585.03625,469.921525,810.3324,435.025275,747.805275,37.1597329765316,10.7167536962691,0.938878430105101,0.97828746090437,-0.0909897310860609,-0.0316696445517855,"HNSC"
"ZNF561",0.958049794848075,0.90491100461239,0.99955235267578,0.781064803939906,0.967087220609496,0.998073703554232,0.884415958317379,0.988396178763924,0.996352935025505,0.999334285653711,0.344404847028649,0.524934876261224,0.599009811629768,0.664107325487103,0.92801175614895,737.97495,685.094043877551,673.680154285714,661.007939015151,633.880590909091,515.125842857143,61.2966121752381,25.29044017193,24.9014643032928,15.6216780585676,87.4247835099235,48.3743933764837,585.03675,486.054975,523.4173,499.12,442.00035,468.24365,931.75725,833.08785,789.8748,780.2934,755.9749,594.4394,1032.54255909091,668.485118461538,1040.7771,622.47755,889.189325,1187.5052,501.394425,795.04085,45.8742633306672,11.0301456670662,0.647416527847626,0.59808920661302,-0.627233898417446,-0.741567412571139,"HNSC"
"ZNF584",0.999999982461558,0.968569932358457,0.695580800211452,0.432861406001839,0.00303699087799347,0.317751084252698,0.998547697402127,0.995643803339199,0.999995248201324,0.94672929508148,0.999997465248004,0.999998575852099,0.98934718079838,0.811174666735687,0.998348414582637,206.754735,205.907952040816,222.819801904762,242.409746590909,219.461027272727,202.651757142857,14.6413175942412,7.3477928860175,7.22705307387665,5.6573495156755,12.4454720506338,27.4168108546638,161.3933,154.904975,171.6954,183.5326,196.5093,162.8805,238.601175,247.60435,255.7222,280.944375,227.10615,255.6338,251.075631818182,229.811277115385,233.11265,216.46225,208.908475,297.6806,171.45715,268.290525,9.62150170582197,3.75977749791693,0.915306975237661,0.928573588777786,-0.12767241992817,-0.106911847669186,"HNSC"
"ZNF274",0.999949935531788,0.988390604423645,0.976321780182065,0.999071960482949,0.99965513989371,0.99140424643925,0.999999999891829,0.999976560037177,0.995932067788794,0.99968163776961,0.99953492508686,0.999905101739075,0.999999993953134,0.999991132419557,0.999648299413254,389.213175,398.530675510204,417.866345714286,405.175351515152,388.168845454545,415.437728571429,34.9152314465613,19.0022410786763,19.0639775649933,11.0905850671881,53.6325794819468,94.7488173981374,271.193025,299.331425,294.1638,269.869775,244.44415,274.86965,513.87745,466.2188,514.9597,503.646,489.525,503.15905,425.624479545455,407.469655192308,416.4877,383.49885,361.516925,478.21465,283.803625,502.602075,15.0697046677725,8.09084698218913,0.95734544128539,0.920792738897211,-0.0628885050714132,-0.119051638044379,"HNSC"
"ZIK1",0.999999977418454,0.991323899302332,0.876922700518886,0.989740292766893,0.784198349169634,0.999999999750917,0.88748125678287,0.777231703756734,0.962610401486637,0.956214105251335,0.998795617690796,0.998458192743902,0.965002317863152,0.963043480840843,0.837580981081407,24.50184,24.1055836734694,29.8645838095238,29.7889488636364,39.5308454545454,18.1404428571429,3.33164041839673,2.43106314073339,4.27517373424735,2.36454727329873,16.0631275183054,9.06550528712462,15.132325,9.900225,10.6485,11.312225,8.6051,6.08925,36.43555,28.8605,26.5252,30.826525,51.39455,14.10325,45.515875,28.4928840384615,32.43695,18.1238,23.2137,58.228525,10.80295,29.97495,5.23135866107402,1.60221745900127,0.625998819938352,0.558739338932914,-0.675768157331213,-0.839752695777715,"HNSC"
"ZNF540",1,0.978015766402332,0.804848961314237,0.999306079135325,0.984281819066637,0.959390417828582,0.999994518686041,0.999988672499282,0.998558438878439,0.999998326513605,0.893692898895728,0.835914124152479,0.559607970908689,0.704086658115436,0.89214091471617,14.75146,14.7686091836735,17.8671980952381,16.1698261363636,15.6130909090909,6.55708571428571,2.24537141786809,1.19868531007434,2.37773936183058,1.00822427866857,6.18812007522118,1.32679708058965,9.82625,6.728075,4.9583,6.32835,5.913,5.65195,17.58765,19.350825,21.7021,20.138525,12.56075,7.9982,33.2300386363636,16.0074755769231,26.5986,11.06715,16.856525,44.451575,6.02065,19.881875,3.13477003673399,0.756081819457307,0.481717031752292,0.416080169632988,-1.05374216164094,-1.26506656366377,"HNSC"
