"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N2a-N0","p-adj-N2a-N1","p-adj-N2a-N2","p-adj-N2b-N0","p-adj-N2b-N1","p-adj-N2b-N2","p-adj-N2b-N2a","p-adj-N2c-N0","p-adj-N2c-N1","p-adj-N2c-N2","p-adj-N2c-N2a","p-adj-N2c-N2b","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-N3-N2a","p-adj-N3-N2b","p-adj-N3-N2c","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N2a","p-adj-NX-N2b","p-adj-NX-N2c","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N2a","mean-N2b","mean-N2c","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N2a","SEM-N2b","SEM-N2c","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N2a","Q1-N2b","Q1-N2c","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N2a","Q3-N2b","Q3-N2c","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF224",0.999297068490307,0.999999999695184,0.999998875399788,0.999676461410643,0.99611494197785,0.999886724116548,0.666331396746453,0.568142543394918,0.982681678147071,0.999972774228891,0.999693003476175,0.992291083537439,0.999969268829304,0.999999825320035,0.99474696046492,0.945306670057328,0.893425954863999,0.973835207048751,0.998467902114165,0.999745705904165,0.990031626409927,0.999508949577357,0.999998587590782,0.99997257313972,0.995416629553033,0.880012577470847,0.995384028886716,0.908845387426354,126.870592213115,122.180327710843,125.820657894737,135.33920625,141.559407407407,132.152591111111,152.679833333333,118.334188888889,3.70331769888406,5.95594470382615,10.9392950417059,13.1169093506959,9.22994403522163,15.1036623524714,17.0443676497138,13.5823950090436,85.585025,83.76795,100.2643,108.193325,94.0408,85.8632,123.2482,79.60615,154.09785,150.02845,144.6874,157.0525,164.1136,147.7516,178.8878,131.659075,93.4180568181818,129.547687307692,87.92135,117.4707,64.75305,119.254675,86.2882,155.13705,5.66300875901184,2.89352915916543,1.38675210896143,1.33608844723153,0.471709919503923,0.418015515415757,"HNSC"
"ZNF529",0.999999999997661,0.99646980386843,0.997273409720103,0.997152527099467,0.998292767974528,0.969558954021386,0.0785783417892304,0.27486522719864,0.403402919018364,0.997078419234239,0.989971880615212,0.994593137509896,0.999999981213905,0.95896195251014,0.116146872152057,0.999850833851756,0.999901786137203,0.993446689258901,0.99999999958811,0.998537750398431,0.993659817267186,0.999451858059999,0.999552358227633,0.999999980734947,0.985746313384164,0.536677757184588,1,0.997271366320206,143.957511065574,144.31995060241,129.365505263158,159.23669375,175.500420987654,132.173266666667,156.761555555556,132.753227777778,5.44259869483698,9.95040235214703,15.4153578766417,18.9704313533094,11.0031733794121,9.44339471350908,26.7305961813015,16.666551959597,88.842925,85.4275,90.0881,128.304625,119.898,94.0643,112.5159,85.097025,187.183575,183.28195,154.7942,186.03605,217.1382,175.1905,213.45,170.632425,163.188265909091,147.798317692308,158.86625,131.5153,128.90955,196.093825,92.2377,187.5417,7.61905611331224,3.75316583820111,0.905692065964126,0.827836623574863,-0.142907475544044,-0.272582019934685,"HNSC"
"ZNF284",0.898122750345888,0.999994413333302,0.985458185880448,0.871471441421431,0.997315594688605,0.922168085282675,0.851177737317548,0.999999994389169,0.978944345043337,0.998487588332638,0.304752567868495,0.95505068261356,0.755312165199325,0.999999999853232,0.971656663001483,0.120920111698012,0.382458398854795,0.226051293065625,0.873486553295549,0.412779184675283,0.803298830174329,0.999811912696447,0.963500133256298,0.999999939860648,0.87797615439893,0.951414927275859,0.668286152917431,0.185426746946559,26.2877036885246,29.7285325301205,24.9354842105263,33.6310625,30.0570358024691,33.9945955555556,45.4467,23.9636222222222,0.966261038061568,2.27928776591901,2.16064249829859,6.34991997377313,2.01379683010534,6.06211257743907,14.0140680073632,3.72756116870556,16.125625,18.1123,18.3521,20.403925,18.4787,19.0798,22.5225,13.6263,33.848425,37.4948,31.93075,35.721875,36.8915,39.8967,42.0924,29.714425,17.1231954545455,28.5234515384615,16.37415,25.19045,13.1204,21.793275,16.8576,35.232725,1.27653219186613,0.916369014593461,1.66577854082077,1.5384279489317,0.736196612410096,0.621456877761127,"HNSC"
"ZNF749",0.999999983931341,0.999777194786068,0.999945526004328,0.905773943177867,0.943770456468726,0.998208911125575,0.958496065044365,0.993064302107166,0.999999989445508,0.997073317629954,0.991450441804762,0.99819700776756,0.999999998600126,0.997630038913746,0.999999999998976,0.142175495508643,0.190729190899239,0.521622465423876,0.873841083324177,0.379418118308133,0.421820587545136,0.997124778310051,0.996701110260309,0.989638694027684,0.830442156282513,0.935171113971901,0.958724022330556,0.152705560754289,67.5440393442623,68.0110277108434,71.0375473684211,77.87726875,71.9196061728395,71.74654,95.6238777777778,62.2401944444444,2.06034923550676,3.38772570243789,6.98071582091831,9.68953110491214,3.02615874892962,4.81121747051932,11.4857159840166,6.24208121379187,44.39955,47.2663,52.41265,57.677575,55.0035,49.412,67.8787,48.156,83.451225,87.16205,82.4901,96.952625,88.31,86.7898,116.1161,83.836625,55.4772954545455,69.2699215384615,54.8209,64.5222,46.561425,66.27445,47.6609,86.4157,2.46084359857521,1.37159363482333,1.24861749245179,1.17696353033241,0.320331582421276,0.235069617382533,"HNSC"
"ZNF17",0.999926589463851,0.74847626446586,0.687343176303838,0.433501019334925,0.637468361978159,0.124178252021187,0.711955584603792,0.967952662264021,0.277292588950706,0.938172362788868,0.997999841094457,0.990175821278516,0.973399040895682,0.350914391776793,0.675152153034602,0.266327820071014,0.394778686166719,0.0710049318731487,0.998394145393418,0.707866071176698,0.206246824391104,0.998985105423031,0.995390137596041,0.996320163555253,0.4984059119107,0.870016512585685,0.999999956776357,0.289560557033871,117.021281557377,119.060721686747,101.6151,138.61519375,125.620158024691,112.727046666667,149.272166666667,111.202677777778,2.48502961030523,4.46823353497025,6.64638751901542,10.6321107097065,4.84621591103607,6.90924119410658,11.7708016547066,8.95938981705915,92.5357,93.20695,86.1937,110.475,100.9582,77.9692,134.6346,92.820875,138.89045,143.70835,115.56865,155.7747,145.7414,127.8385,169.5071,128.0865,128.846688636364,118.97345,132.6724,113.5077,112.55085,144.9234,93.39375,141.274075,4.21075978182876,1.78393893475416,0.923372197292332,0.85554870493034,-0.115015801348186,-0.225078107663781,"HNSC"
"ZNF555",0.99124901649433,0.970343875557675,0.999393730899494,0.995232387582374,0.999981567009743,0.999999921045722,0.58506195381907,0.990479615738473,0.999999999999474,0.999999876543031,0.920183999392081,0.999590261821767,0.99999986620613,1,0.999999422076981,0.348859586834795,0.59709612227968,0.91709377383839,0.886384896711226,0.829826846927793,0.806324299428217,0.999285901098537,0.982847501752794,0.943051520295854,0.979256254961362,0.840413075848263,0.928811354076965,0.371748267517521,57.4959131147541,60.056843373494,63.4193421052632,62.20505625,63.2490024691358,62.3632133333333,75.6528111111111,54.1850777777778,1.35227342153142,2.71073941228642,5.66842141208033,6.48518492049359,2.82255519268335,5.11224282882619,6.3480909792377,6.23734496147741,42.8043,42.3243,46.75715,38.276275,46.6377,45.3858,63.3282,43.0215,70.9521,71.53855,69.9777,75.216675,75.4717,71.0824,78.9581,59.967825,88.1443136363636,59.7379923076923,77.1294,57.0802,65.1154,95.4423,43.898975,72.779975,6.8244810568661,1.06103687455193,0.67772939448073,0.740057617458453,-0.561218749505857,-0.434290498219216,"HNSC"
"ZNF75D",0.999990742948277,0.974353181194357,0.960130581620496,0.997585138107139,0.999650499654284,0.927110475778916,0.595041081742971,0.909778490602911,0.58020691750026,0.999998586249005,0.885626897163945,0.870309577379891,0.999999998941576,0.882104934189924,0.228708641425813,0.999998451560862,0.999981236528167,0.999925653871247,0.998834635260579,0.986951344633564,0.999944236083016,0.998542704303376,0.996069925981697,0.999995944607578,0.980689855063523,0.813125621657012,0.99999833029488,0.999999619996667,201.051942213115,204.694569879518,177.802663157895,218.0724125,224.045785185185,179.929395555556,193.542855555556,186.16675,5.72304614879081,13.9253856032515,12.4180472884154,21.0376569239897,13.0323453286962,9.58520412589056,23.4802585383452,16.9420495561514,146.987175,134.69395,132.61465,180.005975,145.0595,132.8705,132.9429,162.343175,240.36265,224.6063,227.5237,236.65995,272.2756,214.7327,242.4938,197.5597,183.576606818182,202.242072884615,177.6467,186.07075,151.236675,213.2612,142.769025,236.3313,7.18187810550778,4.26853599184087,1.10167671355273,1.04742024478924,0.139700927919466,0.0668403949245076,"HNSC"
"ZNF197",0.917939232121826,0.672409987367609,0.975586538269975,0.882203444956003,0.997261367698147,0.999999570422724,0.999999839410504,0.987850895287045,0.792411982015201,0.934779256930386,0.999057618751764,0.999973144849541,0.944319573584428,0.988952556353847,0.999928092220403,0.11295781194091,0.0421983428586582,0.0219751126797967,0.0471262175940012,0.122679022138624,0.0954869311646335,0.475557184831591,0.905887989873041,0.999997297149505,0.99989190753918,0.61750957444657,0.847174391769174,0.0125670381829238,256.908892213115,244.816831325301,225.547857894737,230.4336375,255.306037037037,249.671011111111,328.013155555556,219.372361111111,4.64438794724437,9.01884412389425,17.1139970085043,22.8958472592846,7.89921169478253,12.9689549412719,45.296237652993,7.71124973871418,205.326825,196.96925,173.19675,162.02565,204.9966,193.5121,231.5832,197.990825,299.0511,269.23275,263.5351,288.938775,285.4716,293.0904,477.3254,252.321575,285.455615909091,251.877157884615,287.9036,243.46845,254.4386,323.519475,200.297225,291.18335,8.64683377370858,3.37359030637692,0.88236890026655,0.845659623568445,-0.180546151897668,-0.241850996792529,"HNSC"
"ZNF732",0.999999975701309,0.999198696459863,0.998926262041849,0.737768708158259,0.756433080783363,0.991176353858315,0.459345098440569,0.639324946445577,0.999695503576343,0.999146628953657,0.999999601938421,0.999999999109471,0.998795986634331,0.784978303118903,0.770414348168861,0.990900711134236,0.989685488449992,0.999957431391645,0.999982678417584,0.999999999713739,0.989236379680055,0.99996118773838,0.999993462052786,0.997457500261113,0.820780725600762,0.882809474116979,0.999999124814589,0.984815658345201,4.7683393442623,4.58971686746988,6.29677894736842,9.48188125,7.70926666666667,4.42761555555556,7.97084444444444,3.77152222222222,0.684610133815972,0.913371701771776,2.27586255052107,5.04781173143554,1.61269660478829,1.01948324469889,6.62705383028351,1.78724250631418,0.496675,0.56755,0.64065,0.539975,0.9135,0.4279,0.7584,0.442675,2.906975,2.8072,7.48125,6.376425,6.9535,4.1978,2.849,2.9717,4.98371136363636,5.36115942307692,4.4214,1.29685,2.4779,6.2737,0.5441,3.868025,0.542218059522227,0.492635901641906,1.07573634022921,0.293312073099018,0.105324520966034,-1.76949163940242,"HNSC"
"ZNF546",0.98004205503527,0.99954844234795,0.978831357413285,0.078821672340142,0.308463965877532,0.174575229875844,0.0599026139379212,0.707752425672554,0.491886575319978,0.891156564096095,0.999997188176364,0.999854463652515,0.998864186518828,0.23587596619575,0.593051888579891,0.999999969369355,0.999998669300518,0.999901779989807,0.701110294294614,0.979278541764434,1,0.996059753564018,0.944309009126463,0.999999832823899,0.130377814506591,0.38360356091524,0.993922148881355,0.999404618744413,22.0754983606557,24.1605951807229,19.9441894736842,34.8222,28.629562962963,22.7629,22.8260333333333,19.0163333333333,0.912927564511881,2.42951388260272,2.91334969192178,5.6022681158914,2.42023655449255,1.73535959974708,4.81068088198888,3.38858127217049,11.771425,8.90465,9.62445,16.283275,13.6799,13.6,13.5191,11.23485,28.18345,30.2266,32.0052,45.098275,35.0464,29.4023,28.0765,20.356425,33.8634136363636,23.6594132692308,27.32835,19.20225,17.5046,43.39465,11.92315,30.572425,3.19934787820218,0.757607756760055,0.698671832771889,0.702649446453957,-0.517313116259681,-0.509122990225967,"HNSC"
"ZNF286A",1,0.983846634214383,0.988580165822882,0.99217671518702,0.994216933661049,0.999999999999636,0.999854524138475,0.999954453171425,0.998284532544559,0.999248449763678,0.991068318430393,0.995751016530445,0.999987127920376,0.999996134686731,0.999885888558393,0.99286541398621,0.993989461764682,0.999999964660901,0.999999914427532,0.99866168131369,0.999949224960448,0.237298750231581,0.317524746010475,0.215466457564953,0.280193271739808,0.20717788023615,0.158781406509932,0.408457552734372,272.307517213115,272.124768674699,299.946363157895,298.81430625,279.409255555556,289.340873333333,306.645911111111,198.168827777778,8.00182162390002,15.0878097635976,50.4973729773458,38.3722835780674,10.5990305676203,17.5846331240279,26.8937817098759,14.1114661291392,184.9379,191.5664,183.3414,213.027,202.7239,191.0966,247.2453,154.7525,312.028325,324.34975,331.77205,312.457925,348.7984,362.1339,332.5713,244.902675,206.999206818182,274.194199230769,204.52005,254.62235,167.746175,234.241575,189.627075,327.573025,8.52714814894295,5.51963265171173,1.32461473377339,1.24497500367323,0.405572810621114,0.31611677647915,"HNSC"
"ZKSCAN4",0.999997085623809,0.713582779751257,0.843137972355221,0.99851222544859,0.996767382373853,0.725017317312484,0.999999999908569,0.999999884494656,0.795324773898202,0.99864777669506,0.999941404196546,0.999999816411476,0.926964549593369,0.994539318581528,0.999989993928235,0.999999999999682,0.99999999975599,0.980297249324388,0.999910910409846,1,0.999999925116414,0.999999775294298,0.999992896500247,0.887569842065064,0.999970134130482,0.999999569075439,0.999951545740283,0.999999976032792,101.817464344262,100.657454216867,87.2899473684211,107.7595,101.552977777778,99.5229555555556,101.490333333333,103.358377777778,2.3918601420026,4.21189006916445,7.69261408134991,7.92084318854376,4.51466824968696,4.63047196906629,8.69420590305533,5.68651870706392,75.26735,77.26175,67.524,82.453975,76.9711,73.7545,83.2531,89.7007,119.770375,119.75105,101.64835,132.348225,124.1488,113.4206,128.384,119.679425,81.6218,100.868037884615,85.4809,98.11405,61.825425,101.901525,75.9839,120.4566,4.5127253963245,1.60397711060904,1.23579776339918,1.14778915523819,0.30544266750336,0.198857648434007,"HNSC"
"ZNF643",0.722612367572347,0.999519778685262,0.893000190643812,0.999999410995021,0.980621999376989,0.999998750228105,0.999997248276395,0.948606808855975,0.998664079887264,0.999988932821574,0.983804666757877,0.999983179719645,0.97352432583243,0.997263567889381,0.998369472062496,0.992086071930789,0.9999994434553,0.974907150813404,0.993673543995379,0.996971318511705,0.999968996951351,0.509582862151241,0.1422165849109,0.961808059020075,0.917694193140472,0.510775701538489,0.32144937526495,0.58385312063129,40.8471393442623,45.9402819277108,37.7906473684211,39.60740625,41.6166901234568,44.4950888888889,47.6124666666667,29.1773166666667,1.43208805998279,3.0025110754386,4.46904910711825,6.81130626983834,3.15760369415697,3.93007133292142,5.25104322420793,3.092678851637,24.899275,28.5748,27.4696,25.819925,25.3165,25.4716,40.053,20.957525,54.088875,57.12775,39.73925,44.043475,47.1934,57.2592,58.8083,39.561875,24.0327431818182,41.5716882692308,25.78345,37.1195,16.038275,28.711175,25.722775,50.414625,1.40250590546969,1.06671609476203,1.72979372162066,1.43966381535442,0.790600006336876,0.5257319585109,"HNSC"
"ZNF642",0.990447233595602,0.992885900001934,0.999978937094073,0.893471619038317,0.729071635473867,0.771896315521248,0.415599645238912,0.237858577494465,0.614935835757763,0.999996543103075,0.988735738447482,0.883297783776967,0.927616807238807,0.997453681554396,0.997188438919665,0.999334432623113,0.999998300561614,1,0.911397576440804,0.898192833276271,0.986015013805492,0.999665767205425,0.987676371692984,0.980578285407656,0.998417443041506,0.999223526691848,0.999999999648265,0.995017993091544,88.5385266393443,84.7409325301205,81.7590736842105,100.5458375,98.0796604938272,93.5227888888889,81.8861666666667,92.8509444444444,2.41829390614275,3.4400997775852,6.72047084393655,7.92659735679437,3.97776132276922,5.21448829423844,7.7631911679054,7.51673699475478,65.2105,65.84115,64.0673,79.3164,80,68.9989,63.54,74.5356,102.298025,102.11135,93.3293,118.160025,109.9707,110.7805,93.2031,110.361825,60.6921636363636,89.9192065384615,62.5077,85.7657,51.229325,70.46275,67.9115,107.08765,2.60183574223626,1.55203779948968,1.48156205267638,1.37208215947795,0.567119052363116,0.456366871833282,"HNSC"
"ZNF490",0.531674484351555,0.869076433853768,0.999982408607783,0.843435277318302,0.32467435840799,0.448501645868184,0.691771236180887,0.0634816448232998,0.393781867535674,0.999325649212691,0.999835611884661,0.98294650563714,0.983083709792935,0.798132335482965,0.774500849129842,0.999999992987106,0.993121722209115,0.986375631523663,0.993077070616086,0.999574390553251,0.999990180581214,0.933769532855458,0.999999709081663,0.999999990783629,0.536639332219142,0.516008619121563,0.993885926609446,0.993056644612317,167.168628688525,153.386710843373,148.774731578947,187.909425,179.378155555556,163.078811111111,169.160977777778,150.782444444444,3.46769760245976,5.72390602718484,10.4849887947887,20.5008546283635,7.09558959321381,8.29844525290837,17.7137900380982,11.9345431252634,127.195225,115.90795,118.0808,129.423225,131.5396,126.1175,139.076,112.8186,197.238325,175.6681,167.3888,238.78585,212.1414,201.8557,179.0802,197.992275,149.459327272727,165.769467115385,151.56065,161.6655,117.964125,185.86985,124.632275,198.477075,7.37986542973642,2.48264775570845,1.10912761445055,1.0666719890684,0.149425369235354,0.0931166030634499,"HNSC"
"ZNF626",0.999428447692909,0.959110099895242,0.902616623592067,0.731763639154948,0.625463450621766,0.999754655827273,0.963494360117573,0.893029132162649,0.999737653888602,0.968383477547521,0.999977509931311,0.999999999065781,0.946283363426858,0.730855641471314,0.970268874404897,0.949783397376591,0.98617159072371,0.756653306248117,0.530038325912102,0.817104689753048,0.985740524321469,0.999946351022319,0.998592164597121,0.999630882924975,0.980313379312724,0.999999801934816,0.999517348852233,0.940715296093608,35.7417229508197,38.5425530120482,25.1754842105263,18.59271875,30.170724691358,37.9522777777778,51.3908333333333,31.9608833333333,2.77387921423442,5.23123732004528,5.31242369710467,3.47901529041407,2.9202698763617,6.6654753076209,18.7544994115264,7.83665353887212,9.629225,11.06935,9.46565,7.56015,10.9245,10.679,14.014,13.662775,41.704025,44.4383,27.13665,30.156725,44.7552,45.1394,98.9011,31.78755,110.083320454545,34.6465161538462,105.21675,20.44805,69.20775,135.181575,9.785625,42.212575,8.27476601059837,1.78086392899597,0.314729933751881,0.194342155597849,-1.66781369597245,-2.36332921879491,"HNSC"
"ZNF793",0.9921168980884,0.521391105073972,0.336234392799856,0.999993703674122,0.999999983504065,0.764834040425716,0.99731235340829,0.999999994479767,0.37687904397498,0.999999999850937,0.999900988830648,0.983530140444673,0.835462066696837,0.999747795994564,0.990925826311066,0.999875170055442,0.996634085367859,0.993931109527307,0.999544123295389,0.997786592350579,0.99999891617643,0.998329365355771,0.974554093126697,0.982639848670145,0.997881247388151,0.982418569927507,0.99998446633032,1,47.1656131147541,53.2175662650602,20.1932,51.34065625,52.2997061728395,43.2357955555556,38.6561444444444,38.0901444444444,3.49529271519256,8.31750269046342,6.16096770392216,16.6203548828486,6.38510116868339,7.85134354137664,18.6613697123609,10.725323378065,7.1252,6.4601,3.7724,5.352925,8.0672,7.4289,10.5105,6.16545,75.305025,70.13475,21.4404,69.08465,89.9011,61.3893,28.7964,68.004775,78.9699272727273,47.2441759615385,71.6873,19.0189,58.384675,102.6002,6.9267,71.501325,5.37792512534035,2.54691486619336,0.598255280119202,0.265303617237642,-0.74116687003847,-1.91428374900326,"HNSC"
"ZNF383",0.997576263802149,0.999980141745611,0.999999999998811,0.958879758774338,0.996545723917734,0.998894745018239,0.999670537492879,0.999999941243252,0.999999999904813,0.993370944494978,0.562766069827568,0.935526407613712,0.991277459954164,0.999999998461216,0.898501591993806,0.999999999025471,0.999999800855053,0.999999972132768,0.99873683538771,0.999999992423028,0.994796012331039,0.999958501495416,1,0.999999999997421,0.99929483777244,0.999999995508894,0.994281913726593,0.999999897393444,69.8401676229508,73.2318614457831,72.9269,80.94063125,72.3589716049383,81.9061044444445,70.8948111111111,73.3664833333333,2.13561676815226,4.58609885690866,5.81818090514301,9.89835969766674,3.98995205822912,10.4704190261286,10.7205666023879,6.55117630873924,47.66835,47.6833,56.0734,63.211025,52.8233,54.245,64.5161,54.404825,87.181875,88.4059,95.3857,93.525925,90.255,93.3941,72.5909,94.75505,86.1487340909091,72.5111275,86.65365,66.55125,70.59115,103.68285,50.64475,88.939075,3.53438375969898,1.72140970550518,0.841696958930146,0.76801438831486,-0.248627190030735,-0.38079475561274,"HNSC"
"ZNF669",0.999991694930613,0.999932804696235,0.999600900607579,1,0.999999913965293,0.999995609845529,0.999999995256874,0.99999989358538,0.999899814629741,0.999999999831807,0.997181719105023,0.992808564758712,0.999999999619932,0.999953505690914,0.997662312150637,0.374366511556609,0.35374302902087,0.758855647841204,0.651176016655205,0.398044881233051,0.683611156686239,0.999999958067912,0.999995073116714,0.999999633462589,0.999999998467394,0.999999742856878,0.999992531445747,0.674152434933807,82.3583827868852,80.8262987951807,86.258447368421,82.52900625,81.8304888888889,87.0433666666667,113.020744444444,83.7323,2.37193305328491,4.79392553605538,8.89387616754625,15.5218311583139,4.61147895380359,6.52730975977164,24.4170917581887,11.7199170542638,57.779125,52.6644,59.17715,44.33945,51.6753,67.1378,66.2438,54.196175,95.478475,94.05565,109.14075,101.9892,101.1287,99.2747,113.2075,109.009825,68.1338090909091,83.0201955769231,66.58955,75.01825,61.3281,77.75665,55.51895,98.399325,2.7177394166078,1.81995965135568,1.21848751280222,1.12657691784972,0.285091466235137,0.171945817978152,"HNSC"
"ZNF559",0.999602925838589,0.902836206222262,0.980682220294375,0.989916873088025,0.967570208476413,0.778296866779691,0.642068983875793,0.57366282689222,0.420354386385677,0.999999999999786,0.999956578193895,0.997625880257189,0.882994959590701,0.999362393013437,0.986166835471727,0.999996256096646,0.999999999775901,0.999415350406965,0.995822376630928,0.986542087286381,0.999919871533832,0.978691406419329,0.997939086518027,0.999998937933244,0.888117351496181,0.63587730784241,0.964249838333921,0.999959099319221,171.174198770492,165.14883373494,142.728026315789,191.5386875,192.183990123457,176.708571111111,163.0747,149.270011111111,5.94056662305207,9.5029759285847,16.3595987565965,36.1568180701497,11.7300244856057,11.4162949704233,17.012765546854,15.1988093745996,108.596325,108.5294,85.31,103.3058,127.168,117.393,123.7629,107.323325,215.594975,206.5657,195.10335,253.782175,232.4708,216.5171,187.5538,188.186175,141.830084090909,172.948119423077,119.2854,164.94345,93.450175,175.618625,110.89635,215.5184,10.8218417711291,4.07600331915648,1.21940363027792,1.38276310428602,0.286175746150609,0.467554014372679,"HNSC"
"ZNF177",0.851373266086467,0.999052103499459,0.999999870251375,0.98993180418079,0.827187483748115,0.965001846050912,0.992953861738477,0.61487359256763,0.980888505387197,0.999881584484852,0.999989581748753,0.996763921568393,0.999978784637104,0.983950289870449,0.992305867410154,0.999952678694962,0.999999908438366,0.999999999998576,0.991293828882612,0.998056260845532,0.99999896599619,1,0.996992276388768,0.999875076539781,0.998416489221813,0.999940387961137,0.999999656794636,0.999984746633949,28.4323110655738,23.3010156626506,24.4541789473684,34.71351875,31.3743,27.0465711111111,24.8145888888889,28.5008777777778,2.01623752173777,2.55469126774958,5.55850680647566,8.86237485337226,3.15791035570905,3.29441361849778,5.64959648068496,6.02259161897311,9.20285,8.36495,8.3284,8.106625,14.0841,9.1541,10.7288,9.4417,38.40445,25.06665,29.6322,48.349125,36.7181,40.4795,34.2497,36.7641,14.9259204545455,27.9707732692308,12.46295,18.7238,7.59515,19.496325,9.379925,37.511125,1.44428149882186,1.2497971799451,1.87397308959346,1.50235698610682,0.906100235927294,0.587227662980037,"HNSC"
"ZNF548",0.989740699125414,0.991028722531911,0.999965808345545,0.800314407460037,0.601503352897767,0.662908544657528,0.999998447571675,0.999618224203034,0.997790241678355,0.788985614683574,0.998043096603684,1,0.999975040579204,0.683496595925999,0.999903686641439,0.973958434713809,0.906354779072436,0.886085153931071,0.999999981122644,0.966115694781757,0.925072968687909,0.999622843614028,0.999999999860865,0.999998399395375,0.808790613530352,0.999959529050407,0.999999999760523,0.948278860435822,206.363542213115,197.836293975904,190.733494736842,237.04475,204.07904691358,198.030075555556,233.1065,196.619094444444,4.77006380263502,8.20660117927056,12.254819183003,21.728609940255,8.85364247530187,15.3897140143476,29.7353792464465,19.6000038410118,157.123625,141.45495,163.39245,171.788925,155.8403,143.5243,163.6798,156.42215,247.452,236.74595,216.5692,284.263525,233.6332,225.6,301.2875,223.906675,217.213490909091,204.548398076923,223.7975,194.84685,184.1731,259.7311,153.3828,244.391175,8.41259859765725,3.43101381849136,0.941692881141216,0.870639082206012,-0.0866714714594998,-0.19985331202404,"HNSC"
"ZNF563",0.62209418832085,0.837673500723792,0.999827542364837,0.874594031322872,0.999832950571148,1,0.710511005334588,0.999999996051521,0.999614736459188,0.999643930507586,0.999354804563026,0.676479401024513,0.761528800289969,0.800205578174722,0.732939364256893,0.569344142207317,0.94220593025351,0.996271471808974,0.997386657952778,0.930853272680138,0.491750408667884,0.999999999987609,0.984279104288761,0.961777517482154,0.966036567246315,0.989420883206298,0.999992739643444,0.760145263240217,38.5817790983607,33.6650855421687,31.1932631578947,31.02396875,33.9883222222222,40.50542,24.8877555555556,38.8035722222222,1.40030006866308,2.18452873372213,5.16970103811261,7.35003763105287,2.0550309655923,3.56563327127571,5.0903141592394,5.62354154232793,21.679825,18.33095,14.32175,10.326075,22.7457,22.8056,17.8229,25.892075,51.018075,46.2104,41.1836,66.54815,43.673,51.2374,27.8965,54.879275,55.3090818181818,36.5706057692308,52.7341,33.9596,43.262775,64.96565,20.43775,49.1527,3.67509909396433,0.950340167368171,0.661204354999957,0.643977995263027,-0.596831867964108,-0.63491670261468,"HNSC"
"ZNF567",0.999996343699445,0.999999999997272,0.999999996016111,0.998198392611617,0.999700139263629,0.999784316559573,0.793741989283543,0.967526512108632,0.995889622433665,0.999999992151061,0.806050119889337,0.947528709792951,0.989214801932138,0.999995402152214,0.999996079541252,0.923389048521004,0.957796975787479,0.972888304792031,0.998865178902324,0.998460858617083,0.999761590538821,0.999999809165421,0.99999284269653,0.999999915258468,0.998825232244801,0.985298903829502,0.971213318859024,0.952050803898244,89.7388430327869,91.5493120481928,90.1900631578947,98.9848,100.596043209877,103.271986666667,112.879477777778,87.4655944444444,3.31640487524924,6.14947504673708,10.4895153946655,12.7814868175485,6.13938968653627,11.5134927427742,20.3102282991284,11.4358185492286,57.311425,61.00135,65.2782,74.320325,58.3669,63.4441,79.79,66.68375,119.847325,114.88715,113.77965,129.05015,130.491,129.4609,133.1029,120.67805,88.4996227272727,93.6706953846154,92.38325,84.1366,77.642075,101.300325,58.5106,122.3256,3.68500899365494,2.43018471883175,1.05843044860517,0.910734359312971,0.0819264703382761,-0.134897781131627,"HNSC"
"ZNF573",0.751261147459243,0.989416208832066,0.748689934028963,0.99999999988868,0.993169211372933,0.999291479030759,0.889952447111668,0.250146824318651,0.999999954011733,0.999232170815003,0.999994383920244,0.88455362277621,0.999039159993905,0.999999994406143,0.997620010660141,0.999743862650825,0.967738505924196,0.999999993387161,0.999966423245162,1,0.99998185597372,0.928538667357584,0.538553669127665,0.999993712633915,0.99211187826939,0.99972518664636,0.985845207015616,0.999980946205215,12.0955598360656,13.9754036144578,10.2029631578947,11.95771875,10.5254037037037,11.6854644444444,10.5906333333333,9.35779444444444,0.535902793649326,1.47567887933175,2.09447110898828,3.23426110447733,0.797768570065334,1.11698394513007,1.0967909588887,1.70704104735391,5.995975,6.6801,2.5098,3.92085,5.6208,5.4676,9.1011,4.89585,16.90575,19.4789,14.15165,13.344125,14.2962,15.7687,12.5135,11.516875,17.4414818181818,11.8828138461538,15.9069,10.25405,12.904575,20.829175,5.8785,15.9959,1.18113096007805,0.405266651309242,0.681296117498838,0.644629060344882,-0.553646109582043,-0.633458867286641,"HNSC"
