"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N2a-N0","p-adj-N2a-N1","p-adj-N2a-N2","p-adj-N2b-N0","p-adj-N2b-N1","p-adj-N2b-N2","p-adj-N2b-N2a","p-adj-N2c-N0","p-adj-N2c-N1","p-adj-N2c-N2","p-adj-N2c-N2a","p-adj-N2c-N2b","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-N3-N2a","p-adj-N3-N2b","p-adj-N3-N2c","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N2a","p-adj-NX-N2b","p-adj-NX-N2c","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N2a","mean-N2b","mean-N2c","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N2a","SEM-N2b","SEM-N2c","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N2a","Q1-N2b","Q1-N2c","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N2a","Q3-N2b","Q3-N2c","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF12",0.999039037460363,0.997129230766007,0.9816592362213,0.999938255417078,0.998309711194256,0.99999950017342,0.999825760332462,0.99019627690539,0.999891667808432,0.999999895390498,0.987156089344336,0.937623485728858,0.999999999038837,0.999999909419661,0.999798634706191,0.810378719582755,0.714790086574461,0.990389187994271,0.977484707264241,0.906524808642881,0.975062651950466,0.997650519289328,0.984279889281173,1,0.999999591735228,0.99991274843431,0.999999999412771,0.990713038478169,605.939007377049,587.897162650602,646.049426315789,630.204975,620.002316049383,640.837855555556,728.9534,645.788772222222,14.9139426504315,29.5223066997414,68.438839852696,68.0067269583786,22.6417513210949,30.2283158774251,67.7172096613926,90.8682960142649,441.863725,420.3356,443.1752,408.180525,480.9564,529.6116,655.2758,432.847475,710.805425,687.00355,728.2934,687.05935,746.77,769.9968,854.0218,679.148575,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.256164036809842,0.985023958935631,0.999977758224888,0.55798137735998,0.997440404498416,0.993146506389788,0.470447111627153,0.999994141318003,0.999999831991567,0.990881367278183,0.999999999998817,0.748272002254822,0.994324115719278,0.713497212407179,0.872430086933484,0.910341018816512,0.425491592610276,0.750730289626661,0.35120580787938,0.509348358663568,0.934113551111601,0.939573906319709,0.317268634653228,0.791215831084269,0.322008696156505,0.421679469075656,0.967404995850913,0.999967475031059,226.098555737705,202.532534939759,209.161473684211,187.9913375,205.88449382716,225.713973333333,259.704066666667,248.4539,4.96872102670412,9.28964440387162,18.7109868318506,18.3203388077224,7.21184416904323,11.3575505020915,42.8372648536781,19.5223989506574,169.6848,149.3793,155.42725,133.8389,151.4931,163.8819,170.9786,170.88885,279.4346,235.7368,246.14675,234.552625,254.3408,269.013,309.2504,300.3778,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",0.999720986482975,0.999507556539476,0.999996716232362,0.391861385897166,0.325763407070891,0.484760944692253,0.999252977341992,0.989509150324182,0.994201327548672,0.652375089063477,0.705979609519977,0.622012826960774,0.832661858430289,0.979150106006158,0.962755808146296,0.00532337871557109,0.00436624423868326,0.0147195993355494,0.681095082105836,0.0169862966593813,0.119149284217567,0.998557995358679,0.991807914183143,0.990327950340883,0.941985157993651,0.999987430950501,0.99988284140211,0.117946960386037,501.388703688525,486.446489156627,470.873805263158,635.10231875,518.893698765432,567.09354,807.723611111111,538.283894444444,14.9137350843848,29.2375198785617,62.6577944876276,82.9843456653744,20.5547201203862,35.9992031831973,166.077570255237,39.8333956019945,348.795475,333.5731,294.1752,426.6812,402.766,395.5257,516.9078,440.637675,576.6418,563.1693,538.23205,709.474025,592.7356,637.8781,954.8749,648.88075,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",0.997757235912016,0.992269604851586,0.957372380736959,0.200866232429403,0.452403343815668,0.211775938108819,0.118907732794309,0.693877085728782,0.397133086091695,0.961490334871668,0.979176519793373,0.897542906666948,0.999999951351536,0.111145272700242,0.119760090491301,0.262386859835326,0.453845439573435,0.214741401877176,0.99994557243226,0.902645521765145,0.149628749173761,0.833638402001703,0.695293912133046,0.999717616744011,0.0742203172312107,0.125827550838502,0.996742448409282,0.0896997117577547,112.577420081967,119.634257831325,96.4390157894737,166.0686625,141.58247654321,99.5734777777778,179.254866666667,83.1435555555556,5.46563711506124,9.67733563481287,11.0796969697522,21.3239172959513,9.67230406843239,11.3087530115723,26.0742535833776,11.0916230676718,49.065375,57.84095,69.88715,111.766925,79.7321,32,132.0191,55.327425,161.55365,168.706,117.48145,213.0072,198.1213,137.1948,259.8051,110.41575,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",0.987782513827677,0.966188611887989,0.999399445803537,0.595522477585601,0.888627209316586,0.99794282200018,0.499673412376104,0.985424720530574,1,0.992750292970983,0.969248578481198,0.999988874618568,0.999988691551292,0.96596245451034,0.999801854372309,0.512925755160189,0.347240415883673,0.318438089789617,0.115825350975047,0.154486091042386,0.308272046847255,0.931399780817016,0.99701569429024,0.999999965735609,0.999528280272309,0.999999894604122,0.999828472575044,0.271399972563611,150.92675,137.909563855422,121.770036842105,95.730875,121.422741975309,131.405426666667,228.257,116.750505555556,8.30610966600871,11.8500781909185,19.573714414003,24.3652215908651,9.98312005238739,15.8807016151443,67.6533214763079,16.543252019887,58.52725,59.2818,50.1253,17.89555,51.61,37.7008,109.9711,76.642375,199.839475,182.8157,165.0836,142.19905,174.2535,205.973,225.8852,155.0352,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",0.999995732051689,0.988829537127615,0.997480352741585,0.353350390424737,0.352428506027293,0.30587430482643,0.771380119071568,0.808487224536602,0.752410488532667,0.882261651432332,0.112932481483811,0.164827560253155,0.253692545842876,0.999888843367145,0.893917265709671,0.999999999985888,0.999999954183048,0.999391183200773,0.888082270451441,0.999502864852614,0.937989933101164,0.998375158953158,0.996243226852205,0.956938628084883,0.931474457158673,0.999999746253674,0.968370791046647,0.999972548963011,179.317418442623,175.712954216867,157.0153,240.68496875,200.999618518519,227.379002222222,180.894088888889,196.080711111111,4.76797403978854,7.54602186818263,12.2142478909788,25.73650307641,11.9192548443697,38.2541839442025,19.8763403245433,20.6730622881674,119.8313,124.2988,121.9398,156.6223,125.5547,141.9852,143.9665,131.8902,224.4472,204.37605,194.0077,312.83175,255.1127,242.3058,246.6071,231.137575,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.99999999991205,0.992955443706428,0.994105605692944,0.992875393511187,0.993800666155468,0.999999999968615,0.992707398025464,0.998646773131224,0.943761263131324,0.948469330293529,0.391542371408445,0.595817622815379,0.505579779973172,0.548242843332924,0.895170164993598,1,0.999999999999762,0.999781996973028,0.999688441504607,0.999989286250139,0.980208047946517,0.999999999955403,1,0.998625784606547,0.998294338034212,0.99996940001345,0.931876373509611,0.999999999996694,44.5689,45.4654614457831,20.3998578947368,18.3333,57.6555111111111,88.4411066666667,44.3266666666667,46.1327833333333,5.57477946991253,7.78250253795009,7.74484771376647,6.96948464008758,9.17608271355417,50.8536440004871,26.7042886631998,18.3040392684707,5.39965,4.4328,7.96615,3.8171,7.912,7.0933,5.5055,5.1878,33.436775,46.3686,15.23965,17.878725,76.8442,38.2732,26.048,77.634025,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.99999226075118,0.999977904073801,0.999999795718486,0.935514146817641,0.914666833646521,0.948453915500253,0.0229010447901608,0.0665485239492569,0.502147317276977,0.999880899563491,0.995058340529136,0.989292432001832,0.995744500005448,0.998454150924259,0.741039781469409,0.985806056396079,0.97762067335836,0.980490617620998,1,0.999978138794792,0.999649825910231,0.999999999997951,0.999999990500703,0.999998851413436,0.984609986579346,0.716403881191242,0.99977650251277,0.994542332440333,139.404434016393,134.487387951807,128.664721052632,180.82666875,196.636479012346,156.023053333333,180.817966666667,138.320861111111,3.39766994280799,7.23940372784372,10.7791041394143,14.0986446465423,34.3992839338882,14.1168008593692,22.4547506251152,12.2024631342054,106.7192,91.9874,96.5683,132.977725,116.1044,105.5629,128.0231,108.719975,161.363525,154.8602,160.00395,207.7104,205.8522,176.9203,238.0952,171.86415,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
"ZNF641",0.999999843084342,0.999999746772304,0.999997349198322,0.608208857812371,0.624477754349575,0.912969218332677,0.626271792321202,0.748230409154813,0.995793253548343,0.988143607708458,0.999662917258098,0.999981202466,0.999836264636561,0.558486235731221,0.705988686247217,0.984633899757018,0.981582662040499,0.997831645099365,0.999945256558066,0.999998303563537,0.962347463214002,0.220710321110037,0.341442374639649,0.520987816880861,0.0417198712275482,0.0337383228734826,0.583627722487109,0.338495263703962,143.327556967213,141.422674698795,147.152331578947,186.4730375,164.454945679012,135.878526666667,171.876222222222,88.3355888888889,5.46237475677827,11.0168857065881,21.0260981420961,36.2026722171086,12.1472349909351,10.2512251127377,15.6552054372657,12.2400786606947,87.533225,81.695,86.95375,90.02195,89.1473,87.2416,140.3825,54.814075,179.6295,183.25635,183.55815,271.05515,195.5078,183.8449,206.2062,104.868575,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",0.999013220048436,0.996342259046186,0.978467830267284,0.992171679847931,0.999667578952717,0.950595955876936,0.991948092996396,0.944774507077964,0.999995820962821,0.944032326419712,0.981108852573188,0.999881431198349,0.934572813681565,0.99999944003782,0.860471744832599,0.999951570774956,0.999999916151558,0.995773913223413,0.999999326866025,0.997904546164266,0.999999999405939,0.999014323529392,0.990751503416719,0.999999998165124,0.969574286441616,0.999999922838755,0.963454774721928,0.997866128272911,11.2185471311475,12.5240795180723,8.21430526315789,14.9014,9.37999259259259,13.90572,13.4377888888889,8.70959444444444,1.08863535970358,1.94107061655132,1.8606197418837,5.46320937146839,1.33326789111364,4.18505098456037,4.85413804876956,2.98154518415014,3.00405,2.62635,2.38725,2.37325,2.9794,3.6265,3.8499,2.3054,11.730125,13.7446,11.09405,13.76075,11.3485,9.4572,16.687,7.669075,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.999999424398942,0.845679630340229,0.841945740006712,0.999989807105711,0.999952569746968,0.994376941585106,0.984914576617397,0.985228847074235,0.988350107186523,0.999999925832013,0.999866403069895,0.999581445780164,0.976797500084596,1,0.999996992529465,0.999477104750879,0.999020942653612,0.999934623216263,0.999996936911762,0.999999653446146,0.999988581181015,0.999998879140408,0.999999991573507,0.934019132584496,0.999948533646347,0.998087596036331,0.99984982474256,0.999164964730199,113.833361885246,116.46823253012,78.0282894736842,105.7228375,101.49725308642,106.391866666667,94.7246111111111,119.408555555556,7.03294848824881,10.7269648503957,24.7909931069673,39.5309238156238,10.2981949053703,14.2436252870177,29.0449327833208,25.2476859774365,25.81875,32.7921,16.26215,16.92215,26.9058,22.8885,21.6554,26.304575,168.9391,175.0365,71.81335,125.588775,146.9921,174.9927,175.0102,177.54395,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
"ZNF701",0.894768032174735,0.981713385550683,0.999998397523294,0.999403385421762,0.999999996248749,0.999997151762674,0.978772427800876,0.999994524241424,0.999931189161216,0.999999999852223,0.982476557860898,0.999999998930546,0.999995355278225,0.999999999993096,0.999999915338927,0.965996212719234,0.99941234746942,0.999980321606962,0.999558850400538,0.997851954001751,0.999261068998714,0.999608558166864,0.952310510238639,0.964285147162462,0.99445176173756,0.980308428848427,0.975579675762114,0.937349473493733,39.8691204918033,46.2249409638554,48.4358578947368,45.23034375,44.6028444444444,45.6614288888889,53.4988111111111,35.1091222222222,2.44960067475241,4.33781302868179,9.48881026548971,13.4325970895212,3.76219847591976,5.32315171939455,16.7091497624259,6.44686831894378,17.096875,17.0608,20.1069,12.820825,22.6166,17.6153,32.2425,17.788225,49.183775,62.3979,60.61345,59.0481,62.0047,62.6476,57.945,42.707225,70.2016590909091,42.6843692307692,69.85525,31.66735,50.495375,90.5802,17.63135,54.382775,4.31989402415492,1.66253049885725,0.608025077804703,0.453328132101739,-0.717797266484353,-1.14137240182071,"HNSC"
"ZNF283",0.999917816683389,0.999854557288649,0.998687127787169,0.993147780973769,0.999221872513437,0.984431880175949,0.974218809985713,0.999690900285757,0.984600922321582,0.999992582030118,0.89285724344246,0.988130902786377,0.941851434348837,0.999999999999869,0.999811594694185,0.998985112522933,0.999885930598995,0.995182411237918,1,0.99999922689352,0.999999999996201,0.995627280700761,0.999659657528324,0.98852855488487,0.999999999472437,0.999999265904318,0.999999986323726,0.999999999975236,54.6685475409836,55.9698397590361,52.0137947368421,59.8884375,57.9185419753086,60.0723888888889,59.7426555555556,59.2612833333333,1.36440005265203,2.25463409137332,3.51848054656799,4.44524638731153,2.47833419032829,7.84587609129354,6.90702413946024,4.42285366268426,40.637475,42.84905,39.60285,46.360275,43.0189,46.2784,42.3535,47.7341,62.9681,68.08035,64.0097,74.049875,69.9402,61.5385,64.5482,70.666,54.2884136363636,56.2839669230769,52.7797,53.9353,45.3952,61.9777,41.9084,66.279975,1.9718907447215,1.10528809918761,1.0367583643184,1.02189478151638,0.0520796866091933,0.0312466581159014,"HNSC"
"ZNF558",0.909676839792914,0.994822069108831,0.999999998868095,0.997886516675829,0.926989715724434,0.968266522776968,0.974882980242004,0.585441331919295,0.927574567581776,0.999999878329047,0.99940848769351,0.879906324768986,0.976214574237974,0.999992710377485,0.999998998398923,0.999670212485009,1,0.999999999998342,0.99225148378525,0.990423327655517,0.996868211452814,0.989896012031026,0.9999996900066,0.999999998914293,0.956168515986974,0.902868980640608,0.964152353815682,0.999999996106748,315.774942213115,293.694324096386,290.895578947368,339.14561875,333.261325925926,327.845348888889,292.658766666667,287.297438888889,8.34825630881795,14.6825421880542,21.6077137411357,45.3439907038649,16.3939619520872,25.559183423584,27.9488450294015,22.426289079999,232.828425,211.14365,214.2389,220.6874,237.0456,230.9632,237.765,244.8698,372.0999,367.65885,348.95785,379.626925,397.1429,397.0903,354.9044,362.735225,239.220277272727,314.798434230769,238.6209,293.3048,205.724125,274.1107,229.661575,371.9624,8.72016765550678,5.9845845486752,1.31593541241438,1.22916643093711,0.396088681720472,0.29768027196063,"HNSC"
"ZNF597",0.863322996257205,0.999998394533029,0.999742839697705,0.906638503710703,0.999255769274396,0.992415928241886,0.607743683367791,0.999958942411939,0.996926810714532,0.999967121322457,0.998370978283511,0.999930090674647,0.999999706304827,0.994114020576295,0.996982438322038,0.695163515007915,0.39406856472903,0.779680688862757,0.373832283962739,0.298726221556075,0.585176825197594,0.613530827607709,0.970915385632706,0.93765126171585,0.999980821148116,0.992998794206024,0.927175028450533,0.203627107138172,45.6717926229508,41.5458795180723,44.4008947368421,37.94595,40.2103074074074,43.258,59.0902222222222,35.3179,1.47675058476648,2.20516988849773,3.79642874091975,5.8451922672398,2.71637812198203,3.94391905386564,16.6922762765513,3.56962853146931,31.9595,27.18495,34.39955,19.66375,28.654,25.2143,35.1299,28.23305,58.1606,54.8823,48.0981,50.4247,49.3944,60.4257,58.5586,42.660975,38.1551522727273,43.4327217307692,37.82505,41.5678,31.69895,46.62,29.396325,55.266625,1.5854082546746,1.02808831461328,1.13831865799719,1.0989489769346,0.186904478522329,0.136124405002125,"HNSC"
"ZNF30",0.999585466988319,0.699210807430557,0.892023849830596,0.932089533455915,0.86925292078456,0.42125395389891,0.999973449972265,0.996973330254804,0.658484371205429,0.978359974696813,0.84038969261909,0.743255871834589,0.287234015145505,0.999995683030648,0.971905686241691,0.960522433674318,0.989357380850067,0.999999998602453,0.735997080406313,0.94020797099194,0.723878617543189,0.975141161761429,0.935784208627687,0.51276978454547,0.999999480818671,0.994805411186764,0.999999999996045,0.810607555032564,45.8166471311475,44.1011072289157,35.3172789473684,53.9271125,46.9678975308642,51.9213933333333,36.1962222222222,52.1834555555556,1.68382763570542,2.9738103584851,3.78481099165447,6.87306750522692,2.67663073472318,4.5140185774529,6.95898952194964,6.65906650427675,26.669225,26.9154,22.48565,34.0422,27.0808,32.4639,26.0967,33.8828,60.269075,51.62025,45.75455,71.64935,61.8532,60.5839,43.6081,62.90115,50.7154704545455,46.2595932692308,48.32485,41.85235,39.696825,61.320675,27.611,59.865,2.68618211870446,1.15224964399193,0.912139685477071,0.866062698590891,-0.132673318618438,-0.207456622277362,"HNSC"
"ZNF354A",0.999999488041363,0.999945967677802,0.999996051557664,0.600170267347962,0.726144076132961,0.951287790018362,0.211130201548379,0.572161911236292,0.987157759138007,0.999207720113622,0.932795641695993,0.984491207828597,0.999947520672233,0.980235361459464,0.997939785350338,0.548355452038157,0.639316748527581,0.868862036778209,0.999896662802006,0.9821174364162,0.91995381177209,0.999743639579552,0.999402108790488,0.998439149015967,0.677700285772925,0.710422786969216,0.953316424814352,0.572163279172601,228.594009836066,231.482081927711,239.245721052632,284.13384375,265.842124691358,251.428733333333,304.641477777778,214.828883333333,7.02366321240561,12.6402803287624,19.7476724844137,37.1667921878534,14.4971806291215,20.6756251387669,49.5717441452419,22.3841385610002,150.808,150.6984,178.1604,186.797925,169.126,160.0999,179.2115,155.311375,277.498575,277.1038,327.5237,358.827875,327.6892,281.6292,457.2254,256.10485,159.151925,240.391975384615,158.23345,212.3652,134.27835,174.542625,157.5298,288.5926,6.43920379031232,5.20683985591586,1.51045597082546,1.34210054827219,0.594984130707655,0.424492760256172,"HNSC"
"ZNF764",0.999161399037959,0.999786710237461,0.999999911890209,0.999999823445886,0.999887828318657,0.999823044808853,0.810932976912396,0.692177723470104,0.935545269891675,0.999408412748778,0.999978654193401,0.997383701899635,0.998842758541911,0.999999999994125,0.995704512868148,0.936743150562756,0.878506368077582,0.910866363383795,0.989266776430725,0.998906493696731,0.980641353352664,0.999999999999872,0.999996323417335,0.999983659688256,0.999999939371058,0.99502685965334,0.999998933669013,0.974646466782515,153.38684057377,148.424878313253,145.826131578947,156.30065,166.429450617284,157.052366666667,180.721311111111,152.973088888889,3.52133067138751,5.09051477484615,11.1176028941438,13.3824264127935,12.773056125781,9.20375062925847,37.1291993343194,10.0348981775787,117.04125,115.14775,110.4782,117.335475,120.8077,119.0116,116.9854,117.062475,174.799875,173.73515,175.81815,187.132725,181.672,169.5138,158.2258,185.247875,127.302956818182,155.060556346154,122.3114,143.09725,109.421125,152.272975,117.094775,175.428775,4.90121845429447,2.97095524406089,1.21804363560554,1.16994204955548,0.284565817763203,0.226437070928781,"HNSC"
"ZNF747",0.994303022426521,0.910938136439433,0.993174334227216,0.999586573234857,0.990213148066157,0.905945830791011,0.999397483679618,0.961135132038311,0.829700971840345,0.999998278233171,0.999791818347742,0.999999975241352,0.991562306949223,0.99653997105555,0.99402253185581,0.999235746286857,0.99152223531489,0.926068489585162,0.99999994114056,0.99997091634638,0.996011095662719,0.999902361286778,0.994593487549171,0.924375303434263,0.999999997149188,0.999999980750536,0.998399787552482,0.999998669058475,202.903758606557,194.571128915663,177.394242105263,214.1443625,208.817630864198,196.529753333333,219.135611111111,211.476916666667,4.32756104293271,8.41286879123845,13.3186498974673,16.95197589572,15.8236601372858,9.06619814086423,30.2276050351626,13.5394661764567,158.354175,139.76205,135.23225,165.107525,150.8215,155.5027,191.1742,174.937325,236.9524,240.63215,196.8884,225.4083,224.2941,229.2558,242.2019,245.014275,202.989590909091,201.590778846154,187.99855,188.8514,165.509775,236.65835,153.602825,236.52185,7.51453132060822,3.69229194449294,0.993108946834798,1.00453647115895,-0.00997610076252778,0.00652994416576082,"HNSC"
"ZNF778",0.999468956596379,0.998761184773636,0.990884689348873,0.789417540781508,0.68889484418199,0.995780631489483,0.999983403595366,0.99704469457707,0.999912770423272,0.900224582346955,0.341809252107686,0.288982472574924,0.993792994799728,0.999999979232021,0.676800805548303,0.999784920625659,0.999996234669606,0.995358686143813,0.887359231664009,0.999215637480692,0.847918642003147,0.99934287341064,0.994068535377815,0.999999999998711,0.995011541966632,0.999962435902049,0.992692409667462,0.996443530673278,74.7905836065574,76.9862313253012,70.1048263157895,62.0091,73.4656358024691,63.1560444444444,79.9088,70.4312555555556,1.98517149566867,4.16991150854378,4.54336834881052,8.03156432744684,3.59049442562216,3.85111666135803,9.71422934485513,10.7133977223751,52.849175,52.33485,57.33875,40.740825,51.9481,49.2166,57.7548,42.9045,90.0335,92.03585,70.6771,78.310275,85.7771,82.5071,95.988,81.887575,89.514475,73.1368053846154,87.552,67.2968,64.126775,111.27185,51.0266,87.05775,4.55189837733916,1.41433570544755,0.817038868681466,0.768649488304094,-0.291523382097624,-0.379602229815724,"HNSC"
"ZNF212",0.998310305342338,0.472476222070234,0.769158589543449,1,0.999987109790122,0.846236195820108,0.998476758116539,1,0.769955333884099,0.999987861954525,0.999993861384166,0.997461905824044,0.538749454376779,0.999999933704228,0.997600220388958,0.746672996842731,0.890339924997618,0.999999856786849,0.892898515601395,0.89033116537048,0.74070976307299,0.998419575615545,0.999993048205203,0.97578545534504,0.999810051597975,0.999992778662252,0.996559199164098,0.980022154566238,439.759049180328,428.596824096386,373.761121052632,440.166175,428.67489382716,445.930262222222,364.810911111111,418.526238888889,9.11869473615538,15.73585154932,30.8432227680217,32.735204271866,11.3931338901425,24.7577683577921,27.8997311222878,30.0184575025864,344.328975,321.66925,286.07135,379.3031,372.2222,364.6795,314.4654,338.116975,523.179425,502.602,407.3841,464.780725,496.0272,490.6779,417.5108,484.726175,424.697577272727,432.772035576923,403.6175,417.38705,334.49235,461.772,342.069225,507.4412,22.3839761917658,6.01051367294382,1.01901225421639,1.03411534435449,0.0271714008569365,0.0483971116174949,"HNSC"
"ZNF282",0.987363913023126,0.833300871049061,0.984492317986452,0.93092660305801,0.996223847085687,0.999999993680291,0.322525233167603,0.950149073235251,0.999998668131791,0.999999998992027,0.993479511147587,0.999999997995201,0.993478440737721,0.998534105131059,0.989159232066727,0.658633618178814,0.872273165508183,0.998759423993652,0.997596863147123,0.989141982948555,0.910035564134354,0.999999999994245,0.999927808101623,0.971054554069011,0.988015015153541,0.962151116964934,0.999879915466143,0.844558676227155,1149.73496557377,1109.07647710843,1024.81114210526,1037.43383125,1045.25996790123,1103.23333777778,935.671355555556,1146.39462222222,22.7240656637253,46.9974251127703,95.2692560117761,60.6129183362334,33.9844770963027,59.6470685001961,61.4876973617648,78.9496399170745,910.216575,820.6976,779.4589,844.8884,841.6602,941.2795,833.5958,883.4111,1339.867175,1349.7926,1280.53065,1162.79205,1240.7615,1259.4958,1070.7161,1396.1844,820.981379545455,1112.36186730769,796.25245,1061.34645,722.323325,937.3349,864.4717,1306.202775,26.579476011184,15.8587104884961,1.35491729169736,1.33292707607995,0.438204787741585,0.414597853303348,"HNSC"
"ZNF160",0.999997361888024,0.999745665128642,0.999188533780198,0.999727811045904,0.999184961649819,0.999999999998366,0.992626695761678,0.989084857084045,0.999999999990846,0.999999999160033,0.999999896246711,0.999988623194171,0.999981248008782,0.999973181374175,0.999887665696035,0.07731074221601,0.078587367578974,0.390492019453938,0.447461377562956,0.200258000262458,0.15265089748302,0.991890411229347,0.998078278306481,0.98009122245622,0.981197506070499,0.940697790581918,0.992620380257607,0.0763566182402858,300.695846311475,295.036344578313,321.433763157895,323.39515,319.560055555556,305.229713333333,479.007677777778,264.197655555556,11.0146566686325,20.2321611329447,44.0068546546635,72.5329978521558,19.9817947636679,27.8628372561841,81.2081219198869,30.3026259627303,178.45205,175.9515,142.1697,140.22575,199.5338,176.0274,253.7538,225.022025,415.404025,398.7052,438.62075,399.11095,405.7869,412.7297,683.6145,333.900875,309.512106818182,306.705870769231,314.225,296.4182,246.698825,384.553775,178.097125,412.15355,12.4781356491237,7.99422000189859,0.990933356120381,0.943331052589705,-0.0131400607124005,-0.0841639357433273,"HNSC"
"ZNF415",0.999365620172465,0.997293472849881,0.984209857087537,0.995579335341668,0.979795250278391,0.9999999985973,1,0.99985390490778,0.998172081029777,0.996828180666739,0.999982854242138,0.999999996217454,0.993626695899139,0.990799979376527,0.999994126857369,1,0.99999969137741,0.999891110696389,0.999750977413253,1,0.99999997639497,0.999999999999543,0.999990665656724,0.99974759868312,0.999437500367447,0.999999999999069,0.99999906586192,0.999999999997933,26.6025897540984,29.0766180722892,20.7958789473684,19.79894375,26.638562962963,28.4497466666667,26.8425111111111,26.3673444444444,2.43340210666587,3.95065704156139,5.98024757489616,6.4306416617432,3.15831416984289,5.48990216165474,8.43677759104025,9.53331245823582,7.51955,8.71915,7.86365,5.808625,8.2202,8.7934,9.5095,6.4559,27.734825,32.17,17.7549,20.04315,33.4637,24.8,40.6213,22.495025,83.7914636363636,26.6833955769231,56.66855,14.3091,37.3273,118.747575,7.835275,29.742725,10.087001033793,1.53985273006859,0.318450047521823,0.252505137329259,-1.65086100763168,-1.98561535445244,"HNSC"
"ZNF439",0.998517174655066,0.966753657897037,0.997744089877162,0.999336409168528,0.992304697044446,0.943657175811081,0.999198065973539,0.999999999988362,0.997176785255898,0.993660264992636,0.999997381486436,0.998221735228603,0.965088221965853,0.999966627210233,0.998796598195689,0.999999999999869,0.999996880446328,0.998331519131534,0.999982475185986,0.999998184540945,0.999999998266187,0.999545700836229,0.999999626768463,0.999954287347077,0.993758296573918,0.999999108873358,0.998877782124368,0.999978012988792,35.830718852459,32.7370409638554,26.1255684210526,41.382575,32.9909901234568,37.37348,36.1599,30.8702611111111,2.67757155448174,3.73913762222366,4.73095856003693,17.8243886596369,3.61447492137628,5.01549106077089,13.6585558315211,6.94086701427699,12.9956,13.2415,14.5442,11.1944,12.3316,16.0335,15.5155,16.058975,39.608175,39.65095,33.3602,32.1746,39.7432,41.5022,26.8817,32.13705,51.7839795454545,34.5906501923077,47.6389,22.39755,29.687075,67.10975,13.193825,39.04335,4.3690269323353,1.69080014410011,0.667979759298819,0.470152543404655,-0.582123707160536,-1.08879917233635,"HNSC"
