"gene","p-adj-hyper-methylated-CpG island hyper-methylated","p-adj-hypo-methylated-CpG island hyper-methylated","p-adj-hypo-methylated-hyper-methylated","p-adj-normal-like-CpG island hyper-methylated","p-adj-normal-like-hyper-methylated","p-adj-normal-like-hypo-methylated","mean-CpG island hyper-methylated","mean-hyper-methylated","mean-hypo-methylated","mean-normal-like","SEM-CpG island hyper-methylated","SEM-hyper-methylated","SEM-hypo-methylated","SEM-normal-like","Q1-CpG island hyper-methylated","Q1-hyper-methylated","Q1-hypo-methylated","Q1-normal-like","Q3-CpG island hyper-methylated","Q3-hyper-methylated","Q3-hypo-methylated","Q3-normal-like","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF320",0.388101992320936,1.20807919223864e-10,9.5384167231316e-10,0.0204509276940446,0.295370983021862,3.43349712839114e-06,117.554129787234,158.969967857143,350.313811111111,197.114828571429,19.4498947415159,11.610284932762,36.542150563343,17.0616333864371,20.2109,64.272,179.39455,72.832525,166.78965,223.149575,542.93455,317.837725,235.710213636364,188.323905,231.57,140.1728,161.529175,287.281125,53.492375,288.071075,15.3470256339979,7.19976379849918,0.798963702483136,0.605315023535,-0.323798132956986,-0.724241936618919,"HNSC"
"ZNF530",0.999981630088427,0.99917525708845,0.9976995016462,0.551384405482388,0.320563304734283,0.714390300959191,70.4644361702128,70.7203544642857,69.3029388888889,60.9236583333333,5.7124175396955,3.651707565087,7.90073605534187,4.12128458803494,40.31905,45.9828,45.80855,37.04205,91.25275,85.021625,77.742325,80.028075,44.0798090909091,70.6127215384615,41.13345,63.15185,33.24455,53.916875,43.9271,89.931325,2.35129932698104,1.68923587393388,1.6019289328779,1.53529183669252,0.679810146211764,0.618512917048576,"HNSC"
"ZFP1",0.953852174883414,0.998392786287734,0.910472586289455,0.64586101865156,0.830684935864194,0.592907449226597,197.55540212766,203.208675,195.273425,210.855019047619,7.51854385368241,6.43656597464277,11.5435234538339,6.15877570795451,161.5983,160.4098,145.2767,175.79635,229.85775,231.338425,205.679275,248.0524,145.99255,189.274610384615,145.8703,182.37615,118.14675,169.833775,147.24075,222.9681,5.57514128355804,2.76275515912287,1.29646759635759,1.25026239063058,0.374586148220966,0.322230902836098,"HNSC"
"KRBA2",0.184772581308088,0.293825266072523,0.9967625748764,7.40909394481015e-06,0.000907202130792095,0.0513666379957248,24.8548234042553,32.9391928571429,33.8636916666667,45.7000404761905,2.87612898239765,2.00809474312975,3.76770872125806,2.9478986400412,10.977,17.40325,18.398625,25.6118,30.12665,44.54715,50.2011,58.958525,61.5968227272727,32.2823023076923,47.55155,27.12515,34.183675,70.7413,15.32735,44.3416,7.66871583944199,1.00310578032322,0.524090381262456,0.570436715522417,-0.932112463744573,-0.809861252661271,"HNSC"
"ZNF93",0.291523823832011,0.00102986992851073,0.028950471125856,0.000398387137160006,0.0168003755244032,0.952916810549808,17.6662531914894,29.8780232142857,51.1073111111111,46.9460547619048,3.00720266691898,2.57712099091686,7.07578090286364,6.21883189705747,4.5066,11.625775,20.14335,12.82845,22.4876,38.9352,67.9681,63.63675,35.6488613636364,32.9129223076923,28.49865,19.45045,23.1147,43.0981,8.41045,42.7443,3.06889425660725,1.71493563766708,0.923253115210719,0.682504258973671,-0.115201869553443,-0.551090046098795,"HNSC"
"ZFP90",0.782920169709749,0.999936632037626,0.859619758673309,0.478853328231558,0.905467601982816,0.595893742669133,460.380108510638,489.348883928571,462.579977777778,506.682501190476,21.0934083134745,16.0603049703482,24.9907138420105,22.9679430096772,361.5836,359.914125,404.94585,363.630225,535.82385,601.520825,536.023925,596.922375,357.319554545455,464.346935576923,341.87045,439.392,279.528425,421.38645,350.16265,552.64395,15.7125270613465,7.50185462263393,1.29952847435853,1.28525878735644,0.377988245480587,0.362058875875222,"HNSC"
"ZNF479",0.978880871523105,0.999915733109535,0.973163000456606,0.459442619718866,0.517261712324852,0.494648676834312,0.0101468085106383,0.0613214285714286,0,0.208609523809524,0.0101468085106383,0.0194705861067583,0,0.145168258298761,0,0,0,0,0,0,0,0,0.00857954545454545,0.100777115384615,0,0,0,0,0,0,0.00857954545454545,0.028344118943672,11.7462068262863,NA,3.55412304091984,NA,"HNSC"
"ZNF445",0.785176722795948,0.564934152270103,0.915148615107557,0.0490644751308282,0.142087749451604,0.790407258323861,333.413144680851,357.384967857143,375.751827777778,402.9463,20.2897278720524,13.0776149268301,28.9923826686632,16.4587657117567,244.90495,256.16835,262.428,292.092075,366.6936,424.211675,432.239925,481.630875,338.471290909091,341.451886153846,328.4163,314.8305,259.153475,402.1137,240.26055,414.1411,18.5430764729647,6.52085125065046,1.00880605039426,0.958632382132068,0.0126488334825931,-0.0609504205759156,"HNSC"
"ZNF74",0.975836219564046,0.919606603860911,0.681037140037672,0.0691310780900228,0.00211999859129863,0.416595192539199,265.434361702128,239.407184821429,316.403761111111,426.856614285714,36.3203266861932,9.04539739455043,21.2989311703287,67.0354973164665,169.4566,168.3327,233.479625,262.2372,293.8411,286.16795,388.158275,449.2964,214.726461363636,310.386559423077,220.8536,258.7956,174.15605,245.170075,194.920275,351.808475,7.11287074291043,14.2442951397265,1.44549748294618,1.17179706375626,0.531566096643241,0.228722740013622,"HNSC"
"ZNF829",0.0838099680068076,0.0529317545404204,0.851661082603542,0.0047268956795804,0.505892081188718,0.995535337390365,3.09643617021277,7.38402321428571,8.98594444444444,9.46759047619048,0.623323423995323,0.94133807391816,1.44316005526697,1.47289721635825,0.72805,2.0991,2.6333,2.0047,3.65555,7.75185,10.35385,10.7782,12.2312977272727,6.36671961538462,11.8337,2.94245,8.905025,17.0189,0.998275,7.2921,0.955192590746718,0.442595136611303,0.520526910336622,0.24865004182969,-0.941955344608349,-2.00781142104618,"HNSC"
"ZNF267",0.152570590839087,0.0173562318779368,0.431994765237929,0.384623412023733,0.951597634976147,0.257745765564637,402.42075106383,456.486172321429,499.187205555556,445.194146428571,21.3370957833892,13.4782251928995,25.3315260687231,16.6307812865449,289.80275,349.26545,409.600025,345.346675,500.43115,548.302325,547.762425,550.9495,326.920275,441.233883076923,292.22605,411.91835,243.4996,396.551325,327.7859,520.7832,16.1035786396409,7.3022164402633,1.34966815097939,1.4095880569169,0.432604728914176,0.495273605832543,"HNSC"
"ZNF566",0.112503438716236,0.000138765420848008,0.0191420833419682,3.14856829053412e-07,0.000110599005497591,0.986797572220683,58.8528787234043,76.2902821428571,101.31785,104.310644047619,6.22602913080267,3.88107312815182,6.00360663393727,5.74567088117331,30.7837,50.98585,72.896,67.473775,74.6951,93.483675,125.06755,130.902675,101.895625,85.7466613461538,97.8964,76.5954,76.915875,130.159625,50.026475,108.239625,5.77251703632598,2.27806390524322,0.84151465135185,0.78241283642708,-0.248939704795422,-0.353998055249342,"HNSC"
"ZNF224",0.999957100117153,0.971663739403213,0.967055632246556,0.937646436825504,0.906732986658498,0.999970393383162,124.265463829787,123.805403571429,119.036313888889,118.570346428571,7.87898952130128,5.19075727538285,9.59010964883701,5.49380198991466,83.7391,84.044575,75.3023,84.560825,154.5033,150.0659,149.960975,138.772125,93.4180568181818,129.547687307692,87.92135,117.4707,64.75305,119.254675,86.2882,155.13705,5.66300875901184,2.89352915916543,1.38675210896143,1.33608844723153,0.471709919503923,0.418015515415757,"HNSC"
"ZNF529",0.64042647493743,0.000445919179650756,0.00236480484069534,0.00325732483360064,0.0169353027825985,0.57578867281756,114.010921276596,130.500624107143,185.532488888889,165.001891666667,11.1258689741163,5.84854171492682,12.2487367768964,11.3493832483807,53.17405,86.89405,126.615825,106.812175,160.8674,168.50155,218.978525,205.297275,163.188265909091,147.798317692308,158.86625,131.5153,128.90955,196.093825,92.2377,187.5417,7.61905611331224,3.75316583820111,0.905692065964126,0.827836623574863,-0.142907475544044,-0.272582019934685,"HNSC"
"ZNF284",0.912958544052273,0.0983107893252302,0.164280122539238,0.5557910827123,0.822889279379419,0.520653900839777,25.0173765957447,26.6380776785714,32.2761277777778,28.4097297619048,1.77339977899378,1.31836605019123,1.95759958377767,1.78187596915,16.29415,18.880975,22.806225,18.51755,33.66355,32.56075,41.96845,36.4407,17.1231954545455,28.5234515384615,16.37415,25.19045,13.1204,21.793275,16.8576,35.232725,1.27653219186613,0.916369014593461,1.66577854082077,1.5384279489317,0.736196612410096,0.621456877761127,"HNSC"
"ZNF749",0.0687803157111109,0.544040391537104,0.00114289901667164,0.578158104141647,0.53255318079272,0.0423545365525093,80.6288361702128,67.3727214285714,89.7716305555556,73.4120273809524,4.89325320876435,2.84074270941616,5.37624715590809,3.30273037915198,56.72825,44.4609,62.14855,54.124975,98.09035,81.36955,111.025725,90.247675,55.4772954545455,69.2699215384615,54.8209,64.5222,46.561425,66.27445,47.6609,86.4157,2.46084359857521,1.37159363482333,1.24861749245179,1.17696353033241,0.320331582421276,0.235069617382533,"HNSC"
"ZNF17",0.996131615288321,0.574050044339362,0.574746510374465,0.115541712943004,0.0536409498518707,0.925770980254219,127.754687234043,126.208591964286,116.361613888889,111.416216666667,5.89514719912087,3.94426925564748,6.42343901669448,4.16597554602415,102.34965,99.666075,97.173725,86.5274,145.66775,142.436425,137.807,135.31115,128.846688636364,118.97345,132.6724,113.5077,112.55085,144.9234,93.39375,141.274075,4.21075978182876,1.78393893475416,0.923372197292332,0.85554870493034,-0.115015801348186,-0.225078107663781,"HNSC"
"ZNF555",0.945719891942609,0.5211289588205,0.161603011733738,0.763124138264038,0.231410513935377,0.92323734117069,58.139914893617,55.8945991071429,65.2153777777778,62.2953726190476,2.90294909749314,2.19186553601248,5.41517341145203,2.24943599428306,45.1641,41.99,50.949475,46.96245,68.35165,68.6675,73.38205,74.381,88.1443136363636,59.7379923076923,77.1294,57.0802,65.1154,95.4423,43.898975,72.779975,6.8244810568661,1.06103687455193,0.67772939448073,0.740057617458453,-0.561218749505857,-0.434290498219216,"HNSC"
"ZNF75D",0.788724041293593,0.950221232164177,0.996017520917899,0.81449398269795,0.99999984668677,0.996711424382433,176.789731914894,190.93530625,187.176402777778,190.84029047619,11.3971236613239,7.95732895172753,15.449023058007,10.2823271821782,124.5929,131.889075,137.5648,133.6121,191.22535,211.76955,228.03345,218.7437,183.576606818182,202.242072884615,177.6467,186.07075,151.236675,213.2612,142.769025,236.3313,7.18187810550778,4.26853599184087,1.10167671355273,1.04742024478924,0.139700927919466,0.0668403949245076,"HNSC"
"ZNF197",0.993250747630621,0.992827255811666,0.999859127618793,0.945654872371427,0.737438005699049,0.849720744722344,248.245087234043,251.694610714286,252.732877777778,240.78448452381,11.1960110668524,6.8763524876246,12.8086692097171,7.96594672694511,186.5377,211.18345,201.792825,195.56995,282.42195,275.8,297.155325,282.092025,285.455615909091,251.877157884615,287.9036,243.46845,254.4386,323.519475,200.297225,291.18335,8.64683377370858,3.37359030637692,0.88236890026655,0.845659623568445,-0.180546151897668,-0.241850996792529,"HNSC"
"ZNF732",0.561504507784157,0.585704483628596,0.992280710384732,0.323368705295837,0.937611295204731,0.998759399183191,2.73811063829787,5.5158125,6.17486944444444,6.54483095238095,0.919779758821926,1.39064981946161,1.90770541736027,1.24973328468686,0.5061,0.433075,0.698975,0.7322,1.77075,2.4036,3.19905,5.595175,4.98371136363636,5.36115942307692,4.4214,1.29685,2.4779,6.2737,0.5441,3.868025,0.542218059522227,0.492635901641906,1.07573634022921,0.293312073099018,0.105324520966034,-1.76949163940242,"HNSC"
"ZNF546",0.373194130176178,0.713328618913353,0.995370482486543,0.00273844027506143,0.0602845987696675,0.173513056117892,18.0656553191489,22.99051875,22.1963194444444,29.3615345238095,2.76240825987838,1.63590415324753,2.07043092150578,2.06557570149795,7.7732,11.863175,13.104075,15.948475,18.35685,27.39505,28.84535,39.768325,33.8634136363636,23.6594132692308,27.32835,19.20225,17.5046,43.39465,11.92315,30.572425,3.19934787820218,0.757607756760055,0.698671832771889,0.702649446453957,-0.517313116259681,-0.509122990225967,"HNSC"
"ZNF286A",0.774093486023971,0.999997725040651,0.832147697260916,0.314284341474863,0.00551667081803497,0.383126098940556,295.277336170213,274.645024107143,294.769266666667,334.197697619048,17.4122446129901,10.4286905077895,14.8420929074998,16.721410659672,221.73175,191.198775,233.844875,244.2901,340.8039,342.560075,332.41485,387.019675,206.999206818182,274.194199230769,204.52005,254.62235,167.746175,234.241575,189.627075,327.573025,8.52714814894295,5.51963265171173,1.32461473377339,1.24497500367323,0.405572810621114,0.31611677647915,"HNSC"
"ZKSCAN4",0.645470555170353,0.813546583443492,0.999974393957487,0.966947801294903,0.842301788687899,0.944206270180662,96.8553553191489,104.622919642857,104.320005555556,100.075902380952,4.08658306950297,3.65862556539347,8.08707093194738,4.06945463824465,73.04935,79.636075,74.527075,75.74865,121.2501,122.33005,111.9914,109.703025,81.6218,100.868037884615,85.4809,98.11405,61.825425,101.901525,75.9839,120.4566,4.5127253963245,1.60397711060904,1.23579776339918,1.14778915523819,0.30544266750336,0.198857648434007,"HNSC"
"ZNF643",0.997602303437773,0.00143426895409737,7.08816963704839e-05,0.0717861126274604,0.00581641165638447,0.234667385079186,39.656870212766,38.9547696428571,57.2144722222222,49.1653726190476,2.96766856693469,1.71256731655819,3.90956160984228,2.70245795752014,24.4112,29.276325,40.628725,33.4347,47.37985,44.6358,76.51915,57.765525,24.0327431818182,41.5716882692308,25.78345,37.1195,16.038275,28.711175,25.722775,50.414625,1.40250590546969,1.06671609476203,1.72979372162066,1.43966381535442,0.790600006336876,0.5257319585109,"HNSC"
"ZNF642",0.950621146679508,0.840673952488022,0.964829426792396,0.728495615222367,0.209491521582161,0.243868713497801,85.9199723404255,82.7228616071429,79.5990888888889,92.416180952381,4.82642316672107,2.64521216293585,4.60591587150282,4.8178598793651,65.0833,65.150825,63.362725,67.81165,97.795,95.691625,101.94435,102.923175,60.6921636363636,89.9192065384615,62.5077,85.7657,51.229325,70.46275,67.9115,107.08765,2.60183574223626,1.55203779948968,1.48156205267638,1.37208215947795,0.567119052363116,0.456366871833282,"HNSC"
"ZNF490",0.940988284869181,0.999880935325204,0.932957235519659,0.623956459131737,0.837713039300569,0.640539898494725,169.793031914894,175.37683125,168.928994444444,182.173411904762,7.37145423243849,5.33361519571426,8.16976620117663,6.76494722448774,141.04705,139.3947,141.21055,134.505775,199.94985,208.845675,203.883975,219.3609,149.459327272727,165.769467115385,151.56065,161.6655,117.964125,185.86985,124.632275,198.477075,7.37986542973642,2.48264775570845,1.10912761445055,1.0666719890684,0.149425369235354,0.0931166030634499,"HNSC"
"ZNF626",0.0228488431528271,3.99041244492082e-10,1.78432785080673e-06,0.012469748907717,0.974817052683091,1.96374491251428e-05,14.5911191489362,32.3570383928571,68.2143583333333,34.5230583333333,2.72251812422285,3.02412851555072,9.72310564767325,3.79022509713944,4.86715,12.867125,18.54485,13.673075,19.22895,41.704375,101.93095,44.864625,110.083320454545,34.6465161538462,105.21675,20.44805,69.20775,135.181575,9.785625,42.212575,8.27476601059837,1.78086392899597,0.314729933751881,0.194342155597849,-1.66781369597245,-2.36332921879491,"HNSC"
"ZNF793",0.100372838223642,3.6269468528527e-07,0.000111667764268186,0.000200334832309301,0.055341967782394,0.091362149813742,13.8342638297872,35.2395517857143,79.8758305555556,54.908905952381,3.46743632152142,4.03214568151153,10.7386328399359,7.7126215844416,1.98335,8.30625,28.059375,13.242125,10.86885,45.8812,129.519675,65.797875,78.9699272727273,47.2441759615385,71.6873,19.0189,58.384675,102.6002,6.9267,71.501325,5.37792512534035,2.54691486619336,0.598255280119202,0.265303617237642,-0.74116687003847,-1.91428374900326,"HNSC"
"ZNF383",0.650240178116677,0.0379811445836757,0.171727663504967,0.0874085164855325,0.393424986436231,0.839758049932617,59.9931872340426,67.8813491071429,83.2147972222222,76.7593107142857,4.85610087145469,2.7415767428399,6.7512022532704,5.57192354940286,39.09535,47.240425,63.2808,49.09045,71.52145,80.733875,97.51245,88.0083,86.1487340909091,72.5111275,86.65365,66.55125,70.59115,103.68285,50.64475,88.939075,3.53438375969898,1.72140970550518,0.841696958930146,0.76801438831486,-0.248627190030735,-0.38079475561274,"HNSC"
"ZNF669",0.777302563297522,0.157990049782936,0.00636219850241704,0.00185560113238037,1.52719335400064e-07,0.749766375135755,78.2354234042553,71.7802035714286,96.3406305555555,104.118088095238,5.99261526594025,2.68490626056949,7.277082528584,5.15916038984551,52.19105,52.403225,74.230725,71.6742,92.2793,89.336925,113.1973,133.393275,68.1338090909091,83.0201955769231,66.58955,75.01825,61.3281,77.75665,55.51895,98.399325,2.7177394166078,1.81995965135568,1.21848751280222,1.12657691784972,0.285091466235137,0.171945817978152,"HNSC"
"ZNF559",0.561759083511409,0.20539286025182,0.698959120150197,0.0866692942760545,0.491753837392771,0.999997467785851,136.69819787234,154.54788125,170.933308333333,170.632502380952,12.8648448250848,6.49525756778849,12.2101864757444,9.56785806153722,75.9562,104.2629,122.56095,114.932125,171.1285,198.38195,216.94855,209.308225,141.830084090909,172.948119423077,119.2854,164.94345,93.450175,175.618625,110.89635,215.5184,10.8218417711291,4.07600331915648,1.21940363027792,1.38276310428602,0.286175746150609,0.467554014372679,"HNSC"
"ZNF177",0.95110578382904,0.70802262328423,0.315167732532696,0.523399659663512,0.0870124969936793,0.999933476928966,20.3101212765957,18.5248267857143,24.8825805555556,25.101530952381,2.90875097532539,1.42626850842983,2.75043469763697,2.65737949273811,7.3082,8.10935,9.422075,9.793825,24.13025,23.732375,37.0333,29.813575,14.9259204545455,27.9707732692308,12.46295,18.7238,7.59515,19.496325,9.379925,37.511125,1.44428149882186,1.2497971799451,1.87397308959346,1.50235698610682,0.906100235927294,0.587227662980037,"HNSC"
"ZNF548",0.994700936456327,0.999932725825902,0.998595774486735,0.863712092394694,0.902227740367705,0.915767531599051,214.97979787234,211.805136607143,214.042838888889,204.476116666667,11.5667317251234,5.72514178737201,13.382077029683,9.1403302858603,160.1191,177.255425,164.54925,148.29505,256.5788,242.3956,232.255125,246.735925,217.213490909091,204.548398076923,223.7975,194.84685,184.1731,259.7311,153.3828,244.391175,8.41259859765725,3.43101381849136,0.941692881141216,0.870639082206012,-0.0866714714594998,-0.19985331202404,"HNSC"
"ZNF563",0.109611387673615,0.0303371354744396,0.658745484304787,0.131143378168262,0.999991528051436,0.698743781534858,25.105514893617,32.18216875,36.1489027777778,32.2566238095238,2.41384375143199,1.58277082879516,3.09536768783046,2.18543651498017,10.6303,18.6786,22.23415,18.86715,34.9968,40.32935,43.4635,40.43135,55.3090818181818,36.5706057692308,52.7341,33.9596,43.262775,64.96565,20.43775,49.1527,3.67509909396433,0.950340167368171,0.661204354999957,0.643977995263027,-0.596831867964108,-0.63491670261468,"HNSC"
"ZNF567",0.47016568724592,0.000161172181569635,0.00200890715800217,0.0029823836887829,0.0389825327970357,0.416986642328733,73.3347127659574,86.21424375,121.651925,105.992360714286,7.41807961504083,4.22829170829474,7.5242665737476,6.63650580445973,41.05915,57.11865,79.467075,67.496325,102.54185,102.166225,152.109475,128.7231,88.4996227272727,93.6706953846154,92.38325,84.1366,77.642075,101.300325,58.5106,122.3256,3.68500899365494,2.43018471883175,1.05843044860517,0.910734359312971,0.0819264703382761,-0.134897781131627,"HNSC"
"ZNF573",0.180880698075833,0.000107781615827363,0.00824133584084075,0.00235849712137359,0.166571426260147,0.39033304229669,8.8839085106383,12.4693607142857,18.71685,15.507194047619,1.1895914835722,0.811966871321016,1.51689664870393,1.43488878091488,1.9334,7.02045,12.120275,7.511425,14.07565,16.2399,21.748175,19.7112,17.4414818181818,11.8828138461538,15.9069,10.25405,12.904575,20.829175,5.8785,15.9959,1.18113096007805,0.405266651309242,0.681296117498838,0.644629060344882,-0.553646109582043,-0.633458867286641,"HNSC"
"ZNF527",0.492197241290172,0.250911006350357,0.825200190032502,0.0232289353169546,0.225106660957001,0.944228250664067,51.329814893617,59.9934803571429,65.8085805555556,69.7316988095238,5.27430329163006,2.92157701340842,5.73921411885466,4.39129395643374,29.80605,37.6901,43.609825,44.70385,59.13395,74.246075,81.33175,86.57545,85.11565,62.4286473076923,80.20655,56.4789,66.353875,101.16575,38.87035,79.173675,4.55142156518983,1.50687300462647,0.733456741594434,0.704168175791129,-0.447216214915821,-0.506008067438933,"HNSC"
"ZNF33A",0.999999614763048,0.822194346791081,0.753957436858793,0.994667495611354,0.990602437610499,0.88210517699575,497.244025531915,497.620116071429,537.845822222222,506.781777380952,32.625557099702,18.0383412672989,37.1406396048196,24.6243820441914,357.29485,356.150275,393.2924,332.24325,584.65085,583.925225,662.20425,621.956325,678.458343181818,520.749404230769,652.52095,473.01495,550.9705,783.744125,365.013425,604.730525,29.8695889852421,11.9668402340371,0.767548088197384,0.724903851746063,-0.381670954267002,-0.464138440184442,"HNSC"
"ZKSCAN3",0.999741916448029,0.554411044328766,0.379765191603895,0.155091856202367,0.0554669034488058,0.00452968050190461,47.7158489361702,48.0723964285714,41.0476666666667,56.4840702380952,3.04996677086564,2.01103977301908,4.03414145064664,2.76612198038092,31.0285,37.826775,19.122775,41.304625,60.705,56.811525,48.74855,64.4222,48.3996090909091,47.9400665384615,49.45255,44.8071,33.2873,61.21295,33.282475,58.834175,2.53222023886479,1.04667591983365,0.990505242478624,0.906062478072415,-0.0137634839544299,-0.142317559298581,"HNSC"
"ZNF676",0.566153419794744,0.00586322046867416,0.0424613413650148,0.36783966389263,0.962057312191949,0.127687695813047,0.463382978723404,1.33806607142857,3.30706666666667,1.61071547619048,0.113551993141195,0.156036316220472,1.57699092985384,0.312770228922284,0,0.339775,0,0,0.5984,1.81535,1.549425,1.608225,4.52627954545455,1.59080923076923,2.1441,0.4919,0.894075,6.205775,0,1.413825,0.914392458034605,0.234424698884306,0.351460667595482,0.229420269576979,-1.50856485036909,-2.12393523393323,"HNSC"
"ZNF699",0.425277736586524,0.94346588738909,0.883869216007326,0.984463705545873,0.510598026848958,0.990791780708314,37.2980042553191,43.9306535714286,40.4122333333333,38.9248988095238,3.24839841603894,2.75195011640012,3.1926906554076,2.48143150961824,21.00365,26.140675,25.134475,22.674875,50.409,53.5342,51.00695,51.747725,21.0203681818182,34.0475476923077,21.90305,28.38915,15.15325,24.81145,15.4335,46.222525,1.25073832099628,1.1813371967892,1.61974078654614,1.29612770824155,0.695762951451608,0.374207874834901,"HNSC"
"ZNF250",0.232041459814143,0.00406169716283444,0.11817881222597,0.00227837618686511,0.11623936546232,0.953456641571648,275.155961702128,238.816222321429,191.739947222222,203.231846428571,21.3332775140605,10.102172560962,14.7416736852402,10.8272717110663,183.03035,170.60265,125.490175,129.829075,321.2989,298.009275,228.978925,241.9034,173.799538636364,231.167115,171.0127,202.4513,149.7467,198.87725,157.6103,269.271825,7.81929528888845,5.33241579059371,1.33007899108216,1.18383780853703,0.411511927424585,0.243471438359056,"HNSC"
"ZNF79",0.250319837481974,0.940605761608954,0.091070312108945,0.25335420247128,0.999652593839641,0.0949511676915539,105.864285106383,119.471055357143,100.523941666667,120.073878571429,7.84926795729164,3.75711906459504,5.27968344594211,4.58108736873934,64.56825,92.621725,75.579725,94.192325,131.99005,135.9108,122.39485,140.6627,99.036,114.306519615385,98.70895,110.57845,84.85705,113.04965,83.849175,138.3422,3.82083098196701,1.87760063998848,1.15419160320878,1.12024745476474,0.206882740494394,0.163817448648456,"HNSC"
"ZNF681",0.402152796580843,0.0488982179985987,0.391135724505979,0.12502988705212,0.805289753837704,0.820800817633067,31.7657936170213,49.9071169642857,70.1495611111111,58.5796583333333,6.61573638390936,4.7346870296479,9.65288681625682,10.2839738296651,4.0581,12.430225,15.916025,8.995,41.33015,73.57985,96.355525,60.436475,95.3622659090909,50.0378413461538,91.95,27.9082,50.317525,122.6187,9.55055,70.2744,8.98449127368743,2.71292827423081,0.524713217215865,0.303514953779228,-0.930398963813408,-1.7201604969841,"HNSC"
"ZNF766",0.999995446193011,0.621324500673828,0.488308903226871,0.598232546654019,0.380121981498938,0.996921229335398,328.614659574468,328.126045535714,360.940697222222,355.999361904762,16.4920954942258,10.496450812284,24.5637641000463,13.5831578704874,250.87875,253.702525,268.512575,276.749125,385.94985,374.4471,415.129675,394.349925,287.148259090909,346.842240192308,279.38705,327.4045,210.13395,343.458325,258.944525,398.92785,15.2905346126587,5.3774801848864,1.2078855755225,1.17186712841558,0.272483792870698,0.228808999757578,"HNSC"
"ZNF471",0.881641700968385,0.0202280603548614,0.0371989397583117,0.775198860442249,0.989043862702442,0.0866156513948056,20.587914893617,25.0564901785714,43.0490555555556,26.6459369047619,5.32836001516784,3.71656899593162,5.7374283936984,2.91209961129833,2.77315,6.9416,9.6973,7.594725,16.819,22.29095,62.362525,36.303025,75.0114568181818,24.5933705769231,74.7491,10.9789,35.3059,101.9598,4.8986,27.967575,6.84081173138957,1.4594116881032,0.327861524360662,0.146876684802894,-1.6088414882799,-2.7673226941521,"HNSC"
"ZNF836",0.68821988703226,0.925895902629757,0.991961365912503,0.608637517275662,0.0222053143475427,0.269523299772672,95.2164468085106,102.785333928571,100.632936111111,86.3706869047619,4.38295865702645,4.15097338185266,6.57281097697312,4.12828068330839,72.78415,74.7482,71.456775,61.7615,114.7295,124.7871,123.014125,106.09035,118.301890909091,90.0599944230769,112.57545,84.52685,88.4359,130.868975,63.235125,110.04005,7.45718076215175,1.68889083902853,0.761272653640706,0.750846210252768,-0.393514840099819,-0.413410652429056,"HNSC"
"ZNF493",0.0951396832891863,0.000105958303213805,0.0187318573757858,0.00250509992696535,0.332335841110823,0.378940357238934,23.8546765957447,37.6764026785714,56.9357222222222,46.0112571428571,3.3246804634915,2.64034312656666,6.73941157656947,4.70439918309654,5.6255,18.19405,27.041325,16.472475,34.97145,53.4287,72.383975,55.16825,89.6261090909091,43.3159811538462,75.57445,34.611,48.196525,122.421525,16.72355,57.441,8.04608798956568,1.65134365710948,0.483296458958294,0.45797223797196,-1.04901967049628,-1.1266679493034,"HNSC"
"ZNF167",0.00157784195460553,8.23344915912294e-07,0.0201481849181812,1.32693891021773e-05,0.343845042403201,0.383584250584675,12.5807553191489,22.5122455357143,31.1721277777778,26.2436023809524,1.33694860908974,1.30408701822332,2.82246378283627,2.11496410733097,5.07395,12.56885,20.855375,13.553575,20.16495,29.82955,38.5924,35.824325,33.4428795454545,23.7891084615385,32.61365,19.4817,14.036625,50.392275,10.6335,31.538075,3.2072094466941,0.896094452255983,0.711335530458884,0.597348042920679,-0.491397868452107,-0.743356336784187,"HNSC"
"ZNF565",0.779044562314323,0.393614755807446,0.0385774565745436,0.663336718593713,0.0501762743039653,0.893853929418746,45.3260872340426,42.1376723214286,52.0858638888889,49.3556154761905,2.81004127024288,1.4550299149357,3.86817382250303,2.41889044772055,32.2424,32.380875,37.0337,36.386525,54.26465,48.445375,60.326925,55.733625,57.6541704545455,48.0914501923077,55.77465,44.5386,46.106225,68.94325,34.725425,57.9356,2.09700587836724,0.850627787591422,0.834136538834133,0.798545575812668,-0.261644538824161,-0.324553345206352,"HNSC"
"ZNF34",0.985660558669839,0.880189947262776,0.645208581840918,0.652746062648666,0.722390500508084,0.236871561638183,84.8627042553191,87.4360714285714,77.8475694444444,93.8858511904762,6.64175502280324,3.62569635668037,5.62947525896497,5.39542829860988,53.617,60.643175,53.881075,64.13225,107.56825,104.634175,103.674425,106.439875,80.3222431818182,90.7040948076923,74.86115,83.8362,59.9536,99.634575,62.389875,109.261525,4.16586810525673,1.78911954465136,1.12925251106812,1.1198892883692,0.175368121835199,0.163356115304726,"HNSC"
