"gene","p-adj-Head & Neck Squamous Cell Carcinoma Basaloid Type-Head & Neck Squamous Cell Carcinoma","p-adj-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant-Head & Neck Squamous Cell Carcinoma","p-adj-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant-Head & Neck Squamous Cell Carcinoma Basaloid Type","mean-Head & Neck Squamous Cell Carcinoma","mean-Head & Neck Squamous Cell Carcinoma Basaloid Type","mean-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","SEM-Head & Neck Squamous Cell Carcinoma","SEM-Head & Neck Squamous Cell Carcinoma Basaloid Type","SEM-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","Q1-Head & Neck Squamous Cell Carcinoma","Q1-Head & Neck Squamous Cell Carcinoma Basaloid Type","Q1-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","Q3-Head & Neck Squamous Cell Carcinoma","Q3-Head & Neck Squamous Cell Carcinoma Basaloid Type","Q3-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant","count-Head & Neck Squamous Cell Carcinoma","count-Head & Neck Squamous Cell Carcinoma Basaloid Type","count-Head & Neck Squamous Cell Carcinoma, Spindle Cell Variant"
"ZNF556",0.951109896489738,0.727168152185673,0.692030661163074,22.638962992126,25.13833,2.8715,1.14527553931653,10.4168969968354,NA,3.732825,5.36205,2.8715,32.70355,35.363125,2.8715,508,10,1
"ZNF554",1.7544110450407e-05,0.87618074582351,0.151099227877525,79.2710775590551,147.81554,56.2808,2.08671393114342,12.0006894897678,NA,45.717475,117.602675,56.2808,99.26445,171.274775,56.2808,508,10,1
"ZNF738",0.000757825828491709,0.839118859332237,0.830208019962048,87.3290419291339,182.78025,133.2361,3.51232196918262,50.6183280618356,NA,37.18395,33.40685,133.2361,108.451525,330.132925,133.2361,508,10,1
"ZNF596",0.0592393466935258,0.00498577390948307,0.0557081403959191,34.3451807086614,51.25234,107.3929,1.02261508014031,9.68649396948831,NA,18.956125,29.673025,107.3929,42.92675,73.203875,107.3929,508,10,1
"ZNF621",0.00679176461241671,0.99988859906011,0.613857347073366,305.741606496063,438.54891,303.8012,6.02045675673064,53.7888564710499,NA,211.77795,317.3625,303.8012,372.9494,502.37985,303.8012,508,10,1
"ZNF680",0.0215976145337742,0.922571582631816,0.467765559748374,128.325330314961,201.68217,95.3327,3.72835571083216,53.0148536226867,NA,76.7107,105.00465,95.3327,160.3744,238.307075,95.3327,508,10,1
"ZNF483",0.18589774160624,0.999993188466441,0.856112811124015,7.43831023622047,11.81763,7.4658,0.344717504507612,3.15164827144464,NA,2.383,4.76695,7.4658,9.6388,14.7517,7.4658,508,10,1
"ZNF417",0.275828469799881,0.929474696879163,0.694051474791243,94.7336131889764,118.61642,76.9553,2.16337467452235,15.3146929608341,NA,61.3849,95.9356,76.9553,118.368075,159.257925,76.9553,508,10,1
"ZNF791",0.99018679141784,0.54659641146042,0.602524637202937,184.497947637795,180.86966,95.3327,3.78903754303347,17.1358158878557,NA,125.915125,135.30205,95.3327,235.102575,216.838975,95.3327,508,10,1
"ZNF519",0.000317241159548676,0.961257001935662,0.319306257464279,34.6279163385827,75.4734,25.8432,1.43202779621602,17.0690001738564,NA,16.484725,43.7472,25.8432,42.75305,100.160025,25.8432,508,10,1
"ZNF25",4.66946534993795e-07,0.0689106266182975,0.872005058489887,134.711970866142,257.40817,295.1868,2.97900990100178,67.2668449282459,NA,88.5771,139.485025,295.1868,168.1882,227.0068,295.1868,508,10,1
"ZNF77",1.3110831065255e-07,0.614409724845515,0.0265891795779373,80.5383517716535,160.85759,37.9034,1.94186842582969,30.8024275824432,NA,50.869475,106.825725,37.9034,98.4541,173.3079,37.9034,508,10,1
"ZNF169",7.83135169601934e-07,0.683123982629777,0.0460330025991312,45.0248874015748,83.39285,25.8432,1.01270853369587,10.2146749847163,NA,29.136175,53.83525,25.8432,56.996225,107.0075,25.8432,508,10,1
"ZNF613",0.679299045855234,0.929067165229945,0.817998045987557,72.7440746062992,83.53427,58.0036,1.78150143056105,15.1755044367563,NA,44.5378,49.3413,58.0036,96.646,123.45005,58.0036,508,10,1
"ZNF404",0.77166546952719,0.00574845929255507,0.0168861092860546,17.3840173228346,21.38566,74.0839,0.81162809019342,5.20374936718602,NA,7.331925,12.2068,74.0839,21.591775,20.207375,74.0839,508,10,1
"ZNF135",0.971899804104424,0.920380449947156,0.899012804039848,20.5077456692913,18.11456,33.309,1.46832572525625,7.62675088932517,NA,5.7273,5.11235,33.309,22.107325,15.54235,33.309,508,10,1
"ZNF620",4.30621205360637e-10,0.805934287238144,0.0241951564183249,18.8962011811024,69.38051,4.0201,0.967253136928516,23.5461936073444,NA,6.975925,24.726,4.0201,20.305675,95.0122,4.0201,508,10,1
"ZNF619",0.191489520105235,0.651151732052838,0.356079900718294,39.0375190944882,51.6582,18.9517,1.00382275951686,8.70202152605933,NA,23.644625,35.800825,18.9517,49.936675,72.730225,18.9517,508,10,1
"ZNF354C",0.375114009089486,0.946016142185822,0.757678921772655,23.4745183070866,34.96026,14.9316,1.19105695105241,9.36580652307104,NA,5.37965,12.511325,14.9316,32.313975,43.224125,14.9316,508,10,1
"ZNF114",0.377968503707224,0.953000805803689,0.770815663127949,110.715275590551,51.07957,152.1878,6.2693059592759,14.3465570563661,NA,28.023275,13.43525,152.1878,134.36405,97.08335,152.1878,508,10,1
"ZNF454",0.639515762312454,0.974360893203963,0.880008354710231,4.95818326771654,6.96221,3.4458,0.309368889500221,1.96978502913107,NA,1.30255,0.666175,3.4458,5.5348,10.510625,3.4458,508,10,1
"ZNF543",0.806018091148375,0.712533762266493,0.842145816971185,120.502991338583,110.44821,80.9754,2.23644327563822,14.1867646556332,NA,84.391025,94.41595,80.9754,147.7553,139.00195,80.9754,508,10,1
"ZNF354B",0.000545276724904897,0.888427463949204,0.25156645448842,75.4052106299213,127.94249,55.1322,1.83876519380101,35.7315575281958,NA,45.696725,77.313575,55.1322,94.854375,127.751475,55.1322,508,10,1
"ZNF223",0.339846821753393,0.982685948640049,0.964133008040317,59.3213937007874,74.90124,65.5154,1.54420927746601,10.2504474328706,NA,36.9689,47.767125,65.5154,75.230775,101.67755,65.5154,508,10,1
"ZNF713",0.420583752210224,0.855583984867602,0.646605565067711,36.6580492125984,55.90508,11.1068,2.11819466411895,18.7992221882408,NA,15.03085,16.46975,11.1068,40.552975,112.532625,11.1068,508,10,1
"ZNF552",0.33670503962691,0.646205791228458,0.407362422897448,134.733899015748,169.68674,65.4695,3.43797681776847,27.4043539116413,NA,84.617475,120.33385,65.4695,159.75895,196.5766,65.4695,508,10,1
"ZNF154",0.469661166426232,0.8869303175724,0.995724546519148,12.7982326771654,17.27312,18.3774,0.528796656543692,4.19651724345584,NA,5.43165,8.55245,18.3774,15.964025,29.2345,18.3774,508,10,1
"ZNF571",0.00378894235261085,0.893571567187836,0.845789240339159,40.40165,68.7308,52.835,1.22062652762097,8.20229347079895,NA,19.9833,50.132125,52.835,57.031925,90.54155,52.835,508,10,1
"ZNF443",1.50404686483085e-08,0.883174508444666,0.0617557541026315,48.2718269685039,114.97126,31.5861,1.55815282501537,10.8208228192294,NA,26.3928,91.5973,31.5861,59.767575,134.221875,31.5861,508,10,1
"ZNF792",0.0251380592569941,0.895407067368619,0.440481862155827,68.332831496063,101.43454,50.5378,1.75626915794945,14.4844945409542,NA,41.83265,62.857075,50.5378,90.38085,137.781425,50.5378,508,10,1
"ZFP82",0.37479455778899,0.999998196929059,0.911912167509529,26.4739673228346,39.80096,26.4175,1.37692319217882,12.3792008082482,NA,8.4901,9.118725,26.4175,33.84635,54.362125,26.4175,508,10,1
"ZNF707",0.997772150837527,0.721871970706206,0.754660775335681,341.26953503937,338.34353,230.2917,6.42952105296565,26.3423884210814,NA,238.186175,288.02865,230.2917,412.585725,392.230625,230.2917,508,10,1
"ZNF746",0.291428670317019,0.970870542644292,0.776456567305636,485.450611023622,577.22395,441.0574,8.36921763384318,99.1358356086819,NA,369.6802,322.705775,441.0574,550.006925,842.7112,441.0574,508,10,1
"ZNF678",0.468785005286452,0.520689163484435,0.342685656426429,28.9436992125984,36.13083,8.0401,0.845035935468513,7.80328870808897,NA,15.067075,22.4197,8.0401,37.6018,40.613775,8.0401,508,10,1
"HKR1",0.0181517983336331,0.571727539871487,0.990356471817053,303.198013188976,440.3931,462.3062,6.9235670854412,72.1629377568307,NA,194.50675,250.050675,462.3062,399.1377,633.8558,462.3062,508,10,1
"ZNF101",0.127509371343376,0.327732414736745,0.124914000121758,113.471250590551,141.82007,48.2407,2.03246275059875,11.62474880997,NA,83.42245,117.2017,48.2407,129.29555,177.943025,48.2407,508,10,1
"ZNF716",0.980169882405607,0.983962153627961,0.973321985526989,0.561519291338583,0.7609,0,0.146165411654288,0.615426348332782,NA,0,0,0,0,0.469425,0,508,10,1
"ZNF708",0.167772364369625,0.999703104468683,0.83469524265846,67.7236011811024,95.20873,66.618,2.10292134729513,18.1965626240602,NA,35.79685,55.03975,66.618,88.335025,138.37715,66.618,508,10,1
"ZNF721",0.64428425815882,0.69592816908207,0.547605383514627,295.408745275591,333.73314,186.341,5.98628935346758,27.4815244716931,NA,211.77365,261.8752,186.341,354.537675,394.597475,186.341,508,10,1
"ZNF662",0.0384206714862102,0.985017554719016,0.637448918322113,46.5009539370079,106.17777,33.8833,3.32092353870147,41.3191318884311,NA,11.087525,18.971275,33.8833,53.621125,136.391375,33.8833,508,10,1
"ZNF320",0.0772816770394503,0.724846579214025,0.997378458511898,185.871597834646,299.41145,311.2671,7.2348236109367,63.8378598539147,NA,52.582475,131.8136,311.2671,281.464375,434.869025,311.2671,508,10,1
"ZNF530",0.239493199965971,0.915589192880494,0.656957171859794,70.2376830708661,90.1256,54.8106,1.68981075115849,18.3825030935096,NA,44.43655,39.764825,54.8106,89.417625,140.07475,54.8106,508,10,1
"ZFP1",0.605902617088229,0.990158129748977,0.908003839766446,189.668415354331,170.4262,198.1312,2.80695554160999,17.1703180328858,NA,147.34435,127.37635,198.1312,223.07785,215.427725,198.1312,508,10,1
"KRBA2",0.365923048451221,0.933100960225138,0.996983669037346,32.0763202755906,41.97816,40.2005,1.01423977029863,7.88195760417705,NA,15.300975,24.194425,40.2005,44.185175,62.169375,40.2005,508,10,1
"ZNF93",0.354321836576068,0.0976571654706769,0.266580144335269,32.4528602362205,49.58112,113.1358,1.71886190056142,16.0820757922864,NA,8.375975,11.423875,113.1358,41.576525,78.627125,113.1358,508,10,1
"ZFP90",0.910555542165459,0.93629290774981,0.892024209824086,464.446216535433,441.87093,523.7556,7.62620389544728,45.6156778766761,NA,349.316275,369.3267,523.7556,552.64395,543.94095,523.7556,508,10,1
"ZNF479",0.876946044936753,0.986716746453322,1,0.100731496062992,0,0,0.0289210032690644,0,NA,0,0,0,0,0,0,508,10,1
"ZNF445",0.0938593705176236,0.99964905039632,0.814268119309435,339.677529133858,438.54563,343.4275,6.52479378781296,67.4779780945706,NA,238.922525,280.2481,343.4275,413.499325,584.4855,343.4275,508,10,1
"ZNF74",0.854152260584921,0.999193947419101,0.978324258627519,303.75061496063,354.77984,292.3154,13.3366666775696,50.7072539576477,NA,193.346825,255.864175,292.3154,350.029775,418.445575,292.3154,508,10,1
"ZNF829",0.920934488941393,0.998707122668074,0.985292557760581,6.40092047244095,5.15189,6.8915,0.451318792137118,1.99160824385442,NA,0.998275,1.418725,6.8915,7.32505,4.7424,6.8915,508,10,1
"ZNF267",0.906228021785252,0.89405156972555,0.951105653009971,441.079412992126,463.57582,516.2898,7.38258174229514,57.169480885593,NA,327.7859,352.412325,516.2898,522.4769,478.125225,516.2898,508,10,1
"ZNF566",1.31585353497776e-05,0.976676435323686,0.444596118670249,84.1928135826772,159.78437,94.7584,2.2544831576711,19.3687285919228,NA,48.2785,119.2352,94.7584,107.0257,181.08185,94.7584,508,10,1
"ZNF224",0.133537627605342,0.986554406065506,0.900738216516568,128.684930511811,169.14059,139.025,2.9285579037398,19.2735039957303,NA,86.107825,152.431175,139.025,153.615425,198.2294,139.025,508,10,1
"ZNF529",0.0788349219513272,0.961195376961683,0.914607262229415,146.508736811024,205.46793,169.4166,3.78718426001551,27.8363629861216,NA,91.520725,133.825075,169.4166,187.183575,275.351175,169.4166,508,10,1
"ZNF284",0.254585414454461,0.986011325329084,0.942116898228019,28.3155704724409,38.87277,31.6608,0.930622710797318,5.23278905679371,NA,16.5383,31.444275,31.6608,34.760375,48.1476,31.6608,508,10,1
"ZNF749",0.913647218740337,0.283288564577124,0.258720688849353,69.3363090551181,73.37868,21.8232,1.38947342798111,9.00541937640021,NA,47.768275,63.23215,21.8232,86.602375,83.124475,21.8232,508,10,1
"ZNF17",0.99220991519183,0.767725081633436,0.806421865297305,119.015138779528,117.46466,90.7384,1.8058780135856,13.9939231038905,NA,93.601575,83.71345,90.7384,140.328875,155.236825,90.7384,508,10,1
"ZNF555",0.0593940634807751,0.761412955149192,0.999712158359719,59.3843513779528,76.9593,76.381,1.06504375559812,9.5970062798655,NA,43.723775,54.014875,76.381,72.3691,103.15235,76.381,508,10,1
"ZNF75D",0.0237365033076747,0.514958481444781,0.966700387509903,200.525766929134,281.91871,307.0977,4.20601305919799,56.189760211949,NA,141.98885,206.842975,307.0977,235.43245,270.5098,307.0977,508,10,1
"ZNF197",0.721326961907413,0.572625216718165,0.747761916757011,251.413136811024,270.36353,329.0702,3.40644784724122,28.4223297697898,NA,200.297225,198.802775,329.0702,290.73115,328.35005,329.0702,508,10,1
"ZNF732",0.92834931242052,0.960560713942313,0.927446555812271,5.34359192913386,6.66473,2.2972,0.500270124492483,3.35159493906508,NA,0.529925,1.00505,2.2972,3.74255,4.879675,2.2972,508,10,1
"ZNF546",0.0406499961344235,0.905116369041896,0.486031454851642,23.4139316929134,36.78879,16.0802,0.765100883088335,5.07946043275049,NA,11.839275,27.474325,16.0802,30.162775,44.071925,16.0802,508,10,1
"ZNF286A",0.99996200733181,0.996604363786017,0.997111286557003,274.35618484252,274.69061,284.2753,5.61019248780898,34.3642787258819,NA,190.229625,188.6363,284.2753,329.019775,296.29445,284.2753,508,10,1
"ZKSCAN4",0.0157096439084453,0.942999521341499,0.47975273175775,100.326100393701,132.57959,88.4412,1.6014359767761,15.8398503507974,NA,75.70325,108.0492,88.4412,119.211575,141.92265,88.4412,508,10,1
"ZNF643",0.709523695197243,0.995576255558838,0.986867128751701,41.4578708661417,47.60589,43.6463,1.06795662027517,11.993098940645,NA,25.863425,21.68715,43.6463,50.2957,61.4749,43.6463,508,10,1
"ZNF642",0.0213859693197398,0.856687910302097,0.949439173971886,89.2759799212598,119.3062,107.9672,1.55213981027756,14.9861533868509,NA,67.6534,91.158875,107.9672,106.6301,144.339325,107.9672,508,10,1
"ZNF490",0.746924851921696,0.580476174990498,0.470996774406872,165.519909055118,178.68964,109.1158,2.52343849203225,13.1296232265329,NA,123.969575,141.114725,109.1158,196.696375,213.4182,109.1158,508,10,1
"ZNF626",0.638598392405379,0.922322665049595,0.995481454952754,34.3633498031496,46.09604,49.9635,1.78468794545292,19.3764724983574,NA,9.709125,11.691125,49.9635,41.704025,39.811475,49.9635,508,10,1
"ZNF793",0.0825261804579918,0.767112598931233,0.999943083125039,46.464250984252,86.10078,86.7183,2.54765327797215,26.0330719818499,NA,6.7389,15.361625,86.7183,70.457475,142.3401,86.7183,508,10,1
"ZNF383",0.811184689742123,0.998890195384876,0.988498805455301,72.3165521653543,80.06095,74.0839,1.74999383835729,10.4863961535702,NA,50.533225,63.1548,74.0839,88.759825,101.60125,74.0839,508,10,1
"ZNF669",0.000748826015351312,0.66958108907774,0.129713733369622,82.1825763779528,130.44097,47.0921,1.74857101310951,30.2095757208687,NA,55.663,59.2446,47.0921,98.06755,197.751275,47.0921,508,10,1
"ZNF559",0.119508797523587,0.535043275527117,0.908590524232012,171.480981692913,229.93824,270.4922,4.09774229722008,34.9339590267191,NA,110.802675,181.25565,270.4922,213.9731,285.14695,270.4922,508,10,1
"ZNF177",0.000376969189623599,0.635811441188747,0.948805626620074,27.2569775590551,61.95405,52.835,1.24361106974733,10.9507086370827,NA,9.25135,29.803175,52.835,36.749975,85.9193,52.835,508,10,1
"ZNF548",0.974361081871865,0.968239085747717,0.952534140382821,204.500334645669,209.93853,185.4968,3.47290488781349,27.8536646158337,NA,153.7722,115.63905,185.4968,241.2815,262.306625,185.4968,508,10,1
"ZNF563",0.101832134596685,0.135125099875403,0.450710609127478,36.1840192913386,50.28584,77.5296,0.955287908028029,7.2521257212581,NA,20.266775,43.4666,77.5296,48.383275,61.827325,77.5296,508,10,1
"ZNF567",0.122459314606976,0.996210295613532,0.777033153039584,93.0404696850394,127.74996,88.4412,2.46384400698069,14.249940673648,NA,58.061275,91.07985,88.4412,121.701225,144.024375,88.4412,508,10,1
"ZNF573",0.944208930714961,0.853107843472895,0.814273202215677,11.8719742125984,12.82678,6.8915,0.412413429958212,2.3190112787709,NA,5.87265,6.986725,6.8915,15.81825,16.9029,6.8915,508,10,1
"ZNF527",0.801158636982264,0.993238139273154,0.995805713869523,62.221980511811,69.19537,66.0437,1.52943821826699,9.83677749825792,NA,38.826425,47.688575,66.0437,78.868375,90.960175,66.0437,508,10,1
"ZNF33A",2.18387197215009e-10,0.949044096491868,0.00791794329279072,506.994709448819,1230.5721,428.4229,9.08486450278195,368.894061754956,NA,363.1804,617.21965,428.4229,597.863775,1267.625325,428.4229,508,10,1
"ZKSCAN3",0.246404489369627,0.856448937421915,0.581329212371563,47.7007811023622,59.89496,35.0319,1.0551947801323,8.84574051438444,NA,33.24035,55.468175,35.0319,58.269525,69.747,35.0319,508,10,1
"ZNF676",0.873493042740739,0.893750248237723,0.829927390200433,1.59841909448819,0.75064,4.0201,0.239794342037289,0.210817901516925,NA,0,0.39215,4.0201,1.413825,1.181975,4.0201,508,10,1
"ZNF699",0.576022654735904,0.868897429876123,0.982873778252546,34.2995836614173,25.67805,20.6746,1.2012099123823,5.90072273914626,NA,15.99325,13.311675,20.6746,46.685175,33.940025,20.6746,508,10,1
"ZNF250",0.91845667313107,0.947062244515331,0.98225901902025,230.722366535433,246.01678,269.0565,5.40357049248356,40.6027486780932,NA,156.87215,166.1566,269.0565,267.146575,278.15705,269.0565,508,10,1
"ZNF79",0.0553847720226907,0.510620287617043,0.184608137344677,113.846704330709,145.29893,66.618,1.88768008513268,15.2258547597102,NA,83.359475,116.197025,66.618,137.695475,164.53825,66.618,508,10,1
"ZNF681",0.212174488206006,0.995153455605236,0.818862371900304,49.4592582677165,82.7311,43.6463,2.709726088685,30.4719566522547,NA,9.518375,19.363375,43.6463,69.2502,133.497725,43.6463,508,10,1
"ZNF766",0.844993974089725,0.997983239085454,0.972209470152664,346.276801968504,367.9766,338.8332,5.48098224201862,24.761685975223,NA,258.581175,328.034425,338.8332,398.462875,409.664575,338.8332,508,10,1
"ZNF471",0.544056818129346,0.978619245060335,0.8667773243549,24.4102866141732,35.61505,17.8031,1.46638754703717,14.7593584577925,NA,4.93305,3.579175,17.8031,27.675925,52.7697,17.8031,508,10,1
"ZNF836",0.882101158667257,0.780407007471567,0.873634741652164,90.2471822834646,84.36616,64.3209,1.71308576260732,11.9229955354367,NA,63.35265,51.550125,64.3209,110.04005,105.6552,64.3209,508,10,1
"ZNF493",0.0199388495121346,0.999627427640444,0.70610255156238,42.670424015748,74.92433,43.6463,1.64943839680915,16.630251343601,NA,16.581075,44.962725,43.6463,56.871025,113.96435,43.6463,508,10,1
"ZNF167",0.149096726578674,0.000608504783726538,0.00803698639837447,23.4046291338583,35.42756,98.7785,0.881322200791997,10.3225321382476,NA,10.6335,11.558,98.7785,31.06035,50.061775,98.7785,508,10,1
"ZNF565",0.00851126909710831,0.567373209543403,0.997855436356064,47.6502692913386,65.94487,67.2038,0.852387789099784,6.49172872653348,NA,34.6443,50.912925,67.2038,56.69325,79.16125,67.2038,508,10,1
"ZNF34",0.988451005320689,0.0189493350330259,0.0302378443315444,90.2599905511811,92.13175,199.8541,1.79208953976966,12.5761492931152,NA,62.25245,67.373275,199.8541,109.168575,102.47275,199.8541,508,10,1
"ZNF140",0.0442368346680101,0.99576474923127,0.694452642970314,307.091991141732,400.90885,296.3354,5.41871978560988,44.4185716744178,NA,225.906975,302.487,296.3354,371.321375,470.5569,296.3354,508,10,1
"ZNF658",0.7511567731596,0.404676426095933,0.318511194409457,55.408699015748,62.45228,16.0802,1.36228469844265,7.41880836390859,NA,34.4413,46.08435,16.0802,69.932075,83.387425,16.0802,508,10,1
"ZNF765",0.840147661868312,0.653849191324774,0.7823877282542,188.003543110236,173.42585,116.5816,3.62023961714434,16.6458650168359,NA,137.149875,138.735475,116.5816,235.669475,194.262475,116.5816,508,10,1
"ZNF124",0.00066562004437154,0.783170493055684,0.18208459466791,47.4673842519685,83.86147,26.9918,1.31236857540346,21.7989046755007,NA,28.409775,41.243275,26.9918,58.134525,86.6518,26.9918,508,10,1
"ZNF569",0.588382131388885,0.266734103752517,0.463196600225799,54.2278377952756,68.65426,125.7703,2.03391460249915,16.9918121796954,NA,18.9754,39.287625,125.7703,78.60675,89.6032,125.7703,508,10,1
"ZNF777",0.780981493952421,0.956393212851012,0.882897320656765,496.471578937008,457.83597,547.876,8.01515887333999,55.4356636977337,NA,385.096025,317.69065,547.876,586.532725,519.935575,547.876,508,10,1
"ZNF605",0.0262970684118864,0.0234698862589814,0.196607539580331,242.529830905512,349.78494,584.0565,5.75425809782907,36.2743664355491,NA,157.270725,267.426275,584.0565,311.21665,360.5087,584.0565,508,10,1
"ZNF799",0.000111864943172613,0.937006797513468,0.616715227826748,70.6859070866142,121.47675,83.8468,1.70434575785237,9.07445970469072,NA,44.9616,100.3999,83.8468,88.582725,146.463875,83.8468,508,10,1
"ZNF782",0.00592710212507142,0.493989234238561,0.107697351153202,39.6230196850394,62.11472,13.783,1.00650663245454,8.69989810204439,NA,26.049375,43.25035,13.783,46.66535,76.21065,13.783,508,10,1
"ZNF846",0.55825221014946,0.997201312713696,0.967310413528567,75.5576937007874,60.82566,72.361,2.00115629515178,6.51369895599864,NA,46.372125,48.912075,72.361,92.13565,74.75405,72.361,508,10,1
"ZNF136",0.192254110801337,0.997028950394027,0.890455642605586,125.839513779528,159.98086,130.3646,2.74044142799816,14.7664993774361,NA,85.113325,137.10685,130.3646,158.980375,183.306475,130.3646,508,10,1
"ZKSCAN5",0.467456205098188,0.960422901516669,0.994498907518623,358.599656692913,299.31232,315.8614,7.03378818618615,32.88768366779,NA,279.26915,246.367475,315.8614,396.78235,301.81495,315.8614,508,10,1
"ZNF33B",1.58704678732136e-07,0.792782322156826,0.0564926096505071,376.85989015748,671.67194,268.1951,7.24499586998939,99.9804538385592,NA,256.9246,450.7699,268.1951,462.608225,988.694025,268.1951,508,10,1
"ZNF431",0.6425026598032,0.657120757071117,0.840939558549191,156.025049606299,130.69652,78.6782,3.93897766861397,20.9465243274593,NA,98.578625,96.126975,78.6782,195.0986,180.2154,78.6782,508,10,1
"ZNF418",0.810809896210873,0.951793270416066,0.883736998459754,11.2771531496063,7.74125,16.6545,0.802925564373397,0.930996660961908,NA,3.2519,5.336275,16.6545,11.402775,9.342775,16.6545,508,10,1
"ZNF700",9.31244832291789e-06,0.854081651362992,0.126953745163105,222.118030314961,381.53648,165.3965,4.72443611393185,20.4166416251536,NA,152.049175,350.42405,165.3965,275.435325,411.6494,165.3965,508,10,1
"ZFP28",0.224002783279892,0.289894774793175,0.620488380614354,50.4191637795276,81.69726,139.5533,2.59563402971457,28.620604491866,NA,11.56415,26.6417,139.5533,69.07005,104.20505,139.5533,508,10,1
"ZNF585A",0.987674310723055,0.99668909552562,0.992133449870723,90.5304037401575,87.56773,95.3327,2.75318736543596,15.6662133969682,NA,50.06385,54.843975,95.3327,118.33815,113.6975,95.3327,508,10,1
"ZNF138",0.432935265870279,0.81097575865566,0.599491783186873,117.604567125984,138.06917,85.5697,2.3080322343138,13.7489800415324,NA,83.4194,124.861325,85.5697,142.052225,165.804525,85.5697,508,10,1
"ZNF429",0.628770778272999,0.859300596669357,0.97342080001632,32.2875316929134,21.95218,13.783,1.57316872660348,5.93732149917976,NA,8.4605,6.044725,13.783,44.2567,32.757425,13.783,508,10,1
"ZNF470",0.856096208777793,0.827362392189161,0.91634751423864,55.8441852362205,65.92243,90.7384,2.63147462068539,20.7446534562258,NA,14.703625,23.973175,90.7384,79.2434,126.358425,90.7384,508,10,1
"ZNF100",0.743001320310652,0.97493022922372,0.903776612158897,84.061187007874,98.09263,71.2124,2.65000376700387,20.3406027634333,NA,42.784725,50.0751,71.2124,107.93345,147.263925,71.2124,508,10,1
"ZNF398",0.999968979152946,0.787096137929042,0.802775878241669,490.090646456693,490.48532,381.3309,7.2483301191831,72.8422798055098,NA,371.746375,333.152875,381.3309,581.420875,648.41875,381.3309,508,10,1
"ZNF498",0.679788434587836,0.711483669062125,0.573583149294895,418.268763976378,471.20571,262.4521,8.62276014651805,108.590395092572,NA,311.00085,357.13875,262.4521,489.085225,412.122275,262.4521,508,10,1
"ZNF441",0.0010342515367795,0.680222673895252,0.952919383539504,58.9879976377953,98.56103,87.8669,1.5162945321632,15.2711632860038,NA,35.075675,69.1916,87.8669,75.31625,135.40195,87.8669,508,10,1
"ZNF420",0.195864385615142,0.912567139359673,0.631126273855248,59.432642519685,87.77431,38.4777,2.28720524396319,12.7314672935513,NA,21.4939,55.929225,38.4777,84.08435,112.883,38.4777,508,10,1
"ZNF763",0.00155273349026697,0.892335106704783,0.8054916262631,16.5723098425197,30.81025,22.3974,0.563646292838305,5.47057561788012,NA,8.233425,19.098775,22.3974,21.621625,43.88815,22.3974,508,10,1
"ZNF679",0.239638315703906,0.983548909754103,0.788102652774184,0.188862204724409,0.75024,0,0.0473028599313186,0.616181120414733,NA,0,0,0,0,0,0,508,10,1
"ZNF682",0.361748120406175,0.990875650917404,0.954209854927434,18.6092035433071,29.43911,21.8232,1.0966515875976,10.6471436331634,NA,4.308825,7.00425,21.8232,21.841175,54.143375,21.8232,508,10,1
"ZNF772",0.875971159304898,0.82405373015055,0.908844848672996,126.65097480315,112.17536,71.7867,4.08306936866908,36.1416046835106,NA,59.62615,17.827475,71.7867,172.905725,177.774425,71.7867,508,10,1
"ZNF257",0.999986315154708,0.984632056178594,0.985726903251956,6.90602913385827,6.92795,4.5943,0.614806861929826,2.60587426017322,NA,1.15505,1.418725,4.5943,6.5148,9.552,4.5943,508,10,1
"ZNF785",0.0110311811067045,0.914633682505064,0.41551818446049,138.936787598425,212.63278,106.8186,3.53999866442225,24.2914407574712,NA,90.667025,173.1104,106.8186,168.769875,236.43475,106.8186,508,10,1
"ZNF98",0.987808937350502,0.917077366754531,0.940765517849879,1.46922440944882,1.29283,0,0.165059387780579,0.814388873675633,NA,0,0,0,1.318775,1.417925,0,508,10,1
"ZNF786",0.958169811684439,0.554017183135056,0.530520588959486,208.888642519685,217.58439,107.3929,4.32234778386654,37.1259261726072,NA,147.187925,155.562725,107.3929,258.366375,215.014075,107.3929,508,10,1
"ZNF517",0.0436986872694515,0.882082707828258,0.958778032562816,190.23788503937,282.27711,247.5205,5.31832165764826,38.7393321605903,NA,116.1037,216.932975,247.5205,226.6344,305.257625,247.5205,508,10,1
"ZNF675",0.47899034323838,0.857454529165172,0.66776421546458,107.844265944882,143.89154,56.2808,4.2900558838106,42.7107861395175,NA,47.232325,71.323575,56.2808,140.65025,177.48815,56.2808,508,10,1
"ZNF860",0.235436977649076,0.694674387636463,0.957269623588357,46.4117474409449,30.73483,21.8232,1.34008056015794,9.23875863621479,NA,26.223975,12.23235,21.8232,59.55265,50.080575,21.8232,508,10,1
