"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF233",0.550915851303555,9.17091040268456,8.72887737556561,0.395643361036187,0.674786028953606,4.728775,4.6278,11.697675,9.7188,14.7094886363636,9.0057025,8.0559,6.82265,4.6295,21.180025,4.63915,10.806375,2.21327177323311,0.366042288033228,0.612237632635088,0.846913442321777,-0.707836368631774,-0.239713566551042,"HNSC"
"ZNF235",0.249863892162252,61.8769523489933,57.5800339366516,1.58093048928927,3.77144385411737,41.8077,37.9877,76.64815,66.4148,50.5242068181818,60.0461275,52.7241,54.6895,40.370575,61.89585,40.380725,71.48925,2.46786715847843,1.84141395311383,1.18846254659839,1.03727707063753,0.249096438671028,0.0528013088508148,"HNSC"
"ZNF208",0.153946435932048,7.36952281879195,10.3691656108597,0.848147906044652,2.15542510551667,1.62075,1.6913,7.724425,7.3955,12.5532909090909,8.64916,6.38205,3.86715,2.260275,12.894075,1.656775,7.577275,2.39154992548491,1.03784196494402,0.6889954245971,0.605941664512187,-0.537433692412065,-0.722749186288156,"HNSC"
"ZNF714",0.164443921174614,121.85907852349,111.427659728507,5.33143742543943,4.89946703194868,56.5481,63.4921,163.7396,151.0944,142.560829545455,117.247079615385,121.1446,98.0731,67.72745,166.334575,58.535775,155.846425,15.1886463788329,3.70489708420804,0.822435447304978,0.809554037076353,-0.282025648267757,-0.304800712419842,"HNSC"
"ZNF394",0.857354245261501,490.581123489933,494.400572850679,14.6152080458923,14.8266792361646,368.465075,371.2507,554.27335,546.6534,495.704245454545,492.367822307692,486.87235,441.43955,409.554625,544.8309,370.951775,550.905775,16.7128101301401,10.4731343174587,0.993269327068616,0.906684370143427,-0.00974313429130976,-0.141327679610859,"HNSC"
"ZNF333",0.0206906335424013,112.062219463087,102.004976470588,2.89869429676575,3.1695521494642,79.7037,72.3232,134.44325,122.2616,110.429040909091,107.750147884615,97.4575,100.73395,82.873,136.42145,76.839525,130.50845,6.05880939426196,2.14797799937701,0.975741045992776,1.03361926993818,-0.0354297762301451,0.0477048718018866,"HNSC"
"ZNF382",0.0303015916540607,10.1418137583893,8.50165158371041,0.533150387184771,0.501918998209589,4.4117,3.9052,13.05605,10.7407,15.1159727272727,9.45249807692308,10.1919,7.23015,5.233225,21.719825,4.09105,11.959575,1.89189105218953,0.374100100489658,0.625331776357903,0.709401583610514,-0.677306264941739,-0.495325544055358,"HNSC"
"ZNF577",0.0302422262020251,57.6480187919463,49.7031393665158,2.35569791741508,2.81734503387633,30.294475,22.3714,74.18615,60.7059,71.3806318181818,54.4189294230769,59.64765,44.2142,44.043,92.00075,26.4897,70.3118,5.32536625687773,1.81747811623243,0.762376684500228,0.741256361315157,-0.391424096403212,-0.431955514252734,"HNSC"
"ZNF75A",0.02527153578692,227.125474496644,204.1725239819,6.84180061322189,7.48283520882591,143.362625,125.4776,279.148,267.8394,158.763793181818,217.4515675,155.88305,192.34225,136.221975,184.77365,133.300025,273.972825,5.43430574295574,5.06914665487415,1.36965464947648,1.23388816166992,0.453812171801882,0.303211636046323,"HNSC"
"ZNF496",0.690791142441515,288.090390604027,293.339900904977,8.79947151103773,9.68418079361653,183.986725,195.2893,347.83205,357.1032,253.501154545455,290.095677692308,216.79195,267.51885,168.826175,324.82565,186.074225,352.411625,16.3981459325648,6.50802666053044,1.14435643582164,1.23398885429095,0.194536482273587,0.303329363748434,"HNSC"
"ZNF2",0.0694665343251213,103.08804295302,97.5042194570136,2.16335577242724,2.0477634049444,79.164875,77.3374,123.4457,112.9412,89.5331363636364,100.727614615385,88.6558,96.53265,74.44205,104.73985,78.6562,118.38285,4.36667269838019,1.51829723506559,1.12503167772747,1.08884754296955,0.169965624248462,0.122801966543944,"HNSC"
"ZNF589",0.000225504747963789,283.361050671141,225.768861085973,11.3118395133415,9.55980035110668,155.2322,130.2584,358.9056,283.4908,256.163052272727,258.686671346154,220.17615,209.3995,161.650925,330.65845,141.784825,318.569325,20.0394784046414,7.74658907373734,1.00985161228771,0.951054417111027,0.0141433187748698,-0.0724002038013419,"HNSC"
"PRDM9",0.77896985475728,0.707901006711409,0.631885520361991,0.200451689309468,0.160420194719978,0,0,0,0.29,0.0710772727272727,0.674233076923077,0,0,0,0,0,0,0.035787289702725,0.13348316470824,9.48591653917484,NA,3.2457871750748,NA,"HNSC"
"ZNF12",0.102417902188983,598.650631879195,633.635026696833,12.5269656011114,18.2002848965066,437.14425,454.046,715.63085,731.6248,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.851710824834728,219.452458053691,218.145933031674,4.73372667415478,5.00553420408823,159.06495,160.2269,270.343,271.8368,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",0.97510165194804,516.669702348993,515.988995022624,13.1616048822969,18.0525539412624,375.425025,342.7718,608.2417,589.1426,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",0.0562841535639849,124.105846979866,109.789375113122,5.01591368222049,5.45550973219179,55.8554,50.2547,175.80825,144.8591,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",0.486049702794982,142.679345302013,135.4484,6.68912310465256,7.98309604922837,59.774475,49.0405,191.9027,185.1975,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",0.143034903468662,194.217917449664,180.078595022624,5.11881346013865,8.81369960789466,130.4685,120.1187,241.72685,214.7403,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.93278763552139,48.2641154362416,49.2089343891403,4.7381187517477,11.3274512219438,5.48975,5.3902,46.7913,33.7079,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.0525774791211138,160.47042885906,137.132944343891,9.84803138151809,4.25991270860552,107.244325,101.7386,184.41815,157.6019,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
"ZNF641",0.597559649327109,147.166779530201,142.825650678733,5.7192784949857,5.62009070785208,79.8104,91.1728,192.892575,176.3794,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",0.260650101055541,12.1008033557047,10.3577466063348,1.11972606421132,0.974970760169619,3.016625,2.7418,11.6472,11.6703,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.945889955286722,110.233725503356,109.600225339367,6.00090278374662,7.20384270558147,27.319725,23.7869,159.371025,168.744,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
"ZNF701",0.0607371368212071,45.3598939597315,39.043928959276,2.23056868628457,2.48599541240644,17.9901,16.0064,60.41685,49.1335,70.2016590909091,42.6843692307692,69.85525,31.66735,50.495375,90.5802,17.63135,54.382775,4.31989402415492,1.66253049885725,0.608025077804703,0.453328132101739,-0.717797266484353,-1.14137240182071,"HNSC"
"ZNF283",0.0389024560813338,58.2285154362416,53.6070714932127,1.28727931126717,1.92508040979676,43.464625,40.9711,69.980625,61.0633,54.2884136363636,56.2839669230769,52.7797,53.9353,45.3952,61.9777,41.9084,66.279975,1.9718907447215,1.10528809918761,1.0367583643184,1.02189478151638,0.0520796866091933,0.0312466581159014,"HNSC"
"ZNF558",0.00137214733122504,331.243876510067,292.569703619909,8.2003371230731,8.51385187719242,237.369725,214.5799,397.628675,341.3299,239.220277272727,314.798434230769,238.6209,293.3048,205.724125,274.1107,229.661575,371.9624,8.72016765550678,5.9845845486752,1.31593541241438,1.22916643093711,0.396088681720472,0.29768027196063,"HNSC"
"ZNF597",0.224956000279061,44.5511513422819,42.0235470588235,1.40707383947093,1.49546822575449,30.176575,28.4209,55.378225,55.0781,38.1551522727273,43.4327217307692,37.82505,41.5678,31.69895,46.62,29.396325,55.266625,1.5854082546746,1.02808831461328,1.13831865799719,1.0989489769346,0.186904478522329,0.136124405002125,"HNSC"
"ZNF30",0.243006918456131,47.3262345637584,44.6067981900452,1.46655747627171,1.84088273490601,29.750575,26.0967,60.883725,56.1798,50.7154704545455,46.2595932692308,48.32485,41.85235,39.696825,61.320675,27.611,59.865,2.68618211870446,1.15224964399193,0.912139685477071,0.866062698590891,-0.132673318618438,-0.207456622277362,"HNSC"
"ZNF354A",0.0534084057592148,249.103544966443,228.731861538462,6.7394293412375,8.1680740330277,162.74355,147.4272,307.647175,268.0394,159.151925,240.391975384615,158.23345,212.3652,134.27835,174.542625,157.5298,288.5926,6.43920379031232,5.20683985591586,1.51045597082546,1.34210054827219,0.594984130707655,0.424492760256172,"HNSC"
"ZNF764",0.11277945906424,159.03406442953,149.489647511312,4.60106409562017,3.18974737907486,116.845325,117.2352,175.981425,174.5471,127.302956818182,155.060556346154,122.3114,143.09725,109.421125,152.272975,117.094775,175.428775,4.90121845429447,2.97095524406089,1.21804363560554,1.16994204955548,0.284565817763203,0.226437070928781,"HNSC"
"ZNF747",0.101964957403656,206.664966107383,194.435583710407,5.5623277313186,4.34328653466364,154.69605,150.8215,239.6274,231.0256,202.989590909091,201.590778846154,187.99855,188.8514,165.509775,236.65835,153.602825,236.52185,7.51453132060822,3.69229194449294,0.993108946834798,1.00453647115895,-0.00997610076252778,0.00652994416576082,"HNSC"
"ZNF778",0.400437794916591,74.1919610738255,71.7800533936652,1.84228292615338,2.21486568108614,51.1892,50.1761,90.4355,84.8953,89.514475,73.1368053846154,87.552,67.2968,64.126775,111.27185,51.0266,87.05775,4.55189837733916,1.41433570544755,0.817038868681466,0.768649488304094,-0.291523382097624,-0.379602229815724,"HNSC"
"ZNF212",0.0399489290599058,443.398201677852,418.394131674208,8.11029484799705,8.89707148657731,351.403125,330.793,508.466525,505.2729,424.697577272727,432.772035576923,403.6175,417.38705,334.49235,461.772,342.069225,507.4412,22.3839761917658,6.01051367294382,1.01901225421639,1.03411534435449,0.0271714008569365,0.0483971116174949,"HNSC"
"ZNF282",0.330980338406236,1098.3979761745,1129.64088914027,21.1835488141424,23.9620379400121,854.5672,874.8671,1288.179175,1323.5199,820.981379545455,1112.36186730769,796.25245,1061.34645,722.323325,937.3349,864.4717,1306.202775,26.579476011184,15.8587104884961,1.35491729169736,1.33292707607995,0.438204787741585,0.414597853303348,"HNSC"
"ZNF160",0.232469669114798,314.68822114094,295.342014932127,9.72229035998184,13.4659824320377,196.79065,148.9362,423.3329,389.1547,309.512106818182,306.705870769231,314.225,296.4182,246.698825,384.553775,178.097125,412.15355,12.4781356491237,7.99422000189859,0.990933356120381,0.943331052589705,-0.0131400607124005,-0.0841639357433273,"HNSC"
"ZNF415",0.224245628017716,28.2936969798658,24.498934841629,2.12656563990428,2.21174575819201,8.30945,6.1846,30.884675,28.2813,83.7914636363636,26.6833955769231,56.66855,14.3091,37.3273,118.747575,7.835275,29.742725,10.087001033793,1.53985273006859,0.318450047521823,0.252505137329259,-1.65086100763168,-1.98561535445244,"HNSC"
"ZNF439",0.135814890989025,36.7424432885906,31.6309488687783,2.04401622679922,2.86209484790921,15.064175,11.6035,41.5349,34.5733,51.7839795454545,34.5906501923077,47.6389,22.39755,29.687075,67.10975,13.193825,39.04335,4.3690269323353,1.69080014410011,0.667979759298819,0.470152543404655,-0.582123707160536,-1.08879917233635,"HNSC"
"ZNF440",0.0284874901951826,354.569181208054,317.86001719457,11.4675303639943,11.723399859468,226.03795,216.7663,428.431425,366.992,352.380188636364,338.708993653846,319.33585,310.5195,223.022875,446.669525,222.3632,416.27675,28.2923529861412,8.28083509316512,0.961203281502794,0.972391605890789,-0.0570865211181621,-0.0403906554409198,"HNSC"
"ZNF562",0.031148749191394,632.09610033557,585.41079638009,14.4716112445437,15.7631561350407,454.401225,410.7356,786.061525,707.7198,651.416606818182,611.601001153846,598.0208,585.03625,469.921525,810.3324,435.025275,747.805275,37.1597329765316,10.7167536962691,0.938878430105101,0.97828746090437,-0.0909897310860609,-0.0316696445517855,"HNSC"
"ZNF561",0.0153897776181011,691.835561409396,637.779152941176,15.507298085094,15.1439927410485,513.1289,483.5886,820.577775,762.0879,1032.54255909091,668.485118461538,1040.7771,622.47755,889.189325,1187.5052,501.394425,795.04085,45.8742633306672,11.0301456670662,0.647416527847626,0.59808920661302,-0.627233898417446,-0.741567412571139,"HNSC"
"ZNF584",0.0799861656852591,235.231320805369,221.922607692308,5.08885131435795,5.52483636084572,174.171525,166.8265,274.0192,256.1972,251.075631818182,229.811277115385,233.11265,216.46225,208.908475,297.6806,171.45715,268.290525,9.62150170582197,3.75977749791693,0.915306975237661,0.928573588777786,-0.12767241992817,-0.106911847669186,"HNSC"
"ZNF274",0.0486473737541072,421.121403691275,388.813864253394,10.6726370796937,12.3786515837528,294.059525,269.9576,517.20635,479.9372,425.624479545455,407.469655192308,416.4877,383.49885,361.516925,478.21465,283.803625,502.602075,15.0697046677725,8.09084698218913,0.95734544128539,0.920792738897211,-0.0628885050714132,-0.119051638044379,"HNSC"
"ZIK1",0.166754649671841,30.4257067114094,25.9346977375566,2.15770155445994,2.39154512265578,11.38925,10.1232,32.2542,25.9319,45.515875,28.4928840384615,32.43695,18.1238,23.2137,58.228525,10.80295,29.97495,5.23135866107402,1.60221745900127,0.625998819938352,0.558739338932914,-0.675768157331213,-0.839752695777715,"HNSC"
"ZNF540",0.0235211023413265,17.4846369127517,14.0183692307692,0.945198144620776,1.23105394895278,7.18665,5.0934,22.952075,15.7676,33.2300386363636,16.0074755769231,26.5986,11.06715,16.856525,44.451575,6.02065,19.881875,3.13477003673399,0.756081819457307,0.481717031752292,0.416080169632988,-1.05374216164094,-1.26506656366377,"HNSC"
"ZNF570",0.0186150589527929,31.4489882550336,26.3803674208145,1.49877511631842,1.46002818916894,11.0909,9.2227,47.301925,39.4918,43.3768090909091,29.2568619230769,41.7932,23.2761,33.46395,57.512775,10.4205,43.294,2.46844213113993,1.06486033126481,0.674481653589604,0.556935099489869,-0.56814889357486,-0.844418877015817,"HNSC"
"ZNF57",0.00780870124053024,157.570648657718,139.69889321267,4.72234270935563,4.45304861834879,107.760425,96.4798,188.658325,167.6647,220.052984090909,149.796564807692,201.811,132.95655,152.263875,268.293075,101.638275,178.70675,17.0065389671647,3.32608046799964,0.680729531692276,0.65881716061067,-0.554846396200729,-0.602049960579815,"HNSC"
"ZNF556",0.236621919948446,21.4885197986577,24.2138873303167,1.56094076380643,1.64429088925579,2.8377,6.294,29.42715,35.1586,30.5645931818182,22.6185126923077,17.24635,14.3067,6.626075,38.503125,3.732825,32.70355,5.66975227857309,1.13602681034057,0.740023351783483,0.82954944089619,-0.434357298509724,-0.269600126955,"HNSC"
"ZNF554",0.000344453427911784,86.9778020134228,71.8767357466063,2.9938416489189,2.71693156476863,51.079175,41.2228,112.5637,91.5399,122.876629545455,80.5182015384615,110.07035,69.2509,87.05035,136.745525,46.106375,100.405425,8.12056419934298,2.09220776928789,0.655276775057345,0.629151265531544,-0.609823695622869,-0.668521171907095,"HNSC"
"ZNF738",0.0901818971626828,94.5213630872483,82.1575823529412,5.39878939289562,4.30273490324322,38.4566,35.3272,112.330625,109.0969,82.9058090909091,89.2165275,79.083,65.6381,63.105275,96.43,37.18395,110.629575,4.53634641068281,3.60102515586746,1.07611913421134,0.829990010495303,0.105837803565248,-0.268834122157457,"HNSC"
"ZNF596",0.00911908422586893,37.1229795302013,31.6951140271493,1.38475996853775,1.52052324886436,21.01995,17.4371,45.980275,39.3848,50.0527772727273,34.8099253846154,50.36925,28.0987,40.16825,61.17435,19.04215,43.70385,2.5513559313685,1.02918710562242,0.695464413391954,0.557854246390407,-0.523951400301684,-0.842039864369815,"HNSC"
"ZNF621",0.00113033006474828,325.136480536913,285.589842533937,8.59818621580821,7.89057274750916,222.212825,204.8887,389.2123,359.2448,312.128797727273,308.128153076923,302.13145,286.78,253.3356,379.415875,214.228775,373.4952,12.6832953084649,6.01872211771361,0.987182712138451,0.949189500133137,-0.018610965118945,-0.0752319532573514,"HNSC"
"ZNF680",0.956257284019618,129.855059731544,129.432644343891,5.29653429934476,5.37410272552126,73.82155,79.6787,161.501175,159.6306,162.875161363636,129.5976475,152.22155,114.89665,104.535425,185.390775,76.869325,161.033525,13.2002718975862,3.79592902035963,0.795686993737856,0.754798844184677,-0.329727077924997,-0.405835881130657,"HNSC"
"ZNF483",0.181372293702609,7.91812785234899,6.9896,0.469278465191333,0.498600856949114,2.46235,2.3742,10.803875,8.6993,10.3864272727273,7.51775692307692,7.84045,5.1872,4.155925,13.839725,2.396375,9.698825,1.41470688055874,0.342692323399183,0.72380585986647,0.66159467887685,-0.466325307201675,-0.595980463747056,"HNSC"
"ZNF417",0.284711994507014,97.1338251677852,92.4973533936652,2.76003543941765,3.38012969371353,62.773075,60.3248,124.71855,109.2952,87.1677409090909,95.1187375,82.13015,86.39905,57.738125,112.20235,61.850775,118.769525,5.25461497770231,2.137359602363,1.09121489794259,1.05197725804714,0.125935246176682,0.0731035163628586,"HNSC"
"ZNF791",0.180934536635653,188.551513422819,178.464414932127,4.99004406127755,5.58285601877235,129.67235,120.3298,252.993575,221.7978,210.870543181818,184.009739038462,221.98175,178.01385,161.031925,255.724475,125.8496,233.6483,10.5628742248532,3.72689193942317,0.872619457710617,0.801930113624206,-0.196575451530912,-0.31845158030315,"HNSC"
"ZNF519",0.024669410639901,38.2143161073826,31.6004185520362,2.22600315026481,1.61453899870115,16.85325,16.4988,46.35785,38.3795,37.0431659090909,35.3785086538462,32.06685,25.6949,23.0168,41.529625,16.6365,43.5123,4.06415769111444,1.45449730261837,0.955061690479425,0.801291676606838,-0.066334170457029,-0.319600604066644,"HNSC"
"ZNF25",0.297911465454124,140.314534228188,133.435377828054,4.3796058937096,4.88844720164562,92.09875,84.2333,173.201725,166.302,235.840597727273,137.417325384615,158.1736,124.74265,123.703,240.456725,89.36835,169.163125,29.2263688746673,3.25863737944139,0.58267035747393,0.78864393299514,-0.779248177394421,-0.342554013976533,"HNSC"
"ZNF77",0.0556657701496004,85.3690553691275,77.4659886877828,2.86588325068034,2.82114998983114,52.8584,48.7619,104.896025,93.8435,77.4418613636364,81.9669582692308,70.4651,67.9545,60.13,91.458025,51.000875,100.122725,3.97439074705376,2.03913267257174,1.05843218158647,0.964371014871191,0.081928832478831,-0.052339804927851,"HNSC"
"ZNF169",0.052359810389219,47.4569704697987,43.3947389140272,1.4166239366317,1.49493557823283,29.4662,28.9762,59.821275,53.0736,30.1714045454545,45.741175,30.23185,41.1761,22.392725,37.51615,29.242675,57.645525,1.41779433227295,1.03377842674754,1.51604393925675,1.36201059478662,0.600311567512424,0.445737925807159,"HNSC"
"ZNF613",0.0519063347432224,75.8806620805369,68.9361941176471,2.30727007221089,2.7295039952377,49.093825,40.2269,101.43735,91.3649,94.4385886363636,73.0322042307692,94.2755,71.37125,82.945425,107.794825,44.853625,97.079775,3.47918736548437,1.76705281428955,0.773330110978047,0.757049816760452,-0.370843706858408,-0.40153985672585,"HNSC"
"ZNF404",0.88863467466371,17.4728073825503,17.701921719457,0.996524286671027,1.34196335788076,7.336,7.4389,23.5955,19.8431,23.0788977272727,17.5697615384615,20.48565,12.2783,12.848525,27.602,7.38465,21.591775,2.38699594696328,0.806305452409208,0.761291191030283,0.599361016125922,-0.393479710144371,-0.738502844320524,"HNSC"
"ZNF135",0.0338849020401294,23.1228459731544,16.9311371040724,2.30070484721898,1.34069877747731,5.968725,5.5283,22.54905,20.7553,56.1891454545455,20.5132667307692,47.68215,11.23225,33.58925,69.89035,5.7273,22.2284,5.57647344847987,1.44169055396316,0.365075257237424,0.235565090919768,-1.45373420061603,-2.08580233707926,"HNSC"
"ZNF620",0.0599219533752924,21.5966318791946,17.4719416289593,1.59409017367479,1.35330121629558,7.1311,6.8693,22.119375,20.8282,19.7642681818182,19.8281780769231,16.72565,11.8801,8.675425,26.82855,7.069575,21.103425,2.03475756743458,1.08232833490163,1.00323360796954,0.710292275636522,0.00465758383358127,-0.493515298657581,"HNSC"
"ZNF619",0.0202665578587136,41.2368312080537,36.5521162895928,1.47384518680274,1.22767500061161,23.800225,23.136,53.3804,45.383,55.9609159090909,39.2044480769231,53.76695,35.46795,40.5207,71.76235,23.34365,50.0332,3.64091379571998,0.997809827772782,0.700568377769426,0.659660813938674,-0.513402225595289,-0.600203688344485,"HNSC"
"ZNF354C",0.000986847148178094,27.0155788590604,19.1807556561086,1.64688820655221,1.61492044848822,5.629675,5.2331,41.06465,26.2934,28.875075,23.6456767307692,27.6566,14.2985,16.004775,36.2866,5.42185,32.515475,2.36261113356545,1.17868614653255,0.8188957684359,0.517001366762364,-0.28824826198357,-0.951760000384525,"HNSC"
"ZNF114",0.0677970774751978,99.9702775167785,122.693216289593,7.85017062714728,9.78851790254138,21.212625,37.6968,122.4406,141.4827,7.06597272727273,109.58341,3.7747,65.46595,2.25185,6.504775,27.801125,133.848175,1.50101834110431,6.14149058347254,15.5086092502223,17.3433517895462,3.95499741196614,4.11631083674927,"HNSC"
"ZNF454",0.0578810597734416,5.49221375838926,4.32192443438914,0.457002728561253,0.362331845472747,1.28735,1.3129,6.048025,5.1765,8.61509090909091,4.99494442307692,6.4204,2.68275,3.1079,11.544475,1.30255,5.621775,1.10770283249838,0.304611995669856,0.579790100393033,0.417847797645007,-0.786397394526699,-1.25895056303465,"HNSC"
"ZNF543",0.237614784820319,117.987345973154,123.261303167421,2.73844591916328,3.63271078589205,82.01005,89.6119,147.5436,145.9115,138.884711363636,120.205711538462,135.93885,114.9863,123.780025,164.528075,84.391025,147.1944,5.37197408138872,2.20239446274468,0.865507155958525,0.845867829542474,-0.208382347134619,-0.241495841187835,"HNSC"
"ZNF354B",0.0611818254009487,79.5076476510067,72.1589371040724,2.71693249306975,2.69474044023511,48.161225,44.1891,99.04385,90.4699,62.8280068181818,76.3678298076923,62.56215,65.74675,47.24645,74.40715,45.9783,95.79735,3.10296887741415,1.93765851788395,1.21550616795299,1.05090298207462,0.281557214183268,0.0716294878153994,"HNSC"
"ZNF223",0.563211777439373,60.3941667785235,58.6078466063348,1.86154539553573,2.56116359942547,37.36615,36.3933,78.703325,70.5652,58.7787136363636,59.6814063461538,59.60265,54.51705,40.287075,75.713325,37.173,75.76185,3.39946779631889,1.52380201936792,1.01535747643909,0.914674934755418,0.0219877458231864,-0.128668978091561,"HNSC"
"ZNF713",0.66208857441061,36.1862060402685,38.0495800904977,2.29090019317835,3.8662324829871,15.142825,14.3649,41.96745,38.2676,27.5691840909091,36.9585257692308,25.9368,24.99595,18.086275,38.519375,15.03085,40.552975,2.00854586690741,2.10145470590426,1.34057379599485,0.96372528608001,0.422850639078327,-0.0533061360796368,"HNSC"
"ZNF552",0.0149233181051244,142.41504966443,125.644673303167,4.86080984322864,4.53928947609196,96.01805,77.455,165.055625,153.2518,228.19735,135.238928461538,195.14205,119.32915,145.546375,253.165625,84.736525,160.725075,20.940154138031,3.40501007185795,0.59264022330469,0.611498905540861,-0.754771547574207,-0.709578178264194,"HNSC"
"ZNF154",0.146169984050581,13.5513,12.0105131221719,0.697639153286345,0.791429257460331,5.996475,5.291,17.3093,14.2692,23.3045613636364,12.8858113461538,13.5097,9.80645,7.541825,31.83195,5.4597,16.053025,3.42013028380885,0.523122525882138,0.552930868128693,0.72588214394102,-0.854828980507949,-0.462192767264629,"HNSC"
"ZNF571",0.0399274169842924,43.122367114094,38.0711122171946,1.63002034370741,1.81072424469246,22.5205,18.3986,59.8075,52.835,55.5969340909091,41.0004976923077,56.64615,35.38655,45.255325,64.7761,20.0075,57.740275,2.59339194996661,1.21443692522172,0.737459688429328,0.624694705641954,-0.439363905040896,-0.678776791935215,"HNSC"
"ZNF443",0.00037404485507686,54.3741144295302,42.9859760180995,2.27235654740819,2.06002003940125,27.36465,24.8447,70.821925,51.2943,56.6512522727273,49.4864734615385,54.93175,39.7088,44.108475,66.92275,26.62715,62.479075,2.98562362918413,1.58756061570721,0.873528324198439,0.722875204230704,-0.195073611529961,-0.468181490280351,"HNSC"
"ZNF792",0.130206100343462,71.2191909395973,65.8581117647059,2.52803950316001,2.29061947402833,42.1733,41.9959,92.3873,89.6117,72.8999363636364,68.9933840384615,65.054,61.7981,42.701675,91.322775,41.99435,90.707875,6.47645913953272,1.74869122709039,0.946412129831111,0.949950810096228,-0.0794595305766868,-0.0740752844622683,"HNSC"
"ZFP82",0.0148997898784364,29.597022147651,22.865565158371,1.87074448540903,1.96820590905352,9.5363,7.6453,38.940225,27.5497,37.2557477272727,26.8167040384615,31.3777,16.4879,17.1962,48.5652,8.4901,34.20125,3.64980146001554,1.36905310290784,0.719800451591275,0.525465537627041,-0.474331087500675,-0.92833194597092,"HNSC"
"ZNF707",0.619522218758744,343.703258389262,337.353302262443,8.61489334737838,9.23675667498416,236.754075,243.0152,413.88535,407.2553,150.806506818182,341.636473653846,148.66395,318.3714,117.8018,172.36185,240.076175,412.27915,6.814098519776,6.33515556019559,2.26539610831074,2.14155079291247,1.17976332997658,1.09865589521351,"HNSC"
"ZNF746",0.0234304476548174,470.73877147651,509.240060633484,10.7668091986009,13.269779308456,368.187525,375.529,527.29695,579.4505,381.122168181818,487.122094423077,396.2226,460.88185,330.28885,438.873725,369.277275,550.6011,11.8966424116058,8.39266112010376,1.27812584806321,1.16318920223127,0.354029895313016,0.218085782038902,"HNSC"
"ZNF678",0.0425158217664597,30.510955704698,27.0610081447964,1.19286826653238,1.13738695008727,15.099425,15.0628,40.2773,34.4675,27.836725,29.0002740384615,28.26165,24.02405,20.4775,35.569625,15.067075,37.6018,1.7576059145159,0.840851249003659,1.04179906359177,0.85005829454402,0.0590770454532005,-0.23436631438315,"HNSC"
"HKR1",0.0168078289654685,320.459908053691,286.84966199095,9.79512189305086,9.50096222745733,201.248575,186.433,413.90155,370.4278,385.612563636364,306.836792884615,342.40985,277.397,275.939025,432.42735,194.9623,403.605675,23.1548156675974,6.98085290922337,0.795712644814046,0.810131484243225,-0.329680569581626,-0.303772018653859,"HNSC"
