"gene","p-adj-NO-[Unknown]","p-adj-YES-[Unknown]","p-adj-YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES","count-[Unknown]","count-NO","count-YES"
"ZNF614",0.679801125158129,0.896007717749515,0.823558091105468,117.657035714286,140.242832394366,130.70400625,15.8955092459813,8.99244239771452,9.30035475859839,68.8496,58.711525,87.396125,161.517925,200.322075,176.783175,14,142,48
"POGK",0.927200488158494,0.808898175788825,0.867549379359439,1221.87607142857,1180.20389295775,1146.1408625,127.759929487799,33.6465321438933,54.8462405633283,964.92725,908.559475,892.035675,1418.90105,1420.360625,1356.2369,14,142,48
"ZNF514",0.995727540841643,0.957661859902579,0.930398236271584,145.021042857143,142.985552816901,138.004177083333,24.8663722333109,6.99520170188527,11.0254218376228,94.118325,90.487775,77.6123,188.555725,172.6372,174.615725,14,142,48
"ZNF300",0.866085380669692,0.591652503116859,0.627160110716102,133.371278571429,119.536131690141,104.660614583333,23.9582011642901,8.74573223865892,10.3540337279425,76.68765,43.151525,49.028225,158.926975,165.888525,142.77365,14,142,48
"RBAK",0.495999754291562,0.434322519924028,0.9355343928863,539.790742857143,478.566932394366,467.349014583333,52.60541648188,16.8097115942309,24.3876971446745,423.213325,340.925,330.144825,695.676925,579.21645,534.618875,14,142,48
"ZNF92",0.298001562298237,0.314738830504031,0.987956287619353,180.148428571429,146.089381690141,144.0691625,33.2560587839639,6.79133547979251,9.74277417705295,103.3067,102.356325,95.7227,207.074675,170.36215,196.546575,14,142,48
"ZNF157",0.941782351524015,0.57039815098421,0.404236782956222,2.24420714285714,1.9412661971831,1.23702083333333,0.804769504060886,0.301641434333034,0.312248041490294,0,0,0,2.496375,1.78295,1.2918,14,142,48
"ZNF182",0.929985379378216,0.828277716044558,0.217957302743078,113.082335714286,118.449398591549,103.7016125,14.0343925525385,4.755981516723,5.62306085475142,88.417125,80.504725,75.3787,119.889975,137.7585,123.327275,14,142,48
"ZNF673",0.715712247003636,0.362526303771514,0.472309808464982,185.556364285714,170.059335915493,156.202027083333,13.6066602749609,6.43303852359068,8.11887649880799,146.7944,117.547075,118.98655,234.256875,196.6159,180.277625,14,142,48
"ZNF41",0.439929975146562,0.863359946735033,0.505804300725962,119.80225,143.564566197183,130.669,14.0874450760896,6.4037690965018,6.88455691880797,80.9787,95.6703,101.81435,161.221075,177.151675,154.30935,14,142,48
"ZNF7",0.867531856786212,0.968128977327403,0.911014636241116,541.620171428571,518.435102816901,529.623560416667,43.9171895460161,14.188647453847,20.5594054647303,422.0765,400.185525,427.428675,658.387875,602.220725,608.06725,14,142,48
"ZNF214",0.8331395629022,0.971180499825007,0.350522994566667,12.6018571428571,16.0165176056338,11.1209583333333,3.27822422879435,1.97839417484715,2.0768557003889,2.1815,1.9964,1.6099,16.9223,22.3059,16.316025,14,142,48
"ZNF215",0.868313702450519,0.927261814332661,0.983054261929824,32.3360428571429,38.1827316901408,36.9710395833333,10.01354109718,3.27899610443839,6.91687647249025,5.3303,5.885,5.478725,43.6283,64.82705,46.711,14,142,48
"ZNF547",0.431199471787722,0.944142723617939,0.296649575275742,35.2041571428571,42.9676225352113,37.3970875,4.66827708275732,2.02484653500482,2.52511436805034,24.9207,24.065925,25.318325,48.99035,57.89385,48.788075,14,142,48
"ZNF773",0.205384113548423,0.297196158156343,0.987788884344692,108.829785714286,86.9215535211268,88.06411875,13.9346034566528,3.91030324968291,5.98717208298562,63.633225,49.521,66.661375,150.57215,121.048475,106.743225,14,142,48
"ZNF776",0.462124852612914,0.339249000405109,0.837523375510661,251.994,217.909574647887,208.198720833333,29.3485906111649,8.99467683427276,12.1748370085235,191.92835,147.81875,155.742075,338.994975,286.379825,241.063625,14,142,48
"ZNF256",0.260386460500533,0.199791245192304,0.873944994267864,106.547721428571,80.9075690140845,76.0972520833333,18.0462102801747,4.81477997866517,8.38145439338621,69.4243,31.797075,27.30255,129.40895,115.8625,113.6642,14,142,48
"ZNF599",0.880492012011496,0.677258644240964,0.0528453816769723,59.6780142857143,64.4063147887324,50.6962916666667,6.95350429825196,3.25010054458121,3.49086948547201,37.90925,38.7355,34.2394,73.998225,80.45855,64.441325,14,142,48
"ZNF18",0.400475638805997,0.96087838335826,0.215092844880891,207.067835714286,247.480665492958,216.183791666667,19.2228206390521,10.592969158871,9.08734166180887,153.694875,176.960925,166.231375,272.603075,284.82115,246.4285,14,142,48
"ZKSCAN2",0.837781696499573,0.838797526438668,0.119922150169752,113.666771428571,126.443032394366,99.86080625,14.760823600981,7.69208395257811,5.80522365157448,55.51975,82.90335,73.609725,158.094125,148.050575,120.737225,14,142,48
