"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","count-Alive","count-Dead"
"ZNF195",0.58464669800026,323.476098780488,336.953447727273,9.42842791690486,24.7867900343192,231.950925,233.703875,382.40895,402.30115,246,44
"ZNF263",0.0636201928376532,728.932496341463,784.009427272727,11.4595668327605,28.0650566459638,588.99305,659.1144,834.392,888.9966,246,44
"ZNF200",0.476321128604527,172.480215447154,178.311852272727,3.09172529590025,8.68317239720315,140.656725,141.177225,199.390575,202.19085,246,44
"ZNF582",0.0762245210204221,29.448356097561,24.6287568181818,1.07696934681549,2.17530178286773,18.7963,13.42645,35.810725,34.4268,246,44
"ZNF285",0.0770357291559203,52.7643093495935,42.4370386363636,2.21292805021793,6.03617815616401,30.475675,9.642375,70.27665,58.117575,246,44
"ZNF275",0.456218960019066,413.18977398374,444.216836363636,16.9010884139039,26.947658928917,264.68695,322.6608,460.47085,568.55525,246,44
"ZNF37A",0.136966965421317,312.580575203252,348.943154545455,9.3688155969767,24.1162734267121,217.46205,243.95015,399.631575,438.6486,246,44
"ZNF510",0.39131516499542,188.014835365854,176.463088636364,5.248571335727,12.2911683036573,133.8114,127.1703,225.22625,214.289975,246,44
"ZNF506",0.0714255889609061,346.695953252032,306.891588636364,8.45763834530785,21.6963345717615,260.020725,233.60265,409.1143,379.14755,246,44
"ZNF324",0.0148926043411758,149.805233739837,132.681156818182,2.77471910934863,5.68874640302336,122.396625,100.3273,173.94555,156.865925,246,44
"ZNF671",0.0117554821576613,142.64803699187,100.640779545455,6.5213351584312,14.3065391822643,62.9239,27.67755,201.814625,160.7124,246,44
"ZNF416",0.541562884529259,79.9723333333333,76.8172931818182,2.00123713159432,4.88100827578711,59.542525,52.8295,95.682375,94.629225,246,44
"ZNF586",0.322338229209393,124.538209349594,116.771818181818,2.96064310248026,8.334196832674,99.8291,92.005675,147.9348,140.5909,246,44
"ZNF446",0.743731863760273,319.920526422764,312.294563636364,9.02004427004152,22.2230241535054,231.895275,214.542525,373.97105,369.004325,246,44
"ZNF8",0.365002642391358,80.414387398374,85.3724727272727,2.11790990214761,5.17420908882989,56.51865,60.989725,100.731525,101.978975,246,44
"ZNF264",0.284305764858783,666.666708130081,625.312715909091,14.7914095221148,38.3984322406664,512.3357,434.143075,820.40555,841.8662,246,44
"ZNF213",0.0776609369893697,539.509617479675,594.968243181818,11.3423108044395,38.4041082190407,433.376475,406.995225,601.760575,702.969425,246,44
"ZNF343",0.469024506993842,257.822407317073,269.184404545455,6.13003045797015,14.0802736358789,192.0856,219.72475,308.553275,306.3262,246,44
"ZNF302",0.276696884131223,544.232277642276,498.745095454545,16.3450746559045,37.2403878833505,385.33375,317.61945,636.72495,673.76105,246,44
"ZNF268",0.886545459239393,411.188359756098,415.638913636364,12.1926009628962,27.9790353689148,279.803925,295.98435,525.3463,494.227925,246,44
"ZNF184",0.0469730295436158,159.063912601626,185.249970454545,4.09391192843214,21.0913567552812,119.3991,122.07375,192.122175,201.801775,246,44
"ZNF500",0.61943397221321,260.551936585366,266.955125,5.05073625366804,11.3893294361846,202.712525,226.96555,310.179875,303.429325,246,44
"ZNF419",0.246501682598543,150.653018292683,135.319220454545,5.20588055070289,11.2832102705856,104.543375,85.074325,176.8062,165.384225,246,44
"ZNF175",0.408126632075901,149.62537398374,141.570127272727,3.75441330281046,9.39026718603245,110.97975,105.16075,182.64065,163.5994,246,44
"ZNF14",0.807049284949524,133.914618699187,131.830954545455,3.34063685927811,7.5674828062403,100.846175,100.3513,157.720875,163.985875,246,44
