"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF671",0.153046012709952,6.81432599909382e-05,0.786311765274529,0.853221192648732,0.995110629982055,0.999998391661065,0.754508812283452,0.40104116442631,0.213192567951246,0.522445158785272,154.801489119171,112.41536969697,88.1229416666667,84.4731,238.44705,7.54532789565066,15.4472649072042,10.5233733170372,66.9423,40.19775,74.3169,27.2197,27.67755,51.00195,218.348175,213.3612,179.8643,131.484575,117.94425,258.545925,193,33,60,2,2
"ZNF416",0.892853049901938,0.0587044277167507,0.836537607194282,0.954744252944417,0.991139761198515,0.999893928192141,0.542102383277996,0.4163808436488,0.237101906453764,0.503728004944385,82.5333129533679,77.1919212121212,70.1700883333333,66.8735,116.4699,2.15295118341965,5.91391521363373,4.23610356000813,34.509,31.6078,62.1013,55.6065,52.067975,49.619,100.666,100.7253,91.03,86.853475,84.128,132.2738,193,33,60,2,2
"ZNF586",0.893788988322946,4.31039027286584e-05,0.000820584763980281,0.36655569546077,0.265297956071269,0.920339575558215,0.999644610607552,0.992872423595219,0.940279382113933,0.7804090149036,129.504860621762,137.36993030303,97.6742716666667,70.1492,122.9795,3.10683100622697,10.0309754402438,6.18428468801469,39.1332,16.7236,105.1706,100.4877,73.84395,50.5826,114.6177,149.5753,170.2653,110.311875,89.7158,131.3413,193,33,60,2,2
"ZNF446",0.997739674379266,0.983628507769994,0.999986682578432,0.919750139472137,0.948955307162218,0.952964238561176,0.99989469458731,0.999418769131582,0.999059212453741,0.95692156016869,322.561848704663,313.966915151515,311.25753,237.8201,337.48665,10.6117586597829,21.3487088930642,17.9256676140683,42.3116,110.08475,233.1854,217.5371,204.853575,216.6643,282.444275,374.4164,376.513,350.7723,258.9759,392.529025,193,33,60,2,2
"ZNF8",0.945313520473729,0.970662943730799,0.818673743696227,0.999935851538463,0.999995571731272,0.99903218009882,0.870878978057888,0.788207336458296,0.922851133686972,0.936898300708572,81.4099077720207,86.1172424242424,78.3072583333333,84.4979,58.4578,2.21160541094699,7.27629428980554,4.7989205761592,20.6634,2.6271,57.0759,56.7637,53.3363,74.1662,57.14425,102.6414,95.6848,91.653075,94.8296,59.77135,193,33,60,2,2
"ZNF264",0.941436125336513,0.00257627427104801,0.34835513841512,0.997574072509883,0.999952276772371,0.992522384946759,0.993042036439732,0.999479288206602,0.997293772352922,0.999993763509721,691.103588082902,657.87593030303,565.070511666667,637.5443,620.7761,16.1413143160881,47.802234487534,29.700114628001,223.5485,94.4885,550.9185,504.2126,376.196175,525.77005,573.53185,833.9952,733.3675,797.21505,749.31855,668.02035,193,33,60,2,2
"ZNF213",0.994540980339246,0.197048092307087,0.792374772920124,0.998534170644544,0.999787519282748,0.999844591523793,0.977684289333259,0.962383051868925,0.846031888685148,0.972364342072504,533.880134196891,548.349866666667,595.144285,572.8197,454.6303,12.5900218562892,36.0990694952566,30.05568985957,74.3166,69.5418,430.5217,426.7835,453.6064,535.6614,419.8594,600.8403,620.8684,721.553575,609.978,489.4012,193,33,60,2,2
"ZNF343",0.0303865949010318,0.520116094565105,0.580828303442997,0.987204686455528,0.724609430475017,0.92504697667631,0.596512983428629,0.193913740969454,0.402176480390987,0.96195076252117,250.023108290155,301.9443,271.850363333333,216.4456,152.9456,6.02591361920409,23.1230437334797,13.2477527494568,1.13180000000001,21.0171,191.8009,206.8864,195.4375,215.8797,142.43705,292.491,366.5158,296.897975,217.0115,163.45415,193,33,60,2,2
"ZNF302",0.999999628222575,0.905395890748277,0.979752417201014,0.944447437624056,0.951207697819086,0.980485884421034,0.79671713045892,0.815515500496443,0.886774598115235,0.998956961286017,546.723596373057,545.001996969697,513.591765,410.4477,343.4016,15.5165563791802,41.1013439547269,47.2812182557373,22.0737,105.8683,394.9423,341.5155,305.811125,399.41085,290.46745,636.7493,745.6199,590.943875,421.48455,396.33575,193,33,60,2,2
"ZNF268",0.904521920351973,0.988195661855225,0.807258645927595,0.422499561047288,0.594086524710551,0.373868421580418,0.661618545510088,0.535614265871839,0.732867704316204,0.18977820751594,410.790081865285,442.147275757576,397.055463333333,642.5223,229.3652,13.2597290277549,35.7555978859634,24.8077423430947,276.1742,119.3538,288.2158,279.5883,262.62905,504.4352,169.6883,522.1843,640.801,479.348925,780.6094,289.0421,193,33,60,2,2
"ZNF184",0.998184968255311,0.822488574937173,0.990248804783697,0.98803825144359,0.994456127449245,0.998878099019693,0.915648023282702,0.894994321765672,0.828220330060426,0.876191649500277,160.011909326425,164.609787878788,172.783303333333,188.3036,111.34715,5.93706371592956,12.2288537172265,10.5313987880531,33.2237,46.25385,120.6404,119.2412,121.211475,171.69175,88.220225,191.0505,197.6669,214.916825,204.91545,134.474075,193,33,60,2,2
"ZNF500",0.999999391542958,0.795423792425569,0.930560731817821,0.980809160955293,0.981180928195656,0.997670095797076,0.999647877927813,0.999606367156521,0.999999709781948,0.999058006940819,258.593953367876,257.993175757576,271.667213333333,289.91845,269.7622,5.80947888735329,12.1373383004521,10.1751274869928,0.91255000000001,29.4384,202.844,200.6935,216.941325,289.462175,255.043,306.7501,301.2646,332.920925,290.374725,284.4814,193,33,60,2,2
"ZNF419",0.990912574618068,0.00266595694790916,0.220827900038466,0.44240228806625,0.543799080801908,0.890814593967653,0.999671577498808,0.99999369944233,0.980475155572375,0.826099378949072,158.712858031088,151.888981818182,115.797985,63.7358,147.70975,6.01551997308687,13.7670695562704,8.1457255026456,46.205,43.40825,109.0323,85.1326,70.061275,40.6333,126.005625,184.7704,177.5967,145.1463,86.8383,169.413875,193,33,60,2,2
"ZNF175",0.990124077691961,0.0231422803437008,0.101780122770926,0.999999936909692,0.999978467761834,0.967816199192788,0.810014174358045,0.758301337163446,0.990709959680535,0.93243360012136,153.53370880829,158.704209090909,127.37956,154.4897,107.96495,4.26482091365104,10.590770194165,7.13731674233882,61.4418,3.28285,114.4428,114.0972,94.221425,123.7688,106.323525,182.8278,188.2489,162.2017,185.2106,109.606375,193,33,60,2,2
