"gene","p-adj-1-[Unknown]","p-adj-2-[Unknown]","p-adj-2-1","p-adj-3-[Unknown]","p-adj-3-1","p-adj-3-2","p-adj-4-[Unknown]","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-[Unknown]","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-[Unknown]","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-[Unknown]","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-[Unknown]","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-[Unknown]","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-[Unknown]","count-1","count-2","count-3","count-4","count-5"
"ZNF195",0.987295355034588,0.986336215220232,0.999985089425579,0.999892717539253,0.902402289061886,0.931034299639361,0.987305482477493,0.999993445032952,0.999999998974252,0.932094592957114,0.999748208727351,0.999999120866403,0.999978801384007,0.997473911468229,0.99998624545924,310.404215151515,329.458519130435,334.033730555556,302.265717391304,333.221756410256,325.174845454545,26.6637176360375,14.8760000227293,23.1589471656862,16.8768578142794,25.7707348132283,42.7501280459972,246.3002,231.0927,215.298625,235.451825,224.5138,245.60225,374.2552,373.7223,418.015275,339.511175,437.8417,415.5207,33,115,36,46,39,11
"ZNF263",0.916807037845665,0.506083207476265,0.855386779854513,0.236940736310536,0.497595968719066,0.998971317370845,0.846542484409497,0.997977681664528,0.990373892897087,0.906180730809253,0.159915522498051,0.0149982206371679,0.00431890457301709,0.00118062302958399,0.0155059426363231,779.964615151515,745.130826086957,706.159455555556,691.307508695652,730.898912820513,926.952190909091,27.0605358255825,17.0377180052119,24.6009222761634,20.2712468558698,30.9572788750449,88.8475917786341,660.3727,615.358,600.232625,573.024325,576.3628,788.2265,863.2743,857.75635,776.4057,785.7644,864.4667,1053.4098,33,115,36,46,39,11
"ZNF200",0.663971465577143,0.889697848311159,0.999964408324676,0.257905425162234,0.867948576523236,0.899948948016347,0.873724342349702,0.999978541902677,0.999999999593242,0.898967801949016,0.431930005937564,0.877870013819203,0.872418553498923,0.997569759518045,0.873688790078806,187.285757575758,172.784376521739,174.571480555556,163.127493478261,174.350256410256,155.678054545455,7.80008666821026,4.71965591793641,9.55162516747789,6.72890521260166,7.24259231401773,10.9272701807023,162.3495,140.0815,139.720625,135.98015,144.9004,142.443,215.1859,193.6151,208.1525,198.66825,204.15585,165.9997,33,115,36,46,39,11
"ZNF582",0.0354736767840526,0.432306213933104,0.974951881309345,0.0118072537702193,0.920135551398368,0.712473329423367,0.272307853947919,0.997328725195681,0.999863856051407,0.841768907908249,0.262693437592618,0.995959492242382,0.951087772685004,0.999999983668459,0.979650757709257,36.7654636363636,27.1543808695652,29.4926222222222,24.3381543478261,28.5493512820513,24.5617454545455,3.56717883515338,1.53661620174621,2.74846980825525,1.88239188321592,2.66045681216422,2.65632244696459,24.3742,16.3303,17.155625,13.160075,16.454,21.54185,43.462,33.87085,40.15055,33.473575,37.25595,31.33215,33,115,36,46,39,11
"ZNF285",0.22263844506971,0.986728254652746,0.668853069441947,0.106679287942862,0.961313035149832,0.383624248419572,0.17406325966314,0.989118092430334,0.509867527060826,0.999993698889377,0.788544302874445,0.999999998711837,0.957599113295849,0.998514137592029,0.999574484648332,64.6916212121212,48.9290113043478,59.0878388888889,43.7574260869565,44.8042,48.6520363636364,7.72255381991551,3.59210230860842,6.16572797966651,3.45261361629343,4.78648517863616,9.03936206709575,37.5494,22.16175,34.292125,34.404075,16.31825,30.7562,76.185,66.69125,77.490525,54.88705,63.7743,64.66075,33,115,36,46,39,11
"ZNF275",0.999906794976911,0.999915330203215,0.999999966445555,0.99967661875639,0.999995130256056,0.999999890639312,0.726443909161842,0.324781089577066,0.551961954578821,0.444447115041951,0.335816506795492,0.301533082732129,0.417903175402704,0.411723894314575,0.0320419938937107,418.708339393939,407.109608695652,404.826119444444,401.455760869565,502.478351282051,241.262345454545,50.9918924396277,21.7821714640109,30.8309690976678,35.0275571967726,56.4592859434906,27.4639142751203,268.8615,269.2845,266.617725,282.950075,318.21725,157.5226,445.4852,456.86165,493.48045,433.309025,562.1288,299.7692,33,115,36,46,39,11
"ZNF37A",0.999846560224532,0.944807356453914,0.951683549172034,0.958205892384419,0.964192283223093,0.99999749911031,0.999694265212783,0.986850719513719,0.813085219472365,0.831968786353289,0.405147881397417,0.383864168208162,0.793015393884554,0.730972136089298,0.269372080989198,326.132318181818,318.78365826087,294.529305555556,298.14232826087,336.259461538462,230.433272727273,24.7674004232774,12.8852425343707,21.2081895892777,23.0931185482072,26.4432716370307,43.8267705147438,247.2813,225.4985,210.46765,191.394125,226.4103,98.4529,423.928,407.96835,366.2516,370.6407,412.90495,346.28005,33,115,36,46,39,11
"ZNF510",0.999817596063425,0.998456660135673,0.999877809995481,0.986990296898824,0.99404475506124,0.999929825181836,0.987495372820203,0.878607241598144,0.885270963695177,0.738316492434822,0.357614467417352,0.336163810056981,0.52611518573226,0.592551403578327,0.13874372619787,188.167803030303,183.953751304348,180.196733333333,176.284110869565,200.381969230769,132.968518181818,13.3205694333416,8.07922315694616,11.9964120037433,9.47757828118566,14.4884564124939,18.7862756788267,143.4603,123.8383,132.60135,144.5281,128.74855,76.3223,201.2229,228.33165,210.942775,214.5612,241.2211,180.38275,33,115,36,46,39,11
"ZNF506",0.999958341893193,0.987908469988968,0.913970970847422,0.994555845491144,0.939276622072531,0.999992173308954,0.999999969740827,0.999806129132847,0.989547802709953,0.995625127254365,0.999985398741865,0.999999941872943,0.990337473564206,0.994858425399818,0.99996071765368,339.9145,344.983752173913,319.875908333333,323.955673913043,338.48981025641,347.150054545455,23.5580950571188,13.8297796783431,13.2047217081092,18.4283874802157,18.4744492064897,31.5612098490576,263.5432,258.09845,253.52995,237.013825,274.7461,284.4941,414.7086,411.14675,375.90755,389.120725,415.43425,416.8807,33,115,36,46,39,11
"ZNF324",0.999614182385851,0.993750783605343,0.998980936043226,0.933151566840988,0.948636260229184,0.999052933839852,0.964989828739871,0.980976822586979,0.999854946813817,0.999997578128003,0.718169221854677,0.747052666677974,0.903320581338316,0.963262880808326,0.951194674969783,151.625496969697,148.979869565217,145.856286111111,142.271447826087,143.319194871795,130.351427272727,6.87016169766713,4.19938953938254,6.86691510424724,6.26669142564084,6.97108487303403,12.6089973508465,126.4971,120.0675,129.715125,111.40905,113.0409,107.56725,177.9693,170.06695,162.4109,175.12915,172.3788,154.35545,33,115,36,46,39,11
"ZNF671",0.0131299512397937,0.550318748992922,0.775625508473985,0.000959107426687922,0.642411114390538,0.18451847189655,0.0722785342702155,0.999999968528916,0.900174379358274,0.80142953701955,0.187319858797325,0.996472079528378,0.846397192634746,0.999428815146696,0.996854139460796,193.994303030303,128.872651304348,153.879683333333,102.25477173913,129.733105128205,113.472454545455,20.1672441613286,10.3769182373245,14.1196201293676,10.4364482531313,15.5559902412992,17.3695963732367,113.7578,49.8083,71.04995,41.607925,41.04335,86.03165,253.9935,184.26075,221.7509,137.287125,201.9955,140.79925,33,115,36,46,39,11
"ZNF416",0.0112295950221369,0.764467872175766,0.472603185144273,0.0192796869146263,0.99908917508937,0.449447207542371,0.445597613298829,0.814716992564033,0.996713186818857,0.753452753356275,0.0200270149199081,0.723368056190089,0.205188578943804,0.868625377258521,0.359371371090875,94.6593151515152,74.5831913043478,84.9259194444444,72.6327065217391,81.5494461538461,61.1725,6.29524754183018,2.76127594892124,4.94891803885603,4.03469902990866,5.11541269650304,6.80546811823872,69.4221,56.5821,67.4629,52.79315,62.37285,55.63415,104.1319,87.8494,102.15505,87.053625,97.83945,72.80715,33,115,36,46,39,11
"ZNF586",0.643979570169133,0.744732926074472,0.99999091793736,0.428839461921498,0.98194950873606,0.998256466075274,0.991136102281139,0.953386743643117,0.96417509225217,0.784577781634129,0.991614553572,0.999631920225614,0.999180970832575,0.986786918199569,0.999967222153923,135.164827272727,120.824489565217,119.509113888889,115.044393478261,128.464394871795,125.420027272727,8.23402265862164,4.89838158182476,6.29214311940675,6.47778867559119,7.39555381676126,10.332812747167,107.7869,92.78415,98.620775,92.004275,97.85975,108.47325,155.3342,143.9907,133.82515,137.942975,151.6542,147.8732,33,115,36,46,39,11
"ZNF446",0.56380278492528,0.988791606312061,0.942187246657632,0.999982938715064,0.296935947707703,0.957623018251941,0.998591005070059,0.814035327420043,0.999887234466057,0.990047851555803,0.00927287196150739,0.0707998071478292,0.0328741656150691,0.00404070540945944,0.0184579641089642,292.257796969697,338.156087826087,313.564827777778,286.968926086957,305.719902564103,459.708809090909,16.8980493548063,15.5752118282734,18.2036423727478,16.9080896323011,19.8040469483973,55.7000206453421,219.9078,236.10695,259.087775,205.182325,227.5145,325.34515,335.2805,378.52585,353.702825,333.47705,360.66315,631.5317,33,115,36,46,39,11
"ZNF8",0.999999989162515,0.999876607491998,0.999310514252783,0.997912772582767,0.994839733183399,0.979794703553773,0.870269505325009,0.678948340968467,0.947260085452482,0.543471105734471,0.741043773423046,0.667772722452958,0.623491413779558,0.868866370163176,0.248582421429666,79.8984666666667,79.6569539130435,81.8197805555556,76.6485586956522,88.5323641025641,64.3612727272727,4.03777213579935,3.16861710768645,4.70977804135592,4.35916037101059,6.58906064187356,8.24631134947996,66.8753,56.45485,61.22425,53.8178,57.683,49.633,88.5537,97.94735,103.3875,92.802025,108.8465,78.5036,33,115,36,46,39,11
"ZNF264",0.987031801727406,0.999999999998596,0.984085974529132,0.981563778311912,0.999971310538081,0.978521548804862,0.999671276021673,0.999621048340208,0.999591502192217,0.998506714617465,0.392038915917466,0.525130318177644,0.377149289460877,0.655248618103662,0.499847797124378,680.744172727273,650.612126956522,681.103236111111,643.106173913043,664.064571794872,523.685081818182,35.6081507577854,23.5479074665935,36.0322598347712,33.9215875632791,35.7974143405964,73.7503239394954,529.387,479.3447,511.236225,445.688975,546.1878,324.38745,801.9981,820.06305,868.522325,793.4011,808.994,685.9036,33,115,36,46,39,11
"ZNF213",0.932992004268697,0.984520214898093,0.445374048482876,0.99564574194606,0.998601848099524,0.807740732397379,0.978104250960085,0.999999522757015,0.695478088622427,0.999851031676729,0.999886061268349,0.999497476797273,0.979775404123937,0.999998742464602,0.999840808582004,530.840093939394,567.223222608696,499.267130555556,553.543023913043,564.330807692308,547.181654545455,37.6959769164053,19.5020983254314,20.9859907274677,24.5856875533413,34.6134397904556,46.7919490691476,434.6197,446.2042,407.1604,452.63425,405.83955,477.4061,600.1534,648.0269,573.743375,690.733575,697.4822,554.34815,33,115,36,46,39,11
"ZNF343",0.990883397064254,0.979261227387075,0.644112256830652,0.96879018700911,0.522539122753833,0.999999996208359,0.999472161516291,0.999930916965251,0.884990240461879,0.84191203136991,0.99950242735017,0.977207092477549,0.999977583347178,0.999956536087398,0.993313486159805,257.654318181818,269.00123826087,241.047455555556,240.397247826087,265.128994871795,246.784254545455,14.4274114101989,9.76610860981945,12.1511368233897,11.3353894544431,18.5967246961827,24.7662577384795,210.3512,193.78915,186.16815,186.798025,192.51115,205.3468,312.6321,328.27185,280.37955,274.91005,298.64405,303.01475,33,115,36,46,39,11
"ZNF302",0.919897320850992,0.981485116762964,0.999992491188006,0.974230057990162,0.999994023614274,0.999999999881095,0.908668895522457,0.999860192726375,0.999565454083032,0.999538039906457,0.602167778738451,0.864762890698555,0.872501597649362,0.864118660576606,0.942240401681238,584.429790909091,533.740696521739,540.643861111111,539.763995652174,521.660079487179,440.845554545455,40.1684616439507,22.1198308269507,30.7016489950325,55.020331328284,40.0872770116027,56.4803904081848,437.8606,358.4534,418.482225,328.4233,345.20495,345.0051,680.7388,635.51965,664.73415,589.90755,645.2515,505.7225,33,115,36,46,39,11
"ZNF268",0.999773213872273,0.999779414409642,0.999999876015162,0.917675237902508,0.584286118706576,0.771054692149231,0.99736717737143,0.999711321307963,0.999970953804757,0.632604013808632,0.262999507023064,0.24009670516543,0.354572544722611,0.0442323271974937,0.418493724948141,410.647203030303,400.573553913043,398.422794444444,452.461765217391,390.644876923077,273.177754545455,28.2792245318143,16.6116410549971,22.9077451974803,33.6897578048308,31.3401631242299,50.2604211236768,301.2204,254.24205,301.745725,268.146075,279.96825,181.84925,506.25,513.89595,510.99405,572.529125,461.0137,301.5868,33,115,36,46,39,11
"ZNF184",0.999998098103452,0.999999794301262,0.999999998875528,0.996935233887846,0.976320800721864,0.993332118211124,0.999999988631204,0.999999841641915,0.999999995300953,0.994434538939224,0.936758687172861,0.881346245956468,0.919650515907573,0.987203579915128,0.923606712871599,162.820842424242,164.512893043478,164.143316666667,154.05067173913,163.547933333333,136.509563636364,11.2129217072364,8.796224900301,10.563555260332,11.6591981680691,9.80722544840183,25.7857045977427,120.9802,123.1561,131.188075,116.462075,117.1385,82.5266,202.5072,192.5686,196.9099,177.723275,212.272,136.0203,33,115,36,46,39,11
"ZNF500",0.968956025480294,0.499892043218563,0.732463965080968,0.182057536455111,0.258154687960654,0.996042999007188,0.53576571315726,0.772694225905405,0.999999185973935,0.990327732746839,0.9921179433012,0.999990051436234,0.988247696240388,0.922239420366643,0.992235144784626,280.992115151515,268.888047826087,248.293280555556,239.62032173913,249.897946153846,265.267427272727,14.09591029241,7.6594378500257,12.5648287176937,9.16279374808265,11.9217618950217,27.7096338338495,229.7007,209.5631,199.02725,199.084,201.5223,222.21205,317.3473,324.99875,286.237975,271.92015,300.5088,324.5901,33,115,36,46,39,11
"ZNF419",0.7448101559667,0.673548069978434,0.997450022723524,0.127707926767191,0.521167890075887,0.931948586460107,0.759372553925539,0.999847093619668,0.999978534957146,0.856185817369422,0.999999999994939,0.958016469104359,0.907092159284083,0.539123100393678,0.940172240687152,171.96783030303,150.163035652174,143.110694444444,126.014645652174,146.327746153846,171.7391,14.3624696331598,9.06943090708512,9.02131695112118,7.66296847263614,10.6688292438232,28.6219473185462,129.7789,98.5964,108.932,85.365,105.1849,125.08075,210,163.2338,177.90515,155.793,171.43885,203.4573,33,115,36,46,39,11
"ZNF175",0.975154832319904,0.991070657723656,0.99999999935368,0.507250180578915,0.712673551399855,0.86663539171915,0.954973921570831,0.999669642142769,0.999841833719374,0.949837171916371,0.670774743676497,0.848933466131585,0.886154177764511,0.999158398569806,0.940577155875728,157.482506060606,148.897544347826,149.13475,134.525765217391,145.675592307692,127.456363636364,9.78411860369513,5.89408091869417,9.58160671061223,6.57272573456248,8.48708346193377,21.1464046646416,115.7314,106.0878,112.549125,103.603,115.947,86.978,206.8207,179.7906,182.70515,165.09135,180.71865,171.01585,33,115,36,46,39,11
"ZNF14",0.808827378799327,0.991277322875642,0.99414005558259,0.466418092507536,0.937189755836804,0.835672060221289,0.999702229015827,0.929334041172714,0.999550892398331,0.620029545195824,0.148628094908759,0.40533315221011,0.32134375885011,0.785342642148481,0.206931858833569,143.733533333333,131.343816521739,136.560852777778,123.193610869565,140.25631025641,101.401218181818,11.6101693413125,5.05427805582243,7.88345967526111,5.32932304087782,6.28220376021576,10.231155352992,103.4103,96.5515,109.791525,98.47465,117.0916,69.33625,154.3487,152.8939,167.2709,147.47935,162.9834,119.5567,33,115,36,46,39,11
"ZNF85",0.973514689008712,0.999051730574049,0.806948589074739,0.823886650604913,0.976717738239537,0.558940735528082,0.978837514961195,0.508540083980588,0.999281496045056,0.305144039564988,0.870986891922357,0.973351661925691,0.728738498252172,0.999453663497073,0.567133911714391,69.5097545454545,64.32162,72.6083222222222,59.8710543478261,75.4147871794872,56.0186,6.63968928747755,3.28190916062747,6.04852034451285,3.71081762569597,6.23742988727027,7.03804070638464,43.112,44.92755,52.376475,37.2428,51.9592,37.75255,79.8759,74.7238,82.617,72.938375,89.0689,65.58585,33,115,36,46,39,11
