"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.630767065956104,0.431408549922006,0.342744902220017,337.240465957447,384.681922222222,313.651660465116,17.5492919291695,68.3885200786079,10.0421226930468,232.46145,236.774,234.661525,379.956275,502.9164,375.621175,94,9,172
"ZNF263",0.251869392126261,0.0475829098877675,0.745551626543578,701.632478723404,801.1501,756.325244767442,16.900777101931,67.342711859032,14.2032278228615,566.06495,625.978,621.26965,819.32785,923.1173,851.35545,94,9,172
"ZNF200",0.652021322740716,0.482091177078597,0.378175983184015,177.628405319149,193.155444444444,170.164835465116,5.49156768235943,13.2987981598705,3.75969515829876,142.76725,164.969,140.116925,205.037525,212.1896,191.62785,94,9,172
"ZNF582",0.484288499115499,0.850590450684591,0.596433906913981,29.5192180851064,22.8905111111111,28.3704680232558,2.02704014095157,4.80287026658263,1.11640922070786,15.4828,16.4364,19.697325,36.9313,29.2268,34.63065,94,9,172
"ZNF285",0.294457356172626,0.945771662432654,0.338595841556837,52.8101574468085,33.9528666666667,51.3362610465116,4.17251542076139,6.72712670224484,2.60470232011726,31.28805,14.0172,29.480375,65.124,47.4041,70.726725,94,9,172
"ZNF275",0.630252152711452,0.00632213593639419,0.973173575707199,483.707515957447,403.278044444444,384.179259883721,33.1230169336077,35.8839242667905,15.9863269537878,309.101075,364.2255,253.022225,541.07725,433.5923,452.08655,94,9,172
"ZNF37A",0.232640668354299,0.00562199388227969,0.013423180733293,352.97309893617,435.672866666667,294.921372674419,15.8589948602135,49.8704296817457,10.651403697407,249.694125,349.7556,192.658375,418.728075,496.8283,381.704975,94,9,172
"ZNF510",0.995064450525409,0.0992682153939646,0.776684765799094,198.566396808511,195.911566666667,177.300241860465,9.22185869304637,39.5456135541324,5.52705776730919,142.0676,129.9696,127.43575,239.6245,216.0835,216.450275,94,9,172
"ZNF506",0.0544214970913734,0.0273671992309666,0.342892286224454,370.309245744681,264.446488888889,326.938187209302,16.9078042137177,43.5121786774897,8.26028736361995,263.2049,248.5773,256.16375,423.6925,335.1386,376.133675,94,9,172
"ZNF324",0.415450844073372,0.00720127064474851,0.987631929525081,158.461905319149,139.584888888889,141.779747093023,4.65720934757095,10.014463801706,3.19150068363229,126.8075,133.5062,115.700675,188.328225,151.3284,163.736375,94,9,172
"ZNF671",0.0436226911884164,0.990680616674113,0.0435841260786677,138.948906382979,53.5125333333333,137.251160465116,11.1964444634058,16.898970459214,7.57863010609355,51.2754,27.2197,62.062925,207.998525,67.7201,197.95515,94,9,172
"ZNF416",0.268718023466211,0.642460465247426,0.426897531684056,82.0832414893617,65.1525111111111,78.4834779069767,3.41008906691025,7.33247211237346,2.33631130496586,58.107,50.5509,59.39635,102.8803,68.6831,89.937425,94,9,172
"ZNF586",0.0869652400314396,0.574191127606178,0.0308226789190765,120.032927659574,85.6477444444444,126.016113372093,5.37194971079504,10.7362411850407,3.32483385256277,92.73595,72.882,101.2133,141.918825,107.9984,147.5356,94,9,172
"ZNF446",0.994565905741549,0.463336142886811,0.84869879858464,306.892903191489,301.935544444444,328.608079651163,14.8238744491137,45.184848986915,10.8883775299886,213.7106,195.5085,232.036025,349.89185,390.3167,377.730325,94,9,172
"ZNF8",0.687055386640806,0.0763157900531674,0.222138187622834,86.6983819148936,96.2409888888889,77.4402232558139,3.71139663867277,16.9805243890075,2.30900727204538,57.609225,65.8354,55.87195,112.011075,106.6112,95.600875,94,9,172
"ZNF264",0.76230879729915,0.131328115307653,0.999959976219786,696.872682978723,640.584733333333,639.915544767442,23.5451005979074,57.0981479706508,17.7519219576445,518.744325,501.6648,482.34745,855.24965,796.8397,794.56475,94,9,172
"ZNF213",0.799484997549769,0.0865286028768286,0.317808777881513,584.293986170213,627.356477777778,531.518006976744,24.4488778254142,60.7363994279944,12.638716048625,435.648475,498.5031,431.044225,715.085325,686.303,598.445575,94,9,172
"ZNF343",0.352950909500979,0.894360211090983,0.43123440848362,255.74615212766,300.661566666667,261.133560465116,9.00644341731604,51.2929306504751,7.06728454899103,193.418475,215.3138,193.959925,300.302775,299.4584,327.0833,94,9,172
"ZNF302",0.94255775321729,0.762449202577562,0.997227164069067,554.419222340426,525.278455555556,531.46410872093,31.9363566397443,64.8632445987691,16.9535825579198,368.223125,388.374,377.577,661.846775,548.3937,636.5039,94,9,172
"ZNF268",0.994161136927591,0.629519242983322,0.894693725815551,424.911877659574,431.797866666667,402.370194186046,21.517754422718,58.3949883904956,13.8965141585311,256.109975,336.4129,284.944275,524.8697,492.0459,517.060725,94,9,172
"ZNF184",0.799630660588627,0.530028916425657,0.543600400696616,169.08400106383,187.172188888889,157.863123255814,7.59927745309681,14.5989658576334,6.59451557924552,120.83665,155.0799,116.298975,199.093025,214.2064,187.141075,94,9,172
"ZNF500",0.947591866417796,0.793264315332495,0.996855115906738,256.841722340426,265.494033333333,263.443362209302,8.02862470093752,28.5726419992972,6.08756543895622,200.48485,212.4002,211.58135,306.542625,290.831,310.709025,94,9,172
"ZNF419",0.166928927253259,0.955918374620244,0.190931257745183,152.400188297872,101.506333333333,149.450335465116,10.2413748453005,19.3255970709546,5.26374880412188,98.1507,78.7214,104.793125,165.265375,134.8758,179.62765,94,9,172
"ZNF175",0.369433580181458,0.0749160948295725,0.843748452012174,159.153944680851,131.826311111111,142.854453488372,6.79409226189019,10.0612132263577,4.14813079220853,121.922425,111.478,105.18895,191.90045,162.022,177.42375,94,9,172
"ZNF14",0.910390281976135,0.0244113461243771,0.838638489798566,144.820888297872,137.360211111111,127.347126744186,5.89687149013205,11.3301754757722,3.76323723808596,106.229125,112.0063,94.162925,166.949575,159.4297,154.540925,94,9,172
"ZNF85",0.797626897968846,0.786666652144092,0.639672990827776,68.6357063829787,76.7797444444444,65.5515348837209,4.03982726907841,12.370388869585,2.65287366358212,44.612475,50.3448,46.412275,84.65405,92.4903,74.950775,94,9,172
"ZKSCAN1",0.429197992685249,0.0146148195238286,0.975178675392654,732.868510638298,554.0009,584.124954069767,45.8726546965313,95.706885778268,30.4332484668937,381.36325,367.3815,257.337075,969.5582,569.6695,784.0714,94,9,172
"ZNF862",0.405944609729315,0.960290534413981,0.449706717752487,1019.2694893617,669.659688888889,992.110924418605,105.648902405364,224.900175026097,46.8853283965549,448.122875,322.8975,571.6775,1240.900975,678.8469,1335.491075,94,9,172
"ZNF684",0.700909886335483,0.662982003779838,0.87329482860919,112.229062765957,92.4938111111111,104.425497674419,9.43898057116934,26.0746452867289,4.19872901802713,60.51305,31.4465,67.79345,140.483975,111.4712,133.589075,94,9,172
"ZNF430",0.775486631519773,0.0195875420395027,0.944284708111451,64.2115882978723,54.6703888888889,50.2338848837209,5.20980200487391,6.63130809232999,2.60578100313583,32.984225,46.6623,26.563875,80.889275,63.633,64.202525,94,9,172
"ZFP30",0.726437411353887,0.0252670539843839,0.977320296671441,159.454453191489,143.042611111111,138.738404069767,7.15722843028821,13.8166667858911,4.41765435879491,117.64065,109.893,100.131375,200.836525,151.6526,171.8838,94,9,172
"ZNF549",0.00361697661022065,0.22338388204427,0.0199803756025257,142.736522340426,61.9605222222222,127.622354069767,8.05192089841422,16.4442291162751,5.17471326476767,102.2371,32.7566,80.092225,182.6447,101.0962,169.648775,94,9,172
"ZNF211",0.12000147401211,0.503561377857277,0.248547712050214,222.094358510638,118.116177777778,200.465712209302,17.4306884919665,15.5965337906534,10.9239586471829,128.624625,79.5627,122.820725,268.579625,130.3612,247.45635,94,9,172
"ZNF205",0.957058115877853,0.65092562804376,0.998952516987973,490.59610106383,516.101855555556,519.96363255814,26.9317923273176,55.3528793080338,19.9353560975564,329.6435,453.6677,334.895075,574.218125,545.5907,609.51655,94,9,172
"ZNF45",0.845561409158623,0.0363672279287469,0.928251508029657,186.467807446809,173.7637,165.472546511628,7.92277006065297,21.6441247995398,4.52060981795844,130.9371,137.5491,121.387275,223.132225,181.2801,196.7452,94,9,172
"ZNF133",0.930335936852104,0.923309242079338,0.865499181899197,353.684868085106,323.028622222222,365.531378488372,29.4512345562013,51.3299648237313,16.7478870946745,181.732975,227.5593,239.5955,417.401,322.0998,430.77205,94,9,172
"ZNF436",0.648117117584156,0.000731990762134815,0.878348370589748,414.435968085106,351.474666666667,317.769004069767,29.7347768058406,44.2361206406691,10.6753684349092,287.73405,230.1206,232.074875,423.08735,416.3202,360.770525,94,9,172
"ZNF484",0.94559174530474,0.000409099505482291,0.180100338556254,60.7276170212766,63.0892888888889,50.1990598837209,2.45121723771644,7.92884589612939,1.49452813889385,43.55155,54.8112,37.167575,75.217125,69.1824,61.748025,94,9,172
"ZNF780B",0.782976865671129,0.284567800637513,0.993185008152863,314.957371276596,276.052566666667,282.421043604651,20.6068143531708,39.1806535973219,11.3419060180236,168.727175,192.4822,175.5081,404.39905,300.2257,369.057075,94,9,172
"ZNF557",0.261192957863165,0.0194826904902967,0.829123477674943,158.058511702128,132.3486,141.721485465116,5.85023138447187,14.0014162608545,3.12446001720615,117.8673,105.9865,113.28765,193.86435,156.3205,165.55395,94,9,172
"ZNF337",0.97192794807551,0.998890547319858,0.974820738221481,814.411411702128,755.856166666667,810.161754069767,86.3808922485563,187.604074782113,52.3242792245265,306.209875,371.9173,403.074425,893.86985,789.1273,968.3891,94,9,172
"ZNF317",0.893998181488965,0.209794837530125,0.983306365667053,649.443146808511,628.232744444445,620.178859883721,14.9280660686868,36.8667654946464,9.92139323067534,550.646425,583.9274,543.057025,749.247625,717.4135,691.1631,94,9,172
"ZNF426",0.603159212838645,0.0298426756297785,0.999775550961497,80.1690159574468,62.8867777777778,63.242973255814,6.08822783885894,19.9433305055139,3.55750368466037,30.43525,21.1333,27.1583,108.54885,78.1666,88.3563,94,9,172
"ZNF331",0.552627885204845,0.852433581947019,0.666768653587403,365.778107446809,267.472177777778,347.058358139535,31.2939052094995,69.9905044228497,19.398744495132,220.715775,129.0085,187.648525,434.084025,370.9529,407.314875,94,9,172
"ZNF227",0.977996931746068,0.292152614759927,0.93182912677234,193.99219893617,189.569011111111,181.845721511628,7.00058020626017,25.9385340657617,4.53941009987704,150.305975,183.11,146.420925,229.990275,231.1839,207.8273,94,9,172
"ZNF141",0.857712185870838,0.852229872916086,0.739400285939578,82.1886074468085,93.4400555555556,77.9669244186046,5.4315331503876,49.0838051087262,4.45362119373925,46.7589,39.5034,46.150375,98.3046,64.3287,88.810875,94,9,172
"ZNF304",0.111138807327186,0.0385788709375694,0.495684510417017,223.903089361702,157.848366666667,194.235911627907,10.2401829813008,20.7465271676839,7.04384827730932,151.392475,135.4051,141.888175,280.8056,169.4807,240.768875,94,9,172
"ZNF132",0.396627634675893,0.739881135394303,0.54694390095992,125.543556382979,100.908833333333,120.386753488372,6.14691349093335,16.5321811150589,3.92349572250089,80.95655,55.6232,82.21695,161.694125,150.5746,147.51345,94,9,172
"ZNF20",0.0321089816956511,0.939505370735894,0.0390396371954832,120.940091489362,90.7060222222222,119.461089534884,3.85381575819644,8.08774901010744,2.50677547239377,96.764825,85.3775,98.735375,139.8042,100.0439,136.710425,94,9,172
