"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","count-DiseaseFree","count-Recurred/Progressed"
"ZNF195",0.0706591931780991,319.172521395349,360.553996296296,9.46169555312042,25.5744869805748,230.12005,253.298325,379.84075,403.4171,215,54
"ZNF263",0.274376322282392,725.56608744186,755.92622037037,11.8537769050239,28.8919920578527,586.52815,614.35935,833.2361,841.807875,215,54
"ZNF200",0.168112074726761,172.21885255814,182.789057407407,3.24244216210824,8.15549175771161,140.75015,141.987325,197.66875,214.288875,215,54
"ZNF582",0.239378214860133,29.4671479069767,26.4444240740741,1.1619158741282,2.18052684492352,19.16995,15.968875,35.78085,35.504475,215,54
"ZNF285",0.494955562082127,52.369616744186,48.6604759259259,2.25639727234798,6.06341207395827,30.78895,16.363525,69.02235,69.46555,215,54
"ZNF275",0.835168925973109,419.836499534884,428.081844444444,18.7632439270508,25.503563846422,267.56535,320.162025,481.7529,486.388675,215,54
"ZNF37A",0.230711242084044,314.536969767442,341.795864814815,10.1656880539946,20.2964465206562,217.6004,250.92075,400.58365,409.012375,215,54
"ZNF510",0.331760948806465,189.458020465116,177.220625925926,5.7415398981544,10.3832470930427,134.34325,122.788825,225.53745,217.98155,215,54
"ZNF506",0.212390390308807,347.278035348837,321.70255,8.83559717684758,20.7490208280466,260.07535,247.693075,409.62065,373.3207,215,54
"ZNF324",0.00728780642757287,151.886732093023,134.259716666667,2.96548336002729,5.45084121862123,123.031,104.930575,177.3434,155.8916,215,54
"ZNF671",0.17701372581524,141.944688372093,120.668309259259,6.91285586633926,15.0526685087637,61.91065,27.76455,201.68155,177.56625,215,54
"ZNF416",0.410368201805774,80.3777869767442,76.3838648148148,2.19530388357943,4.12233684733564,59.89675,55.49465,96.92355,92.822225,215,54
"ZNF586",0.810126339041904,122.921471162791,121.167018518519,3.04846496039704,8.0545932930403,97.06315,92.001225,147.3551,141.5085,215,54
"ZNF446",0.542805661435879,321.349625581395,308.349005555556,9.80589156254388,16.939500500508,231.3927,222.763925,374.53745,350.120425,215,54
"ZNF8",0.394489743957086,79.9389144186047,84.332637037037,2.23947947887432,5.12175926002454,56.45485,57.8014,98.413,107.1065,215,54
