"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","mean-N0","mean-N1","mean-N2","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-NX","count-N0","count-N1","count-N2","count-NX"
"ZNF549",0.883576346811455,0.444533498186524,0.691741197084861,0.0530182048875328,0.0351652544752424,0.093064585931837,112.771634,99.7931791666667,57.5824,141.481985308057,9.78761235917788,14.4686509543459,18.430635968906,4.96602428906109,61.076125,36.99545,38.91735,90.5663,147.469825,142.52845,75.9627,180.2288,50,24,4,211
"ZNF211",0.221490099736033,0.342323437020614,0.88827494498271,0.999947665814048,0.111770309041705,0.307917196833356,211.836476,141.306120833333,83.657725,213.059496208531,27.9103399269686,14.8404539243465,3.93646137145512,9.73507083026069,118.350025,79.958775,79.46595,131.55445,243.473875,188.445,88.877825,257.41435,50,24,4,211
"ZNF205",0.953841541877791,0.996355563213392,0.999989796117908,0.992289830313707,0.978835192636274,0.999088045355399,515.31905,481.304120833333,485.62815,503.736047867299,31.6988350778762,48.255290673904,57.1541584429704,18.9228235335074,369.951575,340.8281,425.42765,318.92415,614.00085,545.0654,547.16355,578.15565,50,24,4,211
"ZNF45",0.79409514636295,0.845022625594666,0.619738501424674,0.996725680274329,0.618481830051658,0.864059114827241,174.139058,189.311479166667,145.849825,171.947121800948,7.94416360231739,14.2108521902634,20.2667928462783,4.71604667428205,128.6247,137.507225,132.508125,122.1519,197.612,245.819875,157.55285,208.45255,50,24,4,211
"ZNF133",0.81351878814517,0.879393756685926,0.989737786949597,0.983605843081983,0.875240929618674,0.9146962056061,372.30716,320.0602375,280.29495,358.707166824645,47.0661309581622,28.7915657745715,30.7761220104564,15.2255936515234,194.340475,239.57615,263.7573,219.18085,393.5073,381.296125,320.12745,431.969,50,24,4,211
"ZNF436",0.992435634036608,0.949841229224196,0.917179945935672,0.999015964995371,0.996292684428991,0.932944361080535,357.008488,342.698845833333,414.757875,352.449426540284,24.4320570254513,21.534277059778,34.519394995166,15.36251260228,248.234725,263.8904,378.995525,245.18185,376.1427,422.30855,434.15205,383.2413,50,24,4,211
"ZNF484",0.470999297617727,0.830528351741466,0.449090648749328,0.999853356169247,0.37224779391667,0.805909560442873,53.712814,61.5504375,44.083625,53.96723507109,2.57552796024428,5.13317998579352,7.10515875583544,1.53306774396903,41.616625,45.28925,32.757025,39.3679,64.8973,69.469225,53.49715,66.957,50,24,4,211
"ZNF780B",0.999991471070671,0.297059701588068,0.338282249723614,0.459423182006032,0.687637188435613,0.108916322910144,269.847806,268.643370833333,115.786175,308.789740758294,21.9876720063513,26.9675153378046,25.2592468051925,12.1435413317051,147.355175,190.670625,85.672575,183.51565,350.7619,302.014175,149.5844,391.6148,50,24,4,211
"ZNF557",0.994322010800252,0.138186083843162,0.206396679761003,0.929392536687562,0.882710571190239,0.0775758452666491,145.772812,142.733308333333,91.522,150.405603791469,6.64671887254778,9.43665380891109,11.127275643286,3.39036049159231,110.845025,110.114575,80.908425,114.44285,167.61465,160.832,106.575775,177.60165,50,24,4,211
"ZNF337",0.849731301908399,0.92866165481918,0.996480707272948,0.994983308556472,0.873738023809111,0.945659780978906,840.750454,694.346695833333,609.8116,812.998613744076,120.823160259205,101.703778875473,56.1069486937818,49.7072178562217,297.757975,321.518175,558.14335,388.86225,957.4021,858.770325,689.48805,975.0138,50,24,4,211
"ZNF317",0.0623675874097817,0.949663763246579,0.343530678443965,0.999996172806577,0.0232007478859443,0.94353323652704,623.970946,706.251991666667,586.88465,624.429683412322,16.7960645603095,37.133492641742,57.2168249163143,8.91681110895199,552.54095,597.24175,547.49645,542.45535,696.235775,814.73815,643.95915,692.9749,50,24,4,211
"ZNF426",0.672600387211739,0.606300250312411,0.322908677467262,0.526351468009695,0.989835709788868,0.329270055045842,60.42983,74.7909416666667,27.576275,71.3875720379147,5.93581459751666,12.5568789330196,9.20431757948183,3.60192721282715,27.281525,20.150325,17.930925,30.8073,83.75145,122.046125,30.30805,96.0481,50,24,4,211
"ZNF331",0.973402361092673,0.997547694232681,0.999998962930078,0.133260488496012,0.161587644518358,0.818702071665092,288.798044,260.568933333333,262.603225,379.290567772512,19.8252173092097,34.9886589286441,123.251555999552,20.2420206544159,190.340075,127.34245,90.266925,214.23375,356.09575,370.5317,346.1913,433.44785,50,24,4,211
"ZNF227",0.349253022275236,0.999722235191457,0.830576985185157,0.995448247961395,0.162165963323393,0.999996461948735,185.666554,211.351979166667,182.68645,183.361790521327,8.98648601493862,16.5077864352781,19.7340778371873,4.13954280671911,146.7081,162.2646,152.38905,147.06115,211.856775,245.14245,212.52985,211.29045,50,24,4,211
"ZNF141",0.966026546661049,0.807844939557904,0.70474671276015,0.998849549672786,0.973020780032122,0.768503179480342,79.241432,86.3261083333333,50.907425,80.6578644549763,8.55609699120419,19.1722959645929,5.88381994886188,3.90882543106874,37.926375,37.248375,44.16235,48.21095,94.207075,93.6098,58.319425,92.4005,50,24,4,211
"ZNF304",0.999997180890988,0.835963247923604,0.855382373285069,0.753807949964703,0.877648438553931,0.644539721136766,193.838812,193.372425,152.619325,208.604367298578,10.4263056590066,21.8784226716978,33.8371078874307,6.72721818643311,147.043075,135.382825,125.67795,147.93375,250.979125,276.5107,184.547025,253.0523,50,24,4,211
"ZNF132",0.753478638233059,0.18467896721933,0.449420207509983,0.115501558016323,0.0295084278507577,0.030060046689955,110.420924,97.2767916666667,54.604325,129.184528436019,6.7411320581457,12.4881149972233,8.49732929193785,3.71431018576867,77.398425,49.344675,48.21305,90.0354,145.727825,129.3316,63.924675,157.8356,50,24,4,211
"ZNF20",0.607752214457895,0.0336609921452594,0.16807941947404,0.914452919296583,0.23220366649654,0.0147529144043577,118.434598,107.699104166667,68.57885,122.041826066351,5.0473599654307,8.08200805300401,12.1950392585469,2.38159538592159,92.43555,84.41075,60.694825,99.52385,141.197875,124.004825,77.518175,138.8626,50,24,4,211
"ZNF670",0.00245756141337128,0.629108814595124,0.0287833769873348,0.107700585500024,0.0712071433540677,0.213832188405505,34.504448,49.1667583333333,24.181075,40.4278052132701,1.67331895525822,4.47887408195698,4.02128876571823,1.16711462782093,26.18725,32.704725,20.24745,29.4781,41.71865,65.431975,26.315225,48.54135,50,24,4,211
"ZFP37",0.732364939664113,0.94212071231051,0.739204074787019,0.251850568476745,0.99840437529101,0.65298256463156,45.357186,52.5166916666667,37.12235,53.5110853080569,2.96830989737273,6.52579435404898,12.9166740368474,1.9956925619912,28.883275,32.177275,21.109925,30.45755,60.36955,71.11385,52.682625,71.48445,50,24,4,211
"ZNF189",0.997072960641724,0.572543865423196,0.662287027977287,0.401510865376614,0.800468833405198,0.836813661328098,572.83197,560.284145833333,405.749275,511.366195734597,40.1920289383095,69.0919795760928,65.5202776347696,15.878223804646,396.706625,361.700825,344.379,359.90365,649.4464,618.8122,425.365325,574.7562,50,24,4,211
"ZNF434",0.251470495367499,0.509313817694348,0.129944395359834,0.999416413583673,0.120143356459468,0.506651676993011,308.45383,347.108691666667,247.924725,306.89808957346,11.2040039886623,23.2870196308573,20.2097763180503,5.62524496217648,247.614825,298.78785,243.145425,252.86865,365.623775,373.469425,269.36615,351.34255,50,24,4,211
"ZNF287",0.941519365248646,0.186829447336494,0.340249405022731,0.084443502748092,0.0816587576028175,0.0271360825262541,159.232318,149.150266666667,84.587025,185.925680094787,9.23994821877075,11.5398901180463,23.6088719375215,5.1319784938929,123.109725,103.402125,68.948475,135.14035,194.38095,180.78935,108.93745,234.87935,50,24,4,211
"ZIM3",0.319148984795692,0.997183461136897,0.933413758842588,0.956728998150914,0.0902339674808562,0.983446475282527,0.088638,0.293166666666667,0.1385,0.0500729857819905,0.0376207645540684,0.265719053965079,0.1385,0.0229150832194269,0,0,0,0,0,0,0.1385,0,50,24,4,211
"ZFP14",0.655653850473545,0.517448096598803,0.251365613088185,0.710503140259954,0.945632132138194,0.302135547926556,151.970748,170.302291666667,106.3814,162.686418483412,7.6776745316759,15.277358692927,18.8410731187212,4.47298160482104,112.8458,117.560025,88.10795,122.30995,194.926925,215.1683,127.1924,194.98335,50,24,4,211
"ZNF473",0.000116141324054131,0.818238131392002,0.0250612388160373,0.995268998823313,2.54866360704931e-06,0.842166152948177,171.405676,229.634945833333,146.864225,169.3861492891,6.47381098758246,14.5436660237294,20.367812045659,3.7028674325262,135.6203,185.4743,126.2689,135.3555,209.4118,263.75575,155.303525,188.5146,50,24,4,211
"ZNF614",0.165510995489732,0.793231862163383,0.257410843462635,0.998833002813937,0.105663122409345,0.75226168507452,139.843142,189.956516666667,93.147375,142.11867014218,12.9518319271491,24.7300059183374,13.6506462429058,6.64758662801635,94.6795,122.277425,78.542725,84.0493,175.870925,209.358225,110.02055,175.8521,50,24,4,211
"POGK",1.32196336766199e-07,0.603076432443817,0.465650116920938,0.764417132197516,5.3644072406378e-08,0.765931971787061,1277.118018,2012.46829583333,1608.0411,1355.9082971564,58.2745232520806,179.705372348421,175.593200837751,33.2138481992406,1010.020725,1252.5489,1371.27225,1044.51285,1306.066525,2738.57725,1822.52935,1517.1962,50,24,4,211
"ZNF514",0.966092050910379,0.853696401929485,0.757484052636852,0.63268819288545,0.987466596261291,0.629585470000936,238.198394,257.5804625,168.678325,269.484274881517,18.9967676941557,46.084936016797,74.5517031895804,11.4594612937934,153.755825,121.261625,71.563975,147.73195,306.79305,316.3112,232.1063,333.99315,50,24,4,211
"ZNF300",0.978785242365482,0.728660587365313,0.847861877252269,0.86176630626006,0.732110124960609,0.557002395142035,211.81711,191.904170833333,103.086575,236.727316113744,31.0474314675767,37.4255864005837,40.446571308649,13.8345115463941,81.548525,105.5994,51.256125,111.8542,261.8176,237.4064,166.5611,301.8054,50,24,4,211
"RBAK",0.920937621500259,0.984637623326858,0.921278905019647,0.0683610457376732,0.710548667261685,0.669784942460168,428.555872,459.253495833333,392.599125,504.014817535545,23.7507994608685,26.006378824104,40.1553110007335,14.2952326839897,312.557225,353.328275,352.0806,366.8876,518.8608,564.2599,393.661275,653.1752,50,24,4,211
"ZNF92",0.443899105269346,0.642352088914937,0.267159111925855,0.155153058791522,0.997741471707575,0.245190890407363,151.957944,182.691083333333,101.246325,179.380628436019,8.8831087814227,14.2512486502539,24.8057532376522,6.1007610683563,110.489875,129.752625,76.4468,114.07415,192.957775,224.926475,107.591125,227.52615,50,24,4,211
"ZNF157",0.997551269221639,0.590044133307326,0.564625672629026,0.129393208684157,0.514690370140549,0.199020114085075,2.517678,2.6541125,0.629675,3.51056492890995,0.33084219721104,0.582315983663649,0.407003127291425,0.20803873665825,0.68465,0.38445,0,1.18525,3.704775,3.068375,1.035225,5.13515,50,24,4,211
"ZNF182",0.505468502884756,0.999098973203173,0.867528704684083,0.999998724640704,0.384026879800944,0.998914372148858,201.222174,232.553366666667,194.812825,201.43950521327,12.617531098206,26.1904879453204,26.1960087105324,5.94279030016591,140.1754,164.99345,156.23935,141.72355,250.693675,254.19395,238.270775,241.312,50,24,4,211
"ZNF673",0.988292912051837,0.920652291576073,0.872464485798315,0.786194633171499,0.989681384882107,0.780546173558267,196.42313,191.562516666667,216.394525,187.524141706161,9.14213010854881,13.8705186671445,45.4467757265642,3.9983354391671,151.911125,148.718375,167.65435,152.325,225.992325,236.140175,279.857925,208.234,50,24,4,211
"ZNF41",0.894399264067433,0.702700979993503,0.523657195445976,0.750516069481067,0.999773395973787,0.486733751977855,184.322546,198.950716666667,137.59175,197.410542654028,10.0349760204845,14.634170381162,20.214921759701,6.02863516814396,135.081125,141.044575,123.50535,145.37235,225.936925,235.37455,152.17435,238.2235,50,24,4,211
"ZNF7",0.143329331243853,0.630830964242148,0.998378665916553,0.854310457700895,0.0132876169312171,0.4514844693584,330.168382,388.216116666667,397.9951,316.415333649289,18.1817983866839,26.7043282182061,68.9226469090651,6.95421631916246,239.391725,290.662925,318.9202,249.2162,364.69605,445.7485,502.34775,365.55355,50,24,4,211
"ZNF214",0.899640917812803,0.57403195435598,0.406822012284528,0.747442713688441,0.999894971268981,0.360959902234258,75.022162,81.9933458333333,48.008625,81.4144947867299,4.82382239644285,8.73682300604865,10.2238297624859,2.8779068738216,54.3093,55.74925,38.095775,52.3501,89.050875,109.000825,61.80765,105.49425,50,24,4,211
"ZNF215",0.698438818631459,0.20418905581492,0.506462089141058,0.370709566302886,0.999870138696962,0.428009250896955,49.024388,41.4796541666667,20.472225,41.908928436019,4.90952305279979,5.84817704085907,6.62955339576443,1.80671475488484,25.66375,21.32045,13.5888,24.4909,62.620375,60.07675,27.662675,51.1806,50,24,4,211
"ZNF547",0.300909963039974,0.638037646628046,0.987074248388701,0.984809405873674,0.296493826934532,0.685024371003312,45.736414,32.6457541666667,27.19715,44.0590710900474,5.49017472384021,4.64058435523402,7.1448966116266,1.97508469870972,22.5719,17.14785,20.50645,25.8455,53.724925,46.030375,32.53635,57.0774,50,24,4,211
"ZNF773",0.902095227116922,0.694078885918852,0.520842323623361,0.52155464134364,0.996905066118867,0.408453621792277,75.608176,82.5760708333333,52.402875,84.3885616113744,5.42629603086376,11.7249200014923,10.9977789381444,2.7135413533033,50.64135,25.93925,43.229725,61.42855,101.762675,104.106075,64.77845,101.2408,50,24,4,211
"ZNF776",0.892696562921659,0.737605690554534,0.558104965804905,0.697604057051692,0.999993867705017,0.507014171961989,286.206644,309.1291125,217.365375,308.409514691943,12.3184629502148,29.2488860318536,21.8527988190443,9.4465991506366,216.675775,203.33765,194.928475,220.42085,331.381175,375.095525,234.35655,370.82925,50,24,4,211
"ZNF256",0.988113399750251,0.299999252548632,0.418470765094105,0.785477415167393,0.71521547749375,0.157788253167114,73.392824,70.504175,40.856475,78.6613791469194,5.27851922601874,8.60851004153181,6.92455402154476,2.39990074405955,50.60475,46.6184,30.918575,58.19955,89.863475,87.135275,47.64885,92.66425,50,24,4,211
"ZNF599",0.344485251641168,0.265442892440268,0.757013479735943,0.993128888114469,0.150573822664064,0.206121873217367,116.97566,94.2117,64.8573,119.311652606635,11.1176552356783,5.86735412240932,24.2499459465721,3.47650172971982,71.82355,70.932175,37.065725,83.52715,142.8473,113.8103,70.466775,152.34685,50,24,4,211
"ZNF18",0.905549585926649,0.290249911384129,0.506073839862387,0.852885194087494,0.520796635436792,0.164815004090013,243.124598,224.317433333333,140.354125,257.245924170616,13.6262910762727,18.0501335089292,30.9813047648464,8.11016560083484,190.032,146.4007,98.9095,184.0521,282.5625,290.3431,190.191825,294.7113,50,24,4,211
"ZKSCAN2",0.678618755150558,0.988709597704913,0.844292168944305,0.164676208235854,0.996020957307267,0.764001304341206,242.53154,266.325695833333,228.310275,270.463259241706,11.6435690948125,16.5936571512329,27.7719705073411,6.00775170235038,187.628075,206.376025,186.587025,212.3954,287.691775,317.47715,274.112,314.45485,50,24,4,211
"ZNF689",0.498798280641359,0.998954169956607,0.862356033926341,0.999461798082501,0.41903855162133,0.997822514758112,136.781838,161.999095833333,131.400275,138.086044075829,11.0413344264962,14.5020448379446,43.3132379017157,4.88368099753889,74.269575,105.275875,87.79825,87.5026,182.93315,186.6475,189.848225,178.9567,50,24,4,211
"ZNF19",0.440124894848279,0.387272279098732,0.835899169895675,0.813702299622706,0.0849905381025223,0.226230650121739,146.08824,121.619245833333,91.817425,155.22451042654,9.34029787342907,11.5543317927595,23.0564411060617,4.60476033087041,85.6731,92.106275,69.712,105.65895,198.2241,144.071725,121.809625,192.20565,50,24,4,211
"ZNF230",0.866599299551545,0.898548413534396,0.734852602325973,0.999958431904771,0.790584838001629,0.896465704321286,82.639316,88.0246291666667,72.492875,82.4244066350711,4.35367795436471,5.68047387353519,8.26038898643954,1.89567442731052,60.83145,70.0824,67.873625,62.95635,104.047475,106.78585,78.3486,97.27565,50,24,4,211
"ZNF222",0.89492455019198,0.849353381510784,0.968468979773025,0.999134515013088,0.79893682963259,0.817016051158019,43.369922,39.7834541666667,34.74375,43.8022928909953,3.55876848602674,4.33813435466975,3.89418027028796,1.32581119571726,30.18785,28.193025,32.657875,31.429,53.131775,48.10475,38.979525,54.4657,50,24,4,211
"ZNF221",0.632031779826773,0.998874630084185,0.901090247099169,0.367813518271133,0.997547283169584,0.913230158780954,10.276612,13.2000125,9.524675,12.7950834123223,0.875567274491416,3.15862430523251,3.99701426304164,0.675081408749342,5.51505,2.8853,5.11125,5.4278,15.125225,24.996425,12.410575,16.576,50,24,4,211
"ZNF233",0.894435024371905,0.767570285582941,0.929875989984659,0.967158689609704,0.964120683304954,0.828992533133714,17.698484,13.6963125,6.222075,16.0398957345972,2.79927138356753,4.14160140121343,1.03063676706442,1.6428308939474,4.722725,4.969625,5.79725,5.5674,19.338075,12.306125,7.262475,16.6612,50,24,4,211
"ZNF235",0.998673647799241,0.338367577564335,0.414284343825129,0.712344383245901,0.775214639338733,0.17006669922419,56.55011,55.5260583333333,33.367425,61.0010644549763,3.38025813316597,5.73687263374026,5.22311643551609,1.87334568773889,38.9809,37.0247,27.4414,40.55345,72.7548,71.294775,37.097225,76.12705,50,24,4,211
"ZNF208",0.390868333230677,0.666201758532259,0.982952931678516,0.320807369810568,0.93946568173772,0.91923410227707,158.718066,66.1720916666667,19.342875,95.36766492891,51.1974691977629,28.4150288932507,14.638098339002,14.2182288838769,3.071275,2.2239,4.441275,3.75955,146.8368,61.863625,20.781,98.87195,50,24,4,211
