"gene","p-adj-mRNA.Cluster 2-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 2","mean-mRNA.Cluster 1","mean-mRNA.Cluster 2","mean-mRNA.Cluster 3","SEM-mRNA.Cluster 1","SEM-mRNA.Cluster 2","SEM-mRNA.Cluster 3","Q1-mRNA.Cluster 1","Q1-mRNA.Cluster 2","Q1-mRNA.Cluster 3","Q3-mRNA.Cluster 1","Q3-mRNA.Cluster 2","Q3-mRNA.Cluster 3","count-mRNA.Cluster 1","count-mRNA.Cluster 2","count-mRNA.Cluster 3"
"ZNF430",0.547749038905698,0.396899036789687,0.116184339151141,56.6573987012987,62.5928786885246,46.4456608695652,3.71228855720565,4.52339219385483,5.78526581451316,37.7929,33.709,25.08125,76.041,81.9936,63.55825,77,61,23
"ZFP30",0.0960941759319706,0.00100070897452553,0.0946895657774406,164.89304025974,142.55112295082,110.555243478261,7.22155298815584,8.63061075913718,8.81972828939352,116.6232,92.2064,85.69925,198.4343,177.0784,136.4752,77,61,23
"ZNF549",0.000223693091478072,0.0785294568219144,0.744050125329762,149.423251948052,104.975755737705,116.428413043478,7.17600281385574,8.73987386547749,11.1248517688616,105.0484,55.2248,72.46515,182.2141,150.8772,159.30045,77,61,23
"ZNF211",0.00499372668687648,0.0316744457048405,0.967884390766815,207.273216883117,150.597129508197,144.408165217391,13.2945784021225,12.7108598716129,12.6548098966699,151.3767,80.7666,100.1965,227.8481,219.8208,171.40865,77,61,23
"ZNF205",0.923329072755116,0.96435239338088,0.863759736607132,481.201283116883,499.145095081967,464.42462173913,30.4973424517401,37.9838959950052,49.3889787992736,306.4099,310.9766,311.294,524.8729,583.1946,599.7892,77,61,23
"ZNF45",0.609326650605931,0.529886510953698,0.204109353022601,168.367527272727,178.736498360656,152.080417391304,6.32295613155299,9.77228966756962,10.5900286847963,123.1136,121.919,105.51235,197.0428,226.3965,186.9018,77,61,23
"ZNF133",0.00158805411809448,0.00138497056253317,0.582500784034534,376.551677922078,263.635578688525,218.26352173913,27.4578666666992,15.7445863013477,19.5099434243116,220.662,168.7006,158.86885,464.4256,318.9291,278.94155,77,61,23
"ZNF436",0.982823540159937,0.331813293699284,0.291044451756004,346.135887012987,350.390604918033,298.810347826087,14.3954895505785,21.5970285944095,18.7268571951744,276.2284,245.2376,243.0414,400.7269,399.4215,326.81915,77,61,23
"ZNF484",0.580949454234902,0.251099058449192,0.0668174242885844,55.5755792207792,59.3089196721311,47.2848739130435,2.31688010887132,3.09252932560393,4.27682849502507,40.3129,40.5842,30.06455,69.1682,74.1244,59.06295,77,61,23
"ZNF780B",0.00018449772739948,0.000362177996487967,0.614714623403888,336.367644155844,223.275318032787,186.307517391304,22.2634720377842,15.4377411544504,24.0712743862917,215.3023,143.0967,121.9736,382.6318,306.8603,202.673,77,61,23
"ZNF557",0.037797617277975,0.00275507162122923,0.27882488676823,159.931492207792,139.527493442623,121.516965217391,6.06326163170819,5.70064780139753,7.79120034325644,117.7745,105.9865,96.2081,192.5859,170.9486,142.0322,77,61,23
"ZNF337",0.0038456681536122,0.00347129695274651,0.632560460861583,850.033587012987,522.8982,392.148017391304,85.9296950036828,50.2523575861515,56.3192712349764,364.1267,277.9256,213.8847,931.3846,591.2906,491.7572,77,61,23
"ZNF317",0.527701520272118,0.447561541596036,0.132489225550185,621.859268831169,647.453040983607,582.035534782609,14.7727091412821,19.6666872552292,25.3780843177463,543.5438,549.6235,507.25795,690.3255,731.1475,650.9445,77,61,23
"ZNF426",0.856216613271293,0.937798185042947,0.761741301660592,74.0489753246753,79.0020393442623,69.6344869565217,6.11564890058413,7.59040639678622,8.67632207477281,28.7092,29.164,33.36505,104.1319,121.2121,101.53325,77,61,23
"ZNF331",0.572464605857912,0.53278698308978,0.190850205127492,362.075507792208,319.48343442623,424.83087826087,22.585756621378,36.3842644383354,58.9352944114025,217.9065,164.0238,200.40245,432.1755,384.2179,545.0404,77,61,23
"ZNF227",0.0616362906863412,0.247556232997207,0.00546060002779347,174.124924675325,195.886278688525,152.916547826087,5.23779988055149,8.90262096682189,8.82947164447274,146.7778,158.8775,131.744,203.9931,231.1839,170.80125,77,61,23
