"gene","p-adj-mRNA.Cluster 2-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 1","p-adj-mRNA.Cluster 3-mRNA.Cluster 2","mean-mRNA.Cluster 1","mean-mRNA.Cluster 2","mean-mRNA.Cluster 3","SEM-mRNA.Cluster 1","SEM-mRNA.Cluster 2","SEM-mRNA.Cluster 3","Q1-mRNA.Cluster 1","Q1-mRNA.Cluster 2","Q1-mRNA.Cluster 3","Q3-mRNA.Cluster 1","Q3-mRNA.Cluster 2","Q3-mRNA.Cluster 3","count-mRNA.Cluster 1","count-mRNA.Cluster 2","count-mRNA.Cluster 3"
"ZNF141",0.2826915415705,0.00970948754298939,0.168589094311178,86.9939064935065,72.5556704918033,48.0262652173913,5.62351153702061,8.82561008901443,5.04186712478782,52.6752,36.9272,30.644,106.5797,84.3558,66.03285,77,61,23
"ZNF304",0.348433639238316,0.329822439833555,0.911025658626087,215.578684415584,195.465324590164,186.970717391304,8.50319537880516,12.8278929223025,14.0712087345435,159.9276,140.4791,126.42295,263.773,260.9383,229.90295,77,61,23
"ZNF132",1.25952032137278e-08,0.000521091346674885,0.803239102299293,142.967593506494,91.4054475409836,98.8703869565217,5.54182390244172,6.62872199222197,7.52736787790397,109.2199,51.3347,74.3391,169.6994,129.776,114.6671,77,61,23
"ZNF20",0.00192985471228535,0.00138978243434862,0.558063502431362,128.139563636364,107.255593442623,98.3929043478261,4.29057010464068,4.46019741212972,5.30342402857035,102.0799,82.8816,82.0199,139.6059,129.8527,115.10445,77,61,23
"ZNF670",0.652906591546074,0.695088626308106,0.339438867755658,38.8354,41.228006557377,35.7726782608696,1.53770551164833,2.42559822340874,2.9045379154235,28.6732,28.0702,26.554,48.4157,52.4371,41.65035,77,61,23
"ZFP37",0.00479160546980928,0.000865068773714839,0.367103107469608,61.5908909090909,47.0902016393443,38.3094086956522,2.99461480013311,3.68397617803442,4.13736839127662,46.478,24.6028,19.2434,73.7327,67.1637,52.44495,77,61,23
"ZNF189",0.453836394751926,0.538092088913308,0.149395543924652,505.007576623377,555.763045901639,442.741386956522,20.413443230951,42.0885407499695,36.3555657823763,389.5372,359.7283,354.6712,595.186,601.7032,475.4017,77,61,23
"ZNF434",0.50588737109241,0.0605244219664038,0.323108398989579,322.685680519481,305.557918032787,274.004873913043,9.4873753104284,12.6547571834336,17.4864908863112,264.5089,243.3038,228.62,371.8193,341.133,286.5159,77,61,23
"ZNF287",7.07212066686225e-14,1.71809528559663e-06,0.616840646444778,224.956138961039,133.037431147541,147.412834782609,7.78630587124109,7.89530362771271,8.47311830528525,193.3508,94.6411,123.2426,261.7986,173.6963,173.99045,77,61,23
"ZIM3",0.746174507981625,0.810538769516908,0.508508934221819,0.092587012987013,0.171470491803279,0,0.0590637365671606,0.107643084426414,0,0,0,0,0,0,0,77,61,23
"ZFP14",0.877322742164022,0.159866803824259,0.320056125432664,162.507607792208,157.263116393443,135.062208695652,6.73414119816863,9.03322229745458,10.7258864786848,125.5663,113.189,97.3607,202.6956,196.8665,152.5681,77,61,23
"ZNF473",0.0288634047603321,0.754599642292489,0.0354007328297435,168.826150649351,195.048442622951,158.745039130435,5.50500456719006,8.55917676579583,14.7278822972017,134.3664,148.4677,113.7271,198.815,241.2803,179.55905,77,61,23
"ZNF614",0.24655680156547,0.055558656203785,0.00261532757606897,143.774733766234,165.644580327869,99.8942260869565,7.63309149268181,13.0216860036595,8.55379483178995,93.4073,102.8394,62.6816,183.3601,207.08,127.5994,77,61,23
"POGK",0.161378260458694,0.0800033572851748,0.00252254808000218,1422.39298571429,1571.98462131148,1177.5189826087,44.1452109561156,78.3959604392338,59.8959235619926,1200.5513,1153.6415,962.52735,1627.6347,1755.2469,1281.3108,77,61,23
"ZNF514",0.0119324938701953,0.0193387753752134,0.809388461033379,281.102932467532,200.499221311475,175.869073913043,20.8832204938319,19.2080946640747,22.764376854867,169.1892,108.6957,105.42055,335.9375,250.8772,188.03045,77,61,23
"ZNF300",0.000221855303132124,0.00935196653148695,0.998898093251108,259.990057142857,149.656127868852,147.923547826087,19.9991906175167,19.2992748618646,22.5601143860183,150.6082,67.1388,79.13725,322.2179,171.9298,172.6399,77,61,23
"RBAK",2.39452013772734e-10,1.91763192991523e-07,0.804911624197886,595.131444155844,387.831081967213,361.1759,21.7503998337828,18.611496860854,37.6296537363,468.3861,301.2394,257.65025,713.4448,507.4091,448.18475,77,61,23
"ZNF92",6.1670738626951e-07,1.5566274548795e-05,0.718898340427751,212.741233766234,145.096250819672,131.320404347826,8.8209768365603,8.55644615922518,14.7777465693643,158.3899,92.2604,81.24425,260.1175,186.705,185.124,77,61,23
"ZNF157",0.000551103666214359,0.00358114121303033,0.865920731906423,4.61358051948052,2.57869672131148,2.19021304347826,0.380881856573998,0.387290612456704,0.497205187771817,2.1758,0.4697,0.25265,6.6778,3.4797,2.91245,77,61,23
"ZNF182",0.180486951592499,0.0076130664322358,0.203434075414406,210.742185714286,183.216518032787,145.3439,10.2526021537186,12.6324404427632,13.3710024372637,147.5177,123.5322,101.36295,236.0936,193.7784,174.0536,77,61,23
"ZNF673",0.856248464332966,0.0206193104790223,0.0653883147340858,186.842774025974,181.479893442623,148.9728,6.7782771681539,8.26315774291026,7.67515557012704,150.7307,134.4965,124.33625,203.8123,224.8866,162.69835,77,61,23
"ZNF41",0.167471184392575,0.0191951807855389,0.354316337353042,210.392790909091,186.156554098361,159.891539130435,9.05155299128914,9.97167047820717,15.0008450894349,160.1913,132.2356,101.61085,269.7201,230.8405,205.2765,77,61,23
