"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","NX-N0","NX-N1","NX-N2","NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX"
"ZNF302",0.139107406845948,0.815501546020091,0.999573968753963,0.972987698207401,0.48691690086704,0.740335128823431,0.948272915119741,0.999805777388505,0.999170244365038,0.873201075613295,360.053876388889,458.350574603175,442.326875,300.958842857143,488.3243,23.5607048923563,37.3487405529222,62.8317433443227,62.8209024015773,48.4169,220.49225,297.781,297.1217,219.50365,464.11585,424.16035,527.4724,528.5818,422.8194,512.53275
"ZNF268",0.892350152400828,0.999879735004765,0.996795750655596,0.991630024665315,0.917979057278905,0.989751333389414,0.997992254401217,0.98441831857341,0.996668284143049,0.999997810759914,370.7699125,403.928782539683,380.7512,333.386271428571,323.98115,24.1652774505336,29.2483232002488,43.3591613098348,59.1897815471424,24.46035,238.66795,266.956,311.05115,295.31485,311.750975,471.0855,506.44105,474.2695,422.19515,336.211325
"ZNF184",0.986676825723969,0.999980894624987,0.995894009063491,0.996753670759089,0.999937633038059,0.996604879867757,0.995221004061129,0.986527251050165,0.997597068443672,0.985392796616336,231.520831944444,240.892055555556,228.319816666667,246.394671428571,201.7605,12.4494072110557,13.8515219416885,35.816378626925,26.5051016555099,6.3066,169.5683,184.5392,148.6355,205.9815,198.6072,264.759225,270.1187,249.0908,269.2594,204.9138
"ZNF500",0.998067845363136,0.84359327948547,0.915466802389535,0.999191428572695,0.999965101346469,0.990109014360019,0.957325464093821,0.939612473935963,0.821320025033384,0.946105707388901,249.201981944444,244.990033333333,223.733108333333,241.458557142857,288.90995,9.70393868204573,9.16498697807418,28.9850264815836,27.5126336906975,60.07605,193.05925,191.7721,135.187025,201.4569,258.871925,310.446625,284.3276,274.272425,293.95345,318.947975
"ZNF419",0.919414678223235,0.99989032584694,0.974287951706646,0.999997560834393,0.993538446833574,0.999998608167114,0.993618329891537,0.999515298157602,0.991321178223376,0.994506616951987,77.4541166666667,83.9434174603175,75.3713166666667,76.4351142857143,90.9201,4.68401741811161,6.20157608495028,11.7309240908368,23.6178887793758,36.4761,52.6472,45.05405,50.277475,26.6351,72.68205,97.6396,110.03155,95.771375,106.64905,109.15815
"ZNF175",0.999999805210364,0.90320385987452,0.900366851607381,0.988989053959084,0.990326520463721,0.86453333973939,0.996396821408463,0.996133629220439,0.999999939600439,0.980678226773344,139.420181944444,138.937844444444,164.7476,121.879171428571,163.1542,10.3299979365152,12.0128572635797,23.1270671607803,39.2773941454618,135.1989,83.944375,73.7717,131.63255,31.74525,95.55475,187.561025,172.55185,197.73405,176.14405,230.75365
"ZNF14",0.999774908078279,0.963609179589683,0.942805876909117,0.973368785301989,0.959906479820353,0.999993891457674,0.999995452139963,0.999999924383059,0.997291566176497,0.99634465671229,159.273704166667,155.966561904762,181.639425,185.328214285714,154.1094,14.2187713171233,11.4999480244843,28.5811335138529,48.1512793282273,41.889,88.487875,96.7589,129.002775,111.149,133.1649,184.819875,203.99125,210.304,188.5849,175.0539
"ZNF85",0.999978640038047,0.927169851897971,0.944650738482905,0.791840846875002,0.772419063369651,0.583747500643136,0.891928300478733,0.901470598616484,0.984668195130599,0.646438675166036,54.9667402777778,56.1455619047619,72.5215666666667,23.9495285714286,100.3993,9.72163678766844,7.00344538211102,18.148543626336,7.55975395454093,65.6549,14.7143,13.8609,19.4283,8.1731,67.57185,62.60135,88.60025,105.072125,35.67235,133.22675
"ZKSCAN1",0.985387620595182,0.999552644604653,0.987903959067515,0.967571675982019,0.909479927230128,0.994690284635722,0.920575184687867,0.874996249729471,0.957554328867985,0.9931109180594,2007.42664027778,2159.52005873016,1895.44888333333,1574.13172857143,994.43245,250.539618439282,164.345277598805,238.271996795012,248.745085673741,68.31425,1080.810475,1269.6637,1306.743425,1043.10555,960.275325,2171.42025,2527.28405,2162.173175,2068.69225,1028.589575
"ZNF862",0.996978481714507,0.999536922900921,0.994601721846536,0.997715898836746,0.990199769910312,0.999941772976365,0.999661782763742,0.999961548824407,0.998791799705433,0.997296019697041,389.620469444444,407.151888888889,369.965325,352.175471428571,431.362,35.4570948127052,36.4630663495324,92.8020981179469,85.284194847663,276.4099,173.2913,205.8875,160.21695,193.5754,293.15705,496.58235,500.77905,449.784925,469.5561,569.56695
"ZNF684",0.367860424773333,0.99161629973364,0.981569699159125,0.99999900430449,0.920305759845921,0.997369097398277,0.993179137587765,0.911053049499376,0.97771564643143,0.996502790555267,55.3731722222222,65.2844809523809,59.7877666666667,54.8016285714286,45.7572,3.17760504212053,4.03105428932382,15.9989222510045,7.15488666116729,0.5687,35.20005,42.55505,34.47165,40.21835,45.47285,70.317225,78.6057,61.378825,60.65595,46.04155
"ZNF430",0.332085187402307,0.243423094424014,0.0211721845223912,0.907090207001663,0.999998436174925,0.236315514598098,0.999994121588043,0.9849313795424,0.937772425075062,0.987847208695534,188.921188888889,159.107065079365,247.914416666667,157.236314285714,193.6095,12.2570896975571,9.10465148162236,36.1181717697465,15.9846997937377,5.11109999999999,118.502,104.8396,180.017575,128.52935,191.05395,234.6104,198.09835,307.4745,183.98785,196.16505
"ZFP30",0.86628343730963,0.999798929846606,0.996261742350574,0.988364334352887,0.999996384473693,0.998373527678879,0.985524485978599,0.998599049985766,0.993726567611773,0.999460712912268,131.708405555556,114.705317460317,126.264191666667,112.165828571429,94.2092,12.6172930577822,12.2978243386923,22.6174849287725,38.4263286886039,71.845,54.134725,36.8234,72.02965,21.62375,58.2867,169.5359,149.87945,177.0375,150.79525,130.1317
"ZNF549",0.999283667321752,0.809478301545518,0.74373285274801,0.947526981794457,0.97014828990798,0.672648858324767,0.992051082442523,0.987467734972399,0.999999753125337,0.941928626162728,120.404843055556,116.382819047619,153.822266666667,91.8230714285714,151.4122,10.7745836318767,12.8636475895797,34.6912171483874,34.6784125107888,13.1245,51.274825,40.13275,82.227425,20.36355,144.84995,179.061575,170.1132,177.2304,163.14325,157.97445
"ZNF211",0.853223683746612,0.811449406913464,0.984230165864921,0.99996401956707,0.99761220310587,0.97147462853331,0.994235484850101,0.999835915418635,0.999996160008218,0.998034947500508,190.914018055556,210.456358730159,229.264216666667,195.919914285714,223.7502,12.6728998987968,15.241376139488,24.8928464054186,50.0896577007072,58.8141,101.472425,132.6245,182.042325,95.86815,194.34315,266.7217,245.5944,252.140875,262.4674,253.15725
"ZNF205",0.999483453276283,0.818883983928982,0.878909714711517,0.94920397621773,0.924023390611703,0.683702478247291,0.860555074138721,0.837148376054478,0.650286589537235,0.984962744938904,266.780661111111,263.235792063492,235.325016666667,293.893271428571,333.19325,11.5591633120838,10.624684514751,31.6346673466684,38.582983611362,71.15975,207.1655,195.9845,146.514925,221.146,297.613375,325.995625,300.3545,284.74535,373.0701,368.773125
"ZNF45",0.886992138354339,0.999493948850217,0.998425173427877,0.994735611409043,0.999999999622683,0.999722797293368,0.99992800463217,0.999985661299413,0.999999605740399,0.999992139731587,216.19415,233.77736031746,223.684008333333,233.497728571429,226.73225,9.48049951483726,17.8285940863996,23.655202456217,37.5487335706464,18.26575,162.3848,165.1312,151.73515,143.7307,217.599375,260.4854,259.07585,271.828475,303.76395,235.865125
"ZNF133",0.999978638392767,0.991525909644308,0.995031945644488,0.665583763829448,0.697275099517978,0.923286132714579,0.967335202769407,0.971677589947167,0.993303848130918,0.99998755850552,340.702179166667,338.087992063492,319.12985,258.835757142857,269.4467,20.9216656018879,16.8700287046878,35.8056930808506,39.4983857207262,32.0709,233.890325,221.25505,259.070575,201.9767,253.41125,386.634,436.62355,372.188825,279.52805,285.48215
"ZNF436",0.0200012244074392,0.751780929629413,0.986860678200107,0.748267344729914,0.999914425648622,0.999500840471666,0.990733456244756,0.998583428478552,0.999997365911156,0.999739542480014,844.412043055556,625.263085714286,690.576991666667,648.089571428571,708.87095,57.6993940573584,40.4012627213269,110.884014636936,112.991236380907,8.52525000000003,471.423375,365.05365,414.77865,376.1432,704.608325,1185.98485,772.229,859.084075,872.4284,713.133575
"ZNF484",0.867851600706054,0.999999999991731,0.984212581487513,0.478180432914442,0.749484719638053,0.654990545525714,0.997020256113347,0.999968464377277,0.997700297472387,0.987178747115104,164.091027777778,177.724914285714,164.153241666667,216.746542857143,184.06305,9.1768785870423,10.0260958256522,24.0237988842865,49.0609048793963,0.042349999999999,108.97465,124.4399,105.694275,126.63125,184.041875,188.435925,219.19995,220.1763,291.99785,184.084225
"ZNF780B",0.509505451225755,0.973021105970562,0.998950313208808,0.996775299783713,0.997127505774503,0.999966087429079,0.998722930291923,0.965339550786734,0.986422717801113,0.99349797969036,325.570216666667,379.610146031746,363.286608333333,352.907128571429,286.51845,21.7305478051353,27.5133843144834,43.2520893185616,81.7876411119929,26.53445,192.627725,227.4395,242.42,180.84795,273.251225,403.47655,414.25765,511.11685,529.8586,299.785675
"ZNF557",0.899073521181407,0.972793520305081,0.999955789249641,0.940540662075196,0.995875178659049,0.999333362046033,0.750202656130421,0.861617894350541,0.904657868341812,0.956736387462883,198.311109722222,186.879657142857,184.122191666667,175.877442857143,134.3793,8.88873985815576,9.30635257143964,21.4728477877488,23.7681452345347,46.9192,148.15615,142.3749,141.718775,128.8434,110.9197,225.00625,226.3609,205.7075,197.96435,157.8389
"ZNF337",0.999451723391425,0.987581651426877,0.972787211830245,0.851939180207894,0.80799921309338,0.986014471961909,0.999619469106157,0.999047442044954,0.999999994561113,0.997822076694572,438.691681944444,446.929098412698,405.445808333333,353.108057142857,407.48045,27.9828906564003,26.4485988186437,25.9782837622336,57.1167583277567,12.68015,302.664425,319.7576,345.2907,216.4822,401.140375,521.235975,562.14585,471.0662,464.7574,413.820525
"ZNF317",0.997475331477186,0.785721333220948,0.877702439277033,0.948510270859398,0.976948462395664,0.999921100663847,0.703568530881386,0.751805628400046,0.947481331828558,0.935193268006795,959.165723611111,945.408826984127,872.851325,888.628928571429,736.00685,27.5492309929704,32.5114948381174,52.357429856467,86.23844804917,347.42855,777.566825,789.48885,754.526775,695.30035,562.292575,1079.84805,1076.11175,924.673575,1021.21015,909.721125
"ZNF426",0.478823408894337,0.954854588249157,0.503978398965364,0.760344848917318,0.989927277609742,0.59722241745169,0.971481816166547,0.999395880272587,0.90695314048972,0.999999830849665,240.514998611111,183.808858730159,284.828525,146.1301,150.85915,26.5620549891614,21.1229300841866,73.6493632958902,33.5918916110931,52.21695,132.30995,103.30665,110.01495,89.55315,124.750675,287.283325,207.3953,364.680225,192.6875,176.967625
"ZNF331",0.399485363762723,0.52804035821247,0.97854228646966,0.999686116595029,0.979062679784535,0.911209949044892,0.995652581142406,0.999998908929794,0.998621179497793,0.999234826948149,233.019902777778,314.047023809524,362.311525,253.401142857143,305.10675,25.9909611588051,37.4194375021253,106.990812954681,83.3993085459913,9.57955000000001,70.319375,84.6751,171.41235,70.20895,300.316975,283.5397,417.30715,434.58575,381.5045,309.896525
"ZNF227",0.692374487056984,0.9999958807092,0.966986017434368,0.999999876468028,0.983522436064146,0.999999962212281,0.998797547326778,0.999999346905095,0.999393296318046,0.999381345056802,243.359965277778,267.931015873016,245.586566666667,244.535985714286,264.69555,11.4280449470146,16.2405370489279,22.9258168816569,30.0393667690807,73.40165,173.9243,191.80675,169.597175,173.67545,227.994725,294.730225,300.7006,292.8298,302.6584,301.396375
"ZNF141",0.983642820233515,0.867144573068354,0.962528273044346,0.998892346119904,0.999999737213013,0.993646956229337,0.993263294594888,0.998362904197788,1,0.999173322105623,69.3862583333333,75.0684396825397,88.076,75.8717142857143,88.0652,7.16446891648534,8.25022657508001,13.8591734038353,21.779980629265,3.4007,30.242825,30.37905,50.2694,38.05795,86.36485,93.047825,96.8596,126.196025,106.9044,89.76555
"ZNF304",0.999037559237567,0.999993621887997,0.999542839121649,0.975343503739481,0.988878566875297,0.982442780840004,0.999537733903937,0.999882024663649,0.999378287868434,0.999972870547706,295.914809722222,290.437052380952,298.719258333333,266.648471428571,277.01185,15.0930371669717,14.5935336124587,29.2800439499185,69.8502875109729,5.33635000000001,205.89595,217.2096,253.465725,131.03745,274.343675,356.162725,350.1576,333.411025,381.68995,279.680025
"ZNF132",0.999694816320214,0.19703805858135,0.166376019129483,0.999318686375766,0.999883712226454,0.488352461255951,0.980383206382647,0.973940412296308,0.996415967731509,0.972073823422319,52.1380055555556,50.7537492063492,80.4381166666667,48.2463428571429,68.9684,4.92313506763942,5.04740811877746,16.8039169318871,7.79842245719507,23.0419,29.45185,27.9888,36.759725,31.4557,57.44745,62.03365,65.42575,105.719475,67.514,80.48935
"ZNF20",0.99832352326105,0.997223764140517,0.999806691996588,0.992517852365849,0.998126280198757,0.999909176557268,0.997888556288519,0.995361947115436,0.992728067767528,0.98775629771295,95.5263291666667,97.496653968254,99.5784416666667,102.178071428571,86.8417,4.45057735577922,5.035604033262,9.67071953423148,14.0698711753962,48.8545,69.490475,72.51095,82.74445,84.6925,62.41445,116.124525,115.69755,118.4211,99.1207,111.26895
"ZNF670",0.999999999080775,0.963149476519118,0.963612830093789,0.865782108752104,0.866940656260968,0.995755811954706,0.385750368824016,0.386641509216644,0.626257335055783,0.798588840794094,93.5540069444444,93.6180031746032,83.8562333333333,75.5401142857143,33.86215,6.01894516692992,5.66788715382861,9.94250133167472,10.3819774934494,7.50435,59.84635,57.8536,63.127025,58.72245,30.109975,114.021725,127.72145,91.852875,89.7573,37.614325
"ZFP37",0.984511659752473,0.615131209259379,0.796702515530492,0.999337815325921,0.999999999954883,0.947372566925611,0.766721497735386,0.834276097269228,0.985138004579878,0.883398888314708,66.6366263888889,61.8388476190476,43.2400583333333,61.7600714285714,22.23235,6.60205073318944,6.84930887199153,8.09806665111979,11.8672236859045,14.24515,33.272075,20.3295,15.379025,38.01565,15.109775,90.7712,85.8394,68.39905,90.6474,29.354925
"ZNF189",0.991734750491481,0.940866584131568,0.986213174090584,0.674643075461969,0.792630197207892,0.974116905912348,0.997394409988272,0.992342602525796,0.971422139920189,0.876251886880183,478.108636111111,495.977261904762,533.322358333333,600.1459,423.05855,31.5186591453135,22.9207604551742,60.7001853947464,110.867126981508,71.35035,274.44905,362.17,400.333275,340.89405,387.383375,589.3593,623.20775,644.236825,775.5504,458.733725
"ZNF434",0.912548266789598,0.982697655404031,0.85248630611898,0.999999997282895,0.996375172866236,0.996201521414089,0.999613684494894,0.999999999993732,0.993868320780065,0.999778850931929,355.444109722222,341.372126984127,371.5767,355.050285714286,341.5288,12.0961806274565,10.25418088976,34.8086854933637,34.1685514635373,53.1901,270.385625,286.6311,299.549,281.52295,314.93375,423.966175,403.3543,439.867725,418.9347,368.12385
"ZNF287",0.523096747154026,0.380725485739622,0.888867267194433,0.670053541692503,0.966544021561681,0.999995840306591,0.999806576513299,0.99960339768635,0.978941462094093,0.986652422776396,66.2454041666667,53.702219047619,40.229,41.6727,60.54595,5.91611687446666,5.78866583130893,7.91031430779977,12.7990276787508,28.19775,27.982675,13.0593,16.17125,10.0704,46.447075,91.7307,85.77905,63.78515,73.1731,74.644825
"ZIM3",0.850172194336231,0.951036905489808,0.99984517716297,0.965061824642157,0.999516480643458,0.999993353806276,0.996259330457001,0.99995351485585,0.999998999138339,1,1.02688472222222,0.338749206349206,0.137783333333333,0,0,0.668025677588874,0.134010178459464,0.0832704164002724,0,0,0,0,0,0,0,0,0,0.075275,0,0
"ZFP14",0.837394049417687,0.987527471728023,0.999992248282557,0.98304597967724,0.99998701186616,0.999947431622961,0.968218861465789,0.900899843459334,0.929106827505241,0.918093322515944,139.786679166667,157.978615873016,155.5373,161.492685714286,93.16015,12.7390713153807,12.7096880209481,16.8616814620526,36.8336145021638,44.03875,66.407175,84.60285,109.405475,78.05115,71.140775,180.2491,202.5103,171.716275,228.39745,115.179525
"ZNF473",0.947789964707699,0.996142355101847,0.99999936132234,0.999958041460206,0.999618751291575,0.999905228202843,0.766817736921984,0.662086927747096,0.721887755657486,0.803086689121353,316.795652777778,334.628993650794,332.821366666667,323.273642857143,198.6693,16.4629442450762,18.8730878763521,28.6815659407411,46.9204538141739,36.5287,216.547575,232.3577,251.672375,254.36315,180.40495,396.409,385.82975,376.033725,355.67685,216.93365
"ZNF614",0.999769199939994,0.235171797348875,0.29128381951632,0.735816406713408,0.69380972598021,0.125526815646179,0.997984503645308,0.9966791329674,0.78565290665718,0.997448207312617,242.482891666667,248.769065079365,374.543775,143.476685714286,197.2365,23.4594698482825,25.1040466322611,84.2609084541626,38.1118998411596,28.7061,111.091225,111.2375,207.93665,69.9865,182.88345,311.20305,346.9403,414.461625,200.1226,211.58955
"POGK",0.999931847309368,0.838052440235836,0.807306018667145,0.575920701693705,0.545083952345723,0.981301365016854,0.904657129663296,0.89356308099791,0.994511824158993,0.999998163959418,2037.7078,2053.43761428571,1813.69314166667,1631.06288571429,1601.4965,99.1084968407778,66.3553504669253,176.241743748656,155.651520405996,117.3533,1497.3498,1665.37995,1422.6561,1470.7231,1542.81985,2309.849575,2390.6841,2232.59805,1798.89005,1660.17315
"ZNF514",0.703753058521094,0.999018282202065,0.874041490935262,0.999995140562147,0.971402678375035,0.999963458059884,0.983502709903549,0.916991903739124,0.994683011749871,0.991778513998221,253.561609722222,284.54239047619,242.2876,249.792514285714,199.69905,16.5236889983607,18.7243192011557,30.0430570510892,43.2355681455697,64.67795,162.0021,190.3701,156.8384,151.74165,167.360075,284.9149,356.95925,293.01635,306.8817,232.038025
"ZNF300",0.999989581361344,0.999998845485513,0.99998370241356,0.980868148965525,0.976476394289471,0.992621341461444,0.985659874365704,0.983612249156231,0.990320133057682,0.999729387059621,115.330820833333,117.11953015873,113.466566666667,87.4762571428572,68.64635,18.3430386746448,12.1234368295163,24.2141476411326,28.4037927573385,12.02455,35.51865,52.35025,70.387675,18.6822,62.634075,142.8199,147.88245,153.22565,156.758,74.658625
"RBAK",0.999015875030549,0.999614873081719,0.999997015422556,0.584407865814629,0.6618552783939,0.811878415779661,0.739180663067219,0.703515599754251,0.734449521000979,0.367721381312177,837.003116666667,823.548722222222,817.827366666667,661.189885714286,1101.6695,36.891224393867,35.4840659464805,85.2877674878065,50.9402352785452,656.3177,640.941875,635.8121,672.3231,572.26025,773.51065,996.861225,984.2664,912.1523,753.6116,1429.82835
"ZNF92",0.999990975503158,0.999984233022444,0.999927458404017,0.993930954316756,0.995774536833439,0.994435663100515,0.996438465640205,0.997141560686758,0.995817000832682,0.999956899133843,330.821347222222,327.140541269841,338.471708333333,286.963085714286,261.65125,42.8712300328724,18.4916601200592,30.636362999318,46.0825997442089,35.61295,202.560075,219.14175,253.550375,223.42805,243.844775,384.94295,412.2818,397.7135,279.5682,279.457725
"ZNF157",0.951260247175489,0.951871059238908,0.802701597722991,0.835746442062836,0.662219364960787,0.994788613675758,0.998349008099396,0.990157469011762,0.99999997927159,0.999114687145788,2.06935,2.5300873015873,1.23959166666667,0.543428571428571,1.2886,0.394458756707655,0.567244200790746,0.322702010834635,0.177329085673643,0.8892,0.1839,0.13,0.301775,0.24675,0.844,2.47045,1.7255,2.34275,0.8822,1.7332
"ZNF182",0.296226406986064,0.806584316687388,0.999999956796972,0.991019074608387,0.995010796131275,0.997051874373146,0.996879216638422,0.999948751692873,0.999946562997734,0.999988282336047,167.507502777778,202.830715873016,203.5199,186.466185714286,193.5915,9.59661659692601,14.9164180395649,47.3134278813412,27.1336905409952,3.4957,102.0038,126.19435,118.660275,151.28875,191.84365,211.0959,248.1616,191.246025,220.773,195.33935
"ZNF673",0.927518621627718,0.97069529256054,0.999780169904194,0.995596312160094,0.999999897176609,0.999981176225461,0.83968372222218,0.918767610529285,0.953019865647647,0.947565563282352,167.762934722222,179.329950793651,183.939041666667,180.184214285714,229.13545,9.58076813228222,11.235635836769,18.9988803016024,24.0375111599848,38.03705,113.37795,129.2822,143.6442,136.83845,210.116925,196.052375,206.9508,209.955175,231.3655,248.153975
"ZNF41",0.862884772825367,0.746696225040226,0.964913241046341,0.999679353543065,0.999347565105032,0.969938115198142,0.999669425160239,0.99273064987901,0.961145677573851,0.998806944880498,277.950995833333,304.422026984127,336.790558333333,289.960285714286,256.03835,17.5025087339508,15.037980924807,93.9805588372399,37.570549530231,69.53675,190.61365,225.5756,195.392675,215.3247,221.269975,320.4674,365.09115,326.582075,339.9391,290.806725
"ZNF7",0.999964599505088,0.961743498374169,0.973956293887303,0.993041587771199,0.989747669633489,0.931193592150001,0.964708881684632,0.96984834908769,0.996983164877461,0.930323530047272,513.379298611111,509.732884126984,473.579658333333,545.349542857143,423.91075,24.3920242709046,22.5852422019199,49.6315969832321,36.4095584037898,27.39515,371.610225,381.98315,358.8764,499.43915,410.213175,605.008575,596.11265,541.39355,616.9667,437.608325
"ZNF214",0.955871414165904,0.891241167701163,0.698493403334941,0.999990150308589,0.995335174143795,0.98395689867812,0.984651666708372,0.996533238716021,0.908793859062887,0.986296987122798,28.08285,31.2665111111111,20.5876416666667,27.2392571428571,37.99075,3.38598149551377,3.19121580918932,4.47730737251177,8.46071424967738,15.12425,11.374475,11.103,8.701925,10.21155,30.428625,38.003975,43.50785,34.451575,45.55845,45.552875
"ZNF215",0.999721722037343,0.99816566000009,0.999663398578796,0.996394576968752,0.992261554182318,0.987500780165584,0.999989824692053,0.999941646991821,0.999639362197207,0.999972759918218,65.6322847222222,67.6971047619048,71.6522666666667,56.5408571428571,61.8931,7.19832303345941,8.57150425209178,19.6720485911361,17.6879464023877,2.0047,10.304725,9.85535,13.93965,22.55415,60.89075,106.8942,107.2973,108.717,85.74275,62.89545
"ZNF547",0.797103102887825,0.868359402202808,0.996825073028988,0.999758963806188,0.963836136230769,0.934277417460925,0.692669959781056,0.522640727564076,0.490520290011565,0.820844684600055,40.4283680555556,45.430726984127,48.2741166666667,38.5719142857143,16.27915,2.99441084965784,3.24709062022149,8.58582362077721,10.8042496605652,2.25355,21.66275,27.9516,30.958125,26.52105,15.152375,53.75695,59.723,58.626925,39.9972,17.405925
"ZNF773",0.999992126822776,0.997038844937883,0.9983020439217,0.897288405478564,0.911245150850391,0.984865627269605,0.950900719957438,0.946727355456209,0.924707104172063,0.811569016874776,70.9692416666667,70.4107793650794,66.4650833333333,55.9421142857143,92.87865,4.68027106296543,5.7521075351425,9.54017504100449,19.186590805404,23.73475,43.56785,36.79545,50.983975,18.76375,81.011275,94.8313,101.19125,81.9151,70.88545,104.746025
"ZNF776",0.562841279771058,0.537414668242261,0.955506513632637,0.964893945790381,0.999999999964007,0.990494908739754,0.99998251820041,0.991150375559007,0.952327617839214,0.994093571128813,375.118279166667,417.857765079365,454.388558333333,418.090328571429,364.06075,17.7294122090744,21.1719692262783,65.8806067104492,64.287620362991,45.57035,248.435175,295.8594,316.5168,316.27455,341.275575,464.99765,473.89875,498.254625,516.6994,386.845925
"ZNF256",0.999998943974912,0.544267044376908,0.537818747457696,0.79244179453029,0.806759140449207,0.300343318427615,0.91264264310432,0.909370875114958,0.999774802675905,0.678848586282429,71.5076638888889,70.9713174603175,103.538741666667,41.5822,112.64465,8.03428484157615,8.20765602573426,24.2960624933387,13.6325097364631,25.53425,15.799475,17.3261,37.271425,9.55305,99.877525,108.44835,104.3632,154.510675,75.53495,125.411775
"ZNF599",0.977602587004251,0.9176201330259,0.985947591843711,0.99977710175774,0.999992444664635,0.994376560009848,0.999857269017325,0.999999973890042,0.999678297655125,0.999998034223489,75.5178069444444,70.9833507936508,63.6795583333333,72.3478857142857,70.3873,5.73077869237432,5.61595890927817,9.67769389966039,10.7847533584494,0.698999999999998,44.86055,37.35395,40.6357,48.15085,70.0378,93.251175,92.2204,82.49975,96.52145,70.7368
"ZNF18",0.972088008734723,0.860028720336097,0.968143023460644,0.759291380177299,0.892198268303558,0.997123901621232,0.999684432670625,0.997049937194938,0.977095751224747,0.941901766286795,185.302451388889,177.485603174603,162.685191666667,150.851642857143,195.47365,9.15661576748895,9.05671305488137,18.3136442375642,18.9880240955897,45.71325,141.814,132.00795,119.0285,115.49425,172.617025,219.988625,212.3153,205.31245,188.1488,218.330275
"ZKSCAN2",0.950738149240605,0.730772512650397,0.922071555437901,0.84823507883343,0.678095742021635,0.465179889598305,0.987467058934383,0.9624114745477,0.867594318621723,0.999997740017613,161.864227777778,151.751387301587,130.6657,194.407857142857,190.76865,9.4415762578279,10.048578932042,15.3983438508034,48.2026664288095,76.55135,112.874775,91.923,85.919275,136.7481,152.492975,178.75135,180.33555,171.557725,178.53435,229.044325
"ZNF689",0.873010627029247,0.795461784075961,0.977247272072561,0.645859987829157,0.389295617035374,0.33385722577783,0.999937601375461,0.99997537715312,0.997204075909478,0.93230999110127,193.442675,178.420298412698,161.710483333333,242.809414285714,185.06675,10.5651523012992,10.4022263980777,17.9660837961751,67.4278656132979,96.40865,135.268775,134.2971,100.1593,162.0432,136.862425,223.1832,190.92765,216.512925,207.2402,233.271075
"ZNF19",0.943936341627186,0.982376543944535,0.876273371784845,0.944776881606153,0.993560678457243,0.86397254388503,0.991112448237487,0.998763134212762,0.966549132680091,0.999999558150253,43.8634513888889,46.8325619047619,39.96715,50.6478714285714,51.33245,2.63154324147202,3.08366913687517,4.64249125472814,8.10963902953687,24.17595,28.99305,28.25805,28.824225,40.48795,39.244475,56.7241,65.43725,47.68755,57.93365,63.420425
"ZNF230",0.427077721654902,0.997550539309008,0.972055994910408,0.599453442134711,0.957726424812003,0.859591587309219,0.969278186867753,0.999467854611073,0.990522137913208,0.999894807567046,69.2868486111111,79.9201761904762,72.9314416666667,89.8365142857143,85.6129,3.67457016737639,5.05130316662145,8.89292527831397,18.831942207317,18.9196,47.989025,52.12315,58.4504,48.2914,76.1531,81.07525,92.30755,78.184425,114.2452,95.0727
"ZNF222",0.665028170159658,0.999998125991324,0.959985368610443,0.999998470054797,0.969675265932928,0.999991799364542,0.999956534272792,0.992167493116356,0.99993065177007,0.999990646618176,27.1989194444444,31.0095714285714,27.4732,26.8678857142857,25.81325,1.63252721507371,2.44649353017478,3.63295930273146,6.93678385411968,7.08725,17.484775,18.91885,18.337825,14.5029,22.269625,34.69735,38.78235,35.38135,30.5835,29.356875
"ZNF221",0.999999784846018,0.999883885898099,0.999931263502891,0.999996338372162,0.999992239321123,0.99988126387924,0.989808908724945,0.989260401224739,0.986894925840229,0.995053331198242,29.5601208333333,29.6953015873016,30.7407833333333,28.9297857142857,21.053,3.06602237174953,3.13240709790524,6.32546309580084,9.55995468387916,11.069,10.1958,12.9719,11.630975,9.63185,15.5185,37.92995,35.5939,42.6301,50.5074,26.5875
"ZNF233",0.0619854423915749,0.999989409927697,0.63803703385665,0.999995874911658,0.80891141744388,1,0.999892555280987,0.987626200519472,0.999972516149009,0.99997744044812,22.6231319444444,34.9572650793651,23.309675,23.3116,25.4452,2.19218180832219,4.46339680875821,5.2714569105003,5.42577361286805,12.6656,10.34335,14.99085,10.9746,11.25315,19.1124,30.659275,40.0099,30.169975,34.4368,31.778
"ZNF235",0.80234932052073,0.999282539217205,0.995927564044985,0.937527177948019,0.722336030553701,0.92994525934963,0.999961458928437,0.999878039408454,0.999999997862617,0.988685160454797,79.2439111111111,87.3832190476191,82.4057083333333,66.1782428571429,82.7253,4.75293510205729,5.90966018332745,10.4975308230184,11.5052739429495,31.6071,52.870175,59.47405,52.8781,43.60845,66.92175,105.1656,104.36055,109.787175,86.17385,98.52885
