"gene","WITH TUMOR-TUMOR FREE","mean-TUMOR FREE","mean-WITH TUMOR","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-TUMOR FREE","Q3-WITH TUMOR"
"ZNF195",0.118893302600912,436.207737634409,505.612866197183,26.4616340066057,36.9685959236289,238.9346,294.20785,553.0461,610.94105
"ZNF263",0.162547038544045,576.70045483871,541.6187,17.7132167224324,16.7471820764403,461.2944,428.59755,663.4412,622.16355
"ZNF200",0.230724275672406,244.636670967742,228.443629577465,9.81851313646598,8.47438213833722,184.3103,173.9988,282.8542,265.2025
"ZNF582",0.661840925312553,9.8250752688172,10.6797450704225,1.26189863463628,1.50051385778056,2.3158,3.1814,11.3065,13.36575
"ZNF285",0.159680989332282,11.5856204301075,16.0302591549296,1.38238040920508,3.11479868934239,2.7583,2.93365,14.7658,18.2938
"ZNF275",0.457314331583695,756.19431827957,797.463161971831,36.5084524098558,41.6152636182842,457.6,536.23375,1028.0036,964.8752
"ZNF37A",0.125145440633137,505.767739784946,557.889074647887,21.8892024505016,25.9907851113852,349.5508,393.5448,687.3937,693.8492
"ZNF510",0.257853765923972,324.383186021505,352.092988732394,17.9581007988303,15.046231195497,227.7149,250.01515,388.6952,420.61865
"ZNF506",0.0554892308267577,386.828115053763,487.193925352113,32.9294096222837,41.064692377307,219.8381,275.94545,451.3407,674.13215
"ZNF324",0.7211895459725,214.169269892473,206.866798591549,12.4974016315168,16.6950735371871,155.9829,153.2301,241.3001,226.21165
"ZNF671",0.600403890516133,61.4030655913978,66.121352112676,6.75278973672034,5.24957115252896,27.0633,33.6557,73.5391,92.1927
"ZNF416",0.231170712899033,102.248424731183,111.614278873239,5.29295958516773,5.60958922330907,67.9116,83.22385,119.9705,131.45
"ZNF586",0.0461647253113799,200.388416129032,230.776087323944,9.75490753089225,11.6767003196798,140.9301,169.2208,235.6241,295.2886
"ZNF446",0.377161597394703,200.343774193548,183.594045070423,13.5662958802218,12.3552068548967,132.8474,130.67455,226.5914,214.247
"ZNF8",0.331126278191996,221.678989247312,237.531971830986,9.69223977079247,13.6159350653333,161.8384,150.9279,271.318,315.50245
"ZNF264",0.305253933744798,1101.8351827957,1179.95649014085,47.7895261433558,60.3330350959029,723.0057,793.21265,1346.5514,1487.01775
"ZNF213",0.123074878789517,761.259820430108,691.129471830986,31.6004002606732,31.1007458398805,559.7723,500.34955,901.245,856.6828
"ZNF343",0.651286413687057,302.568413978495,295.856370422535,10.0582855155439,10.6857213324301,223.0473,226.68395,357.9466,349.81315
"ZNF302",0.291965295330984,385.559979569892,426.251511267606,21.3642169503593,34.03305079922,246.8506,283.7115,481.7341,501.0898
"ZNF268",0.812377369614685,382.446947311828,374.66195915493,22.1688875234533,23.6872758823905,275.4786,248.83045,477.78,464.83715
"ZNF184",0.953969070412935,235.173108602151,234.222664788732,9.95908430081267,13.5629643299257,179.0763,171.78695,279.2381,259.985
"ZNF500",0.050901997104746,254.64632688172,230.34583943662,8.19416841698756,9.20467800622005,202.1393,174.41575,301.2396,284.8488
"ZNF419",0.313088998397547,76.7177935483871,83.9027366197183,4.39439284911584,5.73754034273047,50.0716,48.08905,98.0125,105.5586
"ZNF175",0.54091085332926,135.998995698925,144.494194366197,9.86066882288276,9.21284312228044,65.8862,93.26605,182.7992,182.22635
"ZNF14",0.817089737611882,159.160805376344,155.396012676056,11.5899066409142,10.7397293386221,105.3309,93.0217,189.9101,200.2837
"ZNF85",0.889533400217564,54.9333935483871,56.452261971831,8.08752287924862,6.62134546434444,13.5759,14.07485,72.4204,82.8399
"ZKSCAN1",0.293688056602083,1918.39832043011,2196.89206478873,195.001217533896,162.021938038577,1174.5666,1202.07685,2145.2859,2606.67955
"ZNF862",0.631257800082422,392.652338709677,415.161628169014,31.6673438698793,33.8996891267857,174.0847,212.1946,495.2689,538.78425
"ZNF684",0.632326809688698,58.6536032258064,61.0410971830986,3.5631830172579,3.270707040158,34.9956,37.95255,71.1462,75.04995
"ZNF430",0.602805322566075,180.481623655914,172.922430985915,10.2163607192081,9.80661427574399,112.3156,121.354,227.9594,202.3611
"ZFP30",0.982712026319186,122.527137634409,122.874595774648,10.6356966799132,11.9018776203801,35.0636,48.64805,172.1025,154.40775
