"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","mean-N0","mean-N1","mean-N2","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-NX","count-N0","count-N1","count-N2","count-NX"
"ZNF213",0.13717827213547,0.987635032833455,0.516488488142134,0.8761303553573,0.746010375428488,0.882247051665094,839.837954545455,692.533756,886.27,776.202236363636,56.1419423080979,43.0858009263412,150.819286742921,52.1996007161954,617.277675,541.0727,750.90785,646.9952,1013.382325,755.8753,1011.5502,895.12895,22,25,3,11
"ZNF343",0.62843947644809,0.860679352081064,0.996374928049374,0.221083210778622,0.741595697481585,0.983798308290588,275.018009090909,306.223576,317.9767,338.839181818182,17.7575791874149,19.855659784458,47.811263795923,22.1572410494498,209.822025,223.0473,274.5071,289.2756,324.759125,365.0891,356.95195,379.22125,22,25,3,11
"ZNF302",0.995328997107291,0.974387777802576,0.989278345529601,0.763934931930403,0.851838694742804,0.998692119556871,407.379881818182,392.678068,351.918366666667,330.577736363636,50.6823112919681,31.9233761492837,108.4703724535,81.0623095132114,236.06485,289.7869,256.62185,191.2723,482.4585,476.0295,444.4364,321.6971,22,25,3,11
"ZNF268",0.964740615688586,0.962333022039086,0.993676543026197,0.202503034665412,0.358130760058697,0.906946545551998,443.16685,417.183552,387.167266666667,304.797690909091,34.4137085514928,41.2227577278781,101.89246190817,59.1533942185468,333.297175,308.8641,326.6385,158.6407,504.3571,560.4433,488.41585,438.7804,22,25,3,11
"ZNF184",0.368716132065772,0.958545203363961,0.992516720928924,0.311193310293571,0.967351028190656,0.955116977000342,267.557263636364,217.128432,234.9924,199.537545454545,31.4197982671255,14.3760104369823,65.3387278581649,16.6484695838679,181.215575,162.9569,178.6822,162.39865,288.47375,292.3752,291.84825,230.589,22,25,3,11
"ZNF500",0.933961222827764,0.989291408072248,0.932122671401185,0.904760752959978,0.996496941516314,0.904170667848621,252.930663636364,238.655264,268.794866666667,232.272718181818,15.4369588499667,15.2962382468587,31.3672790900716,34.4939802753488,209.05665,202.1393,242.11845,143.54215,299.301225,257.0659,296.42315,291.43475,22,25,3,11
"ZNF419",0.38591369065781,0.990190718784221,0.967277986217079,0.557340873942549,0.99995949367553,0.96763675513287,64.6058545454545,86.67788,73.4113333333333,87.4986636363636,7.50490414780765,9.90544299566489,13.7826034217455,19.223816711348,45.032525,58.5132,65.63745,41.85985,80.511575,105.6751,87.1545,98.0515,22,25,3,11
"ZNF175",0.939874289980087,0.913651833957153,0.980401628867898,0.889531168115387,0.993021121431281,0.996637901461939,120.243372727273,134.3289,154.1286,142.558272727273,14.067068418424,14.000589053722,19.1797792156219,41.8330256118451,69.034675,93.4442,139.7933,45.14305,157.969075,168.9523,172.3313,158.73345,22,25,3,11
"ZNF14",0.78868655920722,0.980704061521178,0.999923878566497,0.838275505120457,0.999647887630477,0.999508378513182,175.7249,144.90354,149.015733333333,140.842909090909,36.2898183256264,10.8888550449179,23.5800925784395,21.1167467226131,98.842425,105.0558,126.40555,100.38195,186.029225,178.2568,166.1174,185.52375,22,25,3,11
"ZNF85",0.605454056571704,0.608713105422463,0.915262944152284,0.616926344735398,0.994796379855001,0.96461117260952,87.2604318181818,54.330624,18.2219666666667,46.2781545454545,28.0399001917501,11.1011976809236,6.11291576972706,17.6686323328422,17.443875,13.1278,12.12695,10.64545,102.141175,75.7932,21.6743,49.9739,22,25,3,11
"ZKSCAN1",0.999123689590218,0.734130827048937,0.691447137849245,0.508612994720055,0.558212282949073,0.302675401975657,1925.87320454545,1891.3225,2482.148,1473.22600909091,164.25597926277,205.067502656655,594.758513254197,197.477978847514,1588.631,1310.5429,2107.13305,984.6433,2257.812725,2256.9146,3069.43805,1999.3164,22,25,3,11
"ZNF862",0.114266401507597,0.676107356290039,0.999975498395293,0.105069780455917,0.952560895201536,0.994201763586953,501.179895454545,321.546232,314.851933333333,270.347372727273,80.3934969901831,34.6629669004846,118.439523272714,55.6833403931146,244.503475,180.0809,196.45215,157.0012,645.11835,404.4577,376.7087,373.6023,22,25,3,11
"ZNF684",0.9985952962944,0.938926633229465,0.913264831088988,0.797598593013734,0.851603589320573,0.713722344897885,61.07935,62.96174,46.5800666666667,74.8852454545455,7.01097704549801,7.454223260365,15.7707798027801,18.5571408464155,39.794025,36.3837,32.42735,28.9857,78.1662,70.5057,59.6825,104.4573,22,25,3,11
"ZNF430",0.69352494722887,0.994043466517803,0.993317791390842,0.727634750012206,0.998084710978451,0.985519773750184,207.157422727273,175.39742,191.5296,169.132190909091,24.997783583775,12.5432196923504,40.2004630003602,39.0263388373485,149.69005,142.2271,159.26955,91.4522,241.019825,214.4536,228.4328,184.48765,22,25,3,11
"ZFP30",0.557097461927334,0.892157847001214,0.999758676172847,0.439415204307302,0.963972845712926,0.99780650540558,176.452118181818,133.306152,127.321366666667,113.961863636364,27.7226412896221,21.9289134253874,38.8583678251473,24.3061203992301,97.173925,61.1546,88.46405,62.0981,256.8247,215.9809,146.99755,150.71835,22,25,3,11
"ZNF549",0.999382556212988,0.988131433420188,0.98063228250216,0.89618410245557,0.925557918965008,0.895238616611022,108.8434,112.049156,90.5479333333333,132.606027272727,17.4446010923349,16.4453439342975,43.1354014587142,38.8481187439216,34.4847,53.6567,48.0194,48.8137,197.414225,187.3777,118.0564,160.58155,22,25,3,11
"ZNF211",0.943922297492521,0.999739274576893,0.998012294959387,0.995893141107551,0.996170874672033,0.999970310428189,173.698309090909,193.728176,180.4654,183.933836363636,32.4440467044204,18.1609331639918,30.8259717297498,39.1818131173711,85.7556,153.9234,152.18765,85.0009,226.3485,216.3222,205.2324,229.67455,22,25,3,11
"ZNF205",0.360395399506858,0.965047339139566,0.989188363118394,0.464244721227888,0.0318020232641615,0.58127972688364,281.553540909091,243.727696,258.776966666667,324.062709090909,19.456427531865,13.3717036478222,37.6488220965071,23.4723800691228,224.270125,207.6462,233.66835,254.7611,296.943675,268.7146,295.6262,369.97295,22,25,3,11
"ZNF45",0.988434916950774,0.959374139619705,0.985466842712447,0.972294443861051,0.997765062760143,0.996012830973023,210.152895454545,219.928344,242.027566666667,226.860418181818,15.9506725871713,16.4237599586931,52.53880214119,54.1373276706341,164.035575,157.3717,209.3369,142.0487,256.3572,251.1222,293.9922,211.5161,22,25,3,11
"ZNF133",0.919733763856517,0.912232617561844,0.984072384186386,0.99043826224173,0.844103850754249,0.857562943507842,362.326427272727,335.228652,303.343533333333,378.502518181818,40.4012035608871,24.8642232298203,26.9854206573558,26.8100002793795,243.3371,238.3321,288.23965,322.48555,397.339525,385.5186,330.26205,444.42975,22,25,3,11
"ZNF436",0.00268541619830698,0.461225545602761,0.991639703079762,0.0421953702231641,0.996382454498395,0.998797093198867,1066.78212727273,681.039448,743.687,708.967463636364,81.2306366361253,65.0846354317497,130.571989202215,119.211621815111,728.31045,416.5941,664.7653,422.0041,1249.369,907.0597,873.23285,890.4171,22,25,3,11
"ZNF484",0.839343760165792,0.99999373025382,0.974187486117926,0.628615288739759,0.945010303712271,0.894533104019044,197.985240909091,172.69858,199.639366666667,151.832190909091,19.9190553641891,21.9081272857807,43.6387240492636,34.9503485510347,128.9828,101.9965,158.68075,69.44685,272.3806,174.2471,233.1589,209.3323,22,25,3,11
"ZNF780B",0.626667188733636,0.999480252312084,0.966874119215895,0.995987184013599,0.878681600522791,0.999996895248521,298.295140909091,353.940624,309.2689,311.372709090909,25.624987259812,25.3396500441688,73.3616949624484,79.9478638171476,201.541275,261.2854,262.4645,186.3172,369.244775,429.0607,381.59415,331.69755,22,25,3,11
"ZNF557",0.996118348892536,0.956910563696854,0.926088421725486,0.47077698232363,0.351724180953051,0.985694366946167,203.732495454545,208.158268,182.376633333333,167.004427272727,15.9617249229658,14.0128839646219,19.2042147556496,16.0753929337136,160.46965,170.5795,167.76155,130.8945,216.692875,250.5482,200.4731,202.54975,22,25,3,11
"ZNF337",0.821979237517006,0.71010364806117,0.911097943856464,0.86302178101784,0.99967613481122,0.941483177848451,468.995909090909,423.529468,351.005666666667,417.2756,44.3823234465302,34.264601630585,33.4456081342196,44.1888847297187,363.164375,325.0191,318.53435,301.8398,608.725125,511.7793,374.18155,541.77685,22,25,3,11
"ZNF317",0.999612992750089,0.999996486444311,0.999873535256852,0.886431759030088,0.912281544606124,0.97281177124596,932.431177272727,926.683204,934.952433333333,880.882781818182,46.6763137458728,36.6460350317236,109.08469133391,45.2833590158777,773.0467,730.6137,831.69565,794.7237,1028.77275,1028.6515,1017.04605,983.33795,22,25,3,11
"ZNF426",0.992465339723133,0.898030950437614,0.940943232314738,0.841970062694874,0.925659348005096,0.997545499434955,279.6811,257.741404,163.706466666667,197.162863636364,74.2251389955648,43.7847953500997,11.1117881498784,65.8187900152288,142.7846,145.1639,156.9954,60.8146,279.931575,307.6708,174.73175,289.2949,22,25,3,11
"ZNF331",0.758468446652649,0.678178651828614,0.912332855075418,0.994310600818605,0.949227032556561,0.796233641723446,299.237422727273,226.48244,124.921033333333,275.712518181818,52.243572953018,43.1714866298988,53.3224443385814,106.263928759295,134.808225,47.6357,78.32335,52.9922,374.251175,388.9194,170.6688,359.00225,22,25,3,11
"ZNF227",0.999994775891718,0.999893683443997,0.999824360281688,0.998870543252237,0.998265210563239,0.999997002436121,248.290904545455,247.462484,253.055166666667,254.588954545455,22.9574875940333,17.7868714243612,48.4464014128443,54.5577168824329,166.356675,202.1476,210.9382,156.5117,305.045075,274.5052,294.84795,253.3619,22,25,3,11
"ZNF141",0.999997036096165,0.90123792306414,0.902982393130557,0.283135093465528,0.27346719427703,0.982344744156958,85.1876136363636,84.865436,61.9926666666667,48.7439272727273,10.0498851919382,13.3473532920225,13.1048913458974,12.2184881378336,49.733,45.939,54.4017,13.93375,123.920675,103.4311,75.03945,72.2902,22,25,3,11
"ZNF304",0.90684013372808,0.999786160635469,0.995228278753655,0.654741643710505,0.9188379388283,0.93829193976332,278.277559090909,306.219512,285.605333333333,339.065936363636,25.7933896725395,19.4442118702802,60.9326040300903,73.4268874228412,158.12945,246.5753,236.27745,181.5031,355.846625,396.1205,341.2476,438.5128,22,25,3,11
"ZNF132",0.919638374712848,0.999378621839405,0.997759966576307,0.921715180941785,0.999220922853588,0.994808542012965,60.3656727272727,53.089584,57.4853666666667,51.2631636363636,11.263283542035,4.27970852526851,22.5484327542835,11.4426433183411,31.148125,33.2427,35.2143,26.9558,71.33405,66.3281,71.67435,59.80345,22,25,3,11
"ZNF20",0.979175709467211,0.999991082868834,0.998555384113925,0.988350767672168,0.999999542172535,0.998656979865072,100.792986363636,105.437028,101.5153,105.594836363636,10.9962869936267,6.75143909337241,11.5455917970164,9.05698193112788,61.645875,82.8137,90.3872,84.6925,133.811225,124.8154,109.74385,124.5019,22,25,3,11
"ZNF670",0.715406577547914,0.74179169607068,0.955212731769339,0.93414096461913,0.994335181426276,0.924342048865714,114.033772727273,95.465444,76.6020666666667,100.928027272727,14.7015075700478,9.82603494602321,16.5280097840336,20.3449538734127,70.730675,60.856,61.4092,69.0482,155.291625,111.0177,89.83445,120.66885,22,25,3,11
"ZFP37",0.0799091844295721,0.307829383461577,0.933835510781118,0.348985310324992,0.992882604508696,0.893801872654074,101.111322727273,60.018452,39.1995666666667,65.6757272727273,16.0643620087233,9.63353049296764,14.300449660102,10.5028799413571,51.6791,24.6881,30.6622,52.05855,113.02515,81.4784,53.40365,80.73375,22,25,3,11
"ZNF189",0.986734814085689,0.992874205587571,0.972155310916042,0.413826279603699,0.258453344752578,0.924342349761587,454.547927272727,473.854032,421.6743,342.061354545455,41.299671299039,43.175641765634,61.5749826769227,49.1763834896152,301.738625,299.5447,380.1098,206.90015,557.347425,645.6628,481.79995,386.67715,22,25,3,11
"ZNF434",0.925447830862189,0.877724786593376,0.721840481857211,0.913545303511749,0.648979709115217,0.986974074238243,347.394631818182,331.275636,388.297933333333,368.908063636364,21.2969480933448,16.1189027215398,16.7649499929996,27.7196788903095,269.798275,285.0434,373.0355,322.26605,388.40175,372.3521,401.93675,425.68795,22,25,3,11
"ZNF287",0.298164825605389,0.557453213701627,0.96375749498102,0.68156843085138,0.99126413937726,0.928502545840205,83.8661409090909,57.482168,42.6065666666667,62.8636545454545,12.7262430602039,7.87228425808698,13.5205818928444,17.8569075808233,36.732625,28.9944,30.0642,25.3964,101.9397,86.671,53.25055,81.73795,22,25,3,11
"ZIM3",0.931577214994358,0.934228467773447,0.989686388784327,0.864960439341806,0.989842805486366,0.999390086979266,1.36520454545455,0.707312,0,0.290654545454545,1.26241740794483,0.319658911462411,0,0.186164804487186,0,0,0,0,0,0.2939,0,0.1599,22,25,3,11
"ZFP14",0.999999359844493,0.999756371679516,0.999796719558941,0.903535569160918,0.901913382205367,0.990151772210799,147.095059090909,146.79292,142.480666666667,125.5341,17.2862776949508,16.1081549314077,34.5361159828535,32.6023651458212,94.053675,80.4928,119.76125,64.352,201.52915,198.1543,176.36655,136.6956,22,25,3,11
"ZNF473",0.408831108696571,0.99562870128332,0.761846303158314,0.479842429320202,0.996731546746574,0.729955491155508,293.241045454545,358.109036,273.062166666667,368.862672727273,21.5840675969836,31.8240315976883,21.5165103320166,54.4636507808333,217.10985,243.3309,251.54615,235.2653,364.15395,470.7281,283.9464,434.90095,22,25,3,11
"ZNF614",0.717170984308826,0.999344490696441,0.980760990032475,0.88472106902788,0.387724863054921,0.951696483604416,226.053045454545,283.807776,240.087066666667,175.644145454545,29.1008670588665,46.6830109498228,15.4437998314678,51.6767928359395,132.747975,118.5922,231.61525,77.5353,306.8206,379.6477,255.50575,197.6131,22,25,3,11
"POGK",0.425459866836174,0.697621778810365,0.983344806764437,0.427208209660994,0.988256317143097,0.998465073935487,2361.14823181818,1945.099552,1738.51093333333,1836.61611818182,280.235642821046,120.57583810764,242.576525959523,186.677576571471,1515.08965,1570.5835,1500.0691,1487.9679,2493.1029,2340.5339,1896.3537,2149.98345,22,25,3,11
"ZNF514",0.961835731426386,0.868212186076567,0.746005607255144,0.993584392253514,0.999295894445373,0.817615698513491,250.317518181818,269.45666,186.6266,263.374345454545,23.5717655445762,30.7151396178633,35.3129897965324,42.9438270383307,166.4841,169.8398,162.68765,142.2084,297.447025,307.9065,221.0783,393.45695,22,25,3,11
"ZNF300",0.882373622232928,0.93036758808691,0.994011237429519,0.87218705828923,0.997871521257505,0.999005683410717,165.705945454545,128.719548,101.7525,117.4571,54.0518659881529,18.8938905135885,26.904681033109,32.7988863615797,48.101675,67.9897,75.1271,42.14845,155.3104,178.6038,118.4137,153.8704,22,25,3,11
"RBAK",0.303908438436073,0.755009648366668,0.99860114128778,0.590632496140641,0.999154780204815,0.996138431271093,1011.17240454545,855.85298,826.8359,870.3658,66.7742926149223,50.2333624948812,113.247840006421,118.844037291568,826.326075,647.7818,747.6116,653.08065,1193.938725,1006.3451,936.5297,1047.1012,22,25,3,11
"ZNF92",0.731830161870024,0.807414121922604,0.976824641803277,0.761167707183913,0.998317855655717,0.991415669831024,475.055863636364,352.85162,251.779233333333,328.332527272727,132.372839392412,37.1461201820414,32.7202134243922,62.8135438135788,241.3843,215.7613,223.4831,180.68235,404.438375,464.5564,280.156,400.096,22,25,3,11
"ZNF157",0.969649232836901,0.999799136410704,0.999170983623213,0.984590572933829,0.887102942166723,0.992378606840008,1.96761818181818,1.587188,1.821,2.34726363636364,0.516389627874598,0.592342024434082,0.799302251967302,1.13743844191257,0.44225,0,1.27615,0.11795,2.339475,1.4509,2.5999,2.3347,22,25,3,11
"ZNF182",0.987766979729297,0.88529370855727,0.938526308510024,0.999999999966541,0.993419967050411,0.901042456302717,175.229045454545,167.245188,137.818466666667,175.242954545455,17.4174585561979,13.5033035131017,17.621717652595,36.3649736035787,125.098225,112.55,120.69005,87.74125,209.62265,206.3189,149.9683,239.0076,22,25,3,11
"ZNF673",0.53969231014358,0.870097499682314,0.999254620378308,0.996569834756421,0.5653692438075,0.833823469049541,183.443936363636,150.18466,143.598066666667,190.0904,21.7222660393413,12.5809887261455,9.751352307985,29.446229742588,117.243125,103.082,137.1306,100.53135,190.746,168.6223,153.15205,254.3585,22,25,3,11
"ZNF41",0.930247965739186,0.996410080436613,0.999865418780213,0.704203607887977,0.927881312944124,0.976959450063051,316.726768181818,288.095056,295.206666666667,252.219827272727,49.2343724717796,20.798284257661,52.4440683074306,30.2492015071205,191.77735,225.3447,254.4516,195.58685,347.1704,294.0452,344.16835,287.56425,22,25,3,11
"ZNF7",0.0782352369207737,0.221538454048846,0.861613854333586,0.360320238766818,0.990391031044857,0.803576871505387,625.345077272727,490.732212,400.943966666667,511.181145454545,48.869393912315,35.6081693799954,40.6529151361594,34.4955617983646,490.49105,357.5627,363.52625,443.9622,766.413875,629.4644,433.4162,597.335,22,25,3,11
"ZNF214",0.760747818059241,0.518726665372194,0.79550023004127,0.602586442157804,0.178361567905327,0.197928564553834,29.6774181818182,21.834632,6.5004,42.2280727272727,5.55045484105807,3.03561019022382,3.92203003218146,14.3886867428362,10.9581,11.7004,2.776,11.289,41.619025,33.826,9.4272,50.86405,22,25,3,11
"ZNF215",0.944932150166737,0.782773518989425,0.620938102722708,0.256140311200262,0.473083556375048,0.221269354984745,50.1582136363636,60.499596,13.2011333333333,94.0049636363636,10.1958897402119,14.4387905219268,3.64002377342664,23.1113602367764,7.296775,9.5277,10.0636,39.88265,80.07315,86.5177,16.3681,142.9242,22,25,3,11
"ZNF547",0.118936243525364,0.986281674276388,0.880549822426757,0.089239206468212,0.926133821204196,0.728544724241058,31.0241090909091,47.848684,36.3522,53.5287454545455,3.5767191715296,4.54379010858659,12.2462643105289,12.6714541752452,18.92565,36.24,25.07835,23.2764,43.6889,62.2985,46.1308,59.8641,22,25,3,11
"ZNF773",0.930797154390468,0.983304762363841,0.99982401327234,0.988416787420916,0.998549327625131,0.998466941302917,63.8445772727273,71.625996,73.7459666666667,69.0837272727273,7.87076950562309,8.48598181163987,13.1574854502844,18.6643298517792,38.308475,40.0737,61.00715,30.39715,93.332125,105.5107,82.96695,65.40115,22,25,3,11
"ZNF776",0.998530195970957,0.87384341808894,0.902482739133324,0.95478071644193,0.912874799985906,0.745985100229027,365.16905,371.779744,430.9923,338.170490909091,23.9423848090037,25.4122866562667,102.136625313466,62.2827950982722,318.337225,294.5571,358.56765,192.5848,461.898475,458.8963,529.57385,427.8733,22,25,3,11
"ZNF256",0.564772694518938,0.992500468606941,0.985799918885707,0.965671195541031,0.939219822069819,0.999999978725435,93.5162227272727,63.568096,80.1162333333333,79.9174909090909,16.9572540454951,13.8555874716923,46.2496185838807,28.8292068655965,21.257175,13.5993,34.17045,18.75845,142.1934,68.4932,107.6727,88.50875,22,25,3,11
"ZNF599",0.482875733844831,0.890248238124694,0.999984868804576,0.726881573890347,0.999653458747371,0.999759225987689,91.0310045454546,72.291968,71.3465333333333,73.8836181818182,9.38418563350083,7.75030742945663,21.3711041967367,17.6322387060171,53.1232,43.5873,50.7739,30.18555,124.69825,94.3008,86.64465,113.52915,22,25,3,11
"ZNF18",0.942439477114051,0.859820300984698,0.953044769969076,0.581940101669949,0.831861410783455,0.999996700468984,210.472713636364,196.64446,169.787133333333,170.927336363636,19.1600680389501,17.4660422135258,38.8768397927924,19.053896297137,167.229025,149.2172,147.25755,126.62145,225.310475,231.5007,208.4904,217.1513,22,25,3,11
"ZKSCAN2",0.438807429454704,0.963172744367532,0.995182381793933,0.985287091753912,0.82358155072922,0.994047553837085,185.314395454545,149.386628,161.246033333333,174.827281818182,20.3578367153436,14.438416094036,14.2041616397371,23.4042600542909,119.332575,92.1942,151.7775,119.32315,212.884975,182.8933,175.14975,182.35185,22,25,3,11
"ZNF689",0.744827036549097,0.859690268650178,0.989482369712245,0.849649608565512,0.364019524795141,0.627231423711159,172.821681818182,195.15116,209.527566666667,150.187727272727,11.7505261643316,18.8160418100256,39.4204639602467,19.3378736502425,139.95355,130.1359,170.45665,80.2952,202.20235,231.0635,233.59925,199.19615,22,25,3,11
"ZNF19",0.822700192874052,0.790326047401304,0.953901257999491,0.967934887012715,0.995533889321807,0.926235349219874,40.2066909090909,46.107128,53.5223333333333,44.1462,4.9889165901225,4.73951342445094,8.07543628240055,7.17049517317636,26.078775,30.8539,45.4763,26.8555,45.5019,60.1505,58.1416,54.6547,22,25,3,11
"ZNF230",0.456666827979434,0.999994099029687,0.903480040113626,0.943645738388184,0.92388182358463,0.991139490994213,62.3971681818182,77.84552,62.9538333333333,69.7756545454545,5.40267268787906,6.65138579100877,10.2298590052736,17.085718102116,42.3789,52.1867,56.6626,42.2286,75.198025,90.6417,73.08535,70.12845,22,25,3,11
"ZNF222",0.829953254223981,0.997647325212897,0.996277555003844,0.999999928666542,0.903776033454509,0.998120336857236,25.0948636363636,29.497524,27.1343,25.1328454545455,3.32130805646075,3.64043506823145,8.56555603585274,6.31063396318776,12.365425,17.7026,22.47535,14.5029,32.009175,36.3307,35.6885,26.4838,22,25,3,11
"ZNF221",0.991091426965974,0.999907317937047,0.996944010233654,0.965127455462199,0.994869349078775,0.987802386777503,35.77715,32.945884,37.0645,30.0405909090909,5.31959672516105,6.04555650223832,15.4586213461399,15.2441241677301,15.1965,14.553,26.77715,8.6731,50.91255,35.3812,52.2009,20.88655,22,25,3,11
"ZNF233",0.933666617419578,0.984614646623263,0.999859866659823,0.739755290327562,0.943617750000971,0.994935845168468,23.1040318181818,28.351216,29.6968,34.4724909090909,4.48168525461148,3.33505273306475,18.7421429108307,17.6045161246687,9.743425,16.4564,11.25135,9.6157,28.0524,35.6603,41.79615,31.3923,22,25,3,11
"ZNF235",0.993010376255104,0.972393227105886,0.941634615511607,0.980497533777817,0.998110974915834,0.922675304953093,83.8034363636364,87.78048,70.3684666666667,90.9451909090909,9.40331864425489,7.880905732262,18.0508490379569,24.164089336897,56.246875,69.0808,60.8928,49.82465,93.213,100.0695,88.4117,109.24385,22,25,3,11
"ZNF208",0.997476265008013,0.972581324600235,0.985825563109217,0.931248378312336,0.86830029048704,0.876352663165326,50.0390136363636,41.347148,8.70693333333333,84.4897363636364,21.1812076284558,30.4048795795199,6.71237977032819,74.4729985545137,11.883175,2.9401,2.10555,2.1738,31.57145,21.0308,13.0604,9.0457,22,25,3,11
