"gene","p-adj-Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","p-adj-Current smoker-Current reformed smoker for < or = 15 years","p-adj-Current smoker-Current reformed smoker for > 15 years","p-adj-Current smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-Current reformed smoker for < or = 15 years","p-adj-Lifelong Non-smoker-Current reformed smoker for > 15 years","p-adj-Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-Current smoker","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker","count-Current reformed smoker for < or = 15 years","count-Current reformed smoker for > 15 years","count-Current Reformed Smoker, Duration Not Specified","count-Current smoker","count-Lifelong Non-smoker"
"ZNF287",0.881496829675249,0.99708214519754,0.952748419318981,0.998898467531538,0.758172833247484,0.999342620566737,0.989045306943974,0.568832063725242,0.999826126812853,0.999736173731958,60.6225657142857,49.9495382352941,70.2967333333333,63.6646212121212,65.623252,5.46034563944298,8.12752476759006,24.089870701212,7.62113235589907,8.0885980626257,30.768,11.6508,51.35625,30.8143,20.949875,83.36145,83.4774,92.65825,86.671,84.320625,35,34,3,33,50
"ZIM3",0.865792217620472,0.993236610730696,0.999999739682868,0.98201132759115,0.56036700125493,0.9677372965707,0.850907866420769,0.999997657894609,0.999998020055161,0.509596234951875,1.00126857142857,0.0773029411764706,0,1.52440909090909,0.126728,0.799707472155518,0.0773029411764706,0,1.20975399625142,0.0526562109087362,0,0,0,0,0,0,0,0,0,0,35,34,3,33,50
"ZFP14",0.670818818591915,0.853413772012669,0.989975629774534,0.941536215185385,0.980619238688619,0.957238553457912,0.994707590788396,0.355704817857051,0.772449079736847,0.744228155950409,160.059068571429,128.608358823529,100.9276,141.996263636364,168.629728,13.0140328216676,12.6180326709384,13.0647874044446,13.9260559091805,18.6600680871551,102.4888,81.039625,88.8272,81.4679,70.84125,206.69265,160.8455,111.24415,196.6667,211.56265,35,34,3,33,50
"ZNF473",0.918493331544744,0.942822616844292,0.811909488261318,0.991863364299782,0.712177747223019,0.978583340637785,0.999265772931468,0.962564145486864,0.913318630933504,0.952601154429519,327.604282857143,357.309255882353,260.691,311.730096969697,335.376778,20.0776041213522,27.8863739566244,9.26176644724608,29.0330681617004,20.3165170284105,242.0652,225.870025,253.7644,217.303,230.516875,406.10265,424.4631,269.47895,339.7093,408.62035,35,34,3,33,50
"ZNF614",0.912520997911274,0.872179123116529,0.690598220963208,0.917957008436151,0.451795956683848,0.971561623931771,0.994570661877041,0.984101588944443,0.795481118422771,0.691255542765221,246.152525714286,288.326041176471,127.8081,204.461657575758,264.187772,22.0321920556649,45.2795903580691,25.3345340832101,27.291909113593,32.7013195867317,152.00155,121.416425,109.1555,105.3131,95.75045,309.20115,364.943325,151.9816,315.6882,329.306775,35,34,3,33,50
"POGK",0.397675159207364,0.746762581009514,0.987178999923902,0.998883823724601,0.580181068817213,0.807358976988344,0.996706653205435,0.522688475516643,0.810262948682232,0.999997579384597,2083.00949714286,1788.13090882353,1578.90523333333,2038.18687272727,2029.31797,137.011842517877,106.620058626653,66.3110038901874,86.5621584708016,109.068976181389,1615.7066,1383.068175,1534.8205,1719.3548,1591.96665,2276.86265,2254.42905,1643.8459,2398.048,2331.973175,35,34,3,33,50
"ZNF514",0.992967800920993,0.460769660343627,0.571309224111382,0.125380342660311,0.297910583083926,0.956536901363923,0.535197504913835,0.822418693011287,0.801579359064178,0.825988266292307,305.817831428571,291.526144117647,167.041833333333,225.515309090909,258.55702,27.2724791719627,28.4747342391887,18.7054809132095,21.1640663657894,15.9178833157066,202.58095,177.560875,150.9835,125.1922,175.369175,370.36545,386.778475,183.37875,287.0281,301.656625,35,34,3,33,50
"ZNF300",0.612581377108463,0.986512971270775,0.999996452276511,0.710709694024039,0.999901291724813,0.999999999931776,0.984372261559206,0.239918983697713,0.954077392829147,0.326454801000079,130.341228571429,87.9333970588235,92.6026,92.2931545454545,144.720804,14.8407272124973,11.4679035532894,44.0029808707319,14.2604885248025,25.9918697401655,65.456,21.9385,51.7924,25.8578,52.7538,193.4462,137.842775,127.25875,133.0339,161.88265,35,34,3,33,50
"RBAK",0.205689431175446,0.391748614867459,0.89087863069855,0.404988316975543,0.995724697769029,0.823711370417419,0.341481096459412,0.989184669313399,0.803262143421854,0.99999587079293,942.08824,788.263211764706,624.4005,815.56856969697,819.915184,56.3652221127362,45.8967040997421,55.3755485451837,36.8340347329442,48.1298452820825,701.22835,633.2055,588.95,646.5432,577.131225,1021.2029,950.118175,678.9671,947.7796,1002.381675,35,34,3,33,50
"ZNF92",0.999812467775283,0.7342206411075,0.694181811783193,0.992481689279251,0.975023459905206,0.830794437384078,0.997378743494164,0.999900649442905,0.649628824392215,0.931387847729982,340.659397142857,351.841711764706,138.190566666667,311.760584848485,360.640256,27.5912199792949,28.1721404524113,33.7023784898699,21.0750009257064,60.5027609339059,227.99325,236.608225,106.12875,215.7613,217.1358,386.8978,446.429875,163.2169,406.8437,386.873,35,34,3,33,50
"ZNF157",0.98583580693504,0.998728009055168,0.98902453682628,0.74756325233739,0.958096091402821,0.941497699725479,0.989516968286803,0.999987295549274,0.991106998173069,0.918071982660883,1.48963714285714,1.8627,0.990666666666667,2.37168787878788,1.804888,0.38658513454806,0.565130790534352,0.393781141978356,0.683895703961447,0.367267465898172,0.10335,0,0.63195,0.4018,0,1.66875,1.359,1.3107,2.5037,2.174775,35,34,3,33,50
"ZNF182",0.951134980788502,0.440885387763972,0.280551748411365,0.44350015706645,0.123960960148924,0.850480090323243,0.708848458706733,0.250750644459319,0.726387747630679,0.978106409669819,197.991208571429,213.614132352941,106.4288,161.153396969697,172.80388,13.5061311877605,19.7015830291449,10.6143433792832,13.7626278472274,12.0863658404724,131.532,128.7891,100.9607,105.3599,120.508525,241.95815,271.1387,117.0415,207.5424,211.770125,35,34,3,33,50
"ZNF673",0.909003357822028,0.320731796172519,0.529339287122918,0.255361815569484,0.770747467738578,0.816847883002162,0.602540237617102,0.988133089896222,0.634441265129598,0.934906021814785,191.933325714286,176.439623529412,106.872133333333,155.261160606061,168.332514,13.690754978072,12.0230470949313,16.2694302322211,12.2339365048358,10.7668080518522,145.24375,118.294975,98.65735,103.0333,125.587625,212.9828,208.59005,123.1413,204.9336,201.412725,35,34,3,33,50
"ZNF41",0.919559911099319,0.937173155908066,0.801789001643034,0.553294640688853,0.141785307308083,0.999836646479919,0.889067317610087,0.368678501239505,0.991842306164088,0.94736558512043,314.605291428571,345.516747058824,242.774666666667,257.977915151515,283.428654,20.4210901857325,36.5001846541007,33.7272979307234,15.4083258326361,23.0607412371826,241.51515,215.30705,210.26315,200.2019,198.20175,372.6137,407.911475,266.8021,280.1772,325.5152,35,34,3,33,50
"ZNF7",0.77618682934144,0.281139177980409,0.554520547745666,0.999997605267355,0.815181762453909,0.294939569529404,0.999479743384084,0.838843936385936,0.310331692427899,0.999871911827926,520.625491428571,469.339494117647,301.2583,518.084109090909,511.71567,38.8183428949748,33.5722888386637,24.2466236219259,26.6133461602827,22.8734669110143,361.17185,358.5054,279.9292,426.6195,376.647375,589.7988,567.862925,321.90915,629.4644,599.58955,35,34,3,33,50
"ZNF214",0.968185868155786,0.837153587901726,0.935730004170052,0.62361804151352,0.939674847056118,0.989963559715288,0.999999997388162,0.955341544097473,0.829223714732959,0.542646198792829,31.2128571428571,27.2130529411765,15.0087666666667,22.3513545454545,31.271904,3.09913011327585,3.43278627405718,4.64022731926405,3.31339242715205,5.13380666962175,19.72045,7.9751,10.84135,7.5476,12.098775,39.92655,43.2446,18.85975,27.6583,41.496525,35,34,3,33,50
"ZNF215",0.57525303041818,0.850732744445265,0.49908162594341,0.999879020018908,0.685279134260845,0.822566307196865,0.980201415751034,0.832242548017024,0.733818376006681,0.995135921160067,62.6791257142857,85.7765264705882,23.3975666666667,65.0638787878788,70.699594,7.68552401772411,12.0964871393922,4.6576608157362,11.4833458588527,10.1793810238298,22.61055,11.50335,20.57775,17.4966,9.08315,87.736,152.18345,28.0179,84.6954,107.237025,35,34,3,33,50
"ZNF547",0.610276805947402,0.996552793577394,0.999509454819864,0.998557068157894,0.443236223359479,0.990001423358006,0.974740676901494,0.876018139480528,0.999920289253561,0.89719864906501,41.2922857142857,50.6822941176471,47.1278,39.4093060606061,44.907944,4.27931589138041,4.97164009283741,5.36365544288594,4.33348852566857,4.15224881073943,24.7898,36.701875,41.925,22.4806,23.083075,55.41315,66.672125,50.85825,48.3921,58.389525,35,34,3,33,50
"ZNF773",0.999590954940971,0.821602781373849,0.778796494719603,0.94948406664667,0.885959559626458,0.937670218506811,0.999998598438523,0.998769484593371,0.824364617277889,0.946810823355236,71.8060914285714,73.9786323529412,43.6813333333333,64.0790303030303,71.327316,6.55634057100565,8.40351074911198,13.2998315590002,6.4601216418127,6.72550738247255,38.3265,41.650225,30.7913,44.8666,40.2979,95.4522,101.215975,52.9635,76.412,97.4959,35,34,3,33,50
"ZNF776",0.983693368869079,0.997660312766736,0.98360005117077,0.221915917405803,0.0718706488001705,0.98442214927396,0.999980686916505,0.961838217227392,0.998440031118821,0.190370598370908,412.72304,433.721241176471,381.120033333333,329.174260606061,409.27229,22.5568152748447,35.5777303161275,26.7438951721904,23.6246509586541,23.7438674983782,322.5448,304.93735,354.4707,224.0915,262.735375,513.7747,499.247275,396.39065,421.5299,482.964375,35,34,3,33,50
"ZNF256",0.156961965585501,0.9822555115692,0.996126573128931,0.934253938244175,0.0238685363422185,0.910491972575314,0.999999843776006,0.109965111375695,0.982742141828809,0.904284570656861,79.4626628571429,41.6496382352941,56.8367666666667,92.5994818181818,79.026766,11.4137555968706,9.54280360533996,14.5174769511709,12.3559077653663,10.9079416269505,24.1671,8.2,48.81635,43.3376,13.943,122.8502,41.61195,71.3266,131.8182,111.626025,35,34,3,33,50
"ZNF599",0.193411150942568,0.730727706995963,0.996264256310696,0.826562897187367,0.809172631015888,0.928473894237619,0.999803658745587,0.18909482114588,0.759042713030181,0.864695095426855,82.5906685714286,58.4501058823529,48.3961666666667,70.7558424242424,80.850446,7.00213594029704,7.22579833111853,6.77711800407158,5.52652064622268,8.28329353567953,51.52275,31.697025,41.849,50.2861,45.827875,107.68805,69.530175,53.18565,92.6764,99.22545,35,34,3,33,50
"ZNF18",0.404324328368511,0.999676067888192,0.986584770498517,0.771940423027911,0.0358876279625919,0.964028337651611,0.99997967211875,0.272740791486747,0.999340181716863,0.772039461786408,182.676388571429,153.039382352941,174.458533333333,202.488457575758,184.178088,12.9945892737662,7.90819635563267,42.993295359716,11.7498929044273,11.2567698595426,145.86445,123.916775,143.5464,151.9642,127.3051,212.05695,174.195425,215.79215,231.5519,213.576875,35,34,3,33,50
"ZKSCAN2",0.955374369170038,0.993165851531018,0.999906204745961,0.999978202156966,0.932723386383394,0.990461994313882,0.367869756114415,0.0825338714072353,0.804724764420173,0.450526136971504,148.961331428571,135.496141176471,128.675433333333,150.866803030303,180.775782,11.4989455223145,12.3262893148256,35.5971007756874,9.80503465847092,14.4306268356368,91.81765,87.81935,94.51455,112.1172,107.04055,182.57485,154.3142,154.42425,172.2862,227.606725,35,34,3,33,50
"ZNF689",0.977358512033998,0.999971739836771,0.99993906768561,0.999856939891008,0.993579582440826,0.999999322465938,0.707868511208434,0.969894436112249,0.996159132411841,0.816624791034295,177.726434285714,190.846329411765,183.6525,181.317681818182,203.938876,17.4885071944242,16.0582773684679,48.1928866096785,9.25518531155076,14.9933905130428,125.7078,132.67675,138.5486,145.3803,144.06425,218.63275,224.602875,220.9063,213.0663,225.40505,35,34,3,33,50
"ZNF19",0.923707515641521,0.817168082481837,0.624813047128341,0.961251027013464,0.576466123811672,0.929005099410842,0.999495880011826,0.803411515940326,0.849929676654009,0.985464739407779,46.0087171428571,50.3150529411765,31.8767333333333,42.4352090909091,44.963996,3.64111601572806,3.75772857349886,0.51739771077104,3.31849123935979,3.37272492550431,31.0699,30.750175,31.36,25.4934,29.3889,60.2696,69.42305,32.1578,59.0342,54.140175,35,34,3,33,50
"ZNF230",0.635747932100599,0.992163223981949,0.999958754475079,0.99915565465209,0.490257195019952,0.983159246944258,0.926623229041503,0.956313914685415,0.999902007453334,0.823506277518691,72.1897114285714,84.9874088235294,82.3148333333333,69.8862939393939,79.037236,5.96671895368088,7.52695807751012,7.03286837459969,5.39166677379445,5.81070365075206,49.28625,62.168375,77.34825,47.4809,46.9986,88.8109,96.6855,89.1104,80.4725,92.47025,35,34,3,33,50
"ZNF222",0.371051009731662,0.999621176976152,0.985041660499547,0.999799364803225,0.491274098304772,0.999929566144856,0.179367583762741,0.999312995106201,0.972240101650263,0.275362430975031,24.4807714285714,31.9164735294118,26.5582333333333,25.1946242424242,32.80881,2.3931245178551,3.50589218246736,2.38418611573099,2.17851670862844,2.70712444200785,12.0303,21.055,24.31045,17.7026,20.677775,33.40425,38.374075,28.3705,30.0215,38.489475,35,34,3,33,50
"ZNF221",0.99945616381468,0.99912310285079,0.997132776406902,0.999998761233894,0.998879851724211,0.999368446037616,0.241493493038283,0.374249216422033,0.846480843078314,0.234247271957176,27.5272314285714,29.0323264705882,23.2832,27.1977575757576,40.336562,3.56437327896898,4.44155548113919,6.8639529740522,3.66199530932672,5.24116451054487,9.2365,11.034525,16.42955,11.5573,14.52235,45.38045,31.3312,27.0356,35.5042,58.25675,35,34,3,33,50
"ZNF233",0.99207779046487,0.99893699554107,0.992215268461205,0.834593508787686,0.582937339885097,0.99986025824581,0.931727570497084,0.997965220029863,0.980412884554615,0.316423096881118,28.6588,31.8574058823529,23.8936333333333,21.0326606060606,33.935162,4.02363370750262,6.62793304762471,5.90357698810174,2.85765079119401,4.89299058210857,11.0519,14.593075,20.08525,9.4086,13.242675,35.8582,36.42745,29.7044,27.9054,37.498175,35,34,3,33,50
"ZNF235",0.786873926553482,0.999974471099682,0.980904139193662,0.989528410849281,0.505310957602566,0.999986022500638,0.620084730686548,0.999810711449839,0.97033725825559,0.320627208272378,78.1059114285714,90.3499352941176,75.3386666666667,72.9533818181818,92.040926,6.85504070066529,7.78768568380431,8.51909622677847,5.31173131808096,7.72028860642399,42.68045,63.349875,66.83605,55.5714,54.707975,102.7142,105.0049,80.04865,79.9602,113.833,35,34,3,33,50
"ZNF208",0.872197929597648,0.993218953760632,0.999999474920179,0.840272542824884,0.999991619832214,0.9999999993384,0.999943451748614,0.89025727274524,0.995436420163974,0.858203282959412,56.0514742857143,27.4342852941176,24.5364666666667,25.0830060606061,52.629714,25.0120919113836,10.9947343464361,10.5141928668401,10.1992546900635,23.0760883079159,2.60535,3.699325,14.31515,2.4585,5.494025,30.4454,21.998575,31.7813,12.3978,24.811575,35,34,3,33,50
"ZNF714",0.891932376578862,0.848657186633289,0.966764149897461,0.253259458200648,0.79329764187021,0.999696257738033,0.648225977153778,0.995983036510349,0.985398402209351,0.911292720131705,401.700551428571,352.649908823529,265.4631,291.264390909091,334.295782,36.5453478210092,39.0009591604075,93.2531665105981,35.1961352479878,33.9707563990624,227.52395,185.318275,173.6154,133.6648,158.763525,546.0936,487.94935,325.3553,444.8457,413.3551,35,34,3,33,50
"ZNF394",0.999837386031553,0.792641464977296,0.757120758864902,0.99681030197877,0.999737749685017,0.71399539839694,0.99924075573943,0.999996585027773,0.734498422967194,0.999913758217781,562.98482,544.770426470588,876.026266666667,523.922042424242,538.387128,60.5067175399882,74.513212971542,285.937202575498,37.47989187918,89.1734448062878,361.8358,352.501775,606.32975,378.5595,359.351775,635.99785,602.64785,1093.1418,646.086,493.262925,35,34,3,33,50
"ZNF333",0.997142841333615,0.994451057637608,0.998887094624968,0.999758860148478,0.985953138008745,0.989607546571019,0.999978281744115,0.990338467735867,0.991917621156323,0.999978489010172,171.538351428571,165.310388235294,153.068066666667,174.88803030303,173.200536,13.652037526985,9.32618966652815,17.6002180210297,13.7956985082716,12.0032505752869,116.03145,126.228625,136.79705,118.8991,121.5032,217.99615,215.711575,167.01445,214.4703,207.956725,35,34,3,33,50
"ZNF382",0.997110336350858,0.995542177952252,0.985749028854601,0.997858349003847,0.966990580833799,0.999097377142312,0.694552951294871,0.466828057007376,0.999980669773715,0.883829229635756,23.7444542857143,21.0427235294118,31.2926666666667,26.2655121212121,33.17605,4.12115149012307,2.57999957547102,10.9933575587463,5.28080709641621,6.57440131189936,9.5613,10.318375,20.46395,7.2727,9.7735,25.76475,27.75715,38.34855,35.9602,30.10555,35,34,3,33,50
"ZNF577",0.848859551231583,0.860701230721637,0.977702837957504,0.968776696876351,0.996129263544486,0.949548963290134,0.999987785526396,0.849026831267963,0.869323302964538,0.97409856120187,100.663131428571,80.1762970588235,50.8022333333333,87.6875454545455,99.081604,14.9917442007679,12.7062401474538,12.2505153015881,13.8177979625868,12.8733553273434,51.1565,26.53305,43.41935,28.792,34.01155,113.8971,99.48195,62.95985,123.3333,127.0988,35,34,3,33,50
"ZNF75A",0.0541932255734154,0.321689833082958,0.928312509614823,0.876421725277484,0.408785884128183,0.555543004031715,0.611524804935699,0.53602834578528,0.632302006411005,0.995824751309959,273.259145714286,183.392438235294,117.009633333333,241.731224242424,230.285448,24.3578296791834,24.1159072408498,26.2366230099793,18.0806557704092,21.1338091229336,173.9175,89.325575,101.49815,153.7827,134.352675,325.3797,233.330675,143.09065,297.2727,312.174725,35,34,3,33,50
"ZNF496",0.869662858905555,0.892781534802551,0.984994300132187,0.999894781021432,0.928155424373839,0.914830237553098,0.991721124938506,0.570847229662433,0.813432333485885,0.975330084352708,454.343374285714,400.568341176471,327.908166666667,446.120766666667,477.06081,50.2242180321939,27.9372867937242,53.4529856879025,42.6521901501252,29.8940236429176,291.4253,298.898425,274.6529,294.0096,324.414225,522.25415,461.91585,358.5137,540.5509,558.77885,35,34,3,33,50
"ZNF2",0.575037988565248,0.999999997306065,0.977474615456991,0.683541242486793,0.999859848664619,0.98544829135783,0.99999872603027,0.526349801851469,0.999999999286449,0.645966104653579,114.898645714286,101.815488235294,114.669266666667,103.226842424242,114.506672,8.14815845224324,3.97566015259208,6.37971074065623,5.69736538625602,5.34706451374541,87.16145,81.887075,110.22875,76.8817,83.67635,125.0834,121.646525,120.8565,117.9847,139.14725,35,34,3,33,50
"ZNF589",0.968334050208103,0.978599572229988,0.997757670363664,0.877970985795612,0.997972216632214,0.999692608201468,0.9879939292221,0.999604186100546,0.994606760010961,0.982896726677549,298.769774285714,273.685347058824,242.467,261.340990909091,281.101104,21.7420480530897,37.008150005869,78.288845945788,28.6152778154086,19.9982049402632,220.87705,181.037225,164.1914,135.3205,191.7808,352.55105,287.843225,282.85195,333.5171,375.623275,35,34,3,33,50
"PRDM9",0.99955102888653,0.999999003205809,0.999934693689429,0.953878829849327,0.987544986424743,0.997373495242776,0.286618334678999,0.423389338201777,0.937175794185142,0.770866007061737,0.421791428571429,0.851764705882353,0.1898,1.87743636363636,4.08553,0.183498151497178,0.460862127369494,0.1898,1.00850261436368,1.95328383263118,0,0,0,0,0,0.238,0.288925,0.2847,0.6325,0.46035,35,34,3,33,50
"ZNF12",0.999816847098453,0.630431996179974,0.674150178553861,0.632406170461034,0.740894172323347,0.920004597281326,0.91676320245572,0.96586359678905,0.805495249734152,0.960492339675705,1065.35917142857,1050.54964411765,758.8148,941.992045454545,997.617884,58.0825176626051,64.0870553621482,35.0383318553172,59.17114224115,55.7845184809039,874.18925,803.3323,728.81475,744.8457,665.20505,1268.99125,1273.437575,789.4916,1149.3303,1188.5071,35,34,3,33,50
"ZNF202",0.855730773155204,0.942973213691404,0.777951358215585,0.959362162512148,0.459095061985654,0.989331676172161,0.994765229816335,0.958601722489224,0.89250855066466,0.790116673530941,264.653631428571,287.919341176471,220.722466666667,248.558618181818,273.097518,12.0832615744829,18.952016153765,4.29591176753486,15.627388481392,15.2536326323781,211.8696,223.68315,218.51375,184.5043,198.6244,299.8568,325.51935,225.0178,281.9876,329.81655,35,34,3,33,50
"ZNF3",0.999999998990909,0.918205139884754,0.919585794942177,0.999987870136623,0.999983078250858,0.907178092398769,0.748527055723625,0.759489601459604,0.994460009846206,0.706114173941087,810.694334285714,809.887726470588,603.194333333333,819.212196969697,701.44497,66.163025318081,95.0556840552617,136.390701213454,76.462448690692,39.144624991838,591.1463,525.91765,467.3055,525.9074,493.011725,889.85135,908.490275,681.2623,955.4175,889.197925,35,34,3,33,50
"ZNF606",0.57100205583653,0.903942874022403,0.998575920614995,0.992839806294841,0.324987316935986,0.831231675492637,0.998453437398584,0.321708710345463,0.856042930610759,0.999760733436686,186.555928571429,135.990052941176,111.9285,201.251863636364,195.547796,20.0055673996879,22.5136464201358,32.9054836445234,23.1470886258655,23.602038381828,88.55195,29.996575,86.1816,110.0269,76.176975,271.30285,184.194275,142.5474,268.2999,275.8167,35,34,3,33,50
"ZNF91",0.975779112068972,0.991265400791467,0.958485913429986,0.166357709785844,0.0424678181621256,0.991078978008148,0.623319260250194,0.252239050292435,0.999996116482818,0.829844960274265,537.851874285714,588.257208823529,441.944966666667,345.273978787879,428.508276,66.2504407265871,73.4336087468811,107.956045918394,47.9429772055795,44.4779302294974,241.6887,239.82345,338.4512,111.3273,214.100775,849.5506,765.87705,520.29375,505.5811,568.409925,35,34,3,33,50
"ZNF226",0.633304496605551,0.999076299119587,0.927122044739657,0.975108879727075,0.287386875275262,0.999999994693947,0.407542553300484,0.999423913768582,0.894514872160852,0.13049475996,194.46606,230.115344117647,178.235533333333,179.02593030303,235.43618,15.8813269540049,19.470018313223,24.3722523970965,14.7037788087871,17.3523718687926,125.90575,163.459325,153.87005,137.082,145.397075,242.9597,265.784,190.9157,206.9697,275.276675,35,34,3,33,50
"ZNF229",0.992537836591754,0.999999770229259,0.99960104952003,0.999927713546967,0.998324679750046,0.999987904046576,0.158655260868677,0.385753707448958,0.905426846797045,0.229149017883569,42.8805457142857,58.9255882352941,39.9603333333333,47.8509939393939,119.835954,12.8825922895294,32.4708919033639,4.22965664537652,11.3059017826973,28.6898224469634,7.3148,4.8403,37.6754,5.8802,8.597625,37.8417,25.3675,44.1853,56.6095,147.364775,35,34,3,33,50
"ZNF180",0.866413835650779,0.94114901679817,0.779491306787469,0.811852739123531,0.999950236440964,0.752571067038621,0.949001610613238,0.997392098140991,0.83556472419181,0.990684552097706,179.540917142857,198.6513,142.224766666667,201.070951515152,192.662098,8.92361954829225,17.9038458023621,7.57918705410489,15.0148148989641,11.1127261486847,143.0574,152.571575,134.766,145.3442,136.793675,213.98,213.69185,147.11955,235.4113,219.6521,35,34,3,33,50
"ZNF641",0.501750703224677,0.993275060979925,0.826337346091388,0.788027434202575,0.991657448963126,0.904580744475298,0.985049777299946,0.744110933917563,0.97151601135132,0.952875240747703,201.043105714286,170.619347058824,221.157333333333,179.263884848485,191.945742,12.2976027368471,9.3988805934757,22.3378449838932,16.6568784463631,12.1886727089142,160.89445,131.9572,206.736,128.9967,143.900325,253.7531,204.343075,243.1414,214.8391,216.1642,35,34,3,33,50
"ZNF610",0.998659679258313,0.999657579691386,0.999987680883932,0.999996542437672,0.999537237056187,0.99980239792859,0.999999385317375,0.997017884187376,0.999521763166922,0.999969867181279,17.70704,16.1273235294118,14.9141666666667,17.3514515151515,17.916706,4.04481977070662,4.17907721121654,3.96710297418378,4.17442279951972,3.21823706371432,5.25385,3.368025,10.98415,4.3419,4.788075,20.0454,19.668075,17.34785,21.022,18.4264,35,34,3,33,50
"ZNF528",0.966976508367488,0.998225273680668,0.999999369904909,0.999249148660168,0.994637276340261,0.999624375187698,0.701263601431894,0.283695018057872,0.936186291124969,0.549543264067436,124.444891428571,95.71595,91.1942333333333,113.669675757576,176.64314,21.0504747810176,28.286172323889,16.1389913647387,18.3531309878851,36.8067462868431,45.7693,15.422375,77.863,37.3182,26.7938,135.25395,114.13115,105.7376,143.2796,206.769175,35,34,3,33,50
"ZNF701",0.999996908596865,0.90635389578757,0.915078104289412,0.465771520083225,0.511030140589073,0.999598113748338,0.999999968167649,0.999998926196528,0.905150636946796,0.394869181020163,110.03946,108.848029411765,67.1575666666667,77.278996969697,109.692232,12.7718343311486,14.4638084665157,11.2098537881237,15.3330883381027,11.4640763106381,50.38455,47.416625,56.2062,24.2881,35.769125,150.4145,157.3029,74.706,112.2708,166.01175,35,34,3,33,50
"ZNF283",0.494436079934593,0.999999999990832,0.968149621833921,0.998286237348315,0.697840321483757,0.999957238148296,0.327021235873371,0.999931025719119,0.956577202468625,0.540738287937334,68.4005142857143,83.6080705882353,68.4599333333333,71.2307515151515,84.75964,4.39709020358229,8.13288728989491,8.01539529017614,5.91857992880216,6.28220391403903,53.41675,51.9851,61.4116,50.1035,56.553625,88.0842,100.75965,75.2895,84.4402,101.24145,35,34,3,33,50
"ZNF558",0.023356449834684,0.992294258428054,0.937109804032281,0.977136435486964,0.118189357811381,0.999628889349402,0.999170830900788,0.00489268886475103,0.983606701950069,0.905509392209677,432.150228571429,297.504323529412,383.623433333333,406.005639393939,442.175598,30.6349436517293,25.7109525298533,57.1483346259053,25.6957220557427,32.038169614638,310.79285,187.03925,326.62655,298.5197,277.098025,530.9064,388.4246,415.72265,499.4624,585.70695,35,34,3,33,50
"ZNF597",0.884655691793669,0.964161765316037,0.839669600056202,0.958373956875759,0.498405611786275,0.99541392749549,0.721489972828389,0.167980940391358,0.999594888396998,0.988849367753343,64.4329257142857,73.1647352941176,48.9174333333333,57.9076272727273,53.689404,6.73851804301006,7.55237767894907,15.0776611243625,6.30901503440752,5.20529909636909,31.91745,33.271,36.0833,34.8868,17.494975,83.63445,99.793375,62.18765,77.6588,84.2611,35,34,3,33,50
"ZNF30",0.999931869954731,0.972205826556399,0.96277943813679,0.76402691315603,0.692165728604334,0.999908738200562,0.997319593857125,0.999719375606163,0.944722830494257,0.498756085109157,84.2758771428571,86.3905529411765,59.494,65.193096969697,89.177552,7.80389932934207,17.9279977985943,4.06685811530228,5.73470521431607,9.05417517573657,47.2116,48.21455,55.90385,44.1014,50.21865,115.59935,87.6499,62.94365,83.388,106.79585,35,34,3,33,50
"ZNF354A",0.999980611427569,0.731637065614129,0.709505987641366,0.99005965790425,0.980605473816661,0.835142017214849,0.999998551902559,0.999998013012399,0.711612108636203,0.981074791963866,281.808208571429,286.071429411765,144.875933333333,260.850942424242,283.846386,24.1002674879543,45.2709997797606,30.4889231096767,20.8833184988995,25.9378644955877,203.3369,175.14085,117.3919,166.2569,173.843375,356.4618,292.4782,170.04825,351.8571,305.8024,35,34,3,33,50
"ZNF764",0.985964513118933,0.994966899771937,0.975423707721084,0.978959639290228,0.819934880777443,0.999848245339801,0.480353672367959,0.826145089845351,0.854481269813463,0.177665462185968,184.101334285714,196.254741176471,160.9064,170.4489,219.456824,11.0628685876872,21.5785252757097,19.6184587180033,10.2655826047683,16.5405640086508,141.74885,123.77735,142.00695,127.7735,144.070925,215.3176,218.14515,174.91365,207.2727,248.61005,35,34,3,33,50
