"gene","Stage I-Stage 0","Stage IA-Stage 0","Stage IA-Stage I","Stage IB-Stage 0","Stage IB-Stage I","Stage IB-Stage IA","Stage II-Stage 0","Stage II-Stage I","Stage II-Stage IA","Stage II-Stage IB","Stage IIA-Stage 0","Stage IIA-Stage I","Stage IIA-Stage IA","Stage IIA-Stage IB","Stage IIA-Stage II","Stage IIB-Stage 0","Stage IIB-Stage I","Stage IIB-Stage IA","Stage IIB-Stage IB","Stage IIB-Stage II","Stage IIB-Stage IIA","Stage III-Stage 0","Stage III-Stage I","Stage III-Stage IA","Stage III-Stage IB","Stage III-Stage II","Stage III-Stage IIA","Stage III-Stage IIB","Stage IIIA-Stage 0","Stage IIIA-Stage I","Stage IIIA-Stage IA","Stage IIIA-Stage IB","Stage IIIA-Stage II","Stage IIIA-Stage IIA","Stage IIIA-Stage IIB","Stage IIIA-Stage III","Stage IIIB-Stage 0","Stage IIIB-Stage I","Stage IIIB-Stage IA","Stage IIIB-Stage IB","Stage IIIB-Stage II","Stage IIIB-Stage IIA","Stage IIIB-Stage IIB","Stage IIIB-Stage III","Stage IIIB-Stage IIIA","Stage IIIC-Stage 0","Stage IIIC-Stage I","Stage IIIC-Stage IA","Stage IIIC-Stage IB","Stage IIIC-Stage II","Stage IIIC-Stage IIA","Stage IIIC-Stage IIB","Stage IIIC-Stage III","Stage IIIC-Stage IIIA","Stage IIIC-Stage IIIB","Stage IV-Stage 0","Stage IV-Stage I","Stage IV-Stage IA","Stage IV-Stage IB","Stage IV-Stage II","Stage IV-Stage IIA","Stage IV-Stage IIB","Stage IV-Stage III","Stage IV-Stage IIIA","Stage IV-Stage IIIB","Stage IV-Stage IIIC","Stage IVA-Stage 0","Stage IVA-Stage I","Stage IVA-Stage IA","Stage IVA-Stage IB","Stage IVA-Stage II","Stage IVA-Stage IIA","Stage IVA-Stage IIB","Stage IVA-Stage III","Stage IVA-Stage IIIA","Stage IVA-Stage IIIB","Stage IVA-Stage IIIC","Stage IVA-Stage IV","mean-Stage 0","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","SEM-Stage 0","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","Q1-Stage 0","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q3-Stage 0","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA"
"ZNF92",1,0.999999997903996,0.999980011783803,1,0.999999999998878,0.999874660644848,0.999999999932068,0.999999999751093,0.999994893418261,0.999999999997481,0.999999999897452,0.999938832560996,0.999999999986348,0.999516865350416,0.999997855231842,0.999999999999408,0.999998706184163,0.999999984825475,0.999970046958,0.999999644261228,0.999999995339991,1,0.999999992120819,0.999999240452961,0.999998929147776,0.999999948648162,0.999995000494982,0.999999999532244,1,0.999999997112143,0.99999976060184,0.999999602633542,0.999999954144389,0.999999797805418,0.999999999985272,1,1,1,0.999989676700141,0.999999999831903,0.99999999871058,0.999961960423702,0.999999612478809,0.999999999454715,0.999999999817952,1,1,0.99999045095239,0.999999999993793,0.999999999564307,0.999981390844332,0.999999700114713,0.999999998913934,0.999999999532846,1,0.999999999991194,0.999999859411071,0.999999999996696,0.999997527476253,0.999999578113581,1,1,0.999999999878459,0.999999999964781,0.999999962325893,0.999999945723866,1,1,0.999999961932607,0.999999999510671,0.999999996056173,0.999999996577633,0.999999999995439,1,1,1,1,0.999999999961366,297.1429,282.7902125,388.14842,259.757985714286,209.2157,362.330979487179,340.528744827586,320.561192,321.755683333333,292.82846,286.963085714286,355.72435,310.438733333333,NA,47.1757042820902,65.2082021280023,56.0037777632623,NA,76.849317242075,21.3484526838676,33.5325348784445,35.7691203657501,28.6537539953695,46.0825997442089,119.845092668915,68.549077644666,297.1429,212.4835,353.9394,143.9114,209.2157,218.44125,256.3203,195.1596,229.622775,222.03845,223.42805,219.2114,275.88485,297.1429,353.002,472.8307,337.54565,209.2157,381.7149,420.7456,387.1965,444.3263,380.74345,279.5682,383.352,378.98705
"ZNF157",0.995306682962628,0.995718262144204,1,0.999924382805583,0.999889833733202,0.999940780035733,0.999304216042979,1,1,0.999999467339268,0.999729029225325,0.999542894236013,0.999876736206666,1,0.999999737674766,0.999262389508969,0.999987944990545,0.99999561956703,0.999999983920168,0.999999982286882,0.999999963886471,0.999999994417116,0.62457535081835,0.82443763305858,0.996409406305951,0.998990444295035,0.688574104965518,0.535505514286175,0.999854667402764,0.99981035141521,0.99992156916429,1,0.999999625114189,1,0.999999985420461,0.96825365285877,0.99964012720422,0.999991638468725,0.999995461182051,0.999999999918625,0.999999960880152,0.999999999999161,1,0.938316876957874,0.999999999987307,0.992260150794427,0.999999999999397,1,0.999492844956398,1,0.997991653104016,0.999870979954647,0.568700229628809,0.999116850189979,0.999923739157328,0.994629592957714,1,1,0.999891561929587,1,0.999807918124302,0.999988218717555,0.854862296941303,0.999864031120541,0.999987900130399,1,0.999390250710057,0.999999999959558,0.999999999873993,0.999999970660035,0.999999999938763,0.99999999134515,0.99999999999526,0.992662148850715,0.999999983825887,0.999999999936498,0.999999994314534,0.999999997783205,5.3495,0.8405,0.73926,2.34672857142857,0.4257,2.13651794871795,1.7875275862069,4.112248,2.23951666666667,1.92874,0.543428571428571,0.525325,1.38193333333333,NA,0.360014076609711,0.231939338189967,1.90534643128153,NA,0.564492326668278,0.463369141296468,1.26592307257221,0.85461827504176,0.774752765611212,0.177329085673643,0.228244289359011,0.930253414099859,5.3495,0,0.4207,0,0.4257,0.3094,0.26,0,0.368525,0.30515,0.24675,0.24435,0.49705,5.3495,1.716925,1.1341,1.16505,0.4257,2.43845,2.8,7.9089,2.474375,2.80895,0.8822,0.811375,2.0729
"ZNF182",0.999999999999486,0.999999544315847,0.99998909367741,1,0.999999999997344,0.999911093687443,0.999999993139806,0.999994371632556,0.999503441963726,0.999999065940187,1,1,0.999814050334697,1,0.999994576097656,0.999999999985835,1,0.999981013504994,0.999999997737629,0.999982804346746,0.9999999990288,0.99999531861728,0.997419626672865,0.999999999999454,0.991273544565836,0.997947058638065,0.841630498670462,0.964667181070759,0.999999817728243,0.999985393238958,1,0.999842899667686,0.999576209760252,0.998796276677194,0.999928910695764,0.99999994617333,1,0.999995418377698,0.994477780470631,0.999999964272351,0.999999991620757,0.999968598362329,0.99970294982683,0.795255738724229,0.981547254217762,0.999999999309389,0.999999999740691,0.999999950927461,0.999999920475247,0.999959594119044,0.999999953047298,0.999999999952858,0.999958907460941,0.999999987662242,0.999804343678101,1,0.999999999998994,0.999974632048351,1,0.999999534859248,1,0.999999999694782,0.998798603451004,0.999974824796036,0.999999997595311,0.999999980298928,0.999938036750662,0.998304852878575,0.999999717621678,0.995617948438789,0.99512305125448,0.992227680904953,0.997195002723574,0.999999882695876,0.999991702805372,0.960536621152525,0.99982637489037,0.998117255364418,157.2377,173.440375,209.49208,164.553685714286,110.248,170.385392307692,177.285724137931,217.001108,203.08055,145.69614,186.466185714286,163.6757,242.9046,NA,34.5151350082299,57.287414392128,39.197995693642,NA,12.5648547989559,13.248022486692,31.6442857786989,29.4195539615893,15.4768532568851,27.1336905409952,36.3106594499007,79.9805765068203,157.2377,99.330975,91.3485,101.15155,110.248,115.50345,117.232,121.1069,125.228975,115.232625,151.28875,144.60875,201.184,157.2377,232.9967,296.4832,204.24025,110.248,213.0363,228.6341,252.2386,231.468125,159.3274,220.773,199.89225,322.85985
"ZNF673",0.999999660615949,0.999999999992666,0.999999097977405,0.999999999994059,0.999996285365122,1,0.999998871527697,0.999999999935699,0.999999508068866,0.999999221496024,0.99999999999648,0.883440760185928,0.999853472013634,0.999476163123403,0.999551644248055,1,0.999247287481667,0.999999999994346,0.999999999990846,0.999993426924902,0.992885016516499,0.99999999699923,0.743510710937879,0.997648504591594,0.992956851487548,0.998306539506023,0.999998190232725,0.935016845277225,1,0.982884175972888,0.999994312818407,0.999985290273077,0.999842272217221,0.999999999986475,0.99998035415621,0.999996031343808,1,0.994910977363811,0.999999591291413,0.999999062553961,0.999932050823052,0.999999988097033,0.999999663121587,0.999967544247497,1,1,0.993916454996677,0.999997813014326,0.999995480012598,0.999876001113562,0.99999999999964,0.99999763370816,0.999999645332903,1,1,0.999999999988446,0.999999757875663,1,1,0.999999702888787,0.99992899385023,0.99999999999157,0.998815659099153,0.999996497784828,0.999999712942583,0.999998451251228,0.999996957879974,0.898910834484648,0.994183367328197,0.99120202085043,0.99297957403653,0.999879355921933,0.988617879404934,0.99999775834036,0.999788183560292,0.999500397772676,0.999901213588819,0.995589362915531,170.6991,130.464875,154.02148,154.705628571429,111.0993,185.210364102564,161.236082758621,196.467532,179.921283333333,175.13792,180.184214285714,153.021275,223.828166666667,NA,25.3145879590754,24.1267213511782,35.4078723689663,NA,15.2925514260638,10.8247863516307,21.1822643205212,15.7399431702116,15.9393193398784,24.0375111599848,25.5958598145083,70.6699985493452,170.6991,86.976625,103.5216,118.2512,111.0993,112.60085,134.8515,128.1296,147.5173,133.080875,136.83845,138.218475,160.1147,170.6991,166.831,187.617,168.43765,111.0993,212.5965,190.0577,222.9605,213.2214,201.110325,231.3655,176.52265,282.1638
"ZNF41",0.999999676546197,0.999999909585395,1,0.999995514478988,0.999999999666559,0.999999998594395,1,0.999999913258585,0.999999978620825,0.999998345310996,0.999997853204881,0.999999999998822,0.999999999970364,0.999999999997371,0.999999313772146,0.999999522759161,1,1,0.999999994660861,0.999999872978722,0.999999999367538,0.999999187395799,1,1,0.999999999568354,0.999999767381129,0.999999999998573,1,0.999999998989734,0.999999854377043,0.999999997857628,0.999969665846493,0.999999999903884,0.999884065924187,0.999997012278523,0.99999118396161,0.998818348104628,0.995056894724231,0.997605927289044,0.999777960991616,0.999295830107317,0.978843790522295,0.95591063881722,0.973323836829176,0.880756032929914,0.999999711853857,1,1,0.999999999749706,0.999999923044983,0.999999999999352,1,1,0.999999915033529,0.99645205604612,0.999999623093314,1,1,0.999999999999071,0.999999889359229,1,1,1,0.999999940996928,0.999686861187248,1,0.999999368914891,0.940487229839915,0.974133612965985,0.884711160662207,0.999998258765883,0.815198557356188,0.879647369786002,0.867594148281995,0.982316666610332,0.434697149247479,0.948454042714065,0.969294886996928,355.0152,289.8175375,294.72624,272.151614285714,347.9834,281.501946153846,290.337034482759,287.069728,315.995066666667,217.35625,289.960285714286,285.3684,430.261266666667,NA,44.2939099642052,52.9806388587624,38.2745862114638,NA,28.1367250784848,20.9997709194949,27.0447971653394,22.7276602747499,15.154292542784,37.570549530231,60.2333748974631,108.006655498698,355.0152,177.27595,190.2004,196.22655,347.9834,196.8398,223.0778,200.2194,266.473375,189.4343,215.3247,209.358875,349.43815,355.0152,358.9013,316.0606,307.27105,347.9834,310.4428,332.2204,305.9175,364.263275,238.14435,339.9391,368.675425,532.71955
"ZNF7",0.999999999999098,1,0.999999846551151,1,0.999999999977509,0.999999999842015,1,0.999999999989165,1,1,0.999991994190423,0.99417543851719,0.960252468170708,0.978441907803792,0.999985007057184,0.999999999998799,1,0.999999159375888,0.999999999827976,0.99999999998556,0.815447073888029,0.999992249695593,0.995948467891936,0.967681165367801,0.98398506423563,0.999985516496834,1,0.8993947567812,0.999999999764391,0.99999999998196,0.999988140935268,0.999999905773659,0.999999998888716,0.996741631957905,0.999999999154747,0.998059188217749,0.999999998503976,0.999999998547701,0.999964859341964,0.99999929742624,0.999999994386487,0.999569393423709,0.999999959741925,0.999731546299573,1,0.999998882445496,0.999938575743109,0.997297411508236,0.99944436395422,0.999997696815295,0.999999999997035,0.999422051654022,0.99999999999726,0.999992182526064,0.999999250705739,0.999999949240019,0.998747577444737,0.999998169185989,0.999857776296646,0.999999981406791,0.721222712947861,0.995635831115385,0.750710740275451,0.992032707500298,0.988774860346043,0.934574249303741,1,0.999999999705183,1,1,1,0.997952654692375,0.999999999159874,0.998236429350148,0.999999922421223,0.999999601364062,0.999851799235286,0.999996443160472,442.5848,473.885925,427.80778,454.134357142857,435.8008,558.594135897436,473.204734482759,559.06234,490.986916666667,499.61317,545.349542857143,360.450825,441.8015,NA,112.450522839172,57.4360899734949,54.7531091889065,NA,33.8916697906527,24.7350024670547,43.5411332612033,39.3574015789603,57.4562781608243,36.4095584037898,31.640854219331,76.0667198606811,442.5848,323.669675,359.1285,352.6594,435.8008,394.3792,359.3278,384.0825,395.14995,359.501325,499.43915,333.14255,365.88675,442.5848,461.048175,492.6545,550.9278,435.8008,703.8991,586.7546,691.6346,562.950175,562.95585,616.9667,394.587175,483.9209
"ZNF214",1,1,1,0.999999998337384,0.999999969296087,0.999999998401164,0.999999999970833,0.999999999998195,1,1,0.999999743642975,0.999646334222949,0.999980646810947,0.999999986403505,0.999999999998847,0.999999999985324,0.999999999977945,1,0.999999999398762,1,0.997813145927584,0.999999999812497,0.999999995441413,0.999999999953078,0.999999999999532,1,0.999824756342321,0.999999999995781,0.999986455177749,0.992298212362129,0.998771505913983,0.999931018546518,0.999999982221565,0.999987202020694,0.977969703075625,0.992778713293182,0.999999835551535,0.999959253619043,0.999996226363475,0.999999998609668,0.99999999999941,1,0.999966784842989,0.999997395709054,0.999999246521771,0.999999972753596,0.999998070911904,0.999999827332311,0.999999999999083,1,1,0.999999600322448,0.999999987121185,0.999996493876617,1,0.999999999990544,0.999999999999477,1,0.999999999998709,1,0.999999621845564,1,1,0.999873305734565,0.999999911542253,0.999999998113643,1,0.999999999999075,0.99999999999541,0.999999824284537,0.999999999800723,0.99993332024432,0.999999996733379,0.999999956415474,0.99837589739465,0.999976796202912,0.999997075666094,0.999999999555769,37.9331,34.7386375,34.1074,29.5081571428571,30.0096,25.6393051282051,32.5529137931034,31.250944,19.972,25.68292,27.2392571428571,32.232025,37.6146333333333,NA,6.88251157671014,8.94217675552211,13.5623530231203,NA,3.61063894211768,7.06908387548998,5.20198521446085,4.43517917551697,6.71463995099597,8.46071424967738,5.39858860928407,17.1108295752849,37.9331,21.19265,21.3616,11.8759,30.0096,10.97235,6.7291,11.7004,5.85575,14.715025,10.21155,24.495,21.7935,37.9331,40.73635,43.1182,27.84475,30.0096,35.2879,44.3064,41.2689,27.25195,34.700725,45.55845,36.523975,51.16915
"ZNF215",0.99629522379304,0.99993143973691,0.999988581732703,0.905848218467318,0.994325733085914,0.913270472645593,0.999998514464809,0.999999922016726,1,0.999002305393978,0.913390741513101,0.988974819969557,0.855177235691338,0.999999999027039,0.999471586143913,0.978063579459241,0.999998610544741,0.993725721847453,0.999304293181272,0.999988911395954,0.995529163108191,0.94904747097904,0.99937253112426,0.953933185902144,0.9999983845453,0.999870990706899,0.999999825166736,0.999992633015736,0.957259838773464,0.99983688092834,0.977000833291021,0.999999364676254,0.999903307755921,0.999999983822436,0.999999624401182,1,0.884311324177244,0.983209250957541,0.847158044197242,1,0.998500539083555,0.999999951111089,0.995423870697052,0.999978428669378,0.99999378834771,0.938054741503874,0.999104459365784,0.962306196679245,0.999999999982477,0.999666040705811,1,0.999974935992621,0.999999998991752,0.999999999510137,0.999999999502066,0.999816787105667,0.999999861788302,1,0.97597849909438,0.999999999999487,0.968568763898653,0.999596617669421,0.993388278965999,0.996759714620244,0.954037972031047,0.992039783114902,0.679834482455581,0.84395734157429,0.617077375616487,0.999512880418222,0.96740398342334,0.990778890280185,0.902974600192363,0.974631616703313,0.982826762455077,0.999470568068152,0.997694457955613,0.767079897586251,161.459,87.606225,110.21682,49.8422857142857,114.7175,57.0582153846154,74.4848137931034,64.080684,64.429675,48.35526,56.5408571428571,104.05265,10.8695666666667,NA,30.4466502963131,28.5188804051001,20.2954389612476,NA,8.40086609467953,12.2051144231561,11.5061011496071,27.4925811968984,13.9071805267335,17.6879464023877,43.8440917620132,7.82725384246892,161.459,31.439925,46.8312,10.0354,114.7175,9.82185,16.4887,12.8908,8.862575,13.48655,22.55415,45.5377,3.17235,161.459,126.885125,169.8074,73.4849,114.7175,99.49335,113.942,95.1896,52.4721,69.1894,85.74275,156.66705,15.94865
"ZNF547",0.99997400004189,0.999999883295636,0.999999704534447,0.999647817851938,0.999999928381371,0.999850416462311,1,0.999930463545493,0.999999421260857,0.999275418843777,1,0.949667667324412,0.999968947950497,0.765914556303269,0.999999999982626,0.999987294486166,0.999999999993378,0.999999957805061,0.999977773455876,0.999961706579897,0.66164228172609,0.999999999318902,0.996676334864813,0.99999996797825,0.946721766487877,0.999999990663638,0.99999687661366,0.978057314917211,0.999999952876971,0.999968315318424,1,0.996407431573263,0.999999710368871,0.999796065589156,0.999960344352782,0.999999977044761,0.999999987145115,0.999924736024497,0.999999999996329,0.99492547780789,0.999999903855689,0.999982502465983,0.999900359096124,0.999999999863959,1,0.999999999744863,0.99961415032173,0.999999992734125,0.989784720917009,0.99999999616128,0.999999993910359,0.999477150796439,1,0.999999998458752,0.999999999982254,1,0.993835589974469,0.999973372073492,0.958335534664813,1,0.999999999792298,0.991949240561176,0.999999028641944,0.999967097099908,0.999992027096522,0.999999887818233,0.99999540285797,1,0.999999998646027,0.999999969178112,0.999986404344022,0.999511678566988,1,0.999985265820032,0.999999909004835,0.999999636021624,0.999994985237859,0.999633277467331,31.8395,50.0318625,43.4707,55.3001714285714,30.1011,35.189,48.1803793103448,38.817544,42.0593083333333,41.05213,38.5719142857143,31.939575,48.7672333333333,NA,5.33096279366848,4.21927000475201,14.6687661316358,NA,3.6905300423638,6.15640520371263,4.45303899347056,6.17840821075346,5.61102332445399,10.8042496605652,6.05934080743318,9.38753609390901,31.8395,39.5739,37.7443,29.69375,30.1011,17.3913,26.2071,25.8322,28.9164,26.534375,26.52105,25.074525,39.38065,31.8395,64.239775,46.6333,71.35515,30.1011,47.34425,61.1407,45.5932,54.181175,55.98065,39.9972,39.9901,53.57635
"ZNF773",0.995836375233931,0.999985970983613,0.999716733071355,0.999963975008401,0.999718844992972,1,0.999985770849746,0.99999999951622,0.999999999991252,0.999999999999558,0.999936604362383,0.995248299622275,1,1,0.999999999998856,0.999949899880801,0.995217684501095,1,1,0.999999999996986,1,0.999096482888149,0.999998379307495,0.999997424162038,0.999998473848168,1,0.999585707298643,0.999614040589037,0.999952833834846,0.998973453044903,1,1,0.999999999999208,1,1,0.999985320600489,0.99999073756567,0.995195196757595,1,0.999999999978462,0.999999999755529,0.999999999064844,0.999999999883936,0.999650871053093,0.999999999901996,0.999999854588796,0.970445465383213,0.999999889094275,0.999997838445673,0.999999878922393,0.99996166736489,0.999982471819931,0.992006686209664,0.999992408737618,0.999999956473568,0.999999996211169,0.976779717755114,0.999998485783445,0.999987617466049,0.999999154176125,0.999918198961787,0.999951727858671,0.994434038745557,0.999970665910251,0.999999072020775,0.999999999997041,0.984768040681002,0.999999665130183,0.996732341836168,0.996777063790653,0.999998885261502,0.988470264397993,0.987963401379775,0.999674836321055,0.993977038284812,0.985278468547718,0.950696802907409,0.951800299198087,36.231,87.355925,66.48818,68.4251,75.3432,68.3750102564103,67.8121068965517,78.1085,68.3682916666667,64.13026,55.9421142857143,51.308,100.776766666667,NA,15.686699343481,7.7996467021526,11.5391874523296,NA,5.50531375391808,8.91128781688941,11.6216789078959,9.14826474079348,9.89947025270881,19.186590805404,15.1022611125509,29.338155992344,36.231,54.086975,54.2256,50.59325,75.3432,42.4604,34.8489,39.5043,42.84825,42.343925,18.76375,35.973675,76.2749,36.231,126.5035,73.6364,87.48605,75.3432,93.5868,95.706,107.6506,90.632375,86.3309,70.88545,67.157675,127.0023
"ZNF776",0.999463511480821,0.999999880265247,0.999619642097188,0.999999999066565,0.986410452318923,0.999999998984937,0.999405746637195,0.999999996086412,0.999912938368085,0.999284276631912,0.999999998610444,0.879531877359852,0.999999981928145,1,0.998706032488897,0.999687531303955,0.999999999947479,0.999716502098338,0.976795331093243,0.999999903894705,0.464508491416375,0.999970906240732,0.99998587711849,0.999999378622482,0.999215353054612,0.999995202576483,0.927830137733616,0.999987195130349,0.999666719865833,1,0.999799180624243,0.987736660625489,0.999999964989117,0.822365262953716,1,0.999996334476711,0.999995976041772,0.999916367345161,0.999999999657285,0.999990915603053,0.999980905332021,0.999622302473879,0.999932915265898,0.999999999532526,0.999966121820526,0.999960965641139,0.999999934759012,0.999999165463251,0.999706457935845,0.999999036377588,0.995627114315323,0.999999998792004,1,0.999999997076471,0.999999996817819,0.999999949309974,0.999703344186084,1,0.999999999931231,0.999905035973153,0.999999999077687,0.999811947592206,0.999999364576886,0.99984938386178,0.999999999095671,0.99999905027904,0.999831511245902,1,0.999984629374912,0.999353087380685,0.999999996464411,0.997209424591786,1,0.999999959514329,1,0.999999036443515,0.999999999550651,0.999983756491679,298.3587,450.9605125,371.67668,345.611057142857,503.9076,344.657343589744,437.115062068966,409.517436,441.249933333333,393.91907,418.090328571429,367.83975,446.762033333333,NA,29.6011764702944,41.8650243683006,76.6219327917736,NA,23.0939388082504,32.1606003788221,34.6474530027403,53.209595740899,42.2448741461074,64.287620362991,64.7430002632266,65.1155117212822,298.3587,398.950075,324.7377,242.09765,503.9076,222.72645,330.4348,282.784,339.453675,296.352,316.27455,287.79085,396.6597,298.3587,502.475275,415.5545,357.0674,503.9076,456.04475,504.1228,475.6723,529.31605,469.99425,516.6994,404.92295,507.8318
"ZNF256",0.999999974390845,1,0.999997590579288,0.999999999954511,0.999999996577382,0.999999999601946,0.979737018956491,0.616068492471098,0.83992765281747,0.731145447627021,0.999998878292706,0.485076692829604,0.98836980348512,0.831316024441788,0.977043140527112,0.999999998719216,0.886477504255135,0.9999086956779,0.989886493467417,0.930684675105271,0.999302474017565,0.999999959481788,0.773878009257084,0.999042232595214,0.962662144884311,0.957122641224491,0.999999203989316,0.999999974476614,0.999706618595783,0.209491137953585,0.835378080516726,0.479317116034252,0.998896060745257,0.995839692122984,0.871980326034993,0.969653997352389,0.999951673882654,0.435770588785779,0.947961203061886,0.728917589095771,0.996638927404355,0.999979439781431,0.987885824396435,0.998939843794484,0.999999996222636,1,0.999999317430088,1,0.99999999999656,0.785138968188406,0.926261948022076,0.998320043520418,0.989941018776694,0.619634756714154,0.839273471878875,1,0.999998861820778,1,0.999999999798083,0.85859893778439,0.995299891763978,0.999969137509335,0.999642281598475,0.900510264159274,0.971246188961703,1,0.999999999997942,0.99999999827101,0.999999999999194,1,0.836941927933102,0.99295328864688,0.999855510993289,0.999079488502729,0.899582472549116,0.965582632651677,1,0.999999999999496,50.5775,24.9910375,45.41702,35.5048857142857,174.9495,84.4915128205128,69.5850896551724,76.166772,108.6676,99.8961,41.5822,45.52415,37.9690666666667,NA,12.5805602939464,23.6836815093938,7.77565981026472,NA,11.2297742915726,11.5563071134011,13.8876864155043,23.2474698796222,26.462839748019,13.6325097364631,19.7321915170152,33.0204668156147,50.5775,6.2416,12.4752,29.07445,174.9495,25.45365,17.9438,23.3309,41.590075,32.0837,9.55305,14.080575,4.95095,50.5775,25.1157,61.2092,39.657,174.9495,132.54525,104.1278,130.3635,176.172775,140.34295,75.53495,73.794275,54.8193
"ZNF599",1,0.999942950069524,0.985097330443498,0.999999999999073,0.999999999972587,0.997061126009376,0.947679145024639,0.745957958645135,0.990078001126567,0.814591518007024,0.999325271205544,0.545988825777652,0.999999998395789,0.803651527342135,0.992320463961902,0.999310906649279,0.580950969125781,0.99999999788621,0.821896553144122,0.992923278408424,1,0.998294527370042,0.44209342388481,0.999999364906167,0.704460311843311,0.996693158581323,0.999999948976803,0.999999988146245,0.999280590211272,0.732977237436108,0.999999995056066,0.89494676277031,0.995274017262396,1,1,0.999999999987337,0.999991728473776,0.990853941962053,0.999999998537704,0.999036715404784,0.965203782093393,0.999760143440405,0.999792297612947,0.997485453274484,0.999902226381803,0.999931029294358,0.969398922358461,1,0.993740509869709,0.987363834734193,0.99999998613938,0.999999983382921,0.999996207907411,0.999999973571633,0.999999996603014,0.999999993921336,0.999999233379784,0.999984184398447,0.999999996228636,0.926056891840569,0.996687323291927,0.996847657061018,0.988872116015723,0.997730710857124,0.999999596783443,0.999970962305458,0.999999958987924,0.999996639242118,0.999999350427164,0.999999936743403,0.957360230984772,0.999791042397371,0.999791175434755,0.998894523111662,0.999814363823013,0.999999997637112,0.999998955946742,1,36.7173,39.4727125,72.58566,44.2676857142857,133.234,78.7894846153846,79.0596689655172,83.285552,80.2353333333333,65.48826,72.3478857142857,53.07015,56.6036666666667,NA,7.24295234149913,15.7521298862598,8.74512707423339,NA,6.10627996490648,12.1414769061334,9.60202362280146,9.71371406316655,12.2435072331166,10.7847533584494,10.420518774554,20.1930810611237,36.7173,28.865525,59.566,24.14865,133.234,49.4205,44.8808,46.1143,55.373875,40.4065,48.15085,50.477875,37.41775,36.7173,49.40055,96.3992,59.8254,133.234,90.73975,92.6764,123.3217,103.1612,86.967575,96.52145,63.748925,71.6506
"ZNF18",0.999999925419277,0.998649309231481,0.994368542159615,0.998930877517002,0.993523810179214,1,0.979663040842937,0.973696545134545,0.999931581058505,0.999830972413874,0.941063458841714,0.155878429783291,0.998468234435736,0.985547835281584,0.999999992775576,0.996783309054921,0.889687507893764,1,0.99999999999802,0.999882537096184,0.804143811269648,0.98795628458252,0.64935670297401,0.999999921285734,0.999994912999335,0.999992997413246,0.996747329894981,0.999980689712397,0.952454891540805,0.388021564609269,0.999542748472034,0.996299748048847,0.999999993989949,1,0.981727549438811,0.999878218445476,0.999167493779886,0.992915225392822,0.99999999999595,1,0.99965168338247,0.918601614493855,0.999999996078473,0.999868625699582,0.981068869691297,0.999886708121995,0.99988477211656,0.999999813631432,0.999999959892693,0.998557819353142,0.849075811756893,0.999983013461885,0.997394337961856,0.944011802378219,0.999999994343745,0.999867919408785,0.999931788933957,0.999999997116797,0.999999999785848,0.99942747859924,0.984418061584041,0.999999884037162,0.999923101014228,0.99345499427691,0.999999999993197,1,0.79923401118365,0.329163125972021,0.95592035976045,0.909602072939185,0.999999999869221,0.99836892431335,0.863631629163693,0.963202098606136,0.999161130170451,0.846019426404095,0.762666747180585,0.893427348588995,91.1854,121.9194,169.2173,165.534571428571,227.5194,203.496641025641,170.557617241379,183.47894,203.214558333333,162.29997,150.851642857143,154.501975,247.0162,NA,18.155881792352,9.64985114289335,24.6044954238498,NA,12.4236050247158,11.9247788025927,17.9447251275038,15.9432902741126,20.9909007604091,18.9880240955897,41.5105314586627,45.8028123085253,91.1854,89.530625,158.8014,111.48655,227.5194,166.90815,128.498,134.2926,163.1336,117.19725,115.49425,115.2383,219.24395,91.1854,160.509775,180.752,224.7624,227.5194,237.5155,188.3139,215.3048,233.96065,197.643725,188.1488,164.523025,292.44515
