"gene","T2-T1","T3-T1","T3-T2","T4-T1","T4-T2","T4-T3","TX-T1","TX-T2","TX-T3","TX-T4","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX"
"ZNF500",0.925901416020546,0.821574304427734,0.998676554273482,0.503019217190332,0.7665687290602,0.80741833406446,0.99919185517894,0.877961196910331,0.78167802852104,0.47248067239824,207.93064,242.199557142857,249.259558333333,302.659133333333,193.490733333333,21.5787109759272,19.3344635412602,13.3135281644192,89.8908874800691,55.3813414701598,220.5072,209.05665,201.346,221.3376,139.90225,227.9711,258.811375,289.266475,376.49195,232.38975
"ZNF419",0.999963748728635,0.977528762395524,0.82438910468317,0.484997879494055,0.395436680076218,0.119439793681834,0.879660629953763,0.859366429575032,0.501268889908484,0.971885484733664,80.83932,83.4913357142857,68.2253027777778,135.107,112.162633333333,13.913418387492,9.10115243601508,7.72164675310917,42.3613520276443,43.8583883531354,63.9471,68.072525,36.274925,96.32855,70.42765,90.348,97.93165,88.779175,169.2623,144.7054
"ZNF175",0.99446768933648,0.99999754484499,0.944220346866282,0.571338926013357,0.638809142159086,0.350896123584042,0.26264168063136,0.274763373438983,0.100735468272589,0.98836508022822,119.15234,135.644592857143,117.001680555556,205.500333333333,236.918666666667,13.2161869576138,18.6078263730776,11.4247369385531,41.8342053542048,135.276151417885,115.7663,75.875825,47.20095,169.6192,107.04735,136.3856,194.743125,156.498225,242.0684,334.6386
"ZNF14",0.805572344996509,0.960276399294045,0.931896505473735,0.997438932463109,0.984426520603678,0.999908561780884,0.991966888863434,0.994694949054616,0.999999999966283,0.99997559730658,115.53916,180.922821428571,152.474063888889,142.8212,152.236766666667,12.0669499658199,54.6511310956103,11.4797175463394,38.4326655798163,34.0764122909251,105.0558,119.74505,108.452725,116.87145,129.2779,122.218,182.7256,200.1716,180.34725,185.52375
"ZNF85",0.683565771858578,0.990537265192505,0.581486981634533,0.999588540975168,0.91687606486234,0.999958746105104,0.986375918226751,0.987551110473853,0.999105656189982,0.998811546448283,34.3121,97.1644357142857,54.4644222222222,48.1022666666667,68.2773666666667,18.5020206433243,41.8699690201695,10.0395057476215,26.9773495714049,49.2673354520123,9.8076,22.8821,13.08,21.4648,19.21805,39.9212,68.41275,80.12905,65.1179,96.7237
"ZKSCAN1",0.910272078835633,0.990478596323517,0.950117172395698,0.994401657285769,0.771446742623989,0.912493169353551,0.934641597125205,0.502317192292623,0.68197093226238,0.996995811572197,1688.5762,2086.50232142857,1883.95700833333,1428.43026666667,1180.84883333333,265.005373945231,317.251840668146,133.116282103445,597.797602488672,46.5586219252794,1310.5429,1551.643475,1330.461425,856.5885,1137.8197,2250.362,2141.881775,2300.6701,1865.2459,1217.76305
"ZNF862",0.939762201173888,0.999999967793214,0.731250436071245,0.999996618548816,0.956424961457157,0.999984530147731,0.999055039210957,0.889079975134451,0.997548606465805,0.999797641493578,352.45924,465.715707142857,355.072744444444,339.6524,299.699433333333,98.4763760088865,107.566251516504,40.0118443080261,148.07959022941,118.174464954128,180.0809,182.80215,197.009175,194.8,182.44935,366.6541,646.03885,476.567025,438.70585,371.1001
"ZNF684",0.923998477519387,0.949956717106116,0.999034243477114,0.999999802525636,0.954600986077339,0.972584003102242,0.97647397870163,0.999999999939432,0.9999154975341,0.981228949754009,50.30208,67.94635,64.6164833333333,49.3862,68.0519333333333,17.7743375074685,9.5550761863585,7.21710023730621,23.2778414574891,26.3765921847594,21.8564,44.378975,38.9123,26.11,45.5899,62.5082,79.101025,72.0426,61.2637,91.25735
"ZNF430",0.630929675329569,0.897270449993278,0.00472491782485918,0.995301721289516,0.512903412908379,0.999167559600057,0.658772692692144,0.0665732495800934,0.882204055914079,0.907074458494233,199.71886,264.979357142857,161.435947222222,174.667666666667,111.146433333333,46.7375096348383,30.5809713829014,13.3892818537497,11.2315776354487,37.6173953343101,142.2271,201.55465,114.123,167.8218,76.4117,237.6182,284.206725,192.5719,185.80175,141.0208
"ZFP30",0.999685385433721,0.777448018778447,0.249455696420669,0.999719786619116,0.999997545577164,0.783122835778967,0.376227440330879,0.180655747959493,0.699572371541838,0.390062886562612,184.06244,194.898121428571,124.513580555556,198.814133333333,40.7759333333333,52.6503237238348,34.3428394745505,17.1348684815976,47.7964010777078,17.0299914058829,95.9206,101.586725,56.836875,151.27525,24.5279,283.2925,272.88445,169.5359,226.8746,53.3177
"ZNF549",0.933222785816033,0.999864210178226,0.822632465342958,0.463172165040448,0.712185580349197,0.329055631159547,0.128744968819589,0.227366159779774,0.0522739682284222,0.963552921972658,89.392,124.251842857143,95.7011222222222,192.7485,238.707366666667,27.3343771715947,23.4647733897842,12.7166349714771,49.7001237133604,108.497504820377,53.6567,31.43835,40.457225,151.12465,135.7077,79.8424,202.76395,120.6291,237.07995,319.73825
"ZNF211",0.708980074948659,0.999999987917059,0.223125908353759,0.627365524633025,0.978846441979579,0.430979254965063,0.696349957726206,0.991824470826563,0.513880908647316,0.99997713081421,155.7249,232.525264285714,154.891930555556,274.563333333333,265.152633333333,23.8108824806642,42.6684741776483,16.4459105094119,59.2501037323799,88.6422562068704,145.834,140.024275,84.7184,216.0727,181.4088,175.4432,266.698775,194.595425,311.998,332.1903
"ZNF205",0.999999999918357,0.9999999989669,0.999999966167258,0.999395323711947,0.998901900648338,0.998813036324654,0.942337433755839,0.906775810036688,0.891691967354388,0.989564023502576,269.47886,269.289364285714,269.80625,283.424366666667,315.8825,24.0043557725801,29.1968256280468,12.9404780978436,35.1519509727096,44.8286178731102,222.214,211.161025,212.1367,249.97825,286.2764,299.8713,295.43595,313.864375,309.5156,359.8371
"ZNF45",0.692390042722311,0.818370968515238,0.984909260821823,0.465576044307054,0.915962718033839,0.770832447712335,0.136296210763708,0.462692459017956,0.262193708985348,0.967500366933154,158.84384,226.064292857143,209.784372222222,279.293666666667,331.293966666667,3.93132371785891,19.7946698964936,13.6012116403887,31.1676399965484,200.511826813452,159.6848,200.08275,150.6625,248.8094,131.48345,163.9092,255.796875,242.7993,300.15705,445.71
"ZNF133",0.596880342789833,0.994962371907667,0.377180624671229,0.998266926494207,0.913780486147926,0.999998489970507,0.999984663780188,0.812817070909583,0.999628896913586,0.999732183440901,308.61168,417.068985714286,335.290325,339.629,318.031033333333,22.196900274259,59.102231056104,19.4732919422215,57.4097882472144,33.7853485042128,279.7548,269.48255,245.39585,290.89615,287.1891,334.0775,464.745225,400.02825,390.27745,345.3964
"ZNF436",0.980344682378277,0.677450818195476,0.0376766104419634,0.999987172483511,0.99634274732479,0.775771704555486,0.184914615805042,0.0304039247275926,0.469696576750859,0.247915991793176,966.78678,1072.11357142857,738.2466,989.515066666667,378.6498,239.459717609468,108.484645420008,53.06951267287,277.625609356404,61.4589619174454,711.3377,797.226175,468.7287,721.68545,322.2555,1217.7821,1239.648175,1010.0232,1186.73435,428.00505
"ZNF484",0.315570266221108,0.74227469776877,0.664911835860156,0.336975076161853,0.976539885372465,0.67650854019726,0.985224276354579,0.205386525480951,0.506896116043069,0.214210724007356,117.77018,217.203671428571,175.251483333333,254.1739,80.3115333333333,30.2832764126407,26.6275530469859,17.3290017615472,57.621935483749,25.3869546968079,67.761,152.574775,103.8412,201.4598,58.0237,147.0048,286.526475,210.767125,300.6837,101.9822
"ZNF780B",0.784381783199395,0.87427978831061,0.991932023959266,0.999097407749421,0.966721590995772,0.991106745340332,0.0836117207367255,0.25485283782118,0.129020459765551,0.233199655752156,247.03038,337.140942857143,316.070805555556,274.829133333333,535.251233333333,23.2375175462742,33.6076201978189,22.0188843343491,40.5307354349895,274.107153667116,222.7183,250.378675,196.885025,236.83595,264.16545,252.642,378.09595,413.235525,306.05045,705.9427
"ZNF557",0.99880499817555,0.999783581599635,0.99975323427658,0.908343580614115,0.937487770606296,0.890910499071974,0.999946549775948,0.996223032513598,0.998440042002454,0.901644170360732,190.28438,200.137935714286,196.142122222222,234.6159,183.9777,30.3863321002453,13.5911080728776,13.0461142151576,27.3587421877054,27.8014155740914,166.1154,173.9282,145.670475,218.2207,166.7805,240.5778,216.692875,214.9274,261.7812,211.49405
"ZNF337",0.987026433507599,0.999897636325035,0.832392195780582,0.999971512647722,0.983857261344604,0.999999993970182,0.961799233715209,0.762660431039016,0.955514763717623,0.986414225786301,436.84004,483.924421428571,424.34315,422.968233333333,348.265033333333,73.7306331969121,60.6378024419579,27.6051173946721,73.8125712776474,98.2437676213668,357.9409,331.889125,304.24395,350.6548,253.81785,495.8469,543.670575,531.4096,471.9428,418.91245
"ZNF317",0.834885009389941,0.979954076224893,0.906210270168958,0.971987469528982,0.999894208754888,0.998135337227769,0.999190492845917,0.788289085763642,0.945305458359574,0.93838208006929,864.15442,968.122635714286,915.547902777778,950.3141,829.9927,97.5568262781155,53.0981996974801,31.2908005569131,97.6771093252832,100.903834630157,730.6137,862.5594,767.97495,872.10465,767.4579,1028.6515,1080.7846,993.24255,1040.095,929.84025
"ZNF426",0.37366707734372,0.280550376011156,0.999999964824265,0.621556003465363,0.99992501602424,0.999930320108578,0.337211211766457,0.96102011981635,0.954676601662474,0.993215999292372,487.34656,237.255178571429,235.618725,214.745566666667,123.871366666667,306.718546083721,43.262513235191,36.2833765539088,59.0708879329554,18.6454215223947,119.0739,151.515425,107.053425,167.0176,111.27175,311.4905,263.490425,280.6319,268.75185,142.07395
"ZNF331",0.715631007268306,0.921202854923256,0.919107778325876,0.337863537442095,0.79025424470258,0.483360022502893,0.489653791964101,0.920296653725811,0.68304278162881,0.99931893100493,130.8435,292.993235714286,228.222836111111,470.3333,423.246766666667,49.8360819359528,72.609396168284,34.6625483273528,61.2206788177818,379.605673236383,47.6357,83.032625,53.5775,419.6029,43.64115,172.536,351.299625,380.225775,525.37675,613.22905
"ZNF227",0.901855389465461,0.90885302738653,0.999874954440913,0.779480104668251,0.97510883216691,0.953130733232266,0.315426470787424,0.574129591154142,0.4691413148244,0.956691300738999,197.21476,249.414514285714,243.970869444444,292.4342,356.825033333333,22.9348206674829,16.1489976372871,18.0859597575801,39.6786799687607,200.352112174727,175.5629,231.966575,169.3718,252.76545,156.5117,208.3793,276.209375,295.712525,313.0373,460.39535
"ZNF141",0.822979281376066,0.740188198005922,0.99998812982044,0.994833801131084,0.993170522408915,0.987865482072498,0.859558870582309,0.276016695031805,0.206445559765983,0.731125444182621,52.8867,83.1015285714286,84.5479166666667,68.4862666666667,13.6286333333333,14.9944201827213,14.4282964074545,9.81726770066235,16.8794267152189,5.90540843982117,45.939,42.10855,54.601425,55.10125,9.17155,68.8116,119.923325,106.92055,84.0848,19.2122
"ZNF304",0.98579349443612,0.953959855981092,0.319238745513041,0.094812761331223,0.104286718365248,0.00493294544519118,0.993266391510238,0.999996228819461,0.819443356792719,0.328456815250491,305.07804,339.29675,261.797041666667,543.502666666667,344.463066666667,19.896000142506,27.3784796750217,19.7610985099013,195.873523157447,94.5543843838972,292.5804,294.30215,151.094475,348.8325,251.58,344.6585,401.4206,361.471675,659.612,406.2327
"ZNF132",0.999998370372152,0.999457822922368,0.993359873479726,0.974436622424237,0.966451113147665,0.893797447310406,0.998409332431419,0.995677514463919,0.999772266173773,0.930567808023794,57.3615,58.4123,53.2267138888889,74.5868,49.0445,23.732660423623,9.4337316980196,6.21225024379078,37.5544759785479,17.5038611889872,27.9309,28.58805,32.483525,37.3679,34.7651,42.3117,89.0043,64.00865,97.53435,64.95135
"ZNF20",0.964593515843248,0.999911032165593,0.904911276892047,0.824665976119969,0.959621235177881,0.762478962962823,0.737591886852394,0.90777417448999,0.645127302680997,0.999899469196863,95.67638,109.228742857143,98.3193527777778,126.398633333333,131.0612,11.4990466177592,9.51088959314771,7.25731248207078,10.7476550872478,16.3537677240853,78.6476,95.9528,73.546,115.65965,117.3608,106.5424,113.14965,125.0969,132.14195,145.645
"ZNF670",0.769208305482224,0.876442942064442,0.987532276695044,0.999999993994464,0.866951931638641,0.938477540138412,0.687669907369516,0.982202302231621,0.918354871897449,0.762170704568018,75.04042,111.524771428571,102.181558333333,74.4867,132.282833333333,20.9669497139999,19.0959278605987,8.55346449221561,19.1270586856248,72.6751019822088,57.7037,68.747125,71.952075,56.09205,61.8785,84.0904,149.545375,121.836675,88.22395,183.0951
"ZFP37",0.644168882761369,0.515486779849953,0.999956586135614,0.915863095890024,0.999846617961263,0.99934869959809,0.917138204091267,0.99982914228021,0.999295137208845,0.999999999967132,34.32864,77.6924,79.9152944444444,71.5273,71.3576,8.74909444471827,16.2143821474898,10.8351271176932,16.2360347711503,30.2164812721468,24.6881,23.3544,50.327325,55.89665,44.0514,43.7128,107.755425,90.671075,83.1464,96.21585
"ZNF189",0.732936586637193,0.418864248623843,0.974841574110919,0.893516541283492,0.99999978618503,0.998599750464665,0.995653500316154,0.977801987026086,0.885969882082981,0.989373168779996,305.36762,432.362664285714,469.626983333333,436.2526,359.619466666667,70.0831529945635,49.2361451717025,34.0475434770948,79.124843384637,160.717668414328,209.9188,299.87525,305.064775,362.87165,199.2379,299.5447,541.7104,636.4342,498.57475,448.807
"ZNF434",0.97214091203972,0.815687215451255,0.971226618564301,0.99989261861893,0.997199482494119,0.959976362871558,0.999999999519798,0.985911206152241,0.907918169640618,0.999917663923626,381.05356,352.296871428571,334.756391666667,371.439233333333,381.4945,32.7961439042854,31.3907599512285,12.6628178167003,81.8914593456146,36.8577904696325,363.1018,294.067475,277.4827,314.2743,346.28975,428.1024,408.0102,372.583925,450.80345,408.54895
"ZNF287",0.997960824499114,0.999964462636491,0.996946697421554,0.26890182993867,0.0890778044176439,0.0949674794276423,0.999167798766171,0.999999828796934,0.999548731282305,0.265946427705915,67.45868,59.38695,64.7997083333333,141.521866666667,58.4544666666667,19.0560717746182,13.2154736098155,8.0510148204034,52.0819744461342,25.2147136315507,47.0415,29.872325,26.600375,107.8696,33.37385,97.3596,66.920275,87.483925,192.77245,73.24385
"ZIM3",0.88376569493891,0.999946619645991,0.659665429998503,0.999992013246561,0.913614881087436,0.999695783390888,0.999958509972618,0.897669367897958,0.999266917391429,0.999999650330141,0.31516,2.12675714285714,0.534563888888889,0.1066,0,0.31516,1.98245449795251,0.226025956795414,0.1066,0,0,0,0,0,0,0,0,0.073475,0.1599,0
"ZFP14",0.428062626827758,0.445625776429272,0.998537684661923,0.549218493987967,0.996969157269741,0.985946472121033,0.357042326710713,0.953396898952429,0.895571326603163,0.998480053028987,75.68744,150.657492857143,143.195494444444,168.8242,188.359633333333,15.385885699192,17.8803358183747,14.0207900128113,37.0884738209865,109.071520512068,46.5149,98.649325,72.85055,132.99325,81.31225,91.3986,204.088975,190.4782,195.03265,259.9966
"ZNF473",0.999999854379235,0.937767509206409,0.794051089731826,0.739400263809472,0.643848333871055,0.90631876539473,0.591717883509119,0.470301209160942,0.772288226349743,0.999512744646,287.34694,289.429007142857,339.762116666667,414.275666666667,439.2336,46.6169385455823,27.2472812159274,24.1669549186407,144.115607374801,126.502838734249,207.6442,226.707125,231.83065,275.07515,320.6443,342.5123,358.30255,458.082225,516.193,536.66825
"ZNF614",0.994582424549462,0.997797658247091,0.99975741801684,0.956677815893091,0.793368722832682,0.808192963445553,0.843893135463096,0.914155307204687,0.857635273599033,0.54361697478086,213.33526,252.488571428571,241.767991666667,117.331033333333,354.517033333333,85.9915371943286,32.242217088864,34.9114586656402,29.1933395230449,143.521822876863,110.3086,177.539375,111.9724,92.37005,261.6077,185.5935,318.11305,292.665325,142.9226,495.707
"POGK",0.790253481060818,0.904565055807971,0.982569666801289,0.990843920738215,0.994369613637498,0.999907106317615,0.996807185615319,0.678255412403064,0.796956156117457,0.951506222908208,1700.77172,2257.17081428571,2095.99041388889,2015.64886666667,1461.40283333333,195.653635753983,304.67089502119,157.268419150543,419.218444085262,173.398667610474,1473.1285,1655.828125,1542.24285,1602.30285,1349.00235,1877.0275,2236.1385,2382.49085,2282.87665,1631.9487
"ZNF514",0.995853437916504,0.937228080145426,0.980441884674292,0.988649511819449,0.999106719122681,0.99999986378275,0.983590642981156,0.997996351855095,0.999999721988169,0.999999072311126,216.72326,243.032085714286,266.976444444444,264.717766666667,269.676233333333,65.7930531954218,28.3601623986304,23.4693723048073,88.5307357720344,103.414311884854,106.211,179.5821,163.67485,180.4153,166.4707,270.4028,282.6231,308.373025,330.2803,326.967
"ZNF300",0.996207438801805,0.961615775578691,0.993376998278414,0.99999960017971,0.997097758905193,0.977823688137043,0.914634527948264,0.960952870749926,0.987480172072124,0.932540426630083,93.37778,126.072621428571,148.918680555556,88.8082666666667,200.4674,15.8270438703316,26.5672727473669,34.1465680245251,38.7529061949481,106.019329540246,68.6036,74.099125,54.817325,61.67455,116.0774,109.0155,143.538025,179.487525,126.3368,298.23955
"RBAK",0.537708490800045,0.917727841025904,0.699588272076976,0.87973453026348,0.99972308857883,0.989058603600981,0.991774721490386,0.398194686823123,0.749064399073602,0.729413940286084,780.68628,1023.7565,901.324327777778,988.014533333333,682.969033333333,56.6302126494365,107.46860763552,44.777452488356,186.558882702927,182.310384608158,707.0067,725.672975,650.204525,801.5837,521.40355,829.8755,1262.027175,1077.7835,1087.215,836.8972
"ZNF92",0.917501536146682,0.999715816004316,0.804445480808935,0.999484823921226,0.881480490765291,0.99370142745441,0.996355880516389,0.998713619318758,0.998469539093182,0.985456654662122,322.8794,501.506721428571,359.456433333333,257.8355,430.0286,74.6231013967391,206.750125726436,30.9242152950874,69.3598457796248,201.778807605564,173.3421,243.28585,224.4795,190.0791,233.657,472.8307,377.128975,464.579325,304.5548,568.39725
"ZNF157",0.979712123313708,0.978697023404101,0.999995310628474,0.388229913002904,0.506467561092167,0.42776541934531,0.999900855093524,0.998257894713073,0.998629701498982,0.583037074341662,1.02382,1.86120714285714,1.80114722222222,4.7546,1.32303333333333,0.580999599311394,0.526475755310861,0.486200463678031,4.02562354466154,0.669733335821886,0,0.4431,0,0.736,0.9017,1.2324,2.540275,1.844525,6.96975,1.98455
