"gene","Stage IB-Stage IA","Stage II-Stage IA","Stage II-Stage IB","Stage IIA-Stage IA","Stage IIA-Stage IB","Stage IIA-Stage II","Stage IIB-Stage IA","Stage IIB-Stage IB","Stage IIB-Stage II","Stage IIB-Stage IIA","Stage III-Stage IA","Stage III-Stage IB","Stage III-Stage II","Stage III-Stage IIA","Stage III-Stage IIB","Stage IIIA-Stage IA","Stage IIIA-Stage IB","Stage IIIA-Stage II","Stage IIIA-Stage IIA","Stage IIIA-Stage IIB","Stage IIIA-Stage III","Stage IIIB-Stage IA","Stage IIIB-Stage IB","Stage IIIB-Stage II","Stage IIIB-Stage IIA","Stage IIIB-Stage IIB","Stage IIIB-Stage III","Stage IIIB-Stage IIIA","Stage IIIC-Stage IA","Stage IIIC-Stage IB","Stage IIIC-Stage II","Stage IIIC-Stage IIA","Stage IIIC-Stage IIB","Stage IIIC-Stage III","Stage IIIC-Stage IIIA","Stage IIIC-Stage IIIB","Stage IV-Stage IA","Stage IV-Stage IB","Stage IV-Stage II","Stage IV-Stage IIA","Stage IV-Stage IIB","Stage IV-Stage III","Stage IV-Stage IIIA","Stage IV-Stage IIIB","Stage IV-Stage IIIC","Stage IVA-Stage IA","Stage IVA-Stage IB","Stage IVA-Stage II","Stage IVA-Stage IIA","Stage IVA-Stage IIB","Stage IVA-Stage III","Stage IVA-Stage IIIA","Stage IVA-Stage IIIB","Stage IVA-Stage IIIC","Stage IVA-Stage IV","Stage IVB-Stage IA","Stage IVB-Stage IB","Stage IVB-Stage II","Stage IVB-Stage IIA","Stage IVB-Stage IIB","Stage IVB-Stage III","Stage IVB-Stage IIIA","Stage IVB-Stage IIIB","Stage IVB-Stage IIIC","Stage IVB-Stage IV","Stage IVB-Stage IVA","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB"
"ZNF233",0.99999997794155,0.999997435309692,0.999910487704276,0.999999999995932,0.999998064707212,0.999997805609154,1,0.999999960411949,0.999985445836847,0.999999992469108,0.999999999441308,0.999994354694969,0.999999661236088,0.999999999968654,0.999999821658818,0.999999915977991,1,0.999485977429592,0.997742477610363,0.999997898562844,0.997835760487318,0.999991629437944,0.999820387879486,1,0.999990929820597,0.999955917920608,0.99999821896331,0.998924323158548,0.999991309561596,0.999816294240477,1,0.99999051795576,0.999954342072215,0.999998124863089,0.998898573931435,1,0.991040893574745,0.999996282534722,0.956158450313047,0.478161371779606,0.902248198677888,0.588195348588401,0.974589044835563,0.94009586297917,0.939489418490128,0.999999527678353,0.999951657531399,0.999999999992887,0.999999489925123,0.999992583763093,0.999999979585667,0.999033757022536,0.99999999972201,0.999999999691419,0.87991365985858,0.999348352171185,0.999998343376468,0.990387068412265,0.992749730312633,0.998374878341209,0.990779678747997,0.999841558297855,0.986461833746222,0.986309697375096,1,0.988170265225821,25.50465,36.8986,7.662,22.36836,26.2877,20.3267444444444,33.6683,5.4981,5.4248,53.0397714285714,13.10635,56.6559,15.23465,NA,NA,4.91439578726247,7.55180950616032,1.80022453376664,5.74195737386941,NA,NA,26.6903452768859,0.550949999999999,NA,17.887325,36.8986,7.662,9.33615,12.75045,16.4564,19.587075,5.4981,5.4248,12.9482,12.830875,56.6559,33.121975,36.8986,7.662,27.9082,34.509075,22.4771,48.911225,5.4981,5.4248,49.97555,13.381825,56.6559
"ZNF235",0.999999999996456,0.999184875545497,0.99996230078725,0.999975569211492,0.999999994766761,0.999977379732639,0.999999648195719,0.999999999994004,0.999920257726928,0.999999996866505,0.998628621635231,0.999994767643241,0.999999960738804,0.999928761504221,0.999817422065638,1,0.999999999971646,0.99659103482873,0.989112046517122,0.999952493196806,0.911422586628428,0.990326121950902,0.999078621174906,0.999999997970116,0.998274276289485,0.996950197788716,0.999940869326272,0.967615001714976,0.988054258212978,0.998788129828582,0.999999993836288,0.997572933595471,0.995902997906886,0.999900119987477,0.960993304258632,1,0.999999999995352,1,0.999000755587668,0.999764843218818,0.999999781643482,0.987001404676372,0.999999998377382,0.985449564161102,0.981849344268468,0.998490020183155,0.999968864802965,1,0.999950993615772,0.999828681715209,0.999999995158542,0.986330857913148,0.999999693326961,0.999999320386916,0.996677262525527,1,1,0.999948802118764,0.999999985362422,0.999999999964095,0.999991296521835,0.999999999995758,0.998872769054551,0.998529388054457,1,0.999955356451148,106.2958,97.6179,52.172,83.470335,89.5994166666667,69.7198222222222,106.58247,34.282,32.3486,100.475828571429,59.0041,99.0327,34.4058,NA,NA,11.0112794494298,8.88120380850917,7.32784442971119,15.8554817305705,NA,NA,34.5571962091952,15.0602,NA,89.0929,97.6179,52.172,44.34405,81.959375,69.0808,77.202875,34.282,32.3486,56.8975,51.474,99.0327,123.4987,97.6179,52.172,101.443225,106.36455,83.9194,127.206775,34.282,32.3486,85.08055,66.5342,99.0327
"ZNF208",1,1,1,0.999999907507614,0.999999999659586,0.999999998283511,1,1,1,0.999999270048748,0.999879132996847,0.999997594317982,0.999995230307932,0.999845056244407,0.998400801332618,1,1,1,0.999912899557813,0.999999999998785,0.98554111223408,1,1,1,0.999999971131388,1,0.999982090254309,1,1,1,1,0.999999978449072,1,0.999984501277638,1,1,0.999243147071738,0.999976536548671,0.999960240234877,0.997702004095225,0.991959811899787,0.999999995308068,0.957504420319655,0.999887911009868,0.999900017679807,1,1,1,0.999999663000621,1,0.999785073282881,1,1,1,0.998825323873972,1,1,1,0.999999976111156,1,0.999983694540847,1,1,1,0.999895928473981,1,10.18605,17.7487,12.1315,52.739635,20.289,100.098544444444,9.65795,0,1.4152,122.013,4.68605,0.9212,8.29995,NA,NA,23.2776314689494,10.400686362832,83.7041747843926,2.72014122203854,NA,NA,117.547508802099,0.48385,NA,6.036075,17.7487,12.1315,5.343675,3.675575,7.2686,3.3126,0,1.4152,3.5487,4.444125,0.9212,14.336025,17.7487,12.1315,33.894975,32.54975,28.0194,18.325425,0,1.4152,6.51675,4.927975,0.9212
"ZNF714",0.994755569957665,0.891183153502959,0.999997495142292,0.983800680341725,0.999999751585463,0.995343385441799,0.999999999785677,0.995122466715782,0.863739981921694,0.899046130458488,0.991487735319154,0.999999640716326,0.995521804517724,1,0.964243823699265,0.999999999926828,0.992645976374049,0.829199093801818,0.698679822550826,1,0.893365785716351,0.83882048492163,0.999981786886972,1,0.986966565736339,0.796455673376344,0.987701991940563,0.752436199260843,0.999656966707957,0.999999998401407,0.999847464689344,1,0.999808581881208,1,0.999667046367485,0.999460264926733,0.982498227356663,0.999999987593859,0.998409730067837,0.999999999878391,0.935363083026629,0.999999999494342,0.844148721914518,0.994810756028652,1,0.995552594007634,0.999999999606321,0.999726324443404,0.999999999921779,0.994179281365912,0.999999999706876,0.988973094578031,0.998956431064276,1,1,0.9467864513297,0.57053682070761,0.274907596537199,0.295829270540557,0.812084885073863,0.349648769850218,0.79495776164104,0.22662371549691,0.729991079239093,0.311954661253325,0.486816771564716,520.159,243.3442,98.9678,327.320975,485.37515,332.790211111111,490.2567,68.2406,315.8205,309.559957142857,298.5161,895.9005,42.2261,NA,NA,52.9905776738126,103.297375169562,59.5446540224516,66.6036849508427,NA,NA,52.1700146092509,130.9521,NA,499.04595,243.3442,98.9678,153.25645,283.60735,232.1343,382.153825,68.2406,315.8205,203.5796,233.04005,895.9005,541.27205,243.3442,98.9678,480.84105,584.309025,390.9717,663.760775,68.2406,315.8205,393.4652,363.99215,895.9005
"ZNF394",0.999999993126533,0.999999999992538,0.999999854319722,0.999997210350263,1,0.999993382343822,0.999999999998687,0.999999999491791,0.999999995877769,0.999989707793661,0.999999999998843,0.999999999150737,0.999999995640942,0.999943368419796,1,0.999999999662563,0.999999999969123,0.999999957727312,0.999995202287975,1,0.999999999996248,0.999999999994693,1,0.999999997456443,0.999999999932688,1,1,1,0.999999998357505,1,0.999999940686108,1,0.99999999994048,0.99999999989484,0.999999999998553,1,1,0.99999999836902,0.999999998218486,0.99995440015686,1,1,0.999999999971154,1,0.999999999761476,1,0.999999997687073,0.999999999954341,0.999998957462562,1,1,0.999999999970428,1,0.999999999532932,1,1,0.999999972364232,1,0.999998584549708,0.999999999849316,0.999999999852201,0.999999997009494,0.999999999802858,0.999999990483439,0.999999999954988,1,426.57545,638.0196,313.5043,651.798415,491.366033333333,487.978222222222,527.86202,536.2225,611.8285,476.422328571429,446.82455,360.2027,63.42835,NA,NA,218.541000123042,45.6144543715379,75.1929787419894,59.2553970830446,NA,NA,41.7757946586566,7.01655,NA,394.861275,638.0196,313.5043,348.99305,425.09005,320.4758,404.670875,536.2225,611.8285,402.0682,443.316275,360.2027,458.289625,638.0196,313.5043,544.405675,533.77165,579.2649,523.1519,536.2225,611.8285,537.929,450.332825,360.2027
"ZNF333",0.989624683196128,1,0.998487148282344,0.905418967853612,0.999999998631456,0.995850039257504,0.975209582596243,0.999999949796241,0.999056972609806,0.999999997931789,0.991506135447563,0.99999563043709,0.999829492825312,0.999841959317931,0.999999947354741,0.995719295723358,0.999981663850392,0.999936446858161,0.998023542883603,0.999996935742531,0.999999999968822,1,0.998561559393195,1,0.996087453605906,0.999121678546236,0.99984453985412,0.999942790396358,1,0.998634067531657,1,0.996317392101697,0.99918358747209,0.999858647583751,0.999948666239261,1,0.999323773485738,0.999899564797045,0.999993321314279,0.991468407846958,0.999909636769652,0.999999568056078,0.999999996557297,0.999994158707439,0.999994913408067,0.999998733679322,0.999642598826865,0.999999993130107,0.997541196158072,0.999795867309485,0.99998951410962,0.999998501739027,0.999999994573779,0.999999995755398,0.999999991071939,0.999999999998971,0.998860219281249,1,0.997024427404903,0.999368850342503,0.999898994516018,0.999965022289439,1,1,0.99999689021436,0.999999998258586,91.62815,224.6614,102.1603,201.77102,190.9694,174.456344444444,167.20193,102.8461,103.5438,155.215271428571,133.9157,105.942,9.01785,NA,NA,26.182264203117,17.4406936955883,17.7643615867565,26.5171521739548,NA,NA,41.6361747076912,13.1624,NA,87.119225,224.6614,102.1603,119.28895,165.98195,151.7974,123.245225,102.8461,103.5438,100.6447,127.3345,105.942,96.137075,224.6614,102.1603,259.84685,193.4978,214.4703,221.673725,102.8461,103.5438,152.35755,140.4969,105.942
"ZNF382",0.999999942537507,0.999999999257247,1,0.993629892826246,0.999999748257488,0.999994384529868,0.999996204064619,1,0.999999999999095,0.999217309970147,0.999960904796771,1,0.9999999997261,0.999647533642025,0.999999999984516,1,0.999999971425934,0.999999999911635,0.763714083697529,0.999958031427058,0.998872951959326,0.999999999800721,0.999998272511845,0.999999853029016,0.996134648734097,0.999973888391459,0.999890396420776,0.999999975800101,1,0.999999829141553,0.999999993168806,0.998781770667492,0.999997277820329,0.999984061191422,0.999999999899346,1,1,0.999999957751199,0.999999999802418,0.857960834919313,0.999965089482558,0.999270326732699,1,0.999999989649348,0.999999999972961,1,0.999999997595295,0.99999999999618,0.998074969820707,0.99999983351581,0.999996638953198,1,0.999999990301238,0.999999999935867,1,0.999999999407243,0.999997421110627,0.999999754386191,0.995254793334303,0.999961509481348,0.999846813231422,0.999999945301413,1,1,0.999999975372723,0.999999979153311,11.0955,23.8206,19.602,36.04947,23.7139,26.2817777777778,13.61077,3.5576,7.5476,13.0275428571429,14.34155,2.7637,6.5689,NA,NA,10.0413837468042,10.0705877025789,7.5828389920519,2.41404593107597,NA,NA,2.64295581903303,1.41685,NA,7.81105,23.8206,19.602,11.079225,9.65835,11.5195,10.03735,3.5576,7.5476,7.85635,13.633125,2.7637,14.37995,23.8206,19.602,39.65075,23.83,35.9602,16.072775,3.5576,7.5476,14.1883,15.049975,2.7637
"ZNF577",0.999983084576472,1,0.999989197329803,0.999564702479926,1,0.999940775733655,0.998910338505951,1,0.99980311928258,0.999999992958637,0.999967965947159,0.999999999538673,0.999993403660037,0.999999989273222,0.999998285470307,0.970404101730796,0.999999980217772,0.995265658202381,0.992436236816082,0.999981210796469,0.987097775562131,0.999999999989379,0.999999844598685,0.999999999913279,0.999999627761103,0.999996263169331,0.999999991962304,0.99958077541396,0.999999999997653,0.999967890988165,1,0.999800200649598,0.999464673290719,0.999970187023554,0.991016168254622,0.999999997898732,0.999999922349641,0.999999600444466,0.999999954556571,0.999832860721306,0.999558507284327,0.99999957490269,0.924814265561106,1,0.999999500114788,1,0.999997039251015,0.999999999990398,0.999940010658117,0.9997678821122,0.999997782392397,0.987452901951909,1,0.999999999300998,0.99999999968069,0.999999995276299,0.999999994545667,0.999999990831946,0.999999995712858,0.999999841062907,0.99999999999269,0.999927749154226,1,0.999999921258606,1,0.999999999947223,47.0393,107.8935,40.6513,98.332225,109.3906,88.4171111111111,135.31611,63.066,33.0208,70.8538571428571,56.5318,75.0806,24.0291,NA,NA,21.4597921169333,41.914325561348,11.5751259238704,26.3351170739015,NA,NA,36.9505284290254,10.3072,NA,35.02475,107.8935,40.6513,57.474975,38.896975,64.0477,72.999,63.066,33.0208,18.67125,51.3782,75.0806,59.05385,107.8935,40.6513,110.0883,124.86405,105.0466,183.6968,63.066,33.0208,64.30415,61.6854,75.0806
"ZNF75A",1,0.999837517285355,0.999988624511175,0.978464841247824,0.999487862000279,1,0.999998791384254,0.999999138441052,0.989169601345405,0.202813654102721,0.996277031998925,0.999936376341562,1,0.999999887542953,0.544817410741711,0.999272539161059,0.999993037951569,0.999999999414944,0.999826148194712,0.695631758301922,0.999999980634984,0.999999202775442,0.999999982905656,0.999999996941075,0.999999585005605,0.999440620069163,0.999999996789801,0.999999999998857,1,1,0.999921461039895,0.997352622199748,0.999999992138882,0.99949324412405,0.999902382524523,0.999999414211069,0.999994598024829,0.999999987386312,0.999998900249019,0.985988893518452,0.956100937581564,0.999744131119209,0.999996557924184,1,0.999998794038848,0.99999882768636,0.999999991685855,0.999999875039943,0.999928282747171,0.997026644972957,0.999998734744591,0.999999993644064,1,0.999999431361738,1,0.999999995310854,0.999999980937243,0.99919861578552,0.982301264111636,1,0.994612375518004,0.998210836609983,0.999973967124366,0.999999999908655,0.999896882182067,0.999959280767382,163.7796,179.8225,302.6498,310.874825,106.668183333333,288.442833333333,266.65248,246.119,153.7827,228.543414285714,233.52335,112.8512,23.6968,NA,NA,38.5323213832238,21.912879207404,49.8214267264598,59.1756998843684,NA,NA,50.7995895027726,32.26785,NA,151.9312,179.8225,302.6498,228.6462,58.968975,243.1907,166.982075,246.119,153.7827,152.00315,217.389425,112.8512,175.628,179.8225,302.6498,436.271125,147.372275,373.7972,336.590975,246.119,153.7827,285.5212,249.657275,112.8512
"ZNF496",0.999999675350172,1,0.999999989801391,0.985627906118916,0.999999641370266,0.999617171107437,0.949323374883268,0.999956755795972,0.996630415158134,0.99997769702296,0.999966413961028,1,0.999999765264578,0.996313369720328,0.974179253582517,0.99966164775387,1,0.999995956103177,0.999807717149251,0.993561774881321,0.999999994914565,0.999999994142478,1,0.999999999937089,0.99999043060073,0.999696427474478,0.999999999994642,0.999999996155658,0.999999999998537,0.999998629201233,0.999999999970404,0.996163048694759,0.983283087243076,0.999972011386628,0.999832451593425,0.999999920825605,0.97885523142359,0.999996405600794,0.999046826341368,0.999999992175368,0.999999992869684,0.99506145425455,0.99942322955168,0.999953883877354,0.993203312812382,1,0.999999150443589,1,0.978885917573892,0.934604261261613,0.999916805824458,0.999326441835314,0.999999976224914,1,0.97067671834831,0.999999974689389,1,0.999999999576471,0.999996227700655,0.999828714915631,1,0.999999999533141,1,0.999999783775484,0.999977963284094,0.999999913789793,267.27505,408.6875,290.5183,528.118905,608.895066666667,408.561955555556,444.55838,364.489,221.4753,563.923842857143,253.78315,378.6274,128.42465,NA,NA,81.5012009102861,85.5016553107937,41.622672984645,66.589408743134,NA,NA,141.048863438185,47.72705,NA,203.062725,408.6875,290.5183,370.312425,467.7601,323.5811,307.013975,364.489,221.4753,333.5717,229.919625,378.6274,331.487375,408.6875,290.5183,568.487275,733.8409,426.3646,610.654875,364.489,221.4753,590.9112,277.646675,378.6274
"ZNF2",0.999946489368963,0.999826509458971,1,1,0.999615505560808,0.998860861380352,0.999998937397438,0.994483124025981,0.989060855273086,0.999820723208522,0.999998668401024,0.999999413108332,0.999994928202622,0.998361105320632,0.965343833345971,0.999999999351318,0.998494223313807,0.996390119665142,0.999999699222144,0.999999853990468,0.990486425511294,0.9997628956319,1,1,0.998482979316005,0.986862810163449,0.999991250234042,0.995445631481292,0.984658245909783,0.999996892417012,0.999999403112837,0.939629252312715,0.85047804379951,0.994206222313255,0.904633144760574,0.999999652120428,0.999999937039844,0.996968377642287,0.993467684563693,0.999984393212987,0.999999999980627,0.981967528093209,0.999999999757174,0.99198265467785,0.879863287136682,0.999999999998259,0.999991170654302,0.999962886560905,0.99999999977115,0.999974885203984,0.99999998979387,0.999999724504658,0.999945876556663,0.992578957958676,0.999996138159789,0.999984825687204,0.995008815865237,0.99142845673347,0.999931858768773,0.999999972029178,0.996891736738712,0.999995850132315,0.99006511525314,0.916756737154789,0.999999621025739,0.999916818040995,107.9402,79.4021,75.7689,108.6528,120.921316666667,95.2413222222222,114.116,74.7089,54.4843,117.7059,103.2797,133.1184,14.2778,NA,NA,8.83860651625345,13.094442441469,7.24825050960149,10.4081143468823,NA,NA,17.9914113536485,12.807,NA,100.8013,79.4021,75.7689,85.54115,109.736825,81.3878,94.97455,74.7089,54.4843,76.4084,96.8762,133.1184,115.0791,79.4021,75.7689,116.4685,140.022475,102.3181,138.0184,74.7089,54.4843,153.43885,109.6832,133.1184
"ZNF589",0.999999973160897,1,0.999999959264562,0.999999900353543,0.999959715410638,0.999999999929135,0.702083161884757,0.779415374075982,0.952083383179004,0.168714275222099,0.999990649121615,0.999719885266593,0.999999950040709,0.999999537443486,0.517681488152518,0.999999999988359,0.999999997401912,0.99999999990102,0.997281381771387,0.0587860815800164,0.987159199243273,0.999999999999457,0.99999982050455,1,1,0.965071354919441,0.999999995233005,0.999999997410352,0.999999522838102,1,0.999999530017577,0.999788429899955,0.712797932261456,0.998993006550982,0.999999859528247,0.999998476008741,1,0.999999705787379,1,0.999994627240917,0.193215366959433,0.99969165633193,0.999999973034659,1,0.999995962889523,0.999996169202138,0.99984705121998,0.999999922131651,0.999999965091414,0.964411550661536,1,0.999591578544299,0.999999988307201,0.999490224328171,0.999982593079956,0.981831870657112,0.967022426907912,0.996280973562323,0.983302382299217,1,0.995714248915868,0.911291689888369,0.997560430802964,0.949859644444134,0.958880324911334,0.999398225490707,231.17115,160.2055,245.3975,279.74179,529.473183333333,310.116644444444,209.1528,258.0854,138.2157,237.72,323.7786,512.667,99.52275,NA,NA,22.9653624970816,188.521271599634,54.9676828684468,12.0357441251927,NA,NA,55.5005077349448,92.2424,NA,181.409775,160.2055,245.3975,195.810775,276.978475,235.8804,193.10175,258.0854,138.2157,147.93035,277.6574,512.667,280.932525,160.2055,245.3975,322.156775,516.69115,351.268,228.1164,258.0854,138.2157,263.06045,369.8998,512.667
"PRDM9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999984104937,0.999999999402408,0.999999999803744,0.999999586130613,0.999999966760663,0.999999822412265,1,1,1,1,1,1,0.999999999402408,1,1,1,1,1,1,0.999999999402408,1,0.975435813456972,0.997624530534886,0.998041950428313,0.55656678714463,0.834569892337235,0.724055343358865,0.884412033297047,0.997624530534886,0.997624530534886,1,1,1,1,1,1,0.999999993857263,1,1,0.978662411545952,1,1,1,1,1,1,0.999999999402408,1,1,0.997624530534886,1,0,0,0.2128,0.70382,0.625916666666667,0.562177777777778,2.18866,0,0,9.82294285714286,0.18465,0,0,NA,NA,0.414252016327717,0.625916666666667,0.443322793978038,1.94146088152424,NA,NA,9.67289775193844,0.18465,NA,0,0,0.2128,0,0,0,0,0,0,0,0.092325,0,0,0,0.2128,0.6488,0,0,0.334675,0,0,0.4514,0.276975,0
"ZNF12",0.999998782159696,0.999955365501284,0.998200828923188,0.999999999997652,0.999999013343572,0.999215013946871,0.99999618782313,0.999999999998182,0.99304376866746,0.999931313945975,1,0.999979027769552,0.999926030084378,0.999999220725237,0.998589117236887,1,0.9999800666385,0.999915247290569,0.999999229099548,0.998491867445583,1,0.999999820679462,1,0.999052217074501,0.999999910001915,1,0.999995844065092,0.999996124591111,0.996692894429636,0.999997280803245,0.951445646141007,0.992651586533294,0.999734654647494,0.982013972847884,0.981979269744076,0.99999013645536,0.999999999778101,0.999999870169098,0.999001146398157,0.999999999995084,0.999998892610224,0.999998171439127,0.999998255158017,0.99999999265766,0.996807304781895,0.998325335238138,0.999999973367237,0.95715648434691,0.991725913755386,0.999951941822106,0.976304665792448,0.97577954924319,0.999999740264603,0.999999997998863,0.997794459868243,0.996296163037034,0.999996524909135,0.948727347389118,0.9917406189959,0.999680014049023,0.980237797286972,0.980191200056656,0.999987791035084,1,0.996362624996942,0.999999996452315,1080.19935,867.3517,1382.5689,1041.895415,921.882966666667,1108.74897777778,1106.33631,902.652,601.9223,1017.69782857143,718.80395,595.5781,193.28235,NA,NA,100.932685888714,82.2227725444303,114.23372233309,128.446662339843,NA,NA,131.327949557089,26.04175,NA,983.558175,867.3517,1382.5689,773.14205,809.751725,832.4407,876.061875,902.652,601.9223,850.3893,705.783075,595.5781,1176.840525,867.3517,1382.5689,1176.1657,992.33475,1382.7981,1270.113625,902.652,601.9223,1285.64495,731.824825,595.5781
"ZNF202",0.949259013308424,0.874693922872816,0.999999999842626,0.97437356655052,0.99970795932785,0.995628148321318,0.83975092928642,0.999999972130234,0.999985587065137,0.997618648397604,0.595177438303932,1,0.999999927638584,0.82940187788846,0.999997522601865,0.988241010537789,0.999557192651459,0.994511585781545,0.999999999995163,0.99737652219353,0.877026337127313,0.999582239870255,0.999990399722968,0.999800072414718,1,0.9999996125674,0.999943626931167,1,0.589327499737791,0.999968504274919,0.9999993831341,0.890154750596438,0.991980264008826,0.998688320009896,0.884063276852489,0.989162714824679,0.896844629894404,0.99999901308265,0.99989080320735,0.999826075277976,0.99999999882758,0.999746399465676,0.999737631056278,0.999999990492827,0.980564372361773,0.886976287735232,1,0.999999955142957,0.998832941992122,0.999999996314524,1,0.998385558887749,0.999993297736092,0.999518819057363,0.999999254494736,0.999999971653886,0.997647297320112,0.989058152387486,0.999986634630535,0.997941447524067,0.984384031042482,0.999996224572759,0.999999361060712,0.904175735049801,0.999337143751694,0.996466975735715,389.56,201.3078,171.7569,286.126555,237.702966666667,210.581711111111,292.02142,284.282,108.0252,251.684657142857,214.8967,348.2266,189.0896,NA,NA,28.4063098303208,16.6261234054658,18.9154966097792,29.5064461735541,NA,NA,40.0908164556949,16.2261,NA,295.0152,201.3078,171.7569,202.388675,238.21285,174.4453,229.3991,284.282,108.0252,183.68915,206.78365,348.2266,484.1048,201.3078,171.7569,323.832175,261.528175,267.8778,341.865675,284.282,108.0252,286.50095,223.00975,348.2266
"ZNF3",1,0.999999987674779,0.999999999978719,0.999999997396385,0.999999978473715,0.999992978096715,0.946406345174543,0.985108412916764,0.951749853512842,0.596519133724074,1,0.999999999984351,0.999999812848853,0.999999845592276,0.574983988720135,0.999998275809103,0.999998269408263,0.999911503412699,0.999998901603623,0.902027884689858,0.999892111727215,0.999999998732831,0.999999986170387,0.999998523018208,1,0.999454012563595,0.999999998663475,1,1,1,0.999999995523041,0.999999999974951,0.994241847833792,1,0.999999960176142,0.999999999870022,0.999988800216376,0.999992279878836,0.999777511080339,0.999979971276191,0.971388736188564,0.999559094695429,0.999999999950746,0.999999999993284,0.99999963914849,0.999999582597051,0.999999999180327,1,0.999598031158238,0.723090826035251,0.999985925913053,0.997247590820606,0.999986253233023,0.999999922658583,0.994877626084059,1,0.999999999994992,0.999999980014285,1,0.99620077639125,1,0.999999994194678,0.99999999998961,1,0.999999918631625,0.999999710965889,678.09965,633.4143,552.8403,743.784685,1092.409,691.813255555556,804.15613,779.6054,684.5286,834.469342857143,535.8998,704.1179,195.53295,NA,NA,76.2493242371868,254.399028495055,97.8697181727805,91.911690437394,NA,NA,74.9540715517521,194.2381,NA,580.333175,633.4143,552.8403,499.22905,683.1843,502.8042,521.713375,779.6054,684.5286,708.9597,438.78075,704.1179,775.866125,633.4143,552.8403,895.0013,1275.0776,764.5502,1086.928875,779.6054,684.5286,898.34945,633.01885,704.1179
"ZNF606",0.999919932490043,0.999188881257735,0.999999999981283,0.999582875603057,0.999999999156222,0.999998771530764,0.999999999040481,0.999978562190222,0.999579981077326,0.999072600794079,0.999599680751071,0.999999999857384,0.999999545338063,1,0.999439036582858,0.99741769701684,1,0.999999991314388,0.999999329753301,0.992799741146901,0.999999986870043,1,0.999989328468564,0.999863755734389,0.999992283709176,0.999999999997938,0.999990136780894,0.999914942752487,0.99999993594962,0.999015223806766,0.995675526095416,0.997256818176084,0.999988052901929,0.997246600083451,0.991974620056133,0.999999958221252,0.999909514856863,0.999999996242467,0.9999978635535,1,0.999946920521176,0.999999999991271,0.999999284895228,0.999997988595936,0.998755623759565,0.99999999999929,0.999983539760615,0.999741763876374,0.99995425822676,1,0.999950651335284,0.99946452401583,1,0.9999990400578,0.999992629433368,0.999999951747845,0.999091210641799,0.99593981113869,0.997503911033413,0.999990075146638,0.997487813854763,0.992560952062278,0.999999967639248,1,0.998877093574967,0.999999225644227,120.4888,242.4101,275.8327,208.07796,148.170916666667,212.414433333333,232.25221,127.2025,59.2016,201.3027,138.3026,60.8015,35.6152,NA,NA,28.0970426952857,39.0739936330924,44.3457863195779,51.4605100420258,NA,NA,88.0988682356417,17.18,NA,102.6812,242.4101,275.8327,124.2358,105.877425,125.999,103.203375,127.2025,59.2016,53.3922,129.7126,60.8015,138.2964,242.4101,275.8327,282.266725,168.3842,260.9191,308.732275,127.2025,59.2016,322.72055,146.8926,60.8015
