"gene","Stage IB-Stage IA","Stage II-Stage IA","Stage II-Stage IB","Stage IIA-Stage IA","Stage IIA-Stage IB","Stage IIA-Stage II","Stage IIB-Stage IA","Stage IIB-Stage IB","Stage IIB-Stage II","Stage IIB-Stage IIA","Stage III-Stage IA","Stage III-Stage IB","Stage III-Stage II","Stage III-Stage IIA","Stage III-Stage IIB","Stage IIIA-Stage IA","Stage IIIA-Stage IB","Stage IIIA-Stage II","Stage IIIA-Stage IIA","Stage IIIA-Stage IIB","Stage IIIA-Stage III","Stage IIIB-Stage IA","Stage IIIB-Stage IB","Stage IIIB-Stage II","Stage IIIB-Stage IIA","Stage IIIB-Stage IIB","Stage IIIB-Stage III","Stage IIIB-Stage IIIA","Stage IIIC-Stage IA","Stage IIIC-Stage IB","Stage IIIC-Stage II","Stage IIIC-Stage IIA","Stage IIIC-Stage IIB","Stage IIIC-Stage III","Stage IIIC-Stage IIIA","Stage IIIC-Stage IIIB","Stage IV-Stage IA","Stage IV-Stage IB","Stage IV-Stage II","Stage IV-Stage IIA","Stage IV-Stage IIB","Stage IV-Stage III","Stage IV-Stage IIIA","Stage IV-Stage IIIB","Stage IV-Stage IIIC","Stage IVA-Stage IA","Stage IVA-Stage IB","Stage IVA-Stage II","Stage IVA-Stage IIA","Stage IVA-Stage IIB","Stage IVA-Stage III","Stage IVA-Stage IIIA","Stage IVA-Stage IIIB","Stage IVA-Stage IIIC","Stage IVA-Stage IV","Stage IVB-Stage IA","Stage IVB-Stage IB","Stage IVB-Stage II","Stage IVB-Stage IIA","Stage IVB-Stage IIB","Stage IVB-Stage III","Stage IVB-Stage IIIA","Stage IVB-Stage IIIB","Stage IVB-Stage IIIC","Stage IVB-Stage IV","Stage IVB-Stage IVA","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB"
"ZNF708",0.816901850019794,0.999999999935349,0.857775730382793,0.999886306551117,0.890480978702346,0.99984781094959,0.996886548703287,0.979589964595569,0.997830659497653,0.999953577538922,0.999999999998289,0.70403374716993,0.999999979892611,0.995620296450114,0.965110079173392,0.999430644256289,0.941105160873094,0.999473307269769,0.999999969976989,0.999999937000982,0.988090197339511,0.999998726346193,0.729505619053381,0.999999998825734,0.995482994371278,0.978917291292273,0.99996628630223,0.990867912809026,0.999953755854924,0.622672169740319,0.999999652879655,0.97843260838959,0.937039393814303,0.999361281303352,0.964980597296929,0.999999999976711,0.999999591311424,0.839284164868499,0.999995444050071,0.999998890906493,0.998945613165192,0.99999895215009,0.999949652018261,0.999488989786424,0.995818564486622,0.999999999990841,0.747211893072903,1,0.998746658790359,0.987410381487254,0.999999963904768,0.996242271678337,0.999999956476402,0.9999946945679,0.999978727840125,0.999999911117269,0.982309299555073,0.999998450067031,1,0.999999883247808,0.999999975311934,0.999999999754202,0.999896851844078,0.999222610542655,1,0.999997874964262,98.69575,311.0696,77.2587,149.29449,178.299866666667,108.5718,161.23687,44.9547,22.407,130.277242857143,84.0497,140.4883,17.97145,NA,NA,27.0701049059814,33.182112913563,28.8073343391391,22.8245126319395,NA,NA,31.8205966734325,4.2073,NA,89.710025,311.0696,77.2587,54.22875,154.130175,60.3113,108.143075,44.9547,22.407,75.56015,81.94605,140.4883,107.681475,311.0696,77.2587,211.2704,220.856875,124.3305,201.9544,44.9547,22.407,203.133,86.15335,140.4883
"ZNF721",0.967516346338022,0.999998196806164,0.910188270516265,1,0.880268761674871,0.99999458199961,0.97344274999646,0.999992233644959,0.926940333973271,0.432630404333972,1,0.901101302298142,0.999995331145284,1,0.628262440444246,0.999999999379757,0.955437381062826,0.999875234894737,0.999990813520407,0.839467873742028,0.999998923528035,0.999918280645807,0.831912770098984,0.999999999920013,0.999713816299551,0.829184312723487,0.999761256023434,0.997950707636953,0.999998042878413,0.909075764481051,1,0.999994089803185,0.925664785455932,0.999994912270431,0.99986766492619,0.999999999933933,0.99999999844944,0.84670407649579,0.999999903333937,0.999999915687905,0.507220240732575,0.99999996796638,0.999808617861927,0.999977397595925,0.999999890320864,1,0.967647257231522,0.999998165793608,1,0.973611642777881,1,0.99999999941549,0.999917371109605,0.999998009511309,0.999999998366194,0.99994666487465,0.844117966896744,0.999999999983647,0.999814790484364,0.845204515003432,0.999845185685174,0.998507735942456,1,0.999999999986922,0.999987266785561,0.999946039297621,489.4426,892.3961,349.8819,479.700525,750.682966666667,481.513955555556,531.35328,286.478,348.7824,442.242285714286,489.6707,295.0392,29.852,NA,NA,41.1143331266001,215.035425240672,76.0194823202818,59.1728943326133,NA,NA,51.7881302358784,134.0614,NA,474.5166,892.3961,349.8819,322.068125,407.63205,303.1399,396.325075,286.478,348.7824,373.25225,422.64,295.0392,504.3686,892.3961,349.8819,591.292,868.612875,546.0806,614.416725,286.478,348.7824,505.07745,556.7014,295.0392
"ZNF662",0.895503706288232,0.923824824387226,1,0.827854159963853,0.999946664769519,0.999989632256702,0.717550849358125,0.999999916145342,0.999999996931599,0.999966299984871,0.543632946762292,0.999999999141713,0.99999999999764,0.995010622198466,0.999999996641853,0.333223357837352,1,1,0.84756421104072,0.999828071193449,0.999993744847812,0.966985579690635,0.99999999923817,0.99999999998726,0.999999939966275,1,1,0.999999979952828,0.731329830078488,0.999999992593208,0.999999916203708,0.995938709978288,0.999865908015596,0.999975275768994,0.999999822496694,0.999995954634979,0.651938142437771,0.99999998113894,0.999999999645913,0.999695586037546,1,0.999999999971816,0.999936847158026,1,0.999925558439077,0.918513799840898,0.999999917450569,0.999999995285367,0.999999964227553,1,0.99999999863059,0.999989642644248,1,0.999927730877715,0.99999999999865,0.841918696966611,1,0.999999999945668,0.99961258064983,0.9999970783248,0.999999837835798,0.999999999994975,0.999999950299817,0.999999999961081,0.999998906422447,0.999997979070467,139.8981,26.6231,32.3508,64.85929,48.2703833333333,40.4374111111111,26.5611,44.9547,4.0097,45.2656142857143,51.1328,17.9641,135.7487,NA,NA,14.0620881543769,14.7589561172285,9.31764468546466,7.98084144584879,NA,NA,26.8778068525071,3.4962,NA,72.02375,26.6231,32.3508,16.7736,23.214875,27.5616,6.53815,44.9547,4.0097,12.66585,49.3847,17.9641,207.77245,26.6231,32.3508,101.575725,60.7123,54.0735,40.589175,44.9547,4.0097,32.66105,52.8809,17.9641
"ZNF320",0.999999989810945,0.999927520927383,0.999999950786988,0.999999996217511,0.99999999998879,0.999970868228914,0.999999954758704,1,0.999995359470976,0.99999999998095,0.999999636299448,1,0.999997485012387,0.999999985274433,1,0.994043554179129,0.991246965054473,0.906133003732281,0.270871537086506,0.592100955804491,0.357296805249628,0.999847983539292,0.999999805738735,1,0.999922717851493,0.999985586734701,0.999991351480496,0.882495598842915,1,0.99999999988788,0.999994282278355,1,0.999999999961409,0.99999999948215,0.999036642971843,0.999986501011387,0.999848173616965,0.999116668391455,0.973429568812124,0.82812801777195,0.925089265364643,0.823067719406438,0.999993841527089,0.96332352536265,0.999966518499614,0.999999775008562,1,0.999999891279585,0.999999997187195,0.999999999996115,1,0.908055233951595,0.999999532704148,0.999999998193881,0.986268921963257,0.956081055739057,0.941861108936509,0.808912552920342,0.768620822473945,0.783926754271488,0.732018489941133,0.999345121581636,0.783769843331621,0.977985560173743,0.994624339860486,0.849053471596262,321.0188,230.7333,110.0351,271.13939,251.878716666667,240.5216,536.48299,93.467,299.546,469.967228571429,222.60615,763.7034,71.6632,NA,NA,49.7966998725819,62.5009579567834,73.4943281854249,70.8217785727219,NA,NA,176.555263636565,44.01125,NA,285.1872,230.7333,110.0351,67.780475,147.180525,103.401,415.265725,93.467,299.546,192.59535,200.600525,763.7034,356.8504,230.7333,110.0351,436.294625,296.020925,327.0849,694.158275,93.467,299.546,527.986,244.611775,763.7034
"ZNF530",0.999999999986313,0.923641361338292,0.943444559731059,0.999999999996585,0.9999999899149,0.844404537765224,0.999999999999421,1,0.794407393346883,0.999999245598939,0.999999999964604,1,0.748683949961446,0.999980921593914,1,0.829886984671764,0.937979684539054,0.999997115505916,0.0767383292273787,0.198837797608455,0.0764331374784597,0.999999999533049,1,0.929164919700162,0.999999890836777,0.99999999998798,0.999999999999014,0.917005952323263,0.999999999995743,0.999999996876805,0.98602447153826,1,0.9999999977151,0.999999988633377,0.991249705561672,0.999999977520184,0.998710055807159,0.999213978621736,0.994502668190935,0.952131321735971,0.937288322213274,0.854062517732441,0.976716712115552,0.998425643863435,0.999994479364481,0.999999999995964,0.999999994583433,0.954075275451357,1,0.999999988131319,0.999999915150831,0.907779306945532,0.999999953829719,1,0.999825925594083,1,1,0.95849541483664,0.999999999833145,1,1,0.958921056891302,1,0.999999999871207,0.999709293618654,0.999999999844765,53.85985,45.3059,137.6226,58.43248,49.4988333333333,47.9064111111111,114.74,42.044,61.5602,86.3935428571429,60.1175,49.438,13.60145,NA,NA,7.30873213325425,10.5555672427292,12.6227540523656,16.5757597717604,NA,NA,29.8027765576173,0.294800000000002,NA,47.059125,45.3059,137.6226,31.630875,30.90785,31.0612,88.3847,42.044,61.5602,34.6594,59.9701,49.438,60.660575,45.3059,137.6226,89.306125,54.8281,38.402,145.2082,42.044,61.5602,111.8408,60.2649,49.438
"ZFP1",0.999996630519383,0.999992891665321,1,0.999999758475399,0.999999973792584,0.999999891630203,0.999999999988646,0.999998884010328,0.999997134899252,0.999999926572741,0.999983884617578,0.999999999992621,0.999999999877356,0.999999518650996,0.999967842977436,0.9999999997587,0.999999260668855,0.999997969432734,0.99999995104606,1,0.999954775042998,0.999999995728732,0.999999999797799,0.999999998974793,1,0.999999999918019,0.999999999999361,0.999999999983345,1,0.999996227601641,0.999992829403671,0.999999803411665,0.999999999650832,0.999993957646978,0.999999997992762,0.999999982873527,0.99749501561174,0.999999999973525,0.999999999999102,0.991232885726842,0.987676515843089,0.99993690644323,0.978643791101151,0.99999922795175,0.99944287047307,0.999313606764011,0.987409826710617,0.984002988925462,0.924265620783287,0.987066256670839,0.875295905860314,0.975320738186008,0.997940857984575,0.999972219347961,0.66576868494713,0.99999999850353,0.999999999395616,0.999999997359203,1,0.99999999998627,0.999999999992049,0.999999999998185,1,0.999999992191054,0.999998504735738,0.998363950428589,229.36095,280.7099,284.5589,253.55487,239.975116666667,267.530355555556,242.67581,256.7917,220.7677,295.719442857143,157.65995,254.2607,85.99175,NA,NA,11.3287993185303,31.7952817013512,31.93707495732,36.572906092724,NA,NA,37.5315419864593,36.16805,NA,186.365075,280.7099,284.5589,221.869175,212.2105,240.8075,145.165775,256.7917,220.7677,220.90925,139.575925,254.2607,272.356825,280.7099,284.5589,274.683025,267.014675,293.4662,325.365575,256.7917,220.7677,365.6707,175.743975,254.2607
"KRBA2",0.999999999464745,0.999999995836206,1,0.999990542328251,0.999999999997303,1,0.999999812576868,1,1,0.999999999611492,0.902782165178498,0.998452331624283,0.999091632915675,0.63056318952302,0.820121045811782,0.999999977377443,1,1,0.999999218593121,0.999999999997978,0.563369703889378,0.999999983882714,0.999998807310016,0.99999712747963,0.999771606655113,0.999964501667364,0.924262357401632,0.99998368906018,0.999959280949497,0.999816676891387,0.999697853643407,0.990062997327887,0.996912458669368,0.741925320920948,0.997736357271425,0.999999989125712,0.999999473576478,1,1,0.999999999971215,1,0.803580920566069,0.999999999886327,0.99994312117117,0.995884151677753,0.999998293685924,0.999977044216298,0.999952058823214,0.988522932384837,0.998153027043962,0.564569851140264,0.998705997035701,1,0.999999997308558,0.997120014509467,0.999999997281839,1,1,1,1,0.998972449129998,1,0.999997624723883,0.999729104021533,1,0.999959131782973,56.59625,70.5278,73.4277,77.733715,72.5925833333333,121.346866666667,69.04985,37.5162,16.2745,73.9123285714286,32.441,72.7775,26.79615,NA,NA,12.2540724643865,16.3186778547654,24.577258261495,12.638606202226,NA,NA,13.5926627223541,6.7023,NA,43.198175,70.5278,73.4277,43.062725,40.603475,72.7996,39.60415,37.5162,16.2745,51.466,29.08985,72.7775,69.994325,70.5278,73.4277,89.19805,96.908275,132.62,103.434425,37.5162,16.2745,86.4657,35.79215,72.7775
"ZNF93",1,0.999999988780645,0.999999999106506,0.99803994419005,0.999939077951417,0.999999931588319,0.999954783987225,0.999998613163364,0.999999999987434,0.999999694144009,0.999999931178241,0.999999999257859,1,0.993684549940583,0.999997467340955,0.999999106388551,0.999999987101346,1,0.998084632272115,0.999999895879179,0.999999999989467,1,1,0.999999930223269,0.999516722406452,0.999974277401185,0.999999803023558,0.999998850318207,0.999992060551491,0.999998909570741,0.999999999538991,1,0.999999999998676,0.999999837637853,0.999999979268598,0.999988394629426,0.999999999930106,1,0.999999999840199,0.978226403757983,0.999920290601624,0.999999998300762,0.999999720711966,0.99999999671794,0.99999753493499,0.999999999806504,0.999999999996662,0.999999999998713,0.999913111449602,0.999999683750536,1,0.999999999937953,0.999999994848899,0.999999815710279,1,0.999999999998649,0.999999999997958,0.999999879828148,0.999361308763876,0.999962283838569,0.99999962128077,0.999998005834585,1,0.99998399312224,0.999999991521263,0.999999988545252,32.99325,37.3657,83.8565,134.21237,107.884133333333,71.4310222222222,81.48967,14.2303,127.6019,53.8534285714286,61.5555,10.5942,22.05395,NA,NA,46.5808515115651,52.0836940129997,20.0975671936637,20.9903870226775,NA,NA,26.3701420708356,3.5791,NA,21.966275,37.3657,83.8565,27.409025,22.75325,32.9128,29.494775,14.2303,127.6019,16.35935,59.76595,10.5942,44.020225,37.3657,83.8565,158.75915,202.52785,104.2268,117.877825,14.2303,127.6019,48.81065,63.34505,10.5942
"ZFP90",0.99999999617626,0.9963977809766,0.992660182621412,0.999952310659868,0.999691288698943,0.999772266669279,0.999495823137598,0.998590688761372,0.999992294560778,0.999999486591454,0.999542866320666,0.9987324150222,0.99998197760996,0.999999707716615,1,0.999999997057591,1,0.9615285942636,0.838010926367603,0.867149068011962,0.802057622387993,0.999999996103056,0.999998639845935,0.999941521383093,0.999999999990292,0.999999964579961,0.999999985349481,0.999996639958527,0.999999998867311,1,0.993875386104815,0.999796790778254,0.998973902832548,0.999089427262364,1,0.999999232429845,0.999986247965537,0.999841309758578,0.999803595920429,1,0.999999766135229,0.999999900908582,0.970974394615274,0.999999999998903,0.999897554958249,0.999992106796045,0.999999999945155,0.943739569191394,0.963750136850135,0.938619282366744,0.932816470315459,0.99999904947583,0.999886296764084,0.999999999731243,0.982470126080501,0.999999993299542,1,0.991981299813715,0.999622483991809,0.998356882584208,0.998512731309494,0.99999999999769,0.999998210084037,1,0.999804112490879,0.999999999977634,452.1392,372.723,761.3068,570.10511,617.79935,609.100233333333,403.11301,531.6947,381.1545,564.873485714286,318.9652,368.4938,8.06450000000001,NA,NA,54.9941475214509,159.918844352081,87.4432882880702,62.5301515029589,NA,NA,60.630167810546,90.7525,NA,448.10695,372.723,761.3068,432.028125,372.276975,373.2004,271.19055,531.6947,381.1545,477.30245,273.58895,368.4938,456.17145,372.723,761.3068,627.3924,751.9527,854.0014,515.000975,531.6947,381.1545,651.87475,364.34145,368.4938
"ZNF479",1,1,1,1,1,1,0.999999999997844,1,1,1,1,1,1,1,0.999999999970466,0.997760596207835,0.999866897247507,0.999866897247507,0.829715049745165,0.982493521270256,0.905249953696946,1,1,1,1,1,1,0.999866897247507,1,1,1,1,1,1,0.999866897247507,1,0.999978401488833,0.999998890132539,0.999998890132539,0.998363931773381,0.999936514415851,0.998739320854599,0.999989830274893,0.999998890132539,0.999998890132539,1,1,1,1,0.999999999997844,1,0.997760596207835,1,1,0.999978401488833,1,1,1,1,1,1,0.999866897247507,1,1,0.999998890132539,1,0,0,0,0.673575,1.0901,0.200277777777778,7.53547,0,0,4.79731428571429,0,0,0,NA,NA,0.541768715941008,0.97605836130155,0.200277777777778,6.76979913467075,NA,NA,4.04056908500279,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4458,0,0.5799,0,0,2.2033,0,0
"ZNF445",1,0.999906897341539,0.999959218435998,0.966105030923177,0.99600957171365,0.999999999983399,0.885488878369891,0.976874068992805,0.999998538296866,0.999870591139292,0.993683373208156,0.999226508494522,1,0.999999787455341,0.998570936230261,0.994192444621501,0.999314962745761,1,0.999999096507032,0.997699773546702,1,1,1,0.999970664090793,0.996855129457211,0.980239308715841,0.999427765249462,0.999496739452309,1,1,0.999902057118733,0.992509884722605,0.964845007395794,0.998288466910707,0.998457106009861,1,0.941254170071202,0.990172679337125,0.999999973148743,0.999999703307313,0.999999990609256,0.999949852355406,0.999898669086707,0.991890663266474,0.983621810470489,1,0.999999999998807,0.999974249406929,0.984664009990627,0.929313794644568,0.997879845646254,0.998106428632392,1,0.999999999856059,0.968449195661052,0.688542868290639,0.82432235395442,0.991110060203999,0.955412573917012,0.996053466659017,0.928152055420739,0.920958187706857,0.834662884287456,0.793018779383033,0.987210162842543,0.741005187761135,354.5203,340.028,586.5702,631.46555,722.675216666667,589.336288888889,584.85073,347.9948,317.2357,679.030528571429,382.6151,1029.4795,96.1272,NA,NA,70.1802257454599,81.4576597660708,95.8006951044494,48.5281049157062,NA,NA,132.857261547059,35.4056,NA,306.4567,340.028,586.5702,416.108325,620.749675,462.4246,491.25325,347.9948,317.2357,427.63815,364.9123,1029.4795,402.5839,340.028,586.5702,699.787925,840.287425,544.3764,715.3127,347.9948,317.2357,918.33165,400.3179,1029.4795
"ZNF74",0.999999999906914,0.99999663141665,0.999979705270676,0.997824359344105,0.998557693610953,1,0.999695464201063,0.999606011579034,1,0.999999999964789,1,0.999999988016234,0.999996240182594,0.906368399972651,0.99523088683891,1,0.999999994624407,0.999993801118668,0.858234054805236,0.992044811345404,1,0.999999997788863,0.999999810078579,0.999999999587751,0.999999653093163,0.99999998023729,0.999999999564557,0.999999998658719,1,0.999999999989202,0.999999084294176,0.999875975033961,0.999976731347403,1,1,0.99999999930144,0.999999166600124,0.999992063736231,0.999999998343454,0.999407448040181,0.999994884312724,0.999992851628241,0.999978943913134,1,0.999999944163501,0.999996797634261,0.999980244732232,1,0.999999984814664,0.99999999995738,0.999993285128892,0.999987047430684,0.999999999988744,0.999999510313518,0.999999999929471,0.999999687901766,0.999996039956356,1,0.999999999282082,0.999999999996077,0.999999768655137,0.999999557395532,0.999999999998791,0.999999912879978,0.999999999998658,1,290.0418,208.7809,506.3318,544.473215,516.21865,318.195577777778,309.85504,398.771,285.8659,413.919471428571,465.78275,462.4597,27.9514,NA,NA,113.016699810871,109.311597644,36.5239813029048,33.552459406985,NA,NA,132.451070069678,162.97625,NA,276.0661,208.7809,506.3318,348.021675,306.167875,244.7729,240.2247,398.771,285.8659,264.0981,384.294625,462.4597,304.0175,208.7809,506.3318,505.94215,716.23495,399.0402,370.604025,398.771,285.8659,404.7765,547.270875,462.4597
"ZNF829",0.999999999997033,0.973307098945453,0.996474221246409,0.999705773593435,0.999999665078832,0.996785729542341,0.999988088598871,0.999999994923308,0.994876499326678,0.999999997575161,0.999983974216896,0.999999994830485,0.993418182209133,0.999999978423693,1,0.999999998364283,1,0.966675996420545,0.99700580080063,0.999994187257395,0.999985038928604,0.999999999998966,0.999999999230057,0.982013117803526,0.999873461424027,0.999987027946045,0.999985094802553,0.999999961567479,0.99999999708617,0.999999938212533,0.965861507672733,0.999162366271594,0.999867020476993,0.999844803852646,0.99999771724125,1,0.99999938397002,0.99999999998245,0.987515755707145,0.999992013424295,0.999999999551357,0.999999999285234,0.999999980604655,0.999998488252041,0.999972370011301,0.999999999997768,1,0.98609817826346,0.999977970894819,0.999999667619753,0.999999575178283,1,0.999999998913898,0.999999868764338,0.999999997099281,0.999999995570594,0.999999918923131,0.96427867493961,0.999049115444863,0.99984478437721,0.999818727911178,0.999997058660396,0.999999999999232,1,0.999966623325877,0.999999824469126,7.72125,11.2097,41.2898,19.727415,17.2829,17.1464777777778,11.6441,4.5278,1.1793,14.7816285714286,10.5007,0.9212,5.83515,NA,NA,5.29871984297436,6.39143223756095,6.08749767259316,4.59257113470585,NA,NA,10.6945949811044,0.530200000000001,NA,4.803675,11.2097,41.2898,5.487075,5.19555,7.8665,1.813425,4.5278,1.1793,1.6876,10.2356,0.9212,10.638825,11.2097,41.2898,26.439125,23.3041,18.7822,14.5183,4.5278,1.1793,9.07785,10.7658,0.9212
"ZNF267",0.999981198800502,0.999998938388034,0.999999999999114,0.999999637255553,0.997211437535024,0.999493809587727,0.999177662848046,1,0.999999999991117,0.585803175557791,0.999999891611469,0.998135537271049,0.999682551295169,1,0.769544335084655,1,0.999934962851761,0.999996527642891,0.999469967970449,0.971409769421208,0.999941116808791,0.999999257110493,0.999041034562061,0.999767740437755,0.999999999349487,0.990935655654239,0.999999998928235,0.999994251439491,0.997296021692223,0.964923118099319,0.982530677566711,0.998929162141155,0.822948333985921,0.999015269842602,0.98854077971052,0.999997405150961,0.9982599435433,1,0.999999999838789,0.428579992218697,1,0.657157757976611,0.937679616992416,0.986746388550411,0.789381169361334,0.999929208376943,1,1,0.974566834184371,1,0.985117036188564,0.999402038361975,0.997567578488273,0.922813637947567,1,0.997182651862905,0.999999910655912,0.999997856708485,0.939679782833148,0.999998015909867,0.953802792102957,0.991112766181928,0.983456583492213,0.85199793373725,0.999999199903858,0.999998894400049,590.5997,390.4717,439.0763,673.465925,393.818066666667,668.5648,584.4384,737.0634,927.649,380.705942857143,404.0684,251.9576,192.1238,NA,NA,82.5657390547505,64.6989273041919,103.713330581824,43.9033149160061,NA,NA,33.9105822200783,73.9355,NA,494.5378,390.4717,439.0763,510.9761,289.137525,362.4954,469.75,737.0634,927.649,311.58805,367.10065,251.9576,686.6616,390.4717,439.0763,725.1299,433.736125,960.973,718.2787,737.0634,927.649,445.9762,441.03615,251.9576
"ZNF566",0.999973930179998,0.953889819131568,0.999884690367511,0.997310875019037,1,0.997462244789134,0.999447971805239,1,0.997438333063427,0.999999999999455,0.998952795413053,1,0.997263925398179,1,1,0.92420743785844,0.999999370058421,0.999993804416552,0.98890996901378,0.997367528952098,0.994717279125393,0.999999995525394,0.999771275054607,0.944303759369042,0.99603676936366,0.998440677826523,0.997737286946005,0.94870951481789,0.99999999834784,0.999824006244118,0.949260618225063,0.996869502433257,0.998799217797174,0.998241702039076,0.954939169121923,1,0.99743587232616,1,0.998950229005262,0.999999999998912,0.999999999812001,0.999999999917679,0.999566920777565,0.995743275609705,0.996594233491432,0.999999861027029,0.999999979385464,0.992238673979713,0.999996832934133,0.99999979588378,0.999999417321863,0.995167415397884,0.999987069662978,0.999991605856866,0.999993966099825,0.781363542426924,0.99429754855227,0.999999825029187,0.933911827734783,0.940882649770546,0.935581425726562,0.996085880986195,0.791200607360711,0.802352492412222,0.961076852576888,0.917350897555945,103.60225,182.6249,288.6027,181.57706,175.666766666667,177.553922222222,229.82917,68.8875,71.9382,187.444642857143,142.6292,345.0023,9.93985,NA,NA,28.1895008081839,18.3485716888385,32.9031455829445,30.9946847708372,NA,NA,42.4064064080723,37.0162,NA,98.632325,182.6249,288.6027,114.15685,155.4303,135.6972,165.942175,68.8875,71.9382,117.9736,124.1211,345.0023,108.572175,182.6249,288.6027,216.5359,209.644225,173.6149,271.16475,68.8875,71.9382,238.59765,161.1373,345.0023
"ZNF224",0.999955334335773,0.970936245302824,0.857253846001666,0.996490110837239,0.932955952333993,0.99929733039899,0.998542198342551,0.95323319566295,0.999557383615648,1,0.999833880722251,0.977235640981739,0.996959081859049,0.99999852485615,0.999999929816583,1,0.999802213893408,0.91670028320662,0.717801496907826,0.943470803556701,0.981562395036156,0.954658553146016,0.820478096078738,1,0.998005973529113,0.998723633383537,0.993155080129815,0.878729459060669,0.99789827501134,0.96087115744426,0.999999968647328,0.999999536632283,0.999999715552633,0.999985030279037,0.991983357484332,0.999999699941005,0.99998888399615,0.990316543221032,0.993072549306881,0.999886874440183,0.999990358408035,0.999999998008842,0.99867096579696,0.986169480042621,0.999915202226604,0.98677331269981,0.894320507474493,0.999999911354942,0.999978286391866,0.999991308285668,0.999605008195505,0.918525112313721,0.999999079962164,1,0.99833674065401,0.999952564617863,0.99271187741574,0.999978932405046,1,1,0.999999999730601,0.999775679271951,0.999930501216477,0.999999993785295,0.999999968468672,0.999999948997675,227.7492,305.2872,66.6596,152.97309,153.2483,171.190255555556,228.02319,56.1352,111.3155,183.516657142857,109.27395,149.7421,81.4058,NA,NA,20.7832496963387,30.5537457602064,36.9431401697223,29.7806667118169,NA,NA,47.7182644767272,19.75035,NA,187.0463,305.2872,66.6596,83.6118,104.44465,106.9736,145.6673,56.1352,111.3155,112.31275,99.398775,149.7421,268.4521,305.2872,66.6596,182.704825,192.540675,166.2451,302.52105,56.1352,111.3155,209.05345,119.149125,149.7421
"ZNF529",0.974972053644386,0.999955758546243,0.999984983900736,0.996409374479835,0.999520679057981,1,0.999999995722152,0.978466754482109,0.999994088219575,0.989527014218286,0.999981156520113,0.994361616012158,0.999999979171716,0.999803337427677,0.999998479253654,0.999999916574716,0.980130907119756,0.999997172562338,0.980763028740097,1,0.999999551043052,0.999999881925605,0.949074376069729,0.999173391016371,0.988887056956027,0.999972269409553,0.999266947989574,0.999918229744984,0.999999999997229,0.982083784041702,0.999928213415763,0.998809412954817,0.999999903497202,0.999979116128278,0.99999946146878,0.999999999846727,0.999363589412128,0.999225767002898,1,0.999999999900628,0.999478352747725,0.999999267165795,0.999500151539593,0.995629083018411,0.999662792610465,1,0.973962077324032,0.999950649367334,0.996043927506077,0.999999993474773,0.999977249722054,0.999999883406918,0.999999904304523,0.999999999998533,0.999284068740088,0.999985802517382,0.999959719903862,1,1,0.999998873923952,0.999999999170284,0.999999562368729,0.999571505770282,0.999971335528925,1,0.999983917319482,239.5119,602.9659,417.91,412.17654,288.8701,344.118733333333,301.22957,138.6999,201.6275,393.396771428571,237.5459,398.8945,36.9875,NA,NA,62.4174572612521,56.3702713268203,68.926897150149,33.853510402084,NA,NA,110.967079093438,46.6301,NA,221.01815,602.9659,417.91,215.764325,262.71715,269.5666,221.46065,138.6999,201.6275,265.8582,214.23085,398.8945,258.00565,602.9659,417.91,474.814375,375.059225,352.6396,356.43275,138.6999,201.6275,329.9968,260.86095,398.8945
