"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF175",0.0357998459865315,182.62467826087,138.891678378378,21.0111233668689,7.46844055317948,117.651,74.6602,212.45215,185.4238,251.221,143.02389076087,270.3488,134.7376,220.4232,299.14645,83.944375,186.10965,24.2368581555036,7.01942991786325,0.569315028444555,0.498384309455045,-0.812700911237239,-1.00466944592297,"ESCA"
"ZNF14",0.82690535411915,163.473230434783,158.350707432432,20.0290011610708,8.67542148419333,119.2421,96.857,188.29015,198.328725,227.159263636364,155.777932608696,251.3514,139.40605,179.6134,281.27995,95.917,195.3009,19.8603144042415,7.55591801564384,0.685765264929124,0.554626113083118,-0.544213263497461,-0.85041255148395,"ESCA"
"ZNF85",0.573346247933474,48.4316217391304,57.0937304054054,10.4187830573823,5.82411140491597,10.87885,14.076775,76.0354,79.893175,180.710627272727,54.68055,109.2663,29.77795,62.8537,331.8476,13.6356,77.004125,42.8908016229356,4.92096840240073,0.302586244236076,0.272526387367377,-1.72458169167997,-1.87553216928776,"ESCA"
"ZKSCAN1",0.725800739082865,1928.21637391304,2058.39691418919,214.727404992954,141.992445250035,1166.7846,1187.83875,2456.3096,2301.0121,2248.3998,2010.73969782609,2132.4324,1657.62635,1785.2438,2686.03055,1179.9513,2301.0121,253.603427711594,118.069634964591,0.894298112740486,0.777340632228248,-0.16117226338908,-0.363381165831897,"ESCA"
"ZNF862",0.433247726968209,354.426656521739,406.056632432432,52.2016710541459,24.5894409358387,194.2211,179.913975,456.34295,517.21275,741.490090909091,398.689380434783,719.9755,345.544,650.17785,832.92765,188.389975,509.355425,73.5965008582776,21.0211876013054,0.537686727473292,0.479938553464666,-0.89516223503666,-1.05907838548358,"ESCA"
"ZNF684",0.944774179788168,60.3917913043478,59.9035263513514,6.54626778127406,2.58131781752126,38.42795,37.463475,77.53985,71.9096,84.6055272727273,58.6352592391304,80.1682,53.8168,53.5207,120.0623,36.3046,73.3383,13.9483919550286,2.27678297042021,0.693042891277289,0.671298594704633,-0.528983453754011,-0.574973472605963,"ESCA"
"ZNF430",0.923658109753526,179.383591304348,177.424506081081,16.4764599981773,7.62386381789773,123.99725,114.294125,232.69915,214.264975,201.300254545455,175.651216847826,209.9099,160.5944,165.95685,221.22585,115.376,214.264975,21.009614294038,6.68412150684545,0.872583182989285,0.765063486762654,-0.196635425495382,-0.38634862389609,"ESCA"
"ZFP30",0.360076349222208,140.386986956522,119.586114189189,22.2467194915818,8.24203251983597,47.0329,35.348975,216.04055,157.747925,187.872718181818,122.733977717391,170.2541,100.0169,143.6221,219.93015,36.230925,165.67785,15.9659429262006,7.70872752387106,0.653282599544936,0.587456631000369,-0.614220881421914,-0.767445746273877,"ESCA"
"ZNF549",0.247680639194969,145.197430434783,119.288808108108,24.669629961185,7.93618116746426,57.1797,46.168375,189.9189,178.2418,176.8736,121.626055434783,185.6804,96.2927,134.5635,204.71665,46.2866,178.2418,16.1957585085669,7.70640020646856,0.687643918791626,0.51859377726459,-0.540266404347947,-0.94732319984806,"ESCA"
"ZNF211",0.822560661745799,200.415130434783,206.115911486486,21.0789932610461,9.44910128098103,124.6168,119.989025,243.26425,271.346875,263.1477,201.188491847826,235.8477,182.09545,209.2794,320.14345,114.616175,246.653625,23.3507400584027,8.45091275995057,0.764545887529422,0.772089149056785,-0.387325001117626,-0.373160657398415,"ESCA"
"ZNF205",0.0759579241872311,232.02092173913,268.485450675676,14.1077905362821,7.73682792351818,193.64985,200.618275,263.0573,331.86255,230.144790909091,265.13349673913,204.547,257.183,190.57665,269.3144,201.296075,325.1866,17.6325333928893,6.76083310880132,1.15202910173127,1.25732961128738,0.204177161565885,0.330362904518907,"ESCA"
"ZNF45",0.950096595348327,230.714473913043,229.111758783784,15.8718501155948,9.75945232134193,182.57555,162.775925,256.9554,267.920275,235.469272727273,228.7190875,231.3641,207.73725,206.59995,267.60205,159.821975,266.636775,13.6519258044097,8.54223809853086,0.971333052720254,0.897880224287173,-0.0419620401057818,-0.155405090179297,"ESCA"
"ZNF133",0.39902878471876,355.575691304348,327.454681081081,48.3378349230004,10.8033718113091,225.62295,233.18765,395.5407,386.75525,301.858472727273,328.93020923913,283.0882,313.754,249.7869,324.70145,230.5851,386.7423,28.1039264537217,10.8906169162388,1.08968354032692,1.10832595636272,0.123909216571374,0.148382237407549,"ESCA"
"ZNF436",0.603281548798381,757.15682173913,708.653681756757,107.899984262817,32.7281647888065,398.0009,391.126575,1059.65625,916.724775,748.3533,722.382924456522,622.8525,632.6024,504.679,969.51725,395.538025,923.326075,110.771766940407,30.5935055397975,0.965296637906884,1.01565362585845,-0.0509557408235216,0.0224084754796845,"ESCA"
"ZNF484",0.869890390372044,165.825882608696,168.774307432432,13.6747812627601,6.75292454911457,123.6376,110.242525,205.25605,200.55,137.378854545455,167.583339130435,144.7572,153.2315,111.1565,164.185,113.523425,199.016825,15.3326743787446,5.77253069177481,1.21986269054956,1.05854147496636,0.28671876515557,0.0820777970318986,"ESCA"
"ZNF780B",0.287842437751278,398.484304347826,351.061371621622,47.2446128726522,15.9369717186993,285.3071,213.7668,449.77945,416.926575,459.172072727273,355.284466847826,508.7487,322.29635,354.65115,535.1522,210.267575,416.926575,58.5009327202351,15.2095910400322,0.773750164589929,0.633507957858172,-0.370060283674452,-0.658565352884477,"ESCA"
"ZNF557",0.42549319870203,203.335169565217,190.329022972973,17.000871510656,5.85370422603807,145.45045,144.027675,260.2228,218.82045,212.999045454545,190.983025543478,230.1839,185.06315,176.2853,238.999,143.625325,223.40285,14.7090022126734,5.28419072578202,0.896637940963142,0.803979557214905,-0.157402547003044,-0.314769276418022,"ESCA"
"ZNF337",0.361148935098265,467.9168,425.38805472973,71.0763220890691,14.6997050781636,282.32515,311.4097,517.85065,513.1757,434.460772727273,428.126544021739,436.3563,405.141,340.1771,509.13,302.664425,507.5746,37.3102082165241,14.8599960562487,0.985420481886612,0.928463734796541,-0.0211886366235516,-0.107082534377672,"ESCA"
"ZNF317",0.967057542388241,939.577134782609,937.351031081081,45.5065176273067,19.9945697960673,749.7237,749.781425,1061.9694,1068.052275,959.4159,928.13578423913,953.4884,935.2595,935.6734,983.8368,733.534775,1057.6545,15.9021419544378,17.5758517332051,0.96739670901757,0.980881885925408,-0.0478204649928845,-0.0278486718463932,"ESCA"
"ZNF426",0.444320795718887,253.3984,217.465141216216,34.0587002797089,17.6823913356446,126.27045,108.580775,320.7944,256.959575,433.825090909091,219.182644565217,223.9566,169.7285,166.5465,345.32425,111.988825,263.747425,191.047293562685,15.0265559242933,0.505232751996697,0.757863353881957,-0.984979929214707,-0.399990347346242,"ESCA"
